year,vos_DET arrières_NOUN,vos_DET carrières_NOUN
2009,2.9562793102400065e-08,5.721831008997924e-09
2010,4.015224064346512e-08,3.779034529749481e-09
2011,5.20060190467575e-08,8.412738394802943e-09
2012,7.455313522086726e-08,5.446804340891731e-09
2013,7.391181355842491e-08,1.0598675159734228e-08
2014,6.32309991033253e-08,5.8467021918362505e-09
2015,6.250742501379136e-08,7.979671506896935e-09
2016,6.752568282308857e-08,9.94243232188552e-09
2017,8.955576191738146e-08,1.2326495962833306e-08
2018,9.809573242591796e-08,1.290733386838383e-08
2019,7.244805289019496e-08,1.0969247787873115e-08
