year,dix_DET anneaux_NOUN,dix_DET canots_NOUN
1880,2.759673911612026e-08,1.9253538763308597e-09
1881,2.091752193678076e-08,6.972507571312292e-10
1882,5.92329274518022e-08,4.6587693702804245e-09
1883,1.3902545781263598e-08,8.847074184359371e-09
1884,1.3203393933736152e-08,1.3203393933736152e-09
1885,1.353583467533781e-08,0.0
1886,1.5488312854472497e-08,7.098810428374236e-09
1887,1.5016527132871715e-08,6.528924512139156e-09
1888,2.4728397107764977e-08,1.9021844099853524e-09
1889,1.566284169030041e-08,0.0
1890,2.097403728473779e-08,0.0
1891,1.211101796627645e-08,1.9122659011827636e-09
1892,1.6298132621272998e-08,1.2537024751679837e-09
1893,9.853466487186324e-09,2.463366621796581e-09
1894,1.0082463086646953e-08,1.8904617871129403e-09
1895,3.069493414997737e-08,3.0093072478365457e-09
1896,4.7176231254830725e-09,2.358811590497112e-09
1897,2.2724183423861177e-08,5.2440420894583895e-09
1898,6.7900258748920805e-09,2.26334195829736e-09
1899,7.185851913504848e-09,6.633094074004475e-09
1900,3.114631885736685e-09,1.5573159428683425e-09
1901,7.824234649067563e-09,5.588738916095792e-10
1902,7.856454153909453e-09,2.455141867585553e-09
1903,4.320176216765503e-09,0.0
1904,1.0211787859759625e-08,5.374625189347171e-10
1905,3.6125313851442797e-09,2.0643036169332163e-09
1906,8.745113966313056e-09,0.0
1907,1.07999713061524e-08,0.0
1908,2.9468334439286537e-09,0.0
1909,1.6502950117569526e-09,0.0
1910,5.3441505665219324e-09,5.344150677544235e-10
1911,7.448523575703803e-09,3.7242617878519013e-09
1912,6.772247651554153e-09,5.209421227725386e-10
1913,9.545381374209683e-09,2.6514948014977335e-09
1914,1.3393487430235496e-09,5.357394972094198e-09
1915,2.3561523843085297e-09,0.0
1916,0.0,4.394984820521586e-09
1917,1.5352994431339084e-08,2.1932848870420685e-09
1918,6.89182577673364e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,2.2716695191604686e-09,0.0
1921,1.5145494858259667e-09,1.5145494858259667e-09
1922,2.951174193910333e-09,2.2133805899215986e-09
1923,1.0615948120573648e-08,2.1231896241147297e-09
1924,1.289162443462999e-09,0.0
1925,2.1996355847875293e-09,2.1996355847875293e-09
1926,7.802296586589819e-09,0.0
1927,2.4528294950698637e-08,1.1149224876660924e-09
1928,9.140832868403947e-09,1.1426041224282812e-09
1929,1.2254447234738564e-08,0.0
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,7.983749661377715e-09,2.2810713318222042e-09
1932,7.6716757391182e-09,0.0
1933,9.176529536247813e-09,2.2941324395731044e-09
1934,1.1981580172459871e-08,0.0
1935,7.180970484910176e-09,5.98414207075848e-09
1936,9.699771652549316e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,9.075650453382877e-09,0.0
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,8.854508237732261e-09,0.0
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,1.6065930807940276e-08,9.639558484764166e-09
1945,0.0,8.714016175304096e-09
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,1.3112957830685446e-08,4.7683483828109274e-09
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,2.945102384188658e-09,0.0
1950,2.1270722960764488e-09,0.0
1951,1.0661401761424827e-09,2.1322803522849654e-09
1952,7.381362854275153e-09,1.0544803918932644e-09
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,3.9090144454689835e-09,9.772536113672459e-10
1955,0.0,1.8771215692936494e-09
1956,0.0,1.744228317335228e-09
1957,4.417518795207798e-09,0.0
1958,6.617794756635931e-09,0.0
1959,5.425523363911111e-09,7.750747821333448e-10
1960,6.2287499602575735e-09,0.0
1961,5.558527305105088e-09,1.3896318540318475e-09
1962,5.7077609305622445e-09,6.341956404476434e-10
1963,3.879631726988464e-09,2.5864212993553792e-09
1964,4.258777774879263e-09,1.8251904432275978e-09
1965,3.2832261354087677e-09,5.472043373977442e-10
1966,5.539074754423723e-10,1.1078149508847446e-09
1967,1.1832804958089582e-08,1.4791006197611978e-09
1968,3.1439910674890825e-09,8.982831700699023e-10
1969,2.725054598640142e-09,1.8167031212712459e-09
1970,4.1388523719376735e-09,0.0
1971,3.596878239697787e-09,1.0276794970565106e-09
1972,2.5650734314375256e-09,1.5390440033513642e-09
1973,4.410563025913916e-09,0.0
1974,1.6876715580593782e-09,1.6876715580593782e-09
1975,1.7134440533084216e-09,0.0
1976,2.285410749536254e-09,0.0
1977,5.876781838942691e-10,0.0
1978,4.158414057542359e-09,1.1881182704343018e-09
1979,7.02236779837051e-09,0.0
1980,1.137030125608618e-08,0.0
1981,4.427884725544118e-09,1.2651099057237047e-09
1982,1.2415004579935385e-09,6.207502289967692e-10
1983,2.5261264191556165e-09,1.2630632095778083e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,2.4062232206745193e-09,6.015558051686298e-10
1986,1.7983456390702202e-09,0.0
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,5.996553809062277e-10,1.798966087207532e-09
1989,3.841685525252103e-09,0.0
1990,1.6345953479657283e-09,1.089730194969718e-09
1991,1.7584396161396398e-09,1.1722930404189924e-09
1992,2.7549720282848966e-09,0.0
1993,1.661762283333701e-09,2.2156829704300662e-09
1994,2.1099706426497278e-09,4.747434001473039e-09
1995,1.0844901643380922e-09,1.0844901643380922e-09
1996,2.6690460952494277e-09,0.0
1997,1.917957792585412e-09,4.79489448146353e-10
1998,2.3840645013706308e-09,2.3840645013706308e-09
1999,3.656160929565999e-09,9.140402323914998e-10
2000,3.0926220473403987e-09,8.836062992401139e-10
2001,1.3143635069212678e-09,0.0
2002,3.066854992184176e-09,1.3143663935011318e-09
2003,0.0,4.1669229178253886e-10
2004,4.404791115186768e-09,1.7619165015858584e-09
2005,4.053374524914943e-09,9.007499190971657e-10
2006,0.0,4.1178899179428186e-10
2007,3.994479413904628e-09,1.1983438685803094e-09
2008,1.7029758714315335e-09,8.514879357157668e-10
2009,1.430457752249481e-09,0.0
2010,9.447586046817946e-09,0.0
2011,4.5887662558641296e-09,1.1471915639660324e-09
2012,4.425528443707805e-09,3.404252713057332e-10
2013,4.183687618564136e-09,8.367375126105969e-10
2014,2.815078753437561e-09,2.1654451842767486e-10
2015,3.989835711815104e-09,6.649726325136385e-10
2016,3.5212781579474495e-09,1.0356699942093428e-09
2017,5.031222660711876e-09,0.0
2018,2.8396132667474205e-09,0.0
2019,1.7856913725466939e-09,0.0
