year,vos_DET ouvertures_NOUN,vos_DET couvertures_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,1.4831105232815389e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,8.00162425207418e-09
1813,0.0,0.0
1814,1.2586708564299443e-08,0.0
1815,0.0,0.0
1816,1.3905623319487859e-08,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,2.7292905713238724e-08,2.3732962262101864e-09
1821,6.903041693817613e-09,0.0
1822,1.0025615893027862e-09,0.0
1823,9.882686891060644e-10,0.0
1824,0.0,1.6842225392110777e-09
1825,0.0,3.522177216552791e-09
1826,1.7615968683770689e-09,2.642395191543301e-09
1827,2.7651818612639545e-09,8.295545583791863e-09
1828,0.0,0.0
1829,0.0,8.57317605795771e-10
1830,0.0,1.0436835840010872e-09
1831,4.677361609140007e-09,0.0
1832,1.7588959622116818e-08,1.3529969367098715e-09
1833,0.0,5.791814139399776e-09
1834,0.0,1.0267983796552471e-08
1835,1.5126175867408165e-09,1.5126175867408165e-09
1836,4.032449929525228e-09,2.016224964762614e-09
1837,9.74104708006962e-09,2.7831563720326358e-09
1838,6.312161904276081e-10,0.0
1839,3.4957374772659477e-09,1.3982950353153e-09
1840,1.2739377330817092e-09,7.0066574764382494e-09
1841,2.5682194149112547e-09,4.494383976094696e-09
1842,0.0,1.341653010911159e-08
1843,0.0,7.088293507706567e-09
1844,5.488561272137815e-10,4.9397050894128824e-09
1845,0.0,5.580227946389016e-10
1846,4.0981511517657054e-09,3.5127007969038004e-09
1847,6.47186837454683e-09,8.089835468183537e-09
1848,0.0,4.02261068899179e-09
1849,8.379414939696517e-10,0.0
1850,6.788996032014438e-10,0.0
1851,1.9348316282474798e-09,3.2247193804124663e-09
1852,0.0,1.3021090872200602e-09
1853,5.971931837933653e-10,1.7915795513800958e-09
1854,1.1430461910322265e-08,2.0782657816909023e-09
1855,2.1227748447927297e-09,1.8043586180738203e-08
1856,6.212626857404757e-09,5.694908100650764e-09
1857,4.881508974818871e-09,4.881509085841174e-10
1858,9.787352039936081e-10,1.9574704079872163e-09
1859,1.5276520048956854e-09,7.638259802433822e-09
1860,3.204028820036342e-09,9.612086238064421e-09
1861,4.715963619617014e-09,3.772770984511453e-09
1862,9.035972858839614e-09,9.035972525772706e-10
1863,2.4973103585068657e-09,2.9967726078439227e-09
1864,2.8768367688059016e-09,3.835782358407869e-09
1865,4.23615986733239e-09,8.943004559114343e-09
1866,2.919367858567057e-09,1.9462451650298362e-09
1867,1.3102591012170706e-08,3.88224918879132e-09
1868,1.531360993567432e-08,5.9278488784286765e-09
1869,1.953407657850903e-09,5.371870948067681e-09
1870,3.4404292748035914e-09,2.2936195165357276e-09
1871,0.0,3.18635318130589e-09
1872,0.0,1.8142017887967654e-09
1873,1.1972008939764578e-09,2.9930022904522957e-09
1874,5.974609140757536e-10,4.779687312606029e-09
1875,9.154443425529735e-09,5.721527140956084e-10
1876,1.0278225381910033e-08,6.04601479992084e-10
1877,4.329371083855449e-09,0.0
1878,7.2469061862534545e-09,6.039088673581716e-10
1879,3.665595160740054e-09,1.221865053580018e-09
1880,1.0910338410496934e-08,1.9253538763308597e-09
1881,6.972507571312292e-10,0.0
1882,5.989846840748214e-09,1.3310770263785798e-09
1883,1.8958017378167824e-09,5.0554711528150165e-09
1884,7.2618666635548834e-09,5.941527270181268e-09
1885,8.379326565943757e-09,6.445635580831777e-09
1886,3.872078213618124e-09,1.2906927748801422e-09
1887,1.0446279397058333e-08,6.528924623161458e-10
1888,5.706553452000662e-09,6.340614699951175e-09
1889,8.14467782106476e-09,1.8795409673089125e-09
1890,1.9663159989136147e-09,2.6217545912032847e-09
1891,1.9122660788184476e-08,5.099376032546843e-09
1892,9.402768341715273e-09,1.002961980134387e-08
1893,1.2316833108982905e-09,2.463366621796581e-09
1894,5.041231432301174e-09,1.2603078580752936e-08
1895,1.2037228991346183e-08,1.8055843487019274e-09
1896,4.1279202278587945e-09,3.5382172747233653e-09
1897,3.4960281336537946e-09,1.2236098356765979e-08
1898,1.13167097914868e-09,7.355861253444118e-09
1899,1.1055156790007459e-09,1.3818945987509323e-08
1900,2.07642125715779e-09,4.15284251431558e-09
1901,0.0,3.912117296778206e-09
1902,1.0802624572647801e-08,1.9641135384773634e-09
1903,5.940242076007962e-09,1.0800440541913758e-08
1904,3.2247751136083025e-09,3.7622376325430196e-09
1905,5.160758931310738e-09,2.580379465655369e-09
1906,1.0288369045596824e-09,2.0576738091193647e-09
1907,2.057137349353866e-09,6.1714118260169926e-09
1908,2.4556945366072114e-09,5.40252820258047e-09
1909,1.1001967115120692e-09,3.850688656825696e-09
1910,3.206490406526541e-09,8.550641084070776e-09
1911,2.6601871816467337e-09,3.7242617878519013e-09
1912,2.6047106693738442e-09,4.167536982180309e-09
1913,2.6514948014977335e-09,2.121195885607108e-09
1914,6.696743715117748e-10,3.3483718020477227e-09
1915,0.0,1.5314990164938536e-08
1916,0.0,2.8567400889301098e-08
1917,0.0,2.1932848870420685e-09
1918,0.0,6.89182577673364e-09
1919,0.0,1.1049418269237776e-08
1920,7.572231730534895e-10,3.028892692213958e-09
1921,2.2718242842501013e-09,3.7863738810983705e-09
1922,5.164555005876537e-09,4.426761179843197e-09
1923,1.1677542488541803e-08,9.554353752605493e-09
1924,2.578324886925998e-09,3.867487219366694e-09
1925,4.399271169575059e-09,8.798542339150117e-09
1926,8.916910765321973e-09,3.343841648018042e-09
1927,1.1149224876660924e-09,8.919379901328739e-09
1928,2.2852082448565625e-09,7.998228745975666e-09
1929,1.2254447234738564e-08,5.570202965543558e-09
1930,0.0,2.100720708497761e-09
1931,9.124285327288817e-09,3.4216069977333063e-09
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,2.3963160344919743e-09,5.990790086229936e-09
1935,1.196828414151696e-08,1.196828414151696e-09
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,3.777335333410292e-09,6.295559185076627e-09
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,0.0,4.588215141154706e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,6.068423541449874e-09,9.102635090130207e-09
1943,0.0,1.1612940831184915e-08
1944,6.4263723231761105e-09,0.0
1945,0.0,1.9606536838523425e-08
1946,0.0,1.3921104269343232e-08
1947,0.0,8.344609447874518e-09
1948,9.784699273041042e-09,1.0871888278529696e-08
1949,0.0,3.9268033269479474e-09
1950,0.0,5.317680518146517e-09
1951,3.1984206394497505e-09,3.1984206394497505e-09
1952,0.0,3.1634410646574906e-09
1953,0.0,4.3095309543161875e-09
1954,9.772536113672459e-10,9.772536113672459e-10
1955,4.6928039232341234e-09,8.447047505910632e-09
1956,2.616342476002842e-09,6.976913269340912e-09
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,3.3088973783179654e-09,1.6544486891589827e-09
1959,2.325224457422337e-09,8.525822714489095e-09
1960,3.460416619915918e-09,2.7683333403416555e-09
1961,0.0,1.111705483225478e-08
1962,2.5367825617905737e-09,8.244543714397423e-09
1963,1.939815863494232e-09,3.879631726988464e-09
1964,9.125952438182594e-09,1.2776333768727e-08
1965,2.188817349590977e-09,4.924839203113152e-09
1966,4.431259803538978e-09,4.985167390003653e-09
1967,2.9582012395223956e-09,5.423369309198733e-09
1968,2.6948494546985557e-09,3.5931326802796093e-09
1969,6.8126366770115965e-09,5.450109252791435e-09
1970,2.7592350626548523e-09,5.518470125309705e-09
1971,1.0276794970565106e-09,6.166076982339064e-09
1972,0.0,1.5390440033513642e-09
1973,2.205281512956958e-09,3.3079223804577396e-09
1974,3.3753431161187564e-09,3.937900228123681e-09
1975,3.998036124386317e-09,2.2845920710778955e-09
1976,4.570821499072508e-09,4.570821499072508e-09
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,1.1881182704343018e-09,4.158414057542359e-09
1979,4.681578680276743e-09,3.5111840102075575e-09
1980,2.8425752862659692e-09,2.2740602734216964e-09
1981,1.2651099057237047e-09,4.427884725544118e-09
1982,1.2415004579935385e-09,1.2415004579935385e-09
1983,0.0,8.841442245000053e-09
1984,1.739702604197646e-09,6.378909400694965e-09
1985,0.0,9.624892882698077e-09
1986,1.1988970927134801e-09,7.792831269171074e-09
1987,6.110816852533674e-10,6.110816741511371e-09
1988,5.996553809062277e-10,4.797243047249822e-09
1989,5.488122178931576e-10,6.036934507847036e-09
1990,1.089730194969718e-09,2.179460389939436e-09
1991,5.861465202094962e-10,8.7921980806982e-09
1992,1.65298330578878e-09,3.856960972825618e-09
1993,1.1078414852150331e-09,4.985286850001103e-09
1994,1.5824779264761446e-09,5.274926717646622e-09
1995,0.0,5.4224509327127635e-09
1996,5.338092190498855e-10,4.804283193493575e-09
1997,4.79489448146353e-10,1.917957792585412e-09
1998,9.536258449571733e-10,3.337690568372409e-09
1999,9.140402323914998e-10,3.656160929565999e-09
2000,8.836062992401139e-10,3.5344251969604557e-09
2001,1.3143635069212678e-09,1.270551397425379e-08
2002,4.38122149670761e-10,6.571832411594869e-09
2003,2.5001538617175356e-09,7.91715315529018e-09
2004,2.642874807889939e-09,4.404791198453495e-09
2005,1.8014998381943315e-09,2.702249757291497e-09
2006,1.6471559671771274e-09,2.8825228870488218e-09
2007,1.5977917877663117e-09,5.991719120856942e-09
2008,2.1287198670449925e-09,5.960415716543821e-09
2009,1.430457752249481e-09,1.43045770784056e-08
2010,2.3618964561933353e-09,1.0392344762522043e-08
2011,4.5887662558641296e-09,1.185431308670104e-08
2012,6.808505315092361e-09,1.2936160587173617e-08
2013,3.6258624991347688e-09,1.0319762822064149e-08
2014,2.5985342766432495e-09,1.6240838007774983e-08
2015,3.103205470367243e-09,1.4629397249166232e-08
2016,4.349814286541687e-09,1.1392370602436586e-08
2017,2.7671724911471074e-09,8.804639684001359e-09
2018,1.8070267504555204e-09,2.0393587263356494e-08
2019,3.3162841361900064e-09,1.1479444950168727e-08
