year,trois_DET ouverts_ADJ,trois_DET couverts_NOUN
1800,0.0,3.458580977167003e-08
1801,0.0,4.524246932646747e-08
1802,0.0,1.7902721083373763e-08
1803,0.0,1.5602713565598947e-08
1804,0.0,2.4718509905596875e-08
1805,0.0,3.4114531644036106e-08
1806,0.0,1.729001475325731e-08
1807,0.0,0.0
1808,0.0,2.4926814390369145e-08
1809,0.0,1.8072244145628247e-08
1810,0.0,8.190443878675069e-08
1811,0.0,7.521229861140455e-09
1812,0.0,4.267533171287141e-08
1813,0.0,2.0130190847567064e-08
1814,0.0,5.034683425719777e-08
1815,0.0,1.3486118000116676e-08
1816,0.0,9.270415546325239e-09
1817,0.0,4.3592454090912724e-08
1818,0.0,2.026600220972341e-08
1819,0.0,2.6912730377581795e-08
1820,0.0,9.493184904840746e-09
1821,0.0,5.1279739565757154e-08
1822,0.0,4.712039469723095e-08
1823,0.0,2.4706716672540097e-08
1824,0.0,2.0210670470532932e-08
1825,0.0,1.1447075731751966e-08
1826,0.0,3.435113882233054e-08
1827,0.0,1.6591091167583727e-08
1828,0.0,2.2013522837927013e-08
1829,0.0,1.1145129263923081e-08
1830,0.0,3.235419043789989e-08
1831,0.0,1.5591206548037917e-08
1832,0.0,1.7588959622116818e-08
1833,0.0,3.938433579264711e-08
1834,0.0,3.640467127752345e-08
1835,1.5126175867408165e-09,2.0420337421001022e-08
1836,0.0,1.0081125434435734e-08
1837,0.0,1.948209504831766e-08
1838,0.0,2.0198918315728065e-08
1839,0.0,3.216078614531881e-08
1840,6.369688665408546e-10,3.121147429396842e-08
1841,6.420548537278137e-10,2.8250413564023802e-08
1842,0.0,3.4212153110502186e-08
1843,0.0,2.953455530141369e-08
1844,0.0,1.8661108325268572e-08
1845,1.1160455892778032e-09,4.240973244806767e-08
1846,0.0,2.5174355711143903e-08
1847,0.0,4.0449176452739266e-08
1848,0.0,3.378993035374478e-08
1849,0.0,2.0110596077316245e-08
1850,6.788996032014438e-10,1.5614690873633208e-08
1851,0.0,1.6123596680017727e-08
1852,0.0,1.6927418133860783e-08
1853,0.0,3.523439628949632e-08
1854,0.0,1.0391329130499116e-08
1855,0.0,1.0083180512765466e-08
1856,5.177189232874468e-10,2.4332789450021153e-08
1857,0.0,1.7573432709028225e-08
1858,0.0,2.985142433242771e-08
1859,4.073738679721828e-09,2.9025387648928813e-08
1860,1.8308735638683515e-09,5.996111052120057e-08
1861,0.0,2.499460749483262e-08
1862,0.0,3.8854683137579116e-08
1863,0.0,2.547256561236111e-08
1864,0.0,2.828889478223573e-08
1865,0.0,1.835669261041062e-08
1866,0.0,1.216403244796993e-08
1867,2.91168689159349e-09,3.299911810472622e-08
1868,0.0,2.0747471518589577e-08
1869,0.0,2.68593545182938e-08
1870,0.0,4.0711746862598375e-08
1871,0.0,4.0360472741696185e-08
1872,0.0,2.963196221728026e-08
1873,5.986004469882289e-10,1.496501056408306e-08
1874,5.974609140757536e-10,2.3300975815487845e-08
1875,0.0,1.7164582089002067e-08
1876,0.0,2.8416269337583344e-08
1877,0.0,3.525345260158019e-08
1878,0.0,2.2948537070632824e-08
1879,0.0,2.443730107160036e-08
1880,0.0,3.979064655545983e-08
1881,0.0,2.7192779361584485e-08
1882,0.0,1.9966154951589488e-08
1883,1.8958017378167824e-09,2.338155358216909e-08
1884,2.6406787867472303e-09,2.6406787867472303e-08
1885,0.0,3.158361394639542e-08
1886,0.0,2.4523162944767307e-08
1887,0.0,3.9826440589862955e-08
1888,0.0,1.7753721825997104e-08
1889,0.0,1.628935508701801e-08
1890,0.0,1.5730528268864674e-08
1891,6.374220040683554e-10,1.0836174069162041e-08
1892,6.8953633913793055e-09,2.9462007500313803e-08
1893,1.847525021858587e-09,2.7097032617717787e-08
1894,0.0,2.520615671741666e-08
1895,0.0,3.5509823970159005e-08
1896,0.0,1.946019601017923e-08
1897,0.0,2.6220211779559577e-08
1898,0.0,1.1882545614128048e-08
1899,0.0,2.65323762960179e-08
1900,0.0,2.335973836586902e-08
1901,0.0,1.7883964531506535e-08
1902,0.0,1.3748794991386148e-08
1903,0.0,1.5120615870500842e-08
1904,1.6123875568041512e-09,1.827372564378038e-08
1905,5.160759042333041e-10,2.631987205958808e-08
1906,0.0,1.286046086290682e-08
1907,1.5428529565042481e-09,3.188562835987341e-08
1908,0.0,1.4243028534366431e-08
1909,0.0,1.9253442173905455e-08
1910,0.0,1.5498036631811374e-08
1911,0.0,1.4365010514438836e-08
1912,0.0,2.2921453179947093e-08
1913,0.0,1.537867011514038e-08
