year,autres_ADJ offres_NOUN,autres_ADJ coffres_NOUN
1800,0.0,6.288328968651058e-09
1801,1.4287095284615248e-08,4.7623651688866175e-09
1802,0.0,2.2378401354217203e-09
1803,1.1702034896643454e-08,9.751696339321825e-09
1804,0.0,0.0
1805,0.0,0.0
1806,1.152667650217154e-08,0.0
1807,1.7081730696588693e-08,0.0
1808,0.0,0.0
1809,6.7770917766551975e-09,3.6144488291256494e-08
1810,3.2761775514700275e-08,1.6380887757350138e-08
1811,2.0056614147279106e-08,9.526891631139733e-08
1812,2.6672082320544632e-09,1.3336041604361526e-08
1813,0.0,1.1502966579257645e-08
1814,6.293354282149721e-09,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,1.1588019432906549e-08
1817,1.556873407970727e-09,3.113746815941454e-09
1818,0.0,5.960588467246453e-09
1819,3.622867339458935e-08,1.0351049795076506e-08
1820,3.5599443393152796e-09,2.610625848831205e-08
1821,2.6626018723163725e-08,2.3667571014129862e-08
1822,9.123310462655354e-08,2.105379337535851e-08
1823,3.5577674140085946e-08,1.680056804787e-08
1824,1.7684335773537896e-08,5.052667617633233e-09
1825,7.924898959288385e-09,3.522177216552791e-09
1826,4.403992281964975e-09,2.025836387531399e-08
1827,3.133872894522938e-08,0.0
1828,2.2930752408001354e-08,2.384798314380987e-08
1829,2.0575622983187714e-08,6.858540846366168e-09
1830,3.339787468803479e-08,0.0
1831,4.677361609140007e-09,1.5591206103948707e-09
1832,2.3000948701223933e-08,0.0
1833,3.4750886612755494e-09,3.4750886612755494e-09
1834,1.120143711119681e-08,7.467624740797874e-09
1835,3.025235173481633e-08,1.285724948729694e-08
1836,2.4866775305554256e-08,1.1425274948351216e-08
1837,7.653680000885288e-08,9.74104708006962e-09
1838,3.1560809077291196e-08,1.5149188570262595e-08
1839,9.08891817363866e-09,2.0974426639952526e-09
1840,1.8472096741106725e-08,5.095750932326837e-09
1841,8.988767952189392e-09,4.494383976094696e-09
1842,1.0733224087289273e-08,6.708265054555795e-10
1843,1.0041748765843295e-08,5.906910960362666e-09
1844,5.488561161115513e-09,1.6465684371524958e-09
1845,2.17628883802945e-08,1.1160455892778032e-09
1846,5.854501328173001e-09,2.3418005312692003e-09
1847,2.2651539310913904e-08,4.853901280910122e-09
1848,8.045221711050488e-10,2.413566457803995e-09
1849,7.54147322368226e-09,1.005529792763582e-08
1850,9.504594444820214e-09,5.431196825611551e-09
1851,1.1608989325395669e-08,1.9348316726564008e-08
1852,2.4740073101270355e-08,2.6042181744401205e-09
1853,1.3138249599364826e-08,2.388772735173461e-09
1854,1.0910895298366086e-08,8.832629738719788e-09
1855,1.3798036491152743e-08,6.368324534378189e-09
1856,1.346069211649592e-08,1.1389816201301528e-08
1857,7.810414537345878e-09,1.757343248698362e-08
1858,2.2510910469009104e-08,4.893676019968041e-10
1859,7.129042689513199e-09,3.5645213447565993e-09
1860,1.6477862629926676e-08,9.15436793036406e-09
1861,1.131831339762357e-08,1.4147891747029462e-09
1862,2.2589931703009825e-08,9.035972525772706e-10
1863,3.54618062137213e-08,1.9978483312144135e-09
1864,9.589456340108882e-09,5.274200631788517e-09
1865,2.5416959426038943e-08,8.001635798393636e-09
1866,4.865612801552288e-09,5.838735717134114e-09
1867,4.85281148598915e-09,6.308654931785895e-09
1868,5.9278488784286765e-09,9.87974857480367e-09
1869,9.767038733343725e-09,0.0
1870,1.6055336615750093e-08,5.734048791339319e-10
1871,1.5931766128574054e-08,0.0
1872,9.071008832961525e-09,3.628403577593531e-09
1873,9.57760748487857e-09,1.1373408881354408e-08
1874,1.9118749250424116e-08,1.4339061493728877e-08
1875,1.94531928343622e-08,1.3159512590732447e-08
1876,9.673623679873344e-09,1.0882827083946722e-08
1877,2.5976227391311113e-08,2.3502300550148902e-08
1878,1.1474268646338714e-08,1.268208649207736e-08
1879,2.504823370941267e-08,7.331190321480108e-09
1880,5.776061406947974e-09,1.2193908105473383e-08
1881,1.9523021421719022e-08,9.761510710859511e-09
1882,4.6587693702804245e-09,1.3310770263785798e-09
1883,4.423537092179686e-09,1.2638677882037541e-09
1884,5.941527270181268e-09,5.941527270181268e-09
1885,2.5782542323327107e-08,1.933690718658454e-08
1886,3.613939725255477e-08,1.613365974151293e-08
1887,1.4363634337488662e-08,3.9173548849191775e-09
1888,1.3315291091942072e-08,1.6485598663962264e-08
1889,1.50363277384713e-08,5.6386229019267375e-09
1890,1.1797895993481688e-08,7.209825181320184e-09
1891,1.2748440525456317e-08,1.466070642663908e-08
1892,1.8178685001757344e-08,9.402768341715273e-09
1893,1.9091091429945806e-08,6.15841644346915e-09
1894,5.671385139294216e-09,7.561847148451761e-09
1895,9.629783193076946e-09,9.629783193076946e-09
1896,1.2383760683576384e-08,1.2973464080801023e-08
1897,1.1070755867592652e-08,5.2440420894583895e-09
1898,2.2067583316243145e-08,5.6583546736987955e-09
1899,1.1055156790007459e-08,1.1607914629507832e-08
1900,7.786579381274805e-09,1.142031713641245e-08
1901,1.9001712314725694e-08,3.912117296778206e-09
1902,7.856454153909453e-09,1.718599307309887e-08
1903,1.9440793863623185e-08,8.100330184390714e-09
1904,2.203596238814498e-08,1.6123875568041512e-09
1905,1.3417973399043603e-08,4.1286072338664326e-09
1906,1.903348301190988e-08,7.716276506641861e-09
1907,1.3885677219160897e-08,3.0857059130084963e-09
1908,2.2592390180875555e-08,6.875944702500192e-09
1909,1.7603147384193107e-08,8.251475058784763e-09
1910,1.977335806202518e-08,9.619471441624228e-09
1911,1.8089272302290738e-08,6.916486494645824e-09
1912,2.2921453846080908e-08,1.5628263128064646e-09
1913,1.2196876397752021e-08,1.0075680734189518e-08
1914,1.2054139020278853e-08,4.018046340092951e-09
1915,7.068456930880984e-09,5.890381071793627e-09
1916,8.789969641043172e-09,2.197492410260793e-09
1917,8.773139548168274e-09,6.57985488317081e-09
1918,1.1486376294556067e-08,0.0
1919,5.524709134618888e-09,4.603924352863942e-09
1920,1.3630017114962811e-08,6.057785384427916e-09
1921,1.817459427400081e-08,6.058197943303867e-09
1922,3.6889677978990676e-09,6.640141769764796e-09
1923,1.9108707505210987e-08,9.554353752605493e-09
1924,1.675911143195208e-08,1.4180787211159895e-08
1925,1.539744931555731e-08,5.499089184013428e-09
1926,1.5604593173179637e-08,7.802296586589819e-09
1927,2.5643216883253217e-08,5.574612327308159e-09
1928,2.5137291359556002e-08,5.713020723163709e-09
1929,8.912325100141061e-09,2.2280812750352652e-09
1930,1.05036033204442e-08,0.0
1931,1.710803587684495e-08,5.7026783295555106e-09
1932,1.972716578979572e-08,6.575722188983946e-09
1933,1.3764795081527836e-08,9.176529758292418e-09
1934,8.38710612072191e-09,9.585264137967897e-09
1935,1.4361940969820353e-08,7.180970484910176e-09
1936,3.273672888326473e-08,9.699771652549316e-09
1937,1.510934133364117e-08,3.777335333410292e-09
1938,1.0372171566075394e-08,5.186085783037697e-09
1939,3.058810094103137e-09,7.647025235257843e-09
1940,1.0143131667916805e-08,1.2678914806940611e-08
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,6.4263723231761105e-09,3.213186161588055e-08
1945,8.714016175304096e-09,2.178504043826024e-09
1946,1.5313215584455975e-08,4.1763312808029696e-09
1947,1.311295849681926e-08,1.1920870957027319e-09
1948,1.1959077061973744e-08,4.348755133776194e-09
1949,1.0798709482173763e-08,1.3743811422273211e-08
1950,5.317680518146517e-09,1.3825969702452312e-08
1951,1.8124383771578323e-08,1.3859822622919182e-08
1952,2.5307528517259925e-08,1.0544804140977249e-08
1953,2.0470272588113403e-08,1.6160740301529586e-08
1954,1.172704333640695e-08,6.840775057526116e-09
1955,8.447047505910632e-09,7.508486277174597e-09
1956,1.744228228517386e-08,1.3081712602058815e-08
1957,1.236905244894615e-08,1.7670075402875796e-09
1958,1.4062814024384807e-08,4.1361216673863055e-09
1959,2.325224279786653e-08,4.650448914844674e-09
1960,2.07624992754063e-08,2.7683333403416555e-09
1961,1.737039845295385e-08,4.16889545107324e-09
1962,1.902586960200736e-08,5.7077609305622445e-09
1963,2.1984580267364606e-08,6.466053470433053e-09
1964,1.8251904876365188e-08,0.0
1965,1.860494691641179e-08,1.1491291473930687e-08
1966,1.9386762417639147e-08,4.431259803538978e-09
1967,1.9721342781053863e-08,2.465167847631733e-09
1968,3.4134761628390464e-08,4.940557296606585e-09
1969,4.1329997202410595e-08,9.991866889436096e-09
1970,2.8971967935831344e-08,4.1388523719376735e-09
1971,4.2648700682157425e-08,3.5968783507200897e-09
1972,2.8215808356435446e-08,2.0520587451500205e-09
1973,1.929621262775072e-08,5.513203671370093e-09
1974,3.1503201824989446e-08,4.500457340128605e-09
1975,1.7134439644905797e-08,4.569184142155791e-09
1976,1.9997344224975677e-08,5.713526984862938e-09
1977,2.1744092748576804e-08,5.289103821581875e-09
1978,1.6633656230169436e-08,4.1584139465200565e-09
1979,1.9896710057309974e-08,4.681578680276743e-09
1980,1.989802728141754e-08,5.116635559687666e-09
1981,2.6567307243041682e-08,8.855769451088236e-09
1982,1.924325765401136e-08,6.2075020679230875e-09
1983,1.452522668810019e-08,9.47297440490047e-09
1984,2.0296529457120016e-08,8.698512410365566e-09
1985,1.9249785432329247e-08,7.218669662023558e-09
1986,3.4168566753756124e-08,8.392279760016663e-09
1987,2.933192072562818e-08,8.555143704569446e-09
1988,3.298104539473101e-08,8.395175166153734e-09
1989,2.3050112929468014e-08,3.841685636274406e-09
1990,2.9967580417178397e-08,1.6345953479657283e-09
1991,2.285971467674841e-08,7.033758464558559e-09
1992,1.5427843891302473e-08,8.815910668147353e-09
1993,2.7696036852820072e-08,6.64704896680135e-09
1994,3.270454440595927e-08,8.967375175750192e-09
1995,3.849939922417889e-08,5.4224509327127635e-09
1996,4.4306166735452734e-08,1.441284891434691e-08
1997,5.130536928632523e-08,6.7128524960935465e-09
1998,6.198568058835008e-08,1.1443510028463777e-08
1999,7.723639941503713e-08,1.4167623185734612e-08
2000,9.322046423676511e-08,1.1486881668076876e-08
2001,8.061429673800191e-08,9.638665865452367e-09
2002,7.754762165745888e-08,7.009954283709874e-09
2003,7.583799477295372e-08,7.083769126836614e-09
2004,7.88457619194105e-08,6.6071867144135155e-09
2005,1.4907411127751402e-07,9.007498746882447e-09
2006,8.482852997815371e-08,4.941467846020231e-09
2007,7.150118364052105e-08,1.0785094817222785e-08
2008,6.513882863656839e-08,6.811903485726134e-09
2009,7.056924999915282e-08,5.245011536203492e-09
2010,5.999217478347418e-08,5.196172381261022e-09
2011,7.342026009382607e-08,9.55992973672437e-09
2012,7.148930469824677e-08,1.9063814638009546e-08
2013,9.120438693166477e-08,1.1993237514218436e-08
2014,6.864461515876386e-08,1.1043770342666903e-08
2015,6.450234479871142e-08,8.201329393386914e-09
2016,7.063269436002884e-08,8.69962796246071e-09
2017,7.446209396300141e-08,8.049956257139002e-09
