year,certains_DET anneaux_NOUN,certains_DET canots_NOUN
1918,2.2972752589112133e-09,9.189101035644853e-09
1919,2.762354567309444e-09,0.0
1920,3.028892692213958e-09,7.572231730534895e-10
1921,1.5145495135815423e-08,0.0
1922,5.902348387820666e-09,2.2133805899215986e-09
1923,1.3800732556745743e-08,0.0
1924,1.5469949543600592e-08,0.0
1925,7.698724324711748e-09,0.0
1926,1.5604594061358057e-08,0.0
1927,2.3413372129965637e-08,4.4596899506643695e-09
1928,2.8565103615818543e-08,0.0
1929,2.0052731253272782e-08,1.1140406375176326e-09
1930,1.1553964007759987e-08,0.0
1931,1.2545892325022123e-08,2.2810713318222042e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,1.8353059516584835e-08,1.1470662197865522e-09
1934,4.193552882725271e-08,3.5944740517379614e-09
1935,4.308582379763948e-08,2.393656828303392e-09
1936,3.152425831487449e-08,3.6374143697059935e-09
1937,2.1404900962807005e-08,0.0
1938,2.9819993030422154e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,2.5357829169792012e-08,0.0
1941,2.066051774107791e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,1.089252066321933e-08,0.0
1946,1.2528993842408909e-08,4.1763312808029696e-09
1947,2.1457567278559964e-08,1.1920870957027319e-09
1948,5.435943917220243e-09,2.174377566888097e-09
1949,1.6688914139528777e-08,9.817008317369869e-10
1950,2.765194051512765e-08,7.444752814222966e-09
1951,1.3859821956785368e-08,1.0661401761424827e-09
1952,2.319856839960721e-08,2.1089607837865287e-09
1953,2.370242058180594e-08,0.0
1954,1.2704297391863406e-08,0.0
1955,1.3139850985055546e-08,0.0
1956,7.849027650053131e-09,0.0
1957,1.0602045463770082e-08,0.0
1958,1.3235589180204954e-08,4.136121722897457e-09
1959,8.525822714489095e-09,7.750747821333448e-10
1960,2.0762500829718533e-08,2.0762500052562416e-09
1961,3.126671677122772e-08,1.3896318540318475e-09
1962,1.6489086540616427e-08,1.9025869213429303e-09
1963,2.3277792138287623e-08,1.2932106496776896e-09
1964,1.8860301764789256e-08,6.083968329129164e-10
1965,1.2038495811328431e-08,5.472043373977442e-10
1966,1.994066989308152e-08,3.3234448526542337e-09
1967,2.6130777985855502e-08,0.0
1968,1.8414804570099363e-08,1.7965663401398047e-09
1969,2.3162965101519717e-08,1.3625273131978588e-09
1970,3.0811457607526904e-08,3.219107425067591e-09
1971,3.0316544386010946e-08,5.138397485282553e-10
1972,1.898154378121575e-08,5.130146862875051e-10
1973,1.32316891332529e-08,5.513203782392395e-10
1974,7.313243122197832e-09,0.0
1975,9.709516746170266e-09,0.0
1976,1.7711933197883667e-08,5.713526873840635e-10
1977,2.9383910082891873e-08,0.0
1978,2.316830560733507e-08,0.0
1979,9.363157360553487e-09,0.0
1980,5.68515062804309e-09,0.0
1981,1.6446428885430464e-08,0.0
1982,2.296775836185816e-08,3.1037510339615437e-09
1983,1.1999100824056086e-08,0.0
1984,4.639206796497319e-09,0.0
1985,1.1429560631270874e-08,6.015558051686298e-10
1986,9.591176519663236e-09,5.994485463567401e-10
1987,1.2221633927111952e-08,6.110816852533674e-10
1988,8.99483088012687e-09,5.996553809062277e-10
1989,1.317149311841348e-08,0.0
1990,7.62811153132148e-09,1.089730194969718e-09
1991,9.378344545396544e-09,5.861465202094962e-10
1992,2.7549720282848966e-09,0.0
1993,6.09312805766038e-09,0.0
1994,6.329912038971486e-09,0.0
1995,4.880205739521415e-09,5.422450821690461e-10
1996,6.939519847648512e-09,1.067618438099771e-09
1997,8.151320507465698e-09,0.0
1998,2.3840645013706308e-09,1.9072516899143466e-09
1999,6.398281460207045e-09,2.285100608734325e-09
2000,4.418031274155965e-09,1.3254094488601709e-09
2001,5.695575205910686e-09,4.3812117822561447e-10
2002,7.886198583051396e-09,8.76244299341522e-10
2003,1.2500769308587678e-09,1.2500768753476166e-09
2004,6.166707866572807e-09,8.809582507929292e-10
2005,4.053374524914943e-09,0.0
2006,5.765045663075341e-09,4.1178899179428186e-10
2007,6.391167151065247e-09,7.988958938831558e-10
2008,2.128719839289417e-09,1.7029758436759579e-09
2009,6.675469732542183e-09,2.860915504498962e-09
2010,2.3618965672156378e-09,9.447586046817946e-10
2011,8.412738394802943e-09,7.64794394481072e-10
2012,2.3829769546512836e-09,3.404252713057332e-10
2013,2.7891249310130206e-09,1.6734750252211938e-09
2014,2.165445156521173e-09,1.5158116567492996e-09
2015,3.768178213903184e-09,2.2165753954528356e-10
2016,3.7284121345848575e-09,1.4499380585064614e-09
2017,1.760927903493581e-09,1.257805665177969e-09
2018,2.0651733656507076e-09,1.0325866828253538e-09
2019,3.826481576041374e-09,2.55098775436835e-10
