year,deux_DET âges_NOUN,deux_DET ages_NOUN,deux_DET cages_NOUN
1834,1.9135788198454406e-07,8.401078055442213e-09,2.0535967593104942e-08
1835,1.5428700095299064e-07,3.025235173481633e-09,1.285724948729694e-08
1836,1.411357573033456e-07,1.3441500135158435e-09,1.9490174807401672e-08
1837,1.2524203940600387e-07,0.0,4.87052354003481e-09
1838,1.2813688954338431e-07,1.8936485712828244e-09,4.6078780124858554e-08
1839,1.3493547612597467e-07,2.09744255297295e-09,8.3897702118918e-09
1840,1.2420892669950945e-07,1.910906599622564e-09,6.3696887764308485e-09
1841,1.6436603900160662e-07,1.2841097074556274e-09,1.0914932957462042e-08
1842,1.663649680239132e-07,6.708265054555795e-09,2.95163662400455e-08
1843,1.7957009390556777e-07,1.7720733214154905e-09,2.7762482091020502e-08
1844,1.2568804663715127e-07,1.097712254427563e-09,3.073594290192716e-08
1845,1.5624638649569533e-07,1.6740683839167048e-09,2.7343117658951144e-08
1846,1.2938448024080174e-07,2.3418005312692003e-09,5.151960991156557e-08
1847,1.4292043104546792e-07,5.393223645455691e-10,8.629157832729106e-09
1848,1.7619036085658735e-07,4.022610855525244e-09,1.2067832455553429e-08
1849,2.4132714004920786e-07,2.513824481908955e-09,2.1786479287300153e-08
1850,1.690460056380516e-07,1.3577992064028876e-09,7.467895635215882e-09
1851,1.2060450194084638e-07,1.2898877521649865e-09,3.805168802273329e-08
1852,1.738315613675212e-07,5.859490892490271e-09,1.822952655494703e-08
1853,2.3768288670567017e-07,2.9859659189668264e-09,2.209614846648833e-08
1854,1.5742863013201713e-07,1.5586993362681767e-09,3.585008556683533e-08
1855,1.459407634740728e-07,1.5920811335945473e-09,3.02495415382964e-08
1856,1.5842199729831918e-07,2.588594560926083e-09,1.346069211649592e-08
1857,2.0502338271555232e-07,2.4407544874094356e-09,1.3180074809326925e-08
1858,1.8498095322172503e-07,3.91494070495213e-09,1.7617234560063366e-08
1859,1.3443337820717716e-07,4.073738679721828e-09,1.323965115318515e-08
1860,1.6111687370368166e-07,2.746310373558103e-09,1.9224172476128842e-08
1861,2.2353668294172735e-07,6.130753016364565e-09,2.87673795895671e-08
1862,2.0240578013641652e-07,5.873382169507835e-09,6.370360949858878e-08
1863,2.0328106931088996e-07,1.4983862484108101e-09,3.0467187883687075e-08
1864,2.1144750617096975e-07,4.794727948009836e-09,1.7261021389991527e-08
1865,2.0568909508966726e-07,3.765475486972036e-09,1.8356692388366014e-08
1866,2.2333162874588197e-07,1.1677471267734774e-08,1.80027684426598e-08
1867,1.848921122871161e-07,6.79393608038481e-09,6.988048184553008e-08
1868,1.6350983722546175e-07,1.975949626142892e-09,3.112120561254983e-08
1869,1.7287657827491643e-07,1.4650557433881772e-09,3.320793184879989e-08
1870,1.9151723407162535e-07,2.8670243956696595e-09,3.096386169687548e-08
1871,8.709365162395954e-08,8.496941816815706e-09,5.523012269748051e-08
1872,2.3282256056411654e-07,3.628403577593531e-09,1.6327815988148586e-08
1873,1.9873534995440423e-07,1.1972008939764578e-09,3.7711829214970294e-08
1874,1.899925767823163e-07,1.1949218281515073e-09,5.257656210400086e-08
1875,1.773673403704379e-07,3.4329162845736505e-09,2.9751941355016243e-08
1876,2.097967111147625e-07,2.418405919968336e-09,2.781166785759126e-08
1877,1.5400191566428134e-07,3.710889595609501e-09,4.3293710616509884e-08
1878,1.7513356892484566e-07,4.22736201599605e-09,2.0532901601200138e-08
1879,2.2787783393596328e-07,3.665595160740054e-09,4.093247785164067e-08
1880,1.6172973005268432e-07,1.2835692508872398e-09,2.8880308144962896e-08
1881,1.3526664588425774e-07,1.3945015142624584e-09,2.0220272345383705e-08
1882,1.7969539878315288e-07,2.6621540527571597e-09,2.5290463945282227e-08
1883,1.7188602297046884e-07,1.895801682305631e-09,2.8437025456629073e-08
1884,1.967305669481334e-07,2.6406787867472303e-09,4.687204935294176e-08
1885,1.6823108794916664e-07,7.734762830224895e-09,3.738468745684287e-08
1886,1.7617956871163187e-07,0.0,2.0651084398082276e-08
1887,1.7628096316002484e-07,4.570247291724172e-09,3.395040970577412e-08
1888,1.5471100311970076e-07,3.804368819970705e-09,3.4873380627686856e-08
1889,2.0925556043493998e-07,3.759082101151279e-09,4.1349902168974495e-08
1890,1.9400984285766754e-07,2.6217545912032847e-09,3.4082811239954935e-08
1891,1.7146652453448041e-07,3.1871099093194744e-09,2.8683989850009084e-08
1892,1.5107114847978664e-07,5.014809900671935e-09,2.4447197821686473e-08
1893,1.6381388001640573e-07,2.463366621796581e-09,2.52495075958592e-08
1894,1.7014156328265528e-07,5.041231432301174e-09,4.096000583153625e-08
1895,1.5467839586946752e-07,1.8055843487019274e-09,1.8657705602720398e-08
1896,1.521433425910601e-07,1.769108692872834e-09,2.4767521755730826e-08
1897,1.1536892685626299e-07,1.7480140668268973e-09,3.437760942581747e-08
1898,1.1825961931943851e-07,4.526683805572418e-09,4.639850903487286e-08
1899,1.564304668022487e-07,4.9748205555033564e-09,3.592925956752424e-08
1900,1.3237185214620695e-07,3.114631885736685e-09,2.4917054419759666e-08
1901,1.3860072223259579e-07,2.235495621949468e-09,3.0179191146118e-08
1902,1.19810921017649e-07,9.820567692386817e-10,5.155797994094158e-08
1903,1.1610473249490383e-07,3.7801541896698154e-09,4.698191791163708e-08
1904,1.3920279684498382e-07,9.674325340824907e-09,3.815983795618649e-08
1905,1.429530314123184e-07,2.0643036724443675e-09,3.4577085195053314e-08
1906,1.3529205489248852e-07,8.230695014432854e-09,4.8869753133118365e-08
1907,1.4502817857753314e-07,3.0857059130084963e-09,5.1942716794428634e-08
1908,1.6404039593354014e-07,2.4556945366072114e-09,5.058730678797474e-08
1909,1.7108058880666022e-07,2.2003934230241384e-09,3.190570563305073e-08
1910,1.453608944324003e-07,4.809735609789811e-09,6.252656326033446e-08
1911,1.2236860458259002e-07,1.0640748282497725e-09,3.085817068537722e-08
1912,1.3596589587550056e-07,2.0837684910901544e-09,4.323819657869876e-08
1913,1.2408996097335034e-07,1.060597942803554e-09,3.924212510497682e-08
1914,1.6072184350068852e-07,6.027069177072519e-09,3.214437072074361e-08
1915,6.950649833470379e-08,1.1780761921542648e-09,5.5369582696584985e-08
1916,9.668966782783173e-08,1.0987462051303964e-09,2.197492321442951e-08
1917,1.4146687288274506e-07,3.289927441585405e-09,3.728584374584898e-08
1918,1.4932288650015835e-07,1.1486376294556067e-09,2.067547733020092e-08
1919,1.7126598017558337e-07,5.524709134618888e-09,4.6960025645859105e-08
1920,2.226236119895475e-07,2.2716695191604686e-09,2.3473918808747385e-08
1921,1.7644501248970101e-07,3.786373770076068e-09,4.695103328344885e-08
1922,1.5641222717022174e-07,2.21338064543275e-09,8.4108465081556e-08
1923,1.4225371103293583e-07,7.431163684401554e-09,4.564857647437748e-08
1924,1.946635279637121e-07,0.0,2.4494086758863887e-08
1925,1.5837375988425606e-07,0.0,5.0591619782380803e-08
1926,1.6496285515366083e-07,4.458455493683289e-09,6.35329865383838e-08
1927,1.5497422645172065e-07,0.0,3.7907364358602536e-08
1928,1.5082373749919498e-07,1.1426041224282812e-09,5.8272810354864646e-08
1929,1.715622528486449e-07,2.2280812750352652e-09,3.230717782187753e-08
1930,1.827627067463311e-07,3.1510810627466412e-09,4.411513643276521e-08
1931,1.7450195244350653e-07,2.2810713318222042e-09,5.930785285102047e-08
1932,1.8302426285643492e-07,2.1919073223131136e-09,4.05502853517703e-08
1933,1.6173634165284057e-07,1.1470662197865522e-09,6.997103785266745e-08
1934,1.8092186770957142e-07,5.990790086229936e-09,3.9539214569117576e-08
1935,1.7952426745182493e-07,0.0,3.590485242455088e-08
1936,2.000577836724915e-07,0.0,5.092379984361628e-08
1937,1.7753476011517222e-07,2.5182236296217297e-09,2.392312481447334e-08
1938,1.5558257149272947e-07,3.8895642262559704e-09,4.2785207821083304e-08
1939,1.8505801335777505e-07,0.0,3.5176317858542916e-08
1940,1.8004058688347868e-07,2.5357829169792012e-09,2.028626333583361e-08
1941,2.2136269706152234e-07,0.0,2.6563523380929155e-08
1942,1.608132293995368e-07,3.034211770724937e-09,6.978686917236132e-08
1943,1.4806499870623213e-07,2.9032352077962287e-09,7.838735216481041e-08
1944,3.116790594503982e-07,6.4263723231761105e-09,2.5705489292704442e-08
1945,1.764588346553353e-07,2.178504043826024e-09,4.35700817646989e-08
1946,2.3526665504647326e-07,4.1763312808029696e-09,2.7842207650508044e-08
1947,2.431857675233573e-07,0.0,2.5033829231801974e-08
1948,2.1526337601329715e-07,7.61032148410834e-09,2.9354097819123126e-08
1949,2.0517546994724967e-07,2.9451024952109606e-09,2.552422173618396e-08
1950,2.2334259175416094e-07,1.0635361480382244e-09,2.8715476219076663e-08
1951,2.1962487695148525e-07,0.0,3.198420650551981e-08
1952,2.509663374894444e-07,6.326882462381889e-09,2.4253049346611988e-08
1953,2.1547655082443384e-07,1.0773827385790469e-09,3.44762476345295e-08
1954,2.462678985182265e-07,1.0749790169128914e-08,2.1499578783945594e-08
1955,2.49657178486018e-07,9.385607846468247e-10,6.194501311895806e-08
1956,2.6686692233823806e-07,2.616342476002842e-09,5.319896212441222e-08
1957,2.138079111535518e-07,3.534015080575159e-09,4.8592707635464194e-08
1958,2.0928775479323036e-07,4.136121722897457e-09,7.196851808943805e-08
1959,2.007443686835586e-07,1.3176271629333769e-08,3.1778065512355624e-08
1960,2.2077458439184738e-07,6.920833350854139e-10,4.2217083384699094e-08
1961,2.6403005359831866e-07,1.3896318540318475e-09,2.0844477421899654e-08
1962,2.688989635402095e-07,3.170978202238217e-09,3.9954323960422755e-08
1963,2.204924163251576e-07,5.172842487688456e-09,3.685650185047962e-08
1964,2.518762886594139e-07,6.083968329129164e-10,2.7377857758636992e-08
1965,2.2763700835426448e-07,4.377634699181954e-09,3.447387442179206e-08
1966,2.1380827908146216e-07,3.877352328096606e-09,4.265087683030799e-08
1967,2.00664657779015e-07,3.4512349644799656e-09,3.4019314032462944e-08
1968,2.2277422861982643e-07,3.593132624768458e-09,2.470278626098832e-08
1969,2.0528744770764717e-07,3.6334061870313406e-09,2.452549219267297e-08
1970,2.0418339730099433e-07,5.05859748534121e-09,1.931464554960627e-08
1971,2.019390281660094e-07,4.1107179882260425e-09,1.9525910222029097e-08
1972,1.759640326781664e-07,3.591102859523687e-09,3.1293896363138174e-08
1973,1.9571873233203974e-07,3.307922269435437e-09,4.1349027535275695e-08
1974,1.7439272714803167e-07,2.8127858375803783e-09,3.094064404685071e-08
1975,1.576368577893561e-07,2.8557400888473694e-09,2.227477224892027e-08
1976,1.8454691419478308e-07,3.4281161798155324e-09,3.256710257026896e-08
1977,2.0451200999360708e-07,3.5260691033656144e-09,2.5857840313392444e-08
1978,1.9128704265014562e-07,5.346532216954358e-09,2.1980188558146097e-08
1979,2.1359702495615807e-07,2.3407893401383717e-09,1.931151216716387e-08
1980,2.2342642758133024e-07,2.2740603289328476e-09,2.2172088387506506e-08
1981,1.9988735977527483e-07,1.8976649140967083e-09,2.3404533033843933e-08
1982,1.9491556768613805e-07,2.483000915987077e-09,2.6071510283998123e-08
1983,2.3366669843483123e-07,1.8945948143667124e-09,2.399820020482224e-08
1984,2.4239855633823026e-07,5.219107479526031e-09,3.7113654371978555e-08
1985,2.2618498274340482e-07,3.007779025843149e-09,3.6093348754207e-08
1986,2.002158154823519e-07,4.7955883708539204e-09,2.0381250576129162e-08
1987,2.0654561705413244e-07,1.8332451112712533e-09,2.5665430669619127e-08
1988,2.3986215946791845e-07,2.9982768490199874e-09,2.578518176754585e-08
1989,2.524536162340496e-07,5.488122178931576e-10,3.018467154003446e-08
1990,2.5608661013976075e-07,2.724325431913144e-09,2.1794604454505873e-08
1991,2.2801100296732102e-07,3.5168792322792797e-09,2.3445860364290638e-08
1992,2.3637660362396673e-07,2.2039776670368383e-09,2.038679369764651e-08
1993,2.1990653209513766e-07,4.431366051882435e-09,3.212740340430287e-08
1994,2.3895417111674533e-07,2.6374632478010085e-09,2.479215588380157e-08
1995,2.3316538333428838e-07,3.795715575183323e-09,2.6570009303839015e-08
1996,2.0605036432641555e-07,3.736664533349199e-09,3.096093337262573e-08
1997,2.21524121712946e-07,3.835915585170824e-09,2.5892430755014573e-08
1998,2.5271085402067683e-07,2.3840646123929332e-09,2.0502955111467713e-08
1999,2.367364162481067e-07,2.285100553223174e-09,1.690974471557638e-08
2000,2.3459747167109413e-07,0.0,1.8997536210818566e-08
2001,2.5542465520445035e-07,8.762423564512289e-10,1.6648604050928384e-08
2002,2.6155891230672523e-07,0.0,2.1906106872915387e-08
2003,2.550156796843339e-07,1.2500768753476166e-09,1.250076897552077e-08
2004,2.4050160885025207e-07,8.809582507929292e-10,2.554778988361761e-08
2005,2.486069714535688e-07,9.007499190971657e-10,2.1617997614242768e-08
2006,2.697218035585536e-07,1.2353669753828456e-09,2.1001238748041828e-08
2007,3.027815467238071e-07,1.1983438408247338e-09,1.3980677782132744e-08
2008,3.235654166822144e-07,4.683183729703444e-09,1.9584222021862274e-08
2009,3.390184826201903e-07,1.907277002999308e-09,1.4781396551200032e-08
2010,4.6340410553291633e-07,1.4171379625338432e-09,2.8815136943194375e-08
2011,4.642301987267672e-07,7.64794394481072e-10,2.600300996746796e-08
2012,6.028931678336846e-07,2.0425516555899748e-09,2.7574447836187232e-08
2013,6.297844088454241e-07,1.3945624655065103e-09,1.9523874517091144e-08
2014,6.100059031233229e-07,0.0,3.07493213114185e-08
2015,6.334972457722188e-07,1.3299452233939135e-09,3.4800232029397193e-08
2016,5.851535558321075e-07,1.2428040541134777e-09,2.775595642212636e-08
2017,5.491579413430259e-07,2.515611330355938e-10,2.8677968444412727e-08
2018,5.604364337052914e-07,1.2907333535316923e-09,3.201018738963057e-08
2019,4.941263381796901e-07,2.55098775436835e-10,2.9336359563814085e-08
