year,quelques_DET oeufs_NOUN,quelques_DET queues_NOUN
1800,2.5153315874604232e-08,0.0
1801,2.6193008650921e-08,2.3811825844433088e-09
1802,1.7902721083373763e-08,6.713520406265161e-09
1803,2.7304748684287006e-08,0.0
1804,1.7302956178966156e-08,0.0
1805,8.528632911009026e-09,0.0
1806,2.305335211616466e-08,5.76333825108577e-09
1807,2.8469551160981155e-09,0.0
1808,4.5321479902327155e-09,6.798221985349073e-09
1809,4.518061036407062e-09,2.259030518203531e-09
1810,1.4040760554223652e-08,0.0
1811,3.259199843341776e-08,1.0028307073639553e-08
1812,8.00162425207418e-09,2.6672082320544632e-09
1813,8.627225156487839e-09,2.5881675469463516e-08
1814,2.2026739543434815e-08,2.5173417128598885e-08
1815,2.697223555614414e-09,0.0
1816,3.244645441213834e-08,0.0
1817,3.113746815941454e-09,9.341240669868967e-09
1818,1.0729059418679299e-08,0.0
1819,2.070210003424222e-09,0.0
1820,5.933240565525466e-09,1.1866481131050932e-08
1821,2.9584463767662328e-09,0.0
1822,4.010246357211145e-09,1.0025615893027862e-09
1823,4.941343334508019e-09,9.882686891060644e-10
1824,5.894778887238772e-09,4.210556348027694e-09
1825,5.283265824829186e-09,5.283265824829186e-09
1826,6.1655889282974385e-09,8.807984341885344e-10
1827,2.7651818612639545e-09,0.0
1828,4.586150570418113e-09,0.0
1829,6.001223074036943e-09,0.0
1830,1.0436835840010872e-09,9.39315203396518e-09
1831,3.1182412207897414e-09,4.677361609140007e-09
1832,0.0,9.470978667991403e-09
1833,5.791814139399776e-09,3.4750886612755494e-09
1834,1.8669061851994684e-09,1.8669061851994684e-09
1835,1.5126175867408165e-09,6.050470346963266e-09
1836,4.704525213838906e-09,7.392825018825988e-09
1837,9.045257876039159e-09,1.3915781860163179e-09
1838,1.0730675015224733e-08,0.0
1839,4.894032734625853e-09,3.5656523067473245e-08
1840,1.910906599622564e-09,3.1848443882154243e-09
1841,6.420548537278137e-10,0.0
1842,1.341653010911159e-09,4.695785538189057e-09
1843,3.5441467538532834e-09,1.1813822142769936e-09
1844,2.7442805805577564e-09,0.0
1845,2.2320911785556063e-09,3.348136878855712e-09
1846,1.1709002656346001e-09,3.5127007969038004e-09
1847,1.0786447290911383e-09,2.1572894581822766e-09
1848,2.4135665133151463e-09,0.0
1849,8.379414495607307e-09,8.379414939696517e-10
1850,6.788996032014438e-10,6.788996032014438e-10
1851,7.739326512989919e-09,1.9348316282474798e-09
1852,1.3021090872200602e-09,0.0
1853,7.763511611358354e-09,6.569124799682413e-09
1854,1.558699391779328e-09,4.156531674404107e-09
1855,1.0613874223963649e-09,1.0613874223963649e-09
1856,2.5885946719483854e-09,1.4496129630003907e-08
1857,1.4644527812635033e-09,1.4644527812635033e-09
1858,2.4468380654951716e-09,3.4255731584664773e-09
1859,1.5276520048956854e-09,5.601390462572908e-09
1860,9.154367819341758e-10,2.746310290291376e-09
1861,6.13075279431996e-09,9.431927239234028e-09
1862,2.710791813242963e-09,1.3553959066214816e-09
1863,1.4983863039219614e-09,9.989241656072068e-10
1864,2.3973640850272204e-09,8.151037178549814e-09
1865,3.294791106611683e-09,4.23615986733239e-09
1866,2.4328064562872953e-09,3.8924903300596725e-09
1867,2.426405742994575e-09,3.396968040192405e-09
1868,9.87974813071446e-10,2.9639244392143382e-09
1869,0.0,0.0
1870,2.2936195165357276e-09,1.7202146374017957e-09
1871,2.1242354542039266e-09,0.0
1872,3.628403577593531e-09,3.0236697590169115e-09
1873,2.3944017324417644e-09,1.0176207432266438e-08
1874,1.7923826867161097e-09,5.974609140757536e-10
1875,5.7215269744226305e-09,2.2886108563824337e-09
1876,5.441413541973361e-09,1.209202959984168e-09
1877,3.710889595609501e-09,1.8554447978047506e-09
1878,6.039088673581716e-10,1.8117265465633636e-09
1879,2.443730107160036e-09,6.10932526790009e-10
1880,5.134277003548959e-09,0.0
1881,2.7890030285249168e-09,4.183504653809678e-09
1882,4.658769592325029e-09,4.6587693702804245e-09
1883,6.951272890631799e-09,2.5277355764075082e-09
1884,1.3203393933736152e-09,2.6406787867472303e-09
1885,3.86738152613475e-09,3.2228177904158883e-09
1886,1.9360391623202133e-09,1.2906927748801422e-09
1887,1.3057849246322917e-09,1.1752064210668323e-08
1888,4.438430289965822e-09,4.4384300679212174e-09
1889,3.759081934617825e-09,0.0
1890,5.898947663673937e-09,3.9326319978272295e-09
1891,1.2748440081367107e-09,3.1871101313640793e-09
1892,3.1342561879199593e-09,7.522214851007902e-09
1893,0.0,1.2316833108982905e-09
1894,2.520615716150587e-09,3.150769645188234e-09
1895,9.027921521465032e-09,2.4074457982692365e-09
1896,5.897029087265082e-09,5.307326134129653e-09
1897,4.661370955894029e-09,0.0
1898,5.6583546736987955e-09,3.3950129374460403e-09
1899,4.9748205555033564e-09,6.080336234504102e-09
1900,4.15284251431558e-09,7.26747462209687e-09
1901,3.353243460679778e-09,2.794369402536745e-09
1902,4.419255628107521e-09,1.4730852093691738e-09
1903,3.7801539676252105e-09,1.0800440541913758e-09
1904,3.7622376325430196e-09,2.6873125946735854e-09
1905,2.5803795211665204e-09,1.5482277682110634e-09
1906,2.0576738091193647e-09,7.201858220895474e-09
1907,8.228549286393161e-09,1.5428530120153994e-09
1908,4.911389073214423e-09,9.822778146428846e-10
1909,1.2102163438054703e-08,3.300590023513905e-09
1910,4.809735498767509e-09,3.206490406526541e-09
1911,1.1172785363555704e-08,0.0
1912,6.772247651554153e-09,0.0
1913,7.954484682048957e-09,5.302989602995467e-09
1914,8.705766885164223e-09,4.68772043404897e-09
1915,4.712304657594757e-09,5.890381071793627e-09
1916,8.789969641043172e-09,0.0
1917,1.096642476827725e-08,0.0
1918,5.743188147278033e-09,0.0
1919,6.445493971884986e-09,0.0
1920,4.543339038320937e-09,4.543339038320937e-09
1921,4.543648624011354e-09,3.0290989716519334e-09
1922,5.1645547283207804e-09,1.4755870969551665e-09
1923,1.1677542488541803e-08,0.0
1924,1.0313299547703991e-08,0.0
1925,4.399271169575059e-09,2.1996355847875293e-09
1926,4.458455382660986e-09,0.0
1927,8.919379901328739e-09,6.689535148041159e-09
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,3.342121912552898e-09
1930,9.453243188239924e-09,1.0503603542488804e-09
1931,7.983749661377715e-09,6.843213995466613e-09
1932,5.4797681947604815e-09,5.4797681947604815e-09
1933,1.2617728861741284e-08,3.4411986593596566e-09
1934,1.0783422155213884e-08,7.188948103475923e-09
1935,5.98414207075848e-09,0.0
1936,9.699771652549316e-09,4.849885826274658e-09
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,1.426173557028676e-08,1.2965214457594243e-09
1939,2.7529290846928234e-08,0.0
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,8.854507793643052e-09
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,1.6065930807940276e-08,9.639558484764166e-09
1945,1.742803190651898e-08,8.714016175304096e-09
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,7.152522574216391e-09,2.3841741914054637e-09
1948,1.630783130757152e-08,1.0871888278529696e-08
1949,6.871905600114303e-09,4.908504269707237e-09
1950,1.0635361258337639e-08,3.190608444114673e-09
1951,1.2793682557799002e-08,6.396841278899501e-09
1952,1.581720565635436e-08,1.0544803918932644e-09
1953,1.8315507332999914e-08,3.232148326759443e-09
1954,8.795282724349818e-09,4.886268278880834e-09
1955,2.2525459275613002e-08,9.385607846468247e-10
1956,2.52913103793162e-08,8.72114158667614e-10
1957,1.6786571077620493e-08,1.7670075402875796e-09
1958,1.0753916701577992e-08,2.4816730892496253e-09
1959,5.425523585955716e-09,3.875373910666724e-09
1960,1.799416665670961e-08,4.844583401109048e-09
1961,4.86371165564492e-09,1.3896318540318475e-09
1962,8.878739188311613e-09,2.5367825617905737e-09
1963,8.405869444949587e-09,3.2330267352165265e-09
1964,8.517555549758526e-09,6.083968329129164e-10
1965,9.302474013317408e-09,4.377634810204256e-09
1966,6.092982229866095e-09,1.1078149508847446e-09
1967,5.423369309198733e-09,2.958201350544698e-09
