year,quelques_DET oeufs_NOUN,quelques_DET queues_NOUN
1968,3.5931326802796093e-09,3.5931326525240337e-09
1969,9.083515273289322e-09,4.5417578031781147e-10
1970,3.678980065036086e-09,9.197450023812337e-10
1971,7.707596449968435e-09,3.083038491169532e-09
1972,7.182205497002769e-09,2.565073486948677e-09
1973,5.513203671370093e-09,4.410563025913916e-09
1974,1.0126029126311664e-08,2.2502286700643026e-09
1975,7.4249242310031605e-09,3.4268881066168433e-09
1976,8.570290255249802e-09,5.713526873840635e-10
1977,8.22749424145286e-09,5.876781727920388e-09
1978,2.9702956760857546e-09,7.128709511583509e-09
1979,1.287434159280565e-08,4.681578680276743e-09
1980,6.822180764753938e-09,2.2740602734216964e-09
1981,8.223214609248686e-09,4.427884781055269e-09
1982,6.828252629986764e-09,6.828252629986764e-09
1983,1.578829045278951e-08,3.157658134966823e-09
1984,6.378909400694965e-09,4.639206629963866e-09
1985,7.218669662023558e-09,1.8046674155058895e-09
1986,5.395036972721812e-09,2.997242676272549e-09
1987,9.77730663098697e-09,2.4443267410134695e-09
1988,7.795519729736355e-09,2.398621523624911e-09
1989,1.2622681122564927e-08,2.1952488715726304e-09
1990,8.172976628806339e-09,3.2691906959314565e-09
1991,7.6199047072123e-09,2.9307325455363298e-09
1992,1.0468893973936133e-08,1.1019888335184191e-09
1993,1.218625611532076e-08,2.7696036575264316e-09
1994,1.4769794165481187e-08,1.0549853213248639e-09
1995,1.8978577598360857e-08,5.4224509327127635e-09
1996,8.540947282753564e-09,3.2028553142993132e-09
1997,1.3425704992187093e-08,1.917957792585412e-09
1998,8.10582001520288e-09,6.198567992221626e-09
1999,6.398281460207045e-09,4.113180906983871e-09
2000,5.7434409450607404e-09,3.97622823555821e-09
2001,1.1391150411821371e-08,1.3143635069212678e-09
2002,5.257465574004527e-09,3.9430991805033955e-09
2003,9.58392298855415e-09,5.8336921959778465e-09
2004,3.9643119897903034e-09,2.2023955992267474e-09
2005,2.702249757291497e-09,3.602999676388663e-09
2006,4.529678854225949e-09,2.0589450144825605e-09
2007,3.1955835755326234e-09,3.994479469415779e-09
2008,5.960415355721338e-09,4.257439817356712e-09
2009,9.53638501499654e-09,2.860915504498962e-09
2010,4.723792912386671e-09,6.140930874920514e-09
2011,4.206369030868018e-09,8.795135286732148e-09
2012,1.3617010852229328e-09,1.5319137569580477e-08
2013,2.789125042035323e-10,1.1714325065526054e-08
2014,4.3308902714089825e-09,7.795602746663022e-09
2015,4.433150790905671e-10,7.53635653882867e-09
2016,1.4499380585064614e-09,7.45682404712511e-09
2017,1.509366853724714e-09,9.307761950072546e-09
2018,2.8396134332808742e-09,8.518840410864925e-09
2019,5.101975453225549e-09,8.673358087296634e-09
