year,derniers_ADJ anneaux_NOUN,derniers_ADJ canots_NOUN
1934,5.2718952758823434e-08,2.3963160344919743e-09
1935,1.2925747228109685e-07,2.393656828303392e-09
1936,1.5883375681369216e-07,3.6374143697059935e-09
1937,1.7627565185307503e-08,1.2591118148108649e-09
1938,2.852347158466273e-08,0.0
1939,1.988226472349197e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,1.0035108743977617e-07,0.0
1942,6.978687139280737e-08,0.0
1943,4.064529335323641e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,3.921307367704685e-08,0.0
1946,2.227376683094917e-08,0.0
1947,3.099426493236024e-08,1.1920870957027319e-09
1948,3.152847583010043e-08,1.0871887834440486e-09
1949,4.515823803785679e-08,0.0
1950,4.5732054587688253e-08,0.0
1951,2.1322803078760444e-08,2.1322803522849654e-09
1952,7.065018792218325e-08,1.0544803918932644e-09
1953,3.124409886368085e-08,0.0
1954,3.8112890621277984e-08,0.0
1955,3.472674947602172e-08,0.0
1956,3.662879421995058e-08,0.0
1957,2.738861759610245e-08,0.0
1958,9.099467845885556e-09,0.0
1959,3.642851353902188e-08,7.750747821333448e-10
1960,2.6991250123842292e-08,2.076250060767393e-09
1961,2.91822690456911e-08,6.948159270159238e-10
1962,2.2831043722248978e-08,0.0
1963,1.5518526907953856e-08,6.466053248388448e-10
1964,2.251068309533366e-08,6.083968329129164e-10
1965,1.91521518644322e-08,5.472043373977442e-10
1966,2.9357096309468034e-08,5.539074754423723e-10
1967,1.1339771788243524e-08,1.4791006197611978e-09
1968,1.122853987567396e-08,3.1439910674890825e-09
1969,3.2246479264586014e-08,1.8167031212712459e-09
1970,2.0694262303777577e-08,4.5987250119061684e-10
1971,1.0790635052160269e-08,0.0
1972,1.9494558856081312e-08,2.0520587451500205e-09
1973,7.1671650836435674e-09,5.513203782392395e-10
1974,8.438357568252286e-09,2.2502286700643026e-09
1975,2.7415104852934746e-08,0.0
1976,1.428381679602353e-08,1.142705374768127e-09
1977,5.876781727920388e-09,0.0
1978,1.7821774278559133e-08,1.7821774056514528e-09
1979,1.6385525825057812e-08,0.0
1980,2.5014662341504845e-08,5.685150683554241e-10
1981,1.4548763971333756e-08,2.5302198114474095e-09
1982,1.5518756057986138e-08,1.8622506869903077e-09
1983,1.136756910824488e-08,0.0
1984,9.278413592994639e-09,0.0
1985,4.210890747202711e-09,0.0
1986,1.8582904104391673e-08,1.7983456945813714e-09
1987,4.277571630240118e-09,1.2221633705067347e-09
1988,1.0793796967334401e-08,0.0
1989,1.3171493229435782e-08,1.0976244357863152e-09
1990,5.993515905799995e-09,1.6345953479657283e-09
1991,1.4067516929117119e-08,5.861465202094962e-10
1992,1.65298330578878e-09,1.1019888335184191e-09
1993,6.093128224193833e-09,1.661762283333701e-09
1994,4.747434001473039e-09,0.0
1995,8.675921314704738e-09,5.422450821690461e-10
1996,5.871901187504136e-09,5.338092190498855e-10
1997,7.671831170341648e-09,4.79489448146353e-10
1998,2.3840645013706308e-09,9.536258449571733e-10
1999,9.597422412355172e-09,0.0
2000,7.068850393920911e-09,0.0
2001,4.381211837767296e-09,4.3812117822561447e-10
2002,4.381221607729913e-09,0.0
2003,3.333538334260311e-09,1.6667691671301554e-09
2004,1.7619165015858584e-09,1.3214374039449694e-09
2005,2.702249757291497e-09,9.007499190971657e-10
2006,5.353256948836815e-09,2.4707338397433887e-09
2007,5.991719120856942e-09,1.5977917877663117e-09
2008,4.257439734089985e-09,0.0
2009,1.907277002999308e-09,9.53638501499654e-10
2010,4.723792912386671e-09,1.8895172093635892e-09
2011,2.6767803529281764e-09,1.911985902935953e-09
2012,5.446804340891731e-09,4.085103366691101e-09
2013,9.761937924679387e-09,3.3469500504423877e-09
2014,3.4647122948427977e-09,3.897801192920269e-09
2015,1.0861219479352258e-08,3.989835573037226e-09
2016,1.4499380363020009e-08,3.314144070287739e-09
2017,3.018733707449428e-09,2.264050280587071e-09
2018,3.614053500911041e-09,2.323319980845895e-09
2019,4.846876677788714e-09,1.53059265262101e-09
