year,les_DET ans_NOUN,les_DET camps_NOUN
1800,1.693132617219817e-05,2.056283619822352e-06
1801,1.832796260714531e-05,2.29546006735859e-06
1802,1.82630137715023e-05,2.0364344379686372e-06
1803,1.89514466910623e-05,2.5237389422727574e-06
1804,1.9670989786391146e-05,2.2370250292169658e-06
1805,1.4603862837248016e-05,3.3659672453723033e-06
1806,1.6134465113282204e-05,2.95371076219908e-06
1807,1.3924457562097814e-05,2.4597692771521906e-06
1808,2.0578218027367257e-05,2.046264732769032e-06
1809,2.5804905817494728e-05,3.140052399430715e-06
1810,1.5220184650388546e-05,1.900182901692915e-06
1811,1.898358459584415e-05,2.612374004229423e-06
1812,1.2181139936728869e-05,2.629867211112469e-06
1813,1.2598624380188994e-05,2.703197083064879e-06
1814,1.43394081533188e-05,3.76657263245761e-06
1815,1.360209807899082e-05,3.1476598607582673e-06
1816,1.250347304448951e-05,2.410308034939135e-06
1817,1.3660007425642107e-05,2.5890805588346666e-06
1818,1.4607018783863168e-05,2.7919398419840036e-06
1819,1.5006952708063181e-05,2.4511286582651337e-06
1820,1.4165018910716753e-05,3.372453946326459e-06
1821,1.4544709301844705e-05,2.418036835649673e-06
1822,1.308543414779706e-05,2.6948855378350345e-06
1823,1.2178435099485796e-05,2.736516080403817e-06
1824,1.1067026207456365e-05,3.1284433177347637e-06
1825,1.3106901860737707e-05,3.0686969552107257e-06
1826,1.3817965736961924e-05,2.929535490636681e-06
1827,1.2623977454495616e-05,2.536593584068214e-06
1828,1.181117204396287e-05,3.3378004928863447e-06
1829,1.2647149560507387e-05,2.4304955132947725e-06
1830,1.240835445059929e-05,2.472486425375564e-06
1831,1.045702174451435e-05,2.8890504779610637e-06
1832,1.1064808859373443e-05,2.300094685381282e-06
1833,1.223231174662942e-05,2.3792773120590027e-06
1834,1.3057141586614307e-05,2.8498323842995887e-06
1835,1.317868100159103e-05,2.2439681970354286e-06
1836,1.1751231795642525e-05,2.3589833659798387e-06
1837,1.2489414075389504e-05,2.2981913403441467e-06
1838,1.424023685103748e-05,2.3866283243023645e-06
1839,1.132199486164609e-05,1.8506434571463615e-06
1840,1.148263800132554e-05,2.8459769225719356e-06
1841,1.129374504671432e-05,2.2388452123323077e-06
1842,1.1474487109808251e-05,2.29623916681021e-06
1843,1.1633661415544339e-05,1.9120671055361527e-06
1844,1.2247724043845665e-05,2.268422470308451e-06
1845,1.1073404493799899e-05,2.1913554917318834e-06
1846,1.2638697626243811e-05,1.8992002281947862e-06
1847,1.2484773833421059e-05,2.679353599432943e-06
1848,1.2595599400810897e-05,2.3693177340078364e-06
1849,1.1974183507845737e-05,2.1602132633802285e-06
1850,1.2649257769226097e-05,2.232900698118101e-06
1851,1.1113673281215597e-05,2.096067618140296e-06
1852,1.1776274732255843e-05,1.8431353865366873e-06
1853,1.1919975804630667e-05,1.952224508272593e-06
1854,1.1197176718269475e-05,1.930708947384119e-06
1855,1.1140853530378081e-05,2.1440027069274947e-06
1856,1.0548523277975619e-05,2.181667554168598e-06
1857,1.0285827556799632e-05,2.2479349439663565e-06
1858,9.45213560044067e-06,2.171324133826147e-06
1859,9.868123015621677e-06,2.3581855614907e-06
1860,1.0040510460385121e-05,2.220391984053549e-06
1861,9.688475984148681e-06,2.0500293729242003e-06
1862,1.0097247468365822e-05,2.5377528061198973e-06
1863,1.0330873919883743e-05,2.615683001749858e-06
1864,9.519452760287095e-06,1.9284396231000756e-06
1865,9.946033060259651e-06,2.0441823949113314e-06
1866,9.192115612677298e-06,2.2216388941842524e-06
1867,9.765797585714608e-06,2.2929533827209525e-06
1868,1.0073391422338318e-05,2.6611100523155073e-06
1869,9.157086424238514e-06,2.9877371119368945e-06
1870,9.029407010530122e-06,2.729407178492238e-06
1871,8.709364919923246e-06,3.598454938469331e-06
1872,9.156276064459234e-06,2.8573678321208718e-06
1873,8.97002792044077e-06,2.432113667794056e-06
1874,1.0045110684586689e-05,2.6712476568491184e-06
1875,9.419922207598574e-06,1.947035713101286e-06
1876,9.910022527037654e-06,1.8470575184892368e-06
1877,9.389169463247526e-06,1.5158984396634878e-06
1878,9.713874533190392e-06,1.8962738437267035e-06
1879,1.0815949281095527e-05,1.5028939657213414e-06
1880,9.620993296266533e-06,1.3451805216391222e-06
1881,9.83193331194343e-06,1.2822441064486156e-06
1882,1.0076918442791793e-05,1.395634246392774e-06
1883,1.0116629709955305e-05,1.4875723977070265e-06
1884,9.628574844100513e-06,1.5197105938113964e-06
1885,9.615599083190318e-06,1.6475044617436652e-06
1886,9.386562851432245e-06,1.463000273815851e-06
1887,9.400998351338785e-06,1.7856608565125498e-06
1888,9.421519280294888e-06,1.5991030508644144e-06
1889,9.19220838113688e-06,1.466668511085345e-06
1890,9.003761078929529e-06,1.506853436694655e-06
1891,8.952591997513082e-06,1.5502103138942402e-06
1892,8.901287401386071e-06,1.3201486801506235e-06
1893,8.342806722794194e-06,1.284645694710207e-06
1894,8.549928679713048e-06,1.620755938347429e-06
1895,8.554859050491359e-06,1.4859958739066315e-06
1896,8.641506610729266e-06,1.3763665549504367e-06
1897,8.419600817433093e-06,1.5615591806295015e-06
1898,8.237999281845987e-06,1.414022875678711e-06
1899,9.059148396772798e-06,1.429431733868114e-06
1900,8.995575626613572e-06,1.2759608409851353e-06
1901,8.17911950434791e-06,1.5111950588675427e-06
1902,7.427295258821687e-06,1.7529712863506575e-06
1903,8.568529665353708e-06,1.5298824536102984e-06
1904,8.498895113007165e-06,1.3925653661317483e-06
1905,8.56840779306367e-06,1.2179390935784795e-06
1906,8.298084139823914e-06,1.396646041484928e-06
1907,8.477462870359886e-06,1.42662479873934e-06
1908,8.340030035469681e-06,1.380591477584403e-06
1909,8.003380571608432e-06,1.2470729586766538e-06
1910,7.751690645818599e-06,1.331762383927071e-06
1911,7.850743713788688e-06,1.275825702862221e-06
1912,7.621904387633549e-06,1.4164416057838025e-06
1913,7.231156814668793e-06,1.5028672422090494e-06
1914,6.806570127082523e-06,1.6815523267155186e-06
1915,6.017613031872315e-06,5.126987389303395e-06
1916,5.304746537149185e-06,4.531229265580805e-06
1917,5.152026005816879e-06,4.176014329004829e-06
1918,5.2573145694623236e-06,4.286715693524457e-06
1919,5.5311543292191345e-06,3.672089889050767e-06
1920,5.472451903187903e-06,2.652552680615372e-06
1921,5.203234650252853e-06,2.0847773853915896e-06
1922,5.073068223282462e-06,1.7116809942763211e-06
1923,5.827093900734326e-06,1.5838995111039367e-06
1924,5.576916919380892e-06,1.3188132115260487e-06
1925,5.7465481404506136e-06,1.3571752077723431e-06
1926,5.318937382980948e-06,1.4099864884542512e-06
1927,5.533360308618285e-06,1.3345621638904959e-06
1928,5.39766188012436e-06,1.5825067407604365e-06
1929,5.891046839678893e-06,1.5240075725841962e-06
1930,5.328477982402546e-06,1.5587347164114362e-06
1931,5.560111276281532e-06,1.836262427445945e-06
1932,5.027139650337631e-06,1.8959998016043755e-06
1933,4.939267000736436e-06,1.7378053485117562e-06
1934,5.011895154893864e-06,1.791246234006394e-06
1935,5.340248208085541e-06,1.7796837994410453e-06
1936,4.579504548019031e-06,1.600462269379932e-06
1937,4.5453934944816865e-06,1.7791249433685152e-06
1938,4.676552634919062e-06,1.5610117714004446e-06
1939,4.670802809414454e-06,1.9209327888347616e-06
1940,4.412262114783516e-06,2.718359240816426e-06
1941,3.825147359748371e-06,3.0489022719848435e-06
1942,4.308580628276104e-06,3.911098929165746e-06
1943,4.105174411961343e-06,3.803238044497448e-06
1944,3.6662454476754647e-06,4.498460796753534e-06
1945,3.224186002626084e-06,6.731577713026127e-06
1946,3.3104386147897458e-06,6.1378146938295686e-06
1947,3.6847411593043944e-06,5.644532407700353e-06
1948,3.527927674440434e-06,3.889961519121243e-06
1949,3.9680348891124595e-06,4.233094074379551e-06
1950,4.111630914849229e-06,4.141409618796388e-06
1951,4.114234798180405e-06,4.006554732427503e-06
1952,3.5504353945725597e-06,3.275216002407433e-06
1953,3.6727976748807123e-06,3.5241188527379563e-06
1954,3.7956531286909012e-06,3.339275622238347e-06
1955,3.6472472402238054e-06,2.490001762112115e-06
1956,4.090215497853933e-06,2.583202132200313e-06
1957,3.8370567381207366e-06,2.62754027602341e-06
1958,3.7183733638812555e-06,2.206207277311023e-06
1959,3.6630033264373196e-06,2.7949195668952598e-06
1960,3.618903747337754e-06,2.5039575746177434e-06
1961,3.8020327792764874e-06,2.658365701790899e-06
1962,3.980846031481633e-06,2.720699242786395e-06
1963,4.063268079335103e-06,2.5418055145109975e-06
1964,4.051923042425187e-06,2.554658223630213e-06
1965,3.946985088987276e-06,2.484307657368845e-06
1966,3.998104148195125e-06,2.346352061977086e-06
1967,4.4999173951509874e-06,3.70268195126755e-06
1968,4.706554591393797e-06,2.9823000602391403e-06
1969,5.346103080228204e-06,2.8363277522203134e-06
1970,4.393161816551583e-06,2.8585674414216555e-06
1971,4.0300451473740395e-06,2.6693975883063104e-06
1972,4.065128450747579e-06,2.984206474820894e-06
1973,4.028498096886324e-06,3.5951602086470302e-06
1974,3.973341335949954e-06,3.274645251849506e-06
1975,3.6307878872321453e-06,3.080772415842148e-06
1976,3.633231699495809e-06,3.2555675772982795e-06
1977,3.6729886687680846e-06,3.1464289520499733e-06
1978,3.816235675913049e-06,3.1211867934644033e-06
1979,3.885710157192079e-06,3.3736627500502436e-06
1980,3.6618055219150847e-06,3.579370940087756e-06
1981,3.5764658150583273e-06,3.4316105654852436e-06
1982,3.7611255265801447e-06,4.111228975034464e-06
1983,3.298489673397853e-06,3.5403661939881204e-06
1984,3.4475106076570228e-06,3.718904153515723e-06
1985,3.517296818245086e-06,3.976283792894719e-06
1986,3.406066753086634e-06,3.913799531574114e-06
1987,3.5094421946268994e-06,3.727598326008774e-06
1988,3.40424367095693e-06,3.9343389062196366e-06
1989,3.7884508401475614e-06,4.2379281666171664e-06
1990,3.3607279874559026e-06,4.209082831607702e-06
1991,3.2032908166002017e-06,4.584251996675448e-06
1992,3.353351985424524e-06,4.921482201325489e-06
1993,3.5124114674545126e-06,5.0938552647039614e-06
1994,3.367513045304804e-06,5.145690721519713e-06
1995,3.470368483249331e-06,6.799211234920222e-06
1996,3.361930566825322e-06,5.904463819206285e-06
1997,3.134422513539903e-06,6.180618868256715e-06
1998,3.479303813946899e-06,5.574896562166032e-06
1999,3.5309374197822763e-06,6.236953652205557e-06
2000,3.3987917049671523e-06,6.741474180671503e-06
2001,3.2508592084923293e-06,6.191090449192416e-06
