year,les_DET ans_NOUN,les_DET camps_NOUN
2002,3.469489229246392e-06,5.274552677292377e-06
2003,3.536467374942731e-06,6.271635839993905e-06
2004,3.4000584037130466e-06,6.763116346064635e-06
2005,3.3805144994403236e-06,6.646183294378716e-06
2006,3.566916348063387e-06,5.824755419325811e-06
2007,3.7528134271269664e-06,5.3514040132540686e-06
2008,4.069260739925085e-06,6.108574581276116e-06
2009,4.024354439025046e-06,5.33131600377601e-06
2010,3.916497007594444e-06,5.264194896881236e-06
2011,4.301968601794215e-06,4.192220615095721e-06
2012,4.583145255310228e-06,4.195741411194831e-06
2013,4.036142854602076e-06,4.549620996385784e-06
2014,4.123224243812729e-06,4.666534437092196e-06
2015,4.473713943298208e-06,3.592625304804642e-06
2016,4.857292424276238e-06,3.398654797592826e-06
2017,3.7947997952869628e-06,3.6051225293931566e-06
2018,3.977265805588104e-06,3.1615223861081176e-06
2019,4.157599960308289e-06,2.996390136900118e-06
