year,peux_VERB ouvrir_VERB,peux_VERB couvrir_VERB
1974,5.06301445213353e-09,5.625571675160757e-10
1975,1.1422960355389478e-08,0.0
1976,9.712995741040231e-09,1.7140580066410394e-09
1977,1.2928920156696222e-08,0.0
1978,1.0099005187669263e-08,1.7821774056514528e-09
1979,1.287434159280565e-08,5.851973350345929e-10
1980,1.0801786132219604e-08,2.8425752862659692e-09
1981,8.855769451088236e-09,4.427884725544118e-09
1982,1.6760255405756652e-08,6.207502289967692e-10
1983,1.6419821946556112e-08,6.315316047889041e-10
1984,2.145633182237816e-08,1.1598016991243298e-09
1985,1.4437339324047116e-08,1.2031116103372597e-09
1986,2.2779044428489215e-08,1.1988970927134801e-09
1987,1.3443797186596385e-08,6.110816852533674e-10
1988,1.9788627625416666e-08,3.597932174415064e-09
1989,1.3720305780395847e-08,0.0
1990,1.2531897297662908e-08,0.0
1991,1.934283488935762e-08,0.0
1992,1.322386644631024e-08,0.0
1993,4.985286850001103e-09,1.1078414852150331e-09
1994,2.162719958676007e-08,5.274926606624319e-10
1995,1.626735190995987e-08,5.422450821690461e-10
1996,1.4412848692302305e-08,5.338092190498855e-10
1997,3.4043750929413363e-08,9.58978896292706e-10
1998,1.1920323395031573e-08,9.536258449571733e-10
1999,1.0054442611817649e-08,9.140402323914998e-10
2000,1.7230322058026104e-08,8.836062992401139e-10
2001,1.0514908055370142e-08,0.0
2002,1.7963008858146168e-08,0.0
2003,1.7917768602160322e-08,4.1669229178253886e-10
2004,2.070251881036711e-08,1.3214374039449694e-09
2005,1.9366122927522156e-08,1.8014998381943315e-09
2006,2.4295550460351478e-08,1.2353669198716943e-09
2007,4.0344243501522215e-08,1.5977917877663117e-09
2008,3.1079309792403365e-08,0.0
2009,3.814554005998616e-08,1.907277002999308e-09
2010,5.1016964874861515e-08,2.8342759250676863e-09
2011,6.806670427295103e-08,1.529588788962144e-09
2012,8.034036369508613e-08,3.063827413996023e-09
2013,8.590505018446493e-08,1.9523875849358774e-09
2014,9.268105571891283e-08,1.9489005964601347e-09
2015,1.0174080955493991e-07,4.654808538617772e-09
2016,8.782481586422364e-08,4.142679976837371e-09
2017,1.2125246939831413e-07,6.289028409156572e-09
2018,1.3139666066308564e-07,5.6792268665617485e-09
2019,1.3188606828862248e-07,1.53059265262101e-09
