year,devez_VERB ouvrir_VERB,devez_VERB couvrir_VERB
2001,1.9715452381774412e-08,4.3812117822561447e-10
2002,2.584920721915296e-08,1.3143663935011318e-09
2003,5.8336921959778465e-09,0.0
2004,1.0571499231559756e-08,1.7619165015858584e-09
2005,5.6747243348809207e-08,1.3511248786457486e-09
2006,1.1941880373456115e-08,0.0
2007,1.5179022483380322e-08,0.0
2008,4.512886064844679e-08,1.7029758714315335e-09
2009,2.86091541568112e-08,1.430457752249481e-09
2010,2.1257068993918438e-08,0.0
2011,3.823971894689748e-08,1.529588788962144e-09
2012,3.574465523570325e-08,3.063827413996023e-09
2013,3.235384937738672e-08,8.367375126105969e-10
2014,2.7068065122648477e-08,3.4647122948427977e-09
2015,2.46039864038039e-08,3.546520632724537e-09
2016,2.6927420293532123e-08,3.5212781579474495e-09
2017,2.1382696502314502e-08,5.031222660711876e-10
2018,2.478208038780849e-08,3.0977600484760615e-09
2019,2.1938495464723928e-08,1.7856913725466939e-09
