year,certains_DET ados_NOUN,certains_DET cadeaux_NOUN
1920,0.0,1.2872793941909322e-08
1921,0.0,8.330022005509363e-09
1922,0.0,5.902348387820666e-09
1923,0.0,3.1847844361720945e-09
1924,0.0,0.0
1925,0.0,8.798542339150117e-09
1926,0.0,2.229227691330493e-09
1927,0.0,3.3447675740205796e-09
1928,0.0,9.14083297942625e-09
1929,0.0,1.1140406375176326e-09
1930,0.0,6.3021621254932825e-09
1931,0.0,4.5621426636444085e-09
1932,0.0,4.383814644626227e-09
1933,0.0,5.735331098932761e-09
1934,0.0,1.1981580172459871e-08
1935,0.0,8.377798899061872e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,7.554670666820584e-09
1938,0.0,3.8895642262559704e-09
1939,0.0,6.117620188206274e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,9.102635090130207e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,0.0
1945,0.0,0.0
1946,1.3921104269343232e-09,1.5313215584455975e-08
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,0.0,1.1959077061973744e-08
1949,0.0,5.890204768377316e-09
1950,0.0,4.2541445921528975e-09
1951,0.0,1.3859821956785368e-08
1952,0.0,4.2179215675730575e-09
1953,0.0,9.69644453618912e-09
1954,0.0,1.4658803948464083e-08
1955,0.0,1.0324168631115072e-08
1956,0.0,5.232684952005684e-09
1957,0.0,8.835037590415595e-09
1958,0.0,8.272243445794913e-10
1959,0.0,9.300897829689347e-09
1960,0.0,1.038125013730351e-08
1961,0.0,4.86371165564492e-09
1962,0.0,5.073564957047694e-09
1963,0.0,4.526237162849611e-09
1964,0.0,9.734349104562057e-09
1965,0.0,3.830430306273058e-09
1966,0.0,4.431259803538978e-09
1967,0.0,1.0846738118797106e-08
1968,0.0,6.287982134978165e-09
1969,0.0,4.541757636644661e-09
1970,0.0,5.518470042042978e-09
1971,0.0,8.221435865429783e-09
1972,0.0,8.721249500354133e-09
1973,0.0,3.859242592163525e-09
1974,0.0,3.3753429495853027e-09
1975,0.0,6.8537762132336866e-09
1976,0.0,6.2848797277581525e-09
1977,0.0,5.876781727920388e-09
1978,0.0,4.75247319275951e-09
1979,0.0,6.437170463335917e-09
1980,0.0,9.096241093686785e-09
1981,0.0,9.488324403950088e-09
1982,0.0,6.828252296919857e-09
1983,0.0,6.94684787472255e-09
1984,0.0,7.538711266352749e-09
1985,0.0,1.142955996513706e-08
1986,5.994485463567401e-10,5.395036861699509e-09
1987,0.0,2.4443267410134695e-09
1988,0.0,8.395175221664886e-09
1989,0.0,3.841685525252103e-09
1990,0.0,7.628111475810329e-09
1991,3.516879065745826e-09,8.7921980806982e-09
1992,1.65298330578878e-09,7.713922001162388e-09
1993,5.539207426075166e-10,1.49558602169364e-08
1994,0.0,1.5824779819872958e-09
1995,1.0844901643380922e-09,8.133675954979935e-09
1996,5.338092190498855e-10,9.60856638698715e-09
1997,1.438468344439059e-09,6.712852052004337e-09
1998,3.3376904573501065e-09,5.721754847698435e-09
1999,9.140402323914998e-10,2.2851005809787495e-09
2000,4.859834534798324e-09,9.719669513685858e-09
2001,1.7524846851468823e-09,6.5718176456286415e-09
2002,3.0668551032064784e-09,9.63868718173444e-09
2003,3.750230681554001e-09,9.167230530238157e-09
2004,5.285749615779878e-09,7.92862409060291e-09
2005,4.053374635937246e-09,4.503749595485829e-09
2006,3.2943118233319524e-09,2.8825228315376705e-09
2007,6.391167151065247e-09,9.187302696389565e-09
2008,1.4049550856043425e-08,8.514879551446697e-09
2009,6.198650259747751e-09,1.3350938798950551e-08
2010,1.2281861527796423e-08,7.085689368580006e-09
2011,1.1089518636708817e-08,7.647943833788418e-09
2012,1.463828702696901e-08,1.191488463447854e-08
2013,1.4224537325802089e-08,1.2272149740866212e-08
2014,1.21264933650167e-08,8.445236177045956e-09
2015,1.219116452233493e-08,8.42298653047635e-09
2016,1.3256576281150956e-08,1.1599504023962481e-08
2017,1.6099912514278003e-08,1.4590546104642499e-08
2018,1.4456213115465744e-08,8.002546847407643e-09
2019,1.632632162795744e-08,1.122434611922074e-08
