year,mêmes_ADJ ouvertures_NOUN,mêmes_ADJ couvertures_NOUN
1933,5.735331320977366e-09,2.2941324395731044e-09
1934,9.585264137967897e-09,2.3963160344919743e-09
1935,7.180970484910176e-09,3.590485242455088e-09
1936,7.274828739411987e-09,2.424942913137329e-09
1937,1.0072894518486919e-08,3.777335333410292e-09
1938,2.074434313215079e-08,0.0
1939,7.647025235257843e-09,0.0
1940,1.5214697057785997e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,1.7709016475464523e-08
1942,1.8205270180260413e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,0.0
1947,7.152522574216391e-09,3.5762612871081956e-09
1948,1.4133454406817236e-08,0.0
1949,1.9634017078828947e-08,2.945102384188658e-09
1950,1.0635361036293034e-08,0.0
1951,1.8124383771578323e-08,1.0661401761424827e-09
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,2.0470272588113403e-08,1.0773827385790469e-09
1954,1.172704333640695e-08,9.772536113672459e-10
1955,1.9709776921672528e-08,5.631364707880948e-09
1956,2.616342476002842e-09,4.360570571293465e-09
1957,5.301022731885041e-09,1.7670075402875796e-09
1958,1.6544486891589827e-09,2.4816730892496253e-09
1959,8.525822714489095e-09,7.750747821333448e-10
1960,6.920833239831836e-09,6.920833350854139e-10
1961,2.084447814354462e-08,3.47407969059077e-09
1962,2.5367825617905737e-09,1.9025869768540815e-09
1963,8.405868889838075e-09,3.2330267352165265e-09
1964,5.475571551727398e-09,3.041984220075733e-09
1965,1.3132904541635071e-08,2.188817349590977e-09
1966,8.308612464702492e-09,3.3234448526542337e-09
1967,3.451234853457663e-09,2.9582012395223956e-09
1968,4.940557296606585e-09,4.042274071025531e-09
1969,1.407944960618579e-08,3.6334062425424918e-09
1970,1.9314645882673176e-08,2.2993624781975086e-09
1971,8.735275613958038e-09,2.0553589941130213e-09
1972,6.669190977248718e-09,9.747279428040656e-09
1973,8.269805285010534e-09,1.6539611902288698e-09
1974,2.2502286700643026e-09,3.3753431161187564e-09
1975,3.998036124386317e-09,5.140332159925265e-09
1976,9.712995741040231e-09,4.570821499072508e-09
1977,4.7014254711541525e-09,0.0
1978,9.504946163474415e-09,3.5643548113029055e-09
1979,4.681578680276743e-09,5.851973350345929e-10
1980,6.822181042309694e-09,2.8425752862659692e-09
1981,3.795329828193417e-09,2.5302198114474095e-09
1982,6.828252629986764e-09,6.2075020679230875e-09
1983,3.78918940668882e-09,6.315316269933646e-09
1984,1.0438215625185876e-08,1.1598016991243298e-09
1985,1.3835783185811579e-08,1.2031116103372597e-09
1986,5.994485352545098e-09,4.7955883708539204e-09
1987,5.49973533381376e-09,3.0554083707556856e-09
1988,7.795519785247507e-09,5.996553809062277e-10
1989,1.3171493229435782e-08,3.841685636274406e-09
1990,5.448650863826288e-09,1.6345953479657283e-09
1991,2.344586080837985e-09,1.7584396161396398e-09
1992,8.815910668147353e-09,3.856960972825618e-09
1993,6.093128224193833e-09,4.4313659408601325e-09
1994,2.637463358823311e-09,6.329911705904578e-09
1995,5.964695848348356e-09,4.337960657352369e-09
1996,2.6690460952494277e-09,2.6690460952494277e-09
1997,4.794894259418925e-09,7.192341833217597e-09
1998,5.72175506974304e-09,3.814503379828693e-09
1999,4.570201106446348e-09,9.140402323914998e-10
2000,7.068850393920911e-09,2.6508188977203417e-09
2001,5.695575122643959e-09,1.3143635069212678e-09
2002,5.6955880012310445e-09,8.76244299341522e-10
2003,8.750538071922165e-09,5.000307723435071e-09
2004,5.285749615779878e-09,2.642874807889939e-09
2005,2.702249757291497e-09,4.503749373441224e-09
2006,6.58862386870851e-09,2.8825228870488218e-09
2007,3.595031605740928e-09,3.1955835755326234e-09
2008,5.960415716543821e-09,8.514879357157668e-10
2009,9.059565542202108e-09,3.337734755248789e-09
2010,4.723792912386671e-09,4.723792912386671e-09
2011,4.5887662558641296e-09,3.823971805871906e-09
2012,4.085103366691101e-09,3.4042526575461807e-09
2013,3.3469500504423877e-09,2.2313000336282585e-09
2014,1.7323561474213989e-09,3.4647122948427977e-09
2015,5.319781060109108e-09,5.984753581600444e-09
2016,7.2496901815100045e-09,4.142679976837371e-09
2017,2.264050280587071e-09,3.2702947017071438e-09
2018,4.3884935685412074e-09,5.162933192082164e-09
2019,5.3570743396846865e-09,3.06118530524202e-09
