year,voudrais_VERB oser_VERB,voudrais_VERB causer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,8.528632911009026e-09,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,6.798221985349073e-09
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,1.1588019432906549e-08
1817,0.0,1.71256075987003e-08
1818,3.5763532135746345e-09,1.1921177378582115e-09
1819,0.0,0.0
1820,0.0,4.746592452420373e-09
1821,2.9584463767662328e-09,1.1833785507064931e-08
1822,0.0,4.010246357211145e-09
1823,9.882686891060644e-10,1.9765373782121287e-09
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,6.1655889282974385e-09
1827,0.0,9.217273055917019e-10
1828,4.586150570418113e-09,0.0
1829,8.57317605795771e-10,1.0287811491593857e-08
1830,5.218417697960831e-09,1.0436835395921662e-08
1831,0.0,4.677361609140007e-09
1832,1.3529969367098715e-09,6.764984572527055e-09
1833,0.0,6.950177322551099e-09
1834,0.0,3.733812370398937e-09
1835,0.0,7.563087933704082e-09
1836,3.36037508930076e-09,2.016225053580456e-08
1837,6.957890930081589e-10,5.5663127440652715e-09
1838,2.5248647617104325e-09,2.1461350030449466e-08
1839,2.0974426639952526e-09,1.2584655095793096e-08
1840,6.369688665408546e-10,9.554533164646273e-09
1841,6.420548537278137e-10,3.852329122366882e-09
1842,1.341653010911159e-09,1.0733224087289273e-08
1843,1.1813822142769936e-09,1.1223130869097986e-08
1844,1.097712254427563e-09,4.9397050894128824e-09
1845,9.48638767539478e-09,8.37034175305007e-09
1846,5.854501328173001e-10,5.854501328173001e-09
1847,3.775256551818984e-09,8.629157832729106e-09
1848,3.218088684420195e-09,9.65426583121598e-09
1849,0.0,1.6758829879393033e-09
1850,6.788996032014438e-10,6.1100964288129944e-09
1851,1.2898877521649865e-09,9.674158363282004e-09
1852,1.3021090872200602e-09,1.1718981340891332e-08
1853,1.1943863675867306e-09,5.971931837933653e-09
1854,0.0,2.5978321716024766e-09
1855,5.306937111981824e-10,2.653468555990912e-09
1856,2.0708756931497874e-09,3.6240324075009767e-09
1857,1.9526036343364694e-09,1.2691923956253959e-08
1858,4.404308473482388e-09,9.297984604472731e-09
1859,1.5276520048956854e-09,1.1202780925145817e-08
1860,8.238931314963338e-09,2.7920821210614122e-08
1861,4.2443675241088386e-09,1.131831339762357e-08
1862,8.132375661773494e-09,9.035972858839614e-09
1863,6.493007020935693e-09,1.7980635647063536e-08
1864,4.794728170054441e-09,9.109982990196386e-09
1865,4.706844247692743e-09,1.0355057256106193e-08
1866,7.784980660119345e-09,2.092213513549268e-08
1867,1.164674756637396e-08,2.1837651686951176e-08
1868,2.4699371437009177e-09,8.397785578040384e-09
1869,1.4650557433881772e-09,9.278686263769487e-09
1870,8.601073631098188e-09,2.0069171213776826e-08
1871,2.2304472935275044e-08,4.248470908407853e-09
1872,5.442605477412599e-09,1.0280476914203973e-08
1873,5.9860045809045914e-09,1.3767810003173508e-08
1874,1.1949218281515073e-09,1.1351757756017378e-08
1875,3.432916173551348e-09,1.8881038954532414e-08
1876,6.04601479992084e-10,3.627608879952504e-09
1877,1.2369631985365004e-09,2.1646856751544874e-08
1878,2.4156354694326865e-09,1.509772218355465e-08
1879,4.887460214320072e-09,1.2829582729523281e-08
1880,6.417846254436199e-10,1.4119262203848848e-08
1881,3.4862537301449947e-09,1.6036766581351003e-08
1882,5.324308105514319e-09,2.1297232422057277e-08
1883,3.791603475633565e-09,1.7694148368718743e-08
1884,4.621187876807653e-09,3.564916539744445e-08
1885,5.156508553483263e-09,1.2246707647989297e-08
1886,3.2267319927115068e-09,2.1296431285122708e-08
1887,0.0,1.6322312390570914e-08
1888,1.268122939990235e-09,2.3460273723685532e-08
1889,1.8795409673089125e-09,3.759081934617825e-09
1890,5.243509182406569e-09,1.6385966361553983e-08
1891,3.824531802365527e-09,6.3742202627281586e-09
1892,1.2537024751679837e-09,1.2537024751679837e-08
1893,3.079208221734575e-09,1.23168328869383e-08
1894,0.0,1.827446460822557e-08
1895,1.023164486468886e-08,1.3240951446391591e-08
1896,2.948514543632541e-09,1.533227589334274e-08
1897,6.992056267307589e-09,1.2236098356765979e-08
1898,3.960848538042683e-09,1.2448380992680086e-08
1899,1.1055156790007459e-09,1.713549302451156e-08
1900,2.595526460424935e-09,2.4397950326715545e-08
1901,0.0,2.1237207548097103e-08
1902,2.455141867585553e-09,8.838511256215043e-09
1903,2.1600881083827517e-09,1.4580594509538969e-08
1904,2.6873125946735854e-09,1.7736262236667244e-08
1905,8.257214467732865e-09,2.2707340008309984e-08
1906,7.201858220895474e-09,1.9547901075611662e-08
1907,7.199980611716228e-09,1.337139288182243e-08
1908,7.858222517143076e-09,2.504808449543816e-08
1909,2.2003934230241384e-09,9.901770070541716e-09
1910,3.740905363258662e-09,1.7101282168141552e-08
1911,3.1922244847493175e-09,1.4365010514438836e-08
1912,8.856016364688912e-09,2.0837685354990754e-08
1913,4.242391771214216e-09,2.227255713194154e-08
1914,1.0714789944188396e-08,1.5402511266415786e-08
1915,3.534228465440492e-09,3.887651445211304e-08
1916,1.2086208478478966e-08,1.2086208478478966e-08
1917,5.483212106582869e-09,1.973956464951243e-08
1918,8.040463406189247e-09,2.1824114071478107e-08
1919,9.207848372660976e-10,3.591060959706738e-08
1920,7.572231730534895e-09,2.1959472462640406e-08
1921,7.572747762196741e-09,1.060184651180407e-08
1922,8.853522359686394e-09,8.853522359686394e-09
1923,6.369568872344189e-09,3.290944050604594e-08
1924,1.675911143195208e-08,2.3204924204378585e-08
1925,1.4297631523163545e-08,3.079489729884699e-08
1926,8.916910765321973e-09,2.452150482668003e-08
1927,2.2298449753321847e-09,2.6758140592164636e-08
1928,1.1426041446327417e-08,1.3711249025050165e-08
1929,4.4561625500705304e-09,2.2280811862174232e-08
1930,4.201441416995522e-09,2.8359728787563654e-08
1931,7.983749661377715e-09,1.596749932275543e-08
1932,2.082311922890767e-08,2.1919072779041926e-08
1933,9.176529758292418e-09,1.8353059516584835e-08
1934,4.7926320689839486e-09,1.0783422155213884e-08
1935,2.393656828303392e-09,1.196828414151696e-08
1936,1.2124714565686645e-09,9.699771652549316e-09
1937,1.7627565185307503e-08,8.813782592653752e-09
1938,5.186085783037697e-09,2.074434313215079e-08
1939,7.647025235257843e-09,1.6823456405745674e-08
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,0.0,1.8205270180260413e-08
1943,8.709705845433291e-09,2.9032351633873077e-08
1944,0.0,2.2492303131116387e-08
1945,4.357008087652048e-09,1.9606536838523425e-08
1946,0.0,2.227376683094917e-08
1947,5.960435700558264e-09,1.0728784083369192e-08
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,3.9268033269479474e-09,1.7670615193310368e-08
1950,0.0,1.1698897850465073e-08
1951,2.1322803522849654e-09,1.9190522948520083e-08
1952,3.1634410646574906e-09,3.690681538159879e-08
1953,0.0,1.8315507332999914e-08
1954,1.2704297169818801e-08,9.772536557761669e-09
1955,4.6928039232341234e-09,1.9709776921672528e-08
1956,5.232684952005684e-09,1.5698054411927842e-08
1957,7.951533653738352e-09,9.718541527092839e-09
1958,1.6544486891589827e-09,1.3235589513271862e-08
1959,1.5501495642666896e-09,1.5501495198577686e-08
1960,8.305000243069571e-09,1.1765417085030094e-08
1961,0.0,1.459113452284555e-08
1962,2.5367825617905737e-09,8.8787386332001e-09
1963,6.466053248388448e-10,1.4871922360271128e-08
1964,6.083968329129164e-10,1.2167936880302932e-08
1965,1.0944086747954884e-09,7.1136563306595235e-09
1966,1.1078149508847446e-09,1.1078149952936656e-08
1967,2.465167847631733e-09,8.381570104631919e-09
1968,4.940557296606585e-09,9.431973424511852e-09
1969,9.083515606356229e-10,9.083515273289322e-09
1970,2.7592350626548523e-09,2.3913370839068193e-08
1971,2.569198631618974e-09,1.644287195290417e-08
1972,3.5911027485013847e-09,1.128632298730281e-08
1973,4.410563025913916e-09,1.543697081274331e-08
1974,0.0,9.563471792262135e-09
1975,1.1422960355389478e-09,5.140332159925265e-09
1976,0.0,8.570290255249802e-09
1977,2.3507127355770763e-09,5.289103821581875e-09
1978,1.1881182704343018e-09,2.3762365408686037e-09
1979,0.0,9.948355028654987e-09
1980,2.2740602734216964e-09,3.97960553399912e-09
1981,1.8976649140967083e-09,1.138598904049104e-08
1982,6.207502289967692e-10,6.828252629986764e-09
1983,6.315316047889041e-10,4.4207211225000265e-09
1984,1.1598016991243298e-09,6.378909400694965e-09
1985,3.0077789148208467e-09,7.218669662023558e-09
1986,1.7983456945813714e-09,4.7955883708539204e-09
1987,0.0,1.4665960890170027e-08
1988,1.1993107618124554e-09,6.596209356501959e-09
1989,2.7440609784434855e-09,2.7440609784434855e-09
1990,2.724325431913144e-09,6.538381391862913e-09
1991,2.344586080837985e-09,2.344586080837985e-09
1992,3.856960972825618e-09,6.060938417817852e-09
1993,1.661762283333701e-09,7.200969598386564e-09
1994,5.274926606624319e-10,9.494868002946077e-09
1995,2.1689803286761844e-09,9.21816667442954e-09
1996,3.2028553142993132e-09,9.60856638698715e-09
1997,9.58978896292706e-10,3.3564262480467733e-09
1998,9.536258449571733e-10,7.152193948201102e-09
1999,1.3710603763428253e-09,9.140402212892695e-09
2000,1.7672125984802278e-09,9.277866475088103e-09
2001,4.3812117822561447e-10,3.5049694258049158e-09
2002,4.381221607729913e-09,3.9430991805033955e-09
2003,1.2500769308587678e-09,4.583615265119079e-09
2004,8.809582507929292e-10,5.285749615779878e-09
2005,9.007499190971657e-10,5.404499514582994e-09
2006,4.1178899179428186e-10,8.64756888319107e-09
2007,3.994479469415779e-10,3.994479413904628e-09
2008,1.7029758714315335e-09,1.1920831433087642e-08
2009,3.814554005998616e-09,5.721831008997924e-09
2010,4.723793023408973e-10,8.030448306328708e-09
2011,2.2943831279320648e-09,7.265546830836911e-09
2012,6.808505426114664e-10,1.463828702696901e-08
2013,2.2313000336282585e-09,1.4782362889320666e-08
2014,1.7323561474213989e-09,9.961047986450922e-09
2015,1.5516027351836215e-09,1.5959342292148904e-08
2016,2.0713399884186856e-09,1.864206033985738e-08
2017,1.0062445321423752e-09,7.54683426862357e-09
2018,3.614053500911041e-09,1.4456214003644163e-08
2019,1.53059265262101e-09,1.7091618786935214e-08
