year,petits_ADJ anneaux_NOUN,petits_ADJ canaux_NOUN
1800,8.803660733747165e-08,8.426360977864533e-07
1801,1.5953923071521103e-07,8.453197892777098e-07
1802,1.544109693440987e-07,4.744221087094047e-07
1803,1.501761204281138e-07,7.216254971353919e-07
1804,1.458392091535643e-07,7.53914548567991e-07
1805,1.051864728651708e-07,8.52863308864471e-07
1806,9.509508203109363e-08,5.014104544898146e-07
1807,5.693910054560547e-08,3.7010417486271763e-07
1808,9.290903024705699e-08,5.008023435948417e-07
1809,2.078308103392601e-07,4.3599288801488e-07
1810,4.446240753352981e-08,3.48678895534249e-07
1811,1.0529722516139373e-07,5.991913667457993e-07
1812,1.0935553973467904e-07,5.254400434751005e-07
1813,1.0640244352266848e-07,4.5436718210112303e-07
1814,1.1642705599612668e-07,3.8074793451414735e-07
1815,4.8550024445148665e-08,2.643278946834471e-07
1816,1.1356259221884102e-07,4.472975376756949e-07
1817,7.940054302935096e-08,3.238296812924091e-07
1818,7.27191817873063e-08,5.221475589678448e-07
1819,5.4860564646652676e-08,5.599918040388729e-07
1820,1.0323838495196469e-07,4.2363336660855566e-07
1821,4.2404398215012407e-08,2.6330172886446235e-07
1822,3.0076847679083585e-08,3.5189913205613266e-07
1823,1.1958050549765176e-07,3.824599730251066e-07
1824,1.962119187126632e-07,4.050555162393721e-07
1825,1.0742640199623565e-07,3.751118811123888e-07
1826,1.1626539020426208e-07,4.016440868781501e-07
1827,9.95465511688387e-08,3.5855191526934505e-07
1828,9.172300963200541e-08,3.0543762363777205e-07
1829,1.0802202154991392e-07,3.197794740117388e-07
1830,9.28878407524536e-08,2.4317827751474397e-07
1831,1.4811645332457601e-07,3.149423548620689e-07
1832,1.569476495433264e-07,2.4353946059818554e-07
1833,1.4016190164056752e-07,4.5291986339179857e-07
1834,9.427876079826092e-08,3.565790791526524e-07
1835,8.621920244422654e-08,4.1899505731635145e-07
1836,7.460032341866096e-08,3.494789950764243e-07
1837,1.029767844329399e-07,4.209524036014045e-07
1838,1.7674052799065976e-07,4.469010548291408e-07
1839,1.2864313703175867e-07,4.5724246433564986e-07
1840,1.0509986053675036e-07,4.325018494455435e-07
1841,5.393260948949319e-08,3.704656421632535e-07
1842,7.982835370512475e-08,5.655067525367485e-07
1843,9.273850309909903e-08,4.6487389226967935e-07
1844,5.872760600045268e-08,2.7552576398193196e-07
1845,9.87700374821543e-08,3.794555141212186e-07
1846,1.1182097381379208e-07,3.688335823426314e-07
1847,8.790954719728461e-08,3.742897263236955e-07
1848,7.723412664972784e-08,2.984777154324547e-07
1849,6.284561493430374e-08,3.066865872369817e-07
1850,6.992665646521345e-08,3.224773195142916e-07
1851,5.159551008659946e-08,3.1989216608963034e-07
1852,8.528814277042329e-08,3.600331694997294e-07
1853,8.420423824873069e-08,3.7085698068040074e-07
1854,9.404152478964534e-08,3.179746670411987e-07
1855,7.323573214534917e-08,3.491964548629767e-07
1856,4.918329921110853e-08,2.9975925031067163e-07
1857,1.318007463169124e-07,2.4261100861622253e-07
1858,6.704335930862726e-08,2.6230102889712725e-07
1859,9.52236405282747e-08,3.2437145591757144e-07
1860,1.6660949597735453e-07,2.7463104856906284e-07
1861,7.875659235878629e-08,3.2115713111124933e-07
1862,8.945612983701778e-08,2.7243456202086236e-07
1863,4.6449972757045543e-08,2.492315900326503e-07
1864,9.205877660178885e-08,2.3925693426463113e-07
1865,8.331114209614299e-08,3.5583744306677545e-07
1866,1.1239566077847485e-07,2.6079683834723255e-07
1867,1.2811422678282725e-07,2.6690463528211694e-07
1868,1.27448744446923e-07,3.334415055178397e-07
1869,1.3625017869500766e-07,3.257307241710805e-07
1870,1.1410756828311719e-07,2.4369708739868656e-07
1871,7.965883241922711e-08,3.866108500005794e-07
1872,9.373376175236814e-08,2.3584622965699964e-07
1873,1.3348790162126534e-07,3.3222323736481485e-07
1874,9.200898176686678e-08,3.6684099313788465e-07
1875,1.9853699484428944e-07,3.410030160466704e-07
1876,1.1789728660005494e-07,3.0109154636193125e-07
1877,1.1751150275074451e-07,3.3212461403309135e-07
1878,1.1232704943964222e-07,2.3673227644849248e-07
1879,1.0508039671730529e-07,2.8469455060076143e-07
1880,9.883483187422826e-08,2.56713860835589e-07
1881,1.0807386502387217e-07,2.705332917685155e-07
1882,9.983077897679493e-08,2.9816123969794717e-07
1883,1.2196323950774968e-07,2.76787034181325e-07
1884,1.0958816609729638e-07,3.294246653240407e-07
1885,8.508239274229723e-08,2.823188367528928e-07
1886,1.1938908328623654e-07,2.2006311439781712e-07
1887,1.429834447508327e-07,4.82487507724727e-07
1888,1.540769305474754e-07,2.485520838035882e-07
1889,9.961567570826446e-08,2.5436455075578124e-07
1890,6.94764992204e-08,2.9953545777061663e-07
1891,8.286486297137685e-08,2.339338749379749e-07
1892,6.268512087181932e-08,2.4760623773545376e-07
1893,9.176040549618847e-08,2.8575053079293866e-07
1894,8.128985884425788e-08,2.7978833827546623e-07
1895,1.0833505825758039e-07,2.2750363370960258e-07
1896,6.250850503874972e-08,2.3175323349278187e-07
1897,6.758987824984075e-08,2.6861150104195985e-07
1898,1.0637706959748527e-07,2.863127690488909e-07
1899,7.40695469403363e-08,2.863285715193342e-07
1900,6.592637602498286e-08,2.1906244285219145e-07
1901,5.588739082629246e-08,2.7552482606552076e-07
1902,9.771464776209271e-08,2.955990794362151e-07
1903,8.91036342487439e-08,2.608306317597453e-07
1904,8.706892895560259e-08,3.1871527994553617e-07
1905,6.296125898419547e-08,2.6990770152224286e-07
1906,8.745113966313056e-08,3.3900175822054734e-07
1907,1.038854348101026e-07,1.9748517843254376e-07
1908,8.644044857675226e-08,2.3427325857028336e-07
1909,6.491160808863583e-08,2.2058944182390405e-07
1910,8.710965626601563e-08,2.2498873875065328e-07
1911,8.565802722682037e-08,2.3409646132677153e-07
1912,5.4177979436076384e-08,2.187956908983324e-07
1913,6.151468312509678e-08,2.073469005381412e-07
1914,8.437896781288146e-08,2.129564506958559e-07
1915,8.010918151057922e-08,1.6021836302115844e-07
1916,4.0653610255958483e-08,1.8239187227209186e-07
1917,6.579854316957068e-08,1.2721052655706444e-07
1918,3.216185273657857e-08,1.7689019671252026e-07
1919,4.880159809594886e-08,1.4640478696037462e-07
1920,4.997672808926268e-08,1.5523075092005456e-07
1921,7.269837670742518e-08,1.4766857248105225e-07
1922,7.082818037629224e-08,1.7780824634883174e-07
1923,8.705077281234708e-08,1.6030081440021604e-07
1924,4.898817351772777e-08,1.8692855974222766e-07
1925,7.478760721824074e-08,2.2546264233369584e-07
1926,8.805449169813073e-08,2.0843279457949393e-07
1927,1.0703256081434631e-07,1.716980619903552e-07
1928,4.34189573184085e-08,1.759610341878215e-07
1929,6.795647777835256e-08,1.6599204855083372e-07
1930,4.621585469877232e-08,1.4915117674263456e-07
1931,6.72916034005766e-08,1.6309660111346602e-07
1932,8.76762911161677e-08,1.7096877513722575e-07
1933,7.455930273181366e-08,1.6173633810012689e-07
1934,6.589868917217245e-08,1.5456238600108918e-07
1935,8.018750463634206e-08,1.7114646766458463e-07
1936,7.517323297179246e-08,1.6368365152175102e-07
1937,3.399602022113868e-08,1.7501653815088503e-07
1938,7.130867629712156e-08,1.309486634681889e-07
1939,6.72938256229827e-08,1.6670514924044255e-07
1940,7.60734906180005e-08,1.3693227174371714e-07
1941,1.151085982087352e-07,1.741386483899987e-07
1942,9.406056733496371e-08,1.3957374278561474e-07
1943,2.6129117713935557e-07,1.4806499848418753e-07
1944,8.354284375400312e-08,1.317406344014671e-07
1945,7.189063477852642e-08,1.285317381416462e-07
1946,4.733175362758857e-08,9.048717686255259e-08
1947,5.7220179483508105e-08,1.2040079866437736e-07
1948,5.544662795564648e-08,1.587295628269203e-07
1949,4.0249735766551e-08,1.3841982138274034e-07
1950,6.806631636102622e-08,1.0209947021166954e-07
1951,6.929911222641749e-08,1.3966436540613358e-07
1952,6.326882129314981e-08,1.4973620920955e-07
1953,4.417269394707546e-08,1.842324479639501e-07
1954,5.6680709681344865e-08,1.338837449793573e-07
1955,5.255940394022218e-08,1.5392396335300873e-07
1956,3.401245152190313e-08,1.203517570047552e-07
1957,5.8311247386200193e-08,1.802347640023072e-07
1958,7.527741208157579e-08,1.6544487380087958e-07
1959,4.4954337696800906e-08,1.240119615886215e-07
1960,6.505583072247134e-08,1.2388291281695274e-07
1961,9.588459909393166e-08,1.3340465443434368e-07
1962,6.405376007379004e-08,2.0294260139053222e-07
1963,3.491668898458755e-08,1.8234270271477726e-07
1964,3.772060352957851e-08,1.4297324923973065e-07
1965,5.5267637577571804e-08,1.1108247832680718e-07
1966,4.542041442956446e-08,1.213057316817867e-07
1967,3.993571717764155e-08,1.2375141977827298e-07
1968,3.27873341532392e-08,1.459710148310478e-07
1969,5.6771971901348195e-08,1.535114080297717e-07
1970,4.87464845433383e-08,1.1174901715094165e-07
1971,4.007949894191398e-08,1.0533715055771609e-07
1972,5.489257048907348e-08,1.1799338039963914e-07
1973,4.520827051601728e-08,9.758370822510187e-08
1974,3.656621588854492e-08,9.225937702694864e-08
1975,3.426888239843606e-08,1.2393911674735136e-07
1976,3.0853044452605616e-08,1.0512889758729216e-07
1977,8.109958821167496e-08,7.169673921225694e-08
1978,3.8019783099585425e-08,7.960392167660757e-08
1979,4.915657714210653e-08,9.363157005282119e-08
1980,3.752199534412526e-08,9.778459286735597e-08
1981,4.491140259688109e-08,8.286470176699368e-08
1982,5.028076677238147e-08,8.938803119917793e-08
1983,4.862793323567871e-08,5.3680185629900734e-08
1984,5.3350879547497954e-08,6.610869718315371e-08
1985,3.308556983938615e-08,5.474157660501078e-08
1986,4.016305155118971e-08,8.871838730328818e-08
1987,2.8720838707307905e-08,8.188494859950879e-08
1988,2.818380373525997e-08,7.435726701032763e-08
1989,3.183110985904847e-08,1.03176695631646e-07
1990,2.397406362319998e-08,7.355679088050238e-08
1991,3.458264430378222e-08,7.15098735781794e-08
1992,4.8487507842143174e-08,7.769020982095753e-08
1993,3.0465642453236796e-08,7.367145826719934e-08
1994,3.375953006035104e-08,7.96513930367837e-08
1995,4.771756678678685e-08,6.94073705176379e-08
1996,2.7224270615633372e-08,8.754471281235965e-08
1997,3.4523239378358994e-08,5.849771156363204e-08
1998,3.003921378308405e-08,7.056831208274161e-08
1999,1.5081663917726473e-08,7.723640038648227e-08
2000,2.8275402019772855e-08,5.2132772765389745e-08
2001,2.4972907297637903e-08,6.615629644102228e-08
2002,3.110667429195857e-08,6.790893536390286e-08
2003,3.166861262116072e-08,6.458730439362625e-08
2004,2.4666830356068203e-08,6.342899183664485e-08
2005,2.07172475841233e-08,7.025849413366814e-08
2006,2.3883761801624104e-08,6.835697519136374e-08
2007,2.75619083112133e-08,6.950394038085506e-08
2008,3.4059517206586065e-08,8.898049230765537e-08
2009,3.147006921722095e-08,1.1300615909703993e-07
2010,1.9367551118421034e-08,7.132927493103125e-08
2011,2.7150200310188666e-08,8.412738594643088e-08
2012,4.119145913250577e-08,9.634035080807735e-08
