year,ponts_NOUN ouverts_ADJ,ponts_NOUN couverts_ADJ
1800,0.0,1.2576657937302116e-08
1801,0.0,2.3811825844433088e-09
1802,0.0,1.1189200677108602e-08
1803,0.0,3.900678446910888e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,5.187004514795035e-08
1807,0.0,0.0
1808,0.0,6.798221985349073e-09
1809,0.0,1.581321384946932e-08
1810,0.0,1.1700633351097167e-08
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,9.440030979135372e-09
1815,0.0,5.394447111228828e-09
1816,0.0,1.3905623319487859e-08
1817,0.0,6.694555487740672e-08
1818,0.0,3.5763532135746345e-09
1819,0.0,1.7596784473994376e-08
1820,0.0,2.0173018810965004e-08
1821,0.0,1.2819934447350079e-08
1822,0.0,6.015369535816717e-09
1823,0.0,2.174191138237802e-08
1824,0.0,5.894778887238772e-09
1825,0.0,1.8491430608946757e-08
1826,0.0,1.8496766784892316e-08
1827,0.0,3.6869092223668076e-09
1828,0.0,1.3758452155343548e-08
1829,0.0,5.143905745796928e-09
1830,0.0,2.0873670791843324e-08
1831,0.0,3.1182412207897414e-09
1832,0.0,2.1647950987357945e-08
1833,0.0,1.7375443306377747e-08
1834,0.0,1.8669062740173104e-08
1835,0.0,5.294161553592858e-09
1836,0.0,2.0834325542562482e-08
1837,0.0,3.270208637218275e-08
1838,0.0,4.102905393210676e-08
1839,0.0,2.027527834513876e-08
1840,0.0,1.9109066662359453e-08
1841,0.0,1.6051371787284552e-08
1842,0.0,1.6770663080478698e-08
1843,0.0,1.0041748765843295e-08
1844,0.0,7.1351298203126134e-09
1845,7.254296274794569e-09,1.2834524387717039e-08
1846,0.0,8.196302303531411e-09
1847,0.0,1.6718992412734224e-08
1848,3.218088684420195e-09,1.045878850192139e-08
1849,0.0,2.6814127807028854e-08
1850,0.0,2.1724787302446202e-08
1851,0.0,1.2253933201478162e-08
1852,0.0,9.765817932105847e-09
1853,0.0,1.4929829816878737e-08
1854,0.0,5.7152309551611324e-09
1855,0.0,4.2455496895854594e-09
1856,0.0,1.0354378687793542e-08
1857,0.0,2.2943092758964667e-08
1858,0.0,1.4191660291373864e-08
1859,0.0,1.323965115318515e-08
1860,0.0,1.2816115280145368e-08
1861,0.0,1.6034276129062164e-08
1862,0.0,2.48489247234307e-08
1863,0.0,1.4983863039219614e-08
1864,0.0,9.589455673975067e-09
1865,4.706844358715045e-10,1.0355057755706554e-08
1866,0.0,2.8220554781910323e-08
1867,0.0,1.164674756637396e-08
1868,0.0,1.4819621974027086e-08
1869,0.0,7.325278605918584e-09
1870,0.0,1.204150201772336e-08
1871,1.0621177271019633e-09,1.0621176826930423e-08
1872,0.0,1.6327815544059376e-08
1873,5.986004469882289e-10,1.7359413462259e-08
1874,0.0,1.3741600746186577e-08
1875,0.0,6.293679799540541e-09
1876,0.0,9.069021977836655e-09
1877,0.0,1.2369632429454214e-08
1878,0.0,1.1474268646338714e-08
1879,1.832797580370027e-09,8.55305515301552e-09
1880,0.0,1.5402831010646878e-08
1881,0.0,1.3247764274471052e-08
1882,0.0,1.5307385803353668e-08
1883,0.0,1.7062214752172622e-08
1884,6.601696966868076e-10,1.3203393933736152e-08
1885,0.0,8.379326565943757e-09
1886,0.0,1.8715044847184004e-08
1887,0.0,7.1818169189441505e-09
1888,0.0,6.340614699951175e-09
1889,0.0,1.190375947812683e-08
1890,1.3108772956016423e-09,2.0318598914492725e-08
1891,0.0,1.0836173736095134e-08
1892,6.268512375839919e-10,8.775916882086676e-09
1893,0.0,7.390100087434348e-09
1894,6.301539290376468e-10,1.0712616793639995e-08
1895,4.814891596538473e-09,1.3240951446391591e-08
1896,2.358811590497112e-09,2.0639602027472392e-08
1897,0.0,8.157399200570126e-09
1898,1.13167097914868e-09,3.960848538042683e-09
1899,0.0,2.1557555740514545e-08
1900,0.0,4.6200373304827735e-08
1901,0.0,6.147612641171918e-09
1902,0.0,1.4730851205513318e-08
1903,0.0,1.0800440541913758e-08
1904,0.0,7.524475265086039e-09
1905,5.160759042333041e-10,1.5482276793932215e-08
1906,0.0,6.173021205313489e-09
1907,0.0,1.5428529565042481e-09
1908,0.0,8.349361646509124e-09
1909,0.0,3.300590023513905e-09
1910,2.137660271017694e-09,2.2445433733864206e-08
1911,0.0,9.044636151145369e-09
1912,2.0837684910901544e-09,1.0939784189645252e-08
1913,0.0,1.7499866666881303e-08
1914,1.3393487430235496e-09,8.036092347118995e-09
1915,0.0,1.2958838002674611e-08
1916,0.0,1.2086208034389756e-08
1917,2.1932848870420685e-09,1.2063066989753679e-08
1918,0.0,5.743188147278033e-09
1919,0.0,1.1970203106503874e-08
1920,2.2716695191604686e-09,1.1358347151713133e-08
1921,1.5145494858259667e-09,3.7863738810983705e-09
1922,7.377935484775833e-10,1.2542490601674672e-08
1923,0.0,1.5923922624949682e-08
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,0.0,1.0998178368026856e-08
1926,0.0,4.458455493683289e-09
1927,0.0,1.3379069851993108e-08
1928,2.2852082448565625e-09,1.3711249469139375e-08
1929,5.570202965543558e-09,2.4508893359254103e-08
1930,1.0503603542488804e-09,9.453243521306831e-09
1931,0.0,1.8248571542756054e-08
1932,5.4797681947604815e-09,1.6439305028370654e-08
1933,0.0,1.8353059072495626e-08
1934,0.0,1.677421224144382e-08
1935,0.0,7.180970484910176e-09
1936,0.0,8.487299751891442e-09
1937,0.0,5.0364472592434595e-09
1938,0.0,3.8895642262559704e-09
1939,0.0,9.176430282309411e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,0.0,2.6563524269107575e-08
1942,0.0,2.4273693721710288e-08
1943,0.0,5.806470415592457e-09
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,0.0,8.714016175304096e-09
1946,1.3921104269343232e-09,1.1136883415474585e-08
1947,1.1920870957027319e-09,1.1920871179071924e-08
1948,0.0,1.0871888278529696e-08
1949,2.945102384188658e-09,1.8652316025047355e-08
1950,6.381216888229346e-09,1.1698897850465073e-08
1951,2.1322803522849654e-09,5.330700769690111e-09
1952,2.1089607837865287e-09,6.326882462381889e-09
1953,0.0,3.232148326759443e-09
1954,0.0,6.840775279570721e-09
1955,3.754243138587299e-09,1.6894095011821264e-08
1956,0.0,2.616342476002842e-09
1957,8.835037701437898e-10,7.0680299946168645e-09
1958,2.4816730892496253e-09,7.445019101215422e-09
1959,7.750747821333448e-10,1.3176270963199954e-08
1960,0.0,2.076250060767393e-09
1961,0.0,2.153929390402709e-08
1962,0.0,1.0147130247162295e-08
1963,6.466053248388448e-10,3.879631726988464e-09
1964,0.0,1.0342746159519578e-08
1965,0.0,1.9699356812452606e-08
1966,3.8773522170743036e-09,9.970334224895794e-09
1967,9.860671168482327e-10,4.930335584241163e-09
1968,4.4914158503495116e-10,2.515192853991266e-08
1969,4.541757636644661e-09,6.358460757915907e-09
1970,2.2993624781975086e-09,5.518470042042978e-09
1971,3.083038491169532e-09,1.1818313883082965e-08
1972,5.130146973897354e-09,1.1799338173190677e-08
1973,8.269805285010534e-09,1.7642251659566455e-08
1974,1.0688586016271984e-08,1.1813700295792984e-08
1975,1.1422960355389478e-08,1.1994108817248161e-08
1976,1.0284348483935446e-08,1.4283817462157344e-08
1977,9.990529292736028e-09,1.2928919712607012e-08
1978,1.128712323605896e-08,1.1881182260253809e-08
1979,4.681578680276743e-09,9.948354362521172e-09
1980,2.8425752862659692e-09,1.8192482298395873e-08
1981,6.325549417596221e-09,1.1385988929468738e-08
1982,6.2075020679230875e-09,4.22110151276911e-08
1983,5.052252838311233e-09,3.157658090557902e-08
1984,8.69851302098823e-09,1.7397025708909553e-08
1985,3.0077789148208467e-09,2.5866899733273385e-08
1986,5.395036861699509e-09,3.7165809541050976e-08
1987,4.888653482026939e-09,4.0331392003878364e-08
1988,1.0194141530917022e-08,2.0987938054162214e-08
1989,3.2928733073589456e-09,3.7319231704913136e-08
1990,1.1442167213715493e-08,1.0897302227252936e-08
1991,5.8614650910726596e-09,1.934283488935762e-08
1992,5.509944056569793e-09,1.5978838474595136e-08
1993,5.539207426075166e-10,4.3759738943549564e-08
1994,0.0,1.7407257746349103e-08
1995,2.1689803286761844e-09,2.6027763944114213e-08
1996,1.6014276571496566e-09,2.6690461174538882e-08
1997,1.917957792585412e-09,4.123609409489859e-08
1998,2.3840645013706308e-09,1.3350762273489636e-08
1999,9.140402323914998e-10,1.4624643718263997e-08
2000,0.0,1.8555732061997787e-08
2001,3.066848330846028e-09,3.2859088422432237e-08
2002,2.1906108038649563e-09,1.2267419746692099e-08
2003,5.416999737661854e-09,6.250384654293839e-09
2004,5.726228824443069e-09,9.250061716592484e-09
2005,1.3511248786457486e-09,5.4044992925383895e-09
2006,2.8825228870488218e-09,1.2765458690111586e-08
2007,1.997239706952314e-09,4.793375391054511e-09
2008,3.8316958494988285e-09,2.9802078083118744e-08
2009,9.059565542202108e-09,1.621185408140491e-08
2010,1.8895172093635892e-09,1.8422793179873054e-08
2011,3.823971805871906e-09,3.862211728211662e-08
2012,3.4042526575461807e-09,3.744678128692058e-08
2013,1.1156500168141292e-09,3.737427545225103e-08
2014,2.165445156521173e-09,2.3170263263594393e-08
2015,2.21657536769726e-09,3.191868525043162e-08
2016,1.6570720351438695e-09,2.8377358463060887e-08
2017,1.0062445321423752e-09,2.8929531215027282e-08
2018,1.5488800242380307e-09,3.614053323275357e-08
2019,1.2754939326953263e-09,3.010165505745732e-08
