year,certaines_DET ouvertures_NOUN,certaines_DET couvertures_NOUN
1887,1.828098916689669e-08,1.3057849246322917e-09
1888,2.4728396885720372e-08,3.804368819970705e-09
1889,2.6940087494153886e-08,1.2530273485467092e-09
1890,2.3595791320829562e-08,0.0
1891,1.466070642663908e-08,0.0
1892,2.820830502514582e-08,0.0
1893,1.0469308087124318e-08,4.310891643655168e-09
1894,8.82215522857166e-09,0.0
1895,2.2268872967856623e-08,1.2037228991346183e-09
1896,1.4742572385095798e-08,3.538217385745668e-09
1897,1.1070755867592652e-08,5.826713334045053e-09
1898,1.0185038590293516e-08,3.3950129374460403e-09
1899,1.2713430308508578e-08,1.6582735185011188e-09
1900,1.245852754294674e-08,0.0
1901,2.5149324511808402e-08,1.676621730339889e-09
1902,2.9461703854316568e-08,1.9641135939885146e-09
1903,1.0260418292773466e-08,5.400220270956879e-10
1904,1.5586413049106795e-08,0.0
1905,5.676835002077496e-09,3.6125313851442797e-09
1906,1.6975809202790515e-08,8.230695236477459e-09
1907,1.5942813902380948e-08,5.142843484406967e-09
1908,1.9154416719402434e-08,2.4556945366072114e-09
1909,1.5402754349747028e-08,0.0
1910,1.549803652078907e-08,5.344150677544235e-10
1911,1.0640748393520028e-08,4.25629931299909e-09
1912,2.5526163738298635e-08,1.0418842455450772e-09
1913,1.6969566862812258e-08,4.242391826725367e-09
1914,1.2723813114234872e-08,6.696743715117748e-10
1915,8.246533234057551e-09,2.3561523843085297e-09
1916,4.394984820521586e-09,0.0
1917,1.864292187292449e-08,3.289927441585405e-09
1918,1.4932289182922887e-08,1.9526840588923733e-08
1919,9.207848372660976e-09,9.207848372660976e-10
1920,2.4231141093622455e-08,1.514446346106979e-09
1921,2.2718242509434106e-08,5.300923255902035e-09
1922,1.475587119159627e-08,8.115728977742265e-09
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,1.4180787100137593e-08,1.289162443462999e-09
1925,2.639562701745035e-08,2.1996355847875293e-09
1926,2.0063049555041346e-08,3.343841648018042e-09
1927,1.0034302277972529e-08,5.574612549352764e-09
1928,1.9424270192303084e-08,1.1426041224282812e-09
1929,1.6710609784809094e-08,7.798284462623428e-09
1930,1.6805765667982087e-08,3.1510810627466412e-09
1931,6.843213995466613e-09,6.843213995466613e-09
1932,5.80855437082306e-08,2.1919073223131136e-09
1933,4.01473165823063e-08,1.2617728861741284e-08
1934,2.036868629318178e-08,1.1981580172459871e-09
1935,1.6755596909945325e-08,8.377798899061872e-09
1936,1.2124715009775855e-08,3.6374143697059935e-09
1937,1.510934133364117e-08,5.0364472592434595e-09
1938,1.5558256905023882e-08,0.0
1939,3.058810182920979e-08,1.5294050470515685e-09
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,8.854508237732261e-09,0.0
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,8.709705845433291e-09,1.4516175816936538e-08
1944,2.2492303131116387e-08,1.927911696952833e-08
1945,2.6142048970001497e-08,4.357008087652048e-09
1946,1.2528993842408909e-08,1.5313214696277555e-08
1947,1.668921911779364e-08,0.0
1948,2.6092530358567956e-08,9.784699273041042e-09
1949,1.2762110479513922e-08,6.8719057111366055e-09
1950,2.4461331182834556e-08,7.444753258312176e-09
1951,1.4925962799061665e-08,2.1322802634671234e-08
1952,1.3708244650523227e-08,6.326882462381889e-09
1953,8.619062019654677e-09,1.1851210235391818e-08
1954,1.1727043114362345e-08,5.86352189024808e-09
1955,2.815682398349395e-08,5.631364707880948e-09
1956,1.3953826760726429e-08,5.232684952005684e-09
1957,1.9437083054185678e-08,2.6505113659425206e-09
1958,1.4890038535497752e-08,9.099467845885556e-09
1959,1.4726420971555854e-08,3.100299128533379e-09
1960,2.0070416439921246e-08,4.152500121534786e-09
1961,1.806521465752553e-08,9.03260666262895e-09
1962,1.0781326054143392e-08,4.439369427622353e-09
1963,1.875155397623729e-08,9.052474325699222e-09
1964,2.007709543061509e-08,1.4601524211954597e-08
1965,2.1340969269534327e-08,4.924838870046244e-09
1966,2.6033651678858405e-08,7.75470454517091e-09
1967,1.8242241717203456e-08,3.9442684118817795e-09
1968,2.1558795637588446e-08,6.737123720013116e-09
1969,1.9529558414888015e-08,2.2708788183223305e-09
1970,1.8394900547225035e-08,5.058597540852361e-09
1971,2.260894826910942e-08,4.1107179882260425e-09
1972,2.565073486948677e-08,3.5911026929902334e-09
1973,2.7566019467073488e-08,2.7566018911961976e-09
1974,2.531507187208959e-08,3.937900283634832e-09
1975,2.1132475769292114e-08,2.2845920710778955e-09
1976,1.2569759455516305e-08,4.570821388050206e-09
1977,1.9393379790955123e-08,5.876781727920388e-09
1978,2.3762365852775247e-08,8.910887139279566e-09
1979,2.3993090958462915e-08,7.0223681314374176e-09
1980,2.6720208268216084e-08,8.527726136353664e-09
1981,2.4037087986705785e-08,1.2651099057237047e-08
1982,2.6071509173775098e-08,6.828252518964462e-09
1983,2.273513821648976e-08,6.946847541655643e-09
1984,2.145633182237816e-08,1.4497520961498367e-08
1985,2.3460675957487354e-08,7.820225245147583e-09
1986,2.45773907892044e-08,1.4386764723983703e-08
1987,2.322110398411681e-08,6.721898704320495e-09
1988,2.2786904585458956e-08,7.195864570874733e-09
1989,2.359892592451729e-08,1.3171493007391177e-08
1990,1.8525414091641323e-08,8.172976628806339e-09
1991,2.4032007051033588e-08,8.7921980806982e-09
1992,3.030469308828998e-08,7.713921945651236e-09
1993,3.323524433440639e-08,4.431365774326679e-09
1994,1.635227286911345e-08,3.6924485691258724e-09
1995,3.036572415737737e-08,1.1929391696696712e-08
1996,2.0818560431123956e-08,1.2811421257197253e-08
1997,3.308477292129908e-08,1.3905193885221934e-08
1998,2.5747898479977493e-08,8.105819682135973e-09
1999,3.0163328279542156e-08,8.683381846896765e-09
2000,2.474097593463398e-08,8.836062881378837e-09
2001,2.5849148932444166e-08,1.1829271784336015e-08
2002,1.8401129509015846e-08,1.4019908345375143e-08
2003,2.9168460091710813e-08,1.0000615002780933e-08
2004,1.717868639006248e-08,1.2333415733145614e-08
2005,1.7564623089327824e-08,6.305249322657858e-09
2006,1.8942294399693083e-08,1.029472451730129e-08
2007,1.3581230584591708e-08,7.589511158423434e-09
2008,2.3415918426472615e-08,1.3198063308905716e-08
2009,1.192048104670107e-08,7.19997079734469e-08
2010,1.842279306885075e-08,9.400348166543893e-08
2011,1.2619107425670961e-08,1.3498621020957557e-07
2012,1.906381530414336e-08,1.2936160653787e-07
2013,1.5619100457442414e-08,4.7136212932841204e-08
2014,1.407539329534302e-08,5.0887960345580296e-08
2015,1.6845972838908096e-08,5.1646208198974364e-08
2016,1.9470595802317803e-08,3.169150364357165e-08
2017,1.7860841028394248e-08,2.6413918718937168e-08
2018,1.2132893134619849e-08,2.8654281170048534e-08
2019,1.4030432593514774e-08,2.9336360007903295e-08
