year,mêmes_ADJ anneaux_NOUN,mêmes_ADJ canaux_NOUN
1860,2.746310290291376e-09,4.211009141386057e-08
1861,2.8295783494058924e-09,4.1500481273715195e-08
1862,1.626475132354699e-08,3.252950264709398e-08
1863,1.1987090431375691e-08,4.295374012031061e-08
1864,1.4384183844029508e-09,2.1096802527154068e-08
1865,1.4120533631256649e-09,2.7770381549885315e-08
1866,3.941146431429843e-08,4.281739407474561e-08
1867,1.067618526917613e-08,3.494024269912188e-08
1868,1.4819621974027086e-08,3.112120694481746e-08
1869,1.5627261262807224e-08,2.3929244363785074e-08
1870,1.3188312664169644e-08,6.594156332084822e-08
1871,6.37270636261178e-09,6.160282595146782e-08
1872,1.8746751706544273e-08,3.4469834986339265e-08
1873,4.4895035244962855e-08,4.42964314117944e-08
1874,2.8678122987457755e-08,5.675878611555163e-08
1875,1.2587359599081083e-08,2.8607635371713513e-08
1876,9.673623679873344e-09,4.353130833578689e-08
1877,9.27722432209066e-09,4.5149157301693776e-08
1878,1.6305540029293297e-08,2.959153455606156e-08
1879,1.8938909107646396e-08,3.29903571127943e-08
1880,1.9253538763308597e-09,2.631317030932223e-08
1881,1.9523021421719022e-08,4.671580100534811e-08
1882,8.652000893505374e-09,3.128031167420886e-08
1883,6.319338829996468e-09,3.033282780506852e-08
1884,9.902545450302114e-09,1.8484751507230612e-08
1885,1.8692343672910283e-08,2.6427105837001363e-08
1886,1.355227396970804e-08,4.2592862570245416e-08
1887,2.6768590899450828e-08,2.6768590899450828e-08
1888,4.4384300679212174e-09,1.775372027168487e-08
1889,6.891650361495749e-09,2.5060547415023393e-08
1890,1.1797895993481688e-08,2.7528423984790606e-08
1891,8.92390783491237e-09,2.2947192590550003e-08
1892,5.014809900671935e-09,3.6984221907232495e-08
1893,5.542574843531156e-09,1.6627724974682678e-08
1894,8.192000855444803e-09,1.6384001710889606e-08
1895,6.018614495673091e-09,6.018614495673091e-09
1896,6.486732040400511e-09,2.1229304536518612e-08
1897,4.078699600285063e-09,2.2141511735185304e-08
1898,7.921697076085366e-09,1.5277558773618694e-08
1899,3.8693048765026106e-09,1.9346524382513053e-08
1900,2.595526460424935e-09,1.245852754294674e-08
1901,6.706486921359556e-09,1.7883964531506535e-08
1902,1.0802624572647801e-08,2.6024505217492333e-08
1903,4.320176216765503e-09,1.3500550899436803e-08
1904,2.1498500757388683e-09,2.203596238814498e-08
1905,2.0643036169332163e-09,1.3934049469810361e-08
1906,1.0802787109298606e-08,1.6975809202790515e-08
1907,5.142843373384665e-10,9.771402353919711e-09
1908,1.4734167219643268e-09,2.0136695866312948e-08
1909,3.300590023513905e-09,1.4302557360679202e-08
1910,8.550641084070776e-09,3.366815093386322e-08
1911,3.1922244847493175e-09,2.7665945978583295e-08
1912,1.4586379215586476e-08,1.719108944087111e-08
1913,6.893886794756554e-09,1.484837142129436e-08
1914,7.366418142140674e-09,2.6117300322425763e-08
1915,0.0,2.3561523843085297e-09
1916,6.592477230782379e-09,9.888715624128963e-09
1917,2.1932848870420685e-09,1.315970976634162e-08
1918,1.1486376294556067e-08,1.2635013924011673e-08
1919,0.0,1.4732557396257562e-08
1920,3.028892692213958e-09,3.786115865267448e-09
1921,3.7863738810983705e-09,1.438822039290244e-08
1922,5.164555005876537e-09,9.591316185719734e-09
1923,1.0615948120573648e-09,2.0170300985000722e-08
1924,0.0,7.734974438733389e-09
1925,4.399271169575059e-09,1.8696901804560184e-08
1926,1.0031524944054127e-08,1.5604593173179637e-08
1927,4.4596899506643695e-09,1.4493992672726108e-08
1928,6.8556245125250825e-09,1.1426041446327417e-08
1929,6.684243825105796e-09,1.3368487650211591e-08
1930,5.2518016602221e-09,7.352522590764465e-09
1931,7.983749661377715e-09,1.0264820993199919e-08
1932,1.2055489939655217e-08,1.8631212128639163e-08
1933,0.0,1.8353059516584835e-08
1934,9.585264137967897e-09,9.585264137967897e-09
1935,1.795242710045386e-08,1.3165112555668657e-08
1936,1.33371855781661e-08,7.274828739411987e-09
1937,1.3850230295986421e-08,1.510934133364117e-08
1938,7.779128452511941e-09,1.5558256905023882e-08
1939,6.117620188206274e-09,6.117620188206274e-09
1940,1.0143131667916805e-08,1.0143131667916805e-08
1941,0.0,3.5418032950929046e-08
1942,6.068423541449874e-09,3.6410540360520827e-08
1943,5.806470415592457e-09,1.4516175816936538e-08
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,6.960552134671616e-09,5.568441707737293e-09
1947,7.152522574216391e-09,1.3112957830685446e-08
1948,3.2615663503321457e-09,9.784699273041042e-09
1949,1.9634016634739737e-09,1.0798709482173763e-08
1950,3.190608444114673e-09,1.4889506516624351e-08
1951,0.0,2.6653504292539765e-08
1952,5.272402070488624e-09,1.5817205323287453e-08
1953,7.54167928107563e-09,7.54167928107563e-09
1954,6.840775057526116e-09,8.795282724349818e-09
1955,2.815682353940474e-09,8.447047505910632e-09
1956,4.360570571293465e-09,1.3081712602058815e-08
1957,5.301022731885041e-09,1.236905244894615e-08
1958,1.6544486891589827e-09,6.617794756635931e-09
1959,7.750747821333448e-10,9.300897829689347e-09
1960,6.920833350854139e-10,4.844583401109048e-09
1961,0.0,2.292892631317045e-08
1962,6.341956404476434e-10,1.585489073363533e-08
1963,0.0,9.69907976156037e-09
1964,6.083968329129164e-10,1.7035111099517053e-08
1965,1.6963333848707407e-08,1.2585699593614663e-08
1966,1.1078149508847446e-09,1.4401594583546284e-08
1967,1.9721342336964653e-09,1.3311906243984595e-08
1968,2.6948494546985557e-09,1.0779397818794223e-08
1969,3.6334062425424918e-09,9.083515273289322e-09
1970,4.598724956395017e-09,2.713247759800197e-08
1971,0.0,8.221435976452085e-09
1972,1.0260293725750103e-09,1.0260293947794707e-08
1973,3.859242703185828e-09,1.3231689521830958e-08
1974,1.1251143350321513e-09,1.5751600912494723e-08
1975,5.711480177694739e-10,1.8847885030481848e-08
1976,5.713526984862938e-09,1.8283285996290033e-08
1977,2.3507127355770763e-09,1.9393379346865913e-08
1978,2.3762365408686037e-09,1.485147826940647e-08
1979,5.851973350345929e-10,1.8726314721106974e-08
1980,0.0,4.036456857647863e-08
1981,1.8976649140967083e-09,1.9609203150139365e-08
1982,3.1037510339615437e-09,2.110550845202397e-08
1983,1.2630632095778083e-09,2.3366668600033336e-08
1984,4.059305780401701e-09,1.5657322549600394e-08
1985,0.0,2.1054452403745927e-08
1986,2.3977941854269602e-09,1.9182353483415682e-08
1987,2.4443267410134695e-09,2.13878585952898e-08
1988,5.996553809062277e-10,1.9788627625416666e-08
1989,1.6464366536794728e-09,1.4817929994137558e-08
1990,1.6345953479657283e-09,1.0352437129768077e-08
1991,4.10302547493302e-09,1.875668864670388e-08
1992,1.65298330578878e-09,1.4876849085965205e-08
1993,3.323524566667402e-09,2.2156829260211452e-08
1994,0.0,2.004472143823932e-08
1995,6.506940763983948e-09,2.6027763055935793e-08
1996,2.6690460952494277e-09,2.5622842514394506e-08
1997,9.58978896292706e-10,2.4933450859521145e-08
1998,9.536258449571733e-10,3.0516027038629545e-08
1999,9.140402323914998e-10,1.5995704316651427e-08
2000,3.092622158362701e-09,2.5624583344097118e-08
2001,0.0,2.015357480900093e-08
2002,1.3143663935011318e-09,3.2859162502063555e-08
2003,4.1669229178253886e-10,2.6668306674082487e-08
2004,4.404791253964646e-10,3.259545522382723e-08
2005,9.007499190971657e-10,2.657212228029948e-08
2006,1.6471559671771274e-09,1.93540827808647e-08
2007,1.1983438685803094e-09,2.2768533725070483e-08
2008,2.1287198670449925e-09,2.3841662866175284e-08
2009,9.53638501499654e-10,2.336414262060771e-08
2010,1.4171379625338432e-09,2.3146585093059002e-08
2011,1.529588788962144e-09,2.829739287335542e-08
2012,4.425528388196653e-09,2.0425515501187874e-08
2013,2.2313000336282585e-09,2.0081699858565116e-08
2014,1.7323561474213989e-09,2.403644216997236e-08
2015,3.546520632724537e-09,2.1944096317838557e-08
2016,2.278474076078396e-09,1.9263461936702697e-08
2017,1.0062445321423752e-09,2.2388940479345365e-08
2018,1.8070267504555204e-09,1.9360999914397325e-08
2019,1.53059265262101e-09,2.219359274135968e-08
