year,avais_VERB omis_VERB,avais_VERB commis_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,1.950339223455444e-09
1804,0.0,2.2246657849223084e-08
1805,2.842877711017877e-09,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,0.0,9.360507036149102e-09
1811,2.5070767684098882e-09,0.0
1812,0.0,2.6672082320544632e-09
1813,2.8757416448144113e-09,0.0
1814,0.0,3.1466771410748606e-09
1815,1.0788894222457657e-08,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,2.384235475716423e-09,2.384235475716423e-09
1819,0.0,4.140420006848444e-09
1820,0.0,2.3732962262101864e-09
1821,1.97229765852569e-09,1.97229765852569e-09
1822,0.0,4.010246357211145e-09
1823,0.0,1.9765373782121287e-09
1824,3.3684450784221553e-09,4.210556348027694e-09
1825,1.7610886082763955e-09,5.283265824829186e-09
1826,0.0,0.0
1827,1.8434546111834038e-09,6.452091305675367e-09
1828,1.8344602503717056e-09,1.3758452155343548e-08
1829,0.0,1.714635211591542e-09
1830,0.0,7.305785310052215e-09
1831,1.5591206103948707e-09,0.0
1832,1.3529969367098715e-09,2.705993873419743e-09
1833,4.6334514003376626e-09,4.6334514003376626e-09
1834,1.8669061851994684e-09,4.667265685043276e-09
1835,1.5126175867408165e-09,6.806779140333674e-09
1836,1.3441500135158435e-09,2.016224964762614e-09
1837,2.0873671680021744e-09,2.0873671680021744e-09
1838,6.312161904276081e-10,5.049729523420865e-09
1839,2.7965900706306e-09,6.9914751765765e-10
1840,2.5478754661634184e-09,6.3696887764308485e-09
1841,0.0,1.926164561183441e-09
1842,1.341653010911159e-09,6.037438549100216e-09
1843,0.0,1.7130041385371442e-08
1844,1.097712254427563e-09,8.781698035420504e-09
1845,5.580227946389016e-10,1.674068439427856e-09
1846,2.3418005312692003e-09,2.3418005312692003e-09
1847,5.393223645455691e-10,4.853901280910122e-09
1848,2.413566457803995e-09,2.413566457803995e-09
1849,3.3517659758786067e-09,6.703531951757213e-09
1850,0.0,2.7155984128057753e-09
1851,2.579775504329973e-09,1.9348316282474798e-09
1852,1.3021090872200602e-09,2.6042181744401205e-09
1853,4.180352064508952e-09,1.7915795513800958e-09
1854,6.234797567117312e-09,3.117398783558656e-09
1855,5.306937111981824e-10,7.960405667972736e-09
1856,1.5531567143511893e-09,7.248064815001953e-09
1857,0.0,2.9289055625270066e-09
1858,4.893676019968041e-10,1.468102750479261e-09
1859,5.092173349652285e-10,5.092173349652285e-09
1860,1.8308735638683515e-09,3.204028820036342e-09
1861,1.4147891747029462e-09,2.357981809808507e-09
1862,0.0,3.6143890103090826e-09
1863,0.0,8.490855130105501e-09
1864,4.794727948009836e-10,8.63051052846231e-09
1865,3.765475486972036e-09,2.8241067262513297e-09
1866,2.432806400776144e-09,1.4110277390955162e-08
1867,9.7056229719783e-10,5.338092634588065e-09
1868,3.951899252285784e-09,1.4819622196071691e-09
1869,9.767038289254515e-10,5.371870948067681e-09
1870,0.0,3.4404292748035914e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,7.861540751719076e-09,7.861540751719076e-09
1873,6.584604861359367e-09,4.190203295451056e-09
1874,1.1949218281515073e-09,1.1351757756017378e-08
1875,0.0,4.005069165202713e-09
1876,4.836811839936672e-09,4.836811839936672e-09
1877,6.184815992682502e-10,4.329371083855449e-09
1878,6.039088673581716e-10,7.850815109122777e-09
1879,1.221865053580018e-09,1.4051448005147904e-08
1880,5.776061406947974e-09,6.417846254436199e-09
1881,2.7890030285249168e-09,5.5780060570498335e-09
1882,0.0,6.655385131892899e-09
1883,1.8958017378167824e-09,6.319338829996468e-09
1884,6.601696966868076e-10,1.9805090900604227e-09
1885,1.933690763067375e-09,7.090199094506033e-09
1886,5.162771099520569e-09,4.5174246565693466e-09
1887,1.3057849246322917e-09,6.528924512139156e-09
1888,4.4384300679212174e-09,8.876860135842435e-09
1889,3.132568426877924e-09,2.5060546970934183e-09
1890,6.554386478008212e-10,5.243509182406569e-09
1891,3.824531802365527e-09,3.824531802365527e-09
1892,4.387958441043338e-09,1.8805537127519756e-09
1893,1.2316833108982905e-09,4.926733243593162e-09
1894,2.520615716150587e-09,6.301539290376468e-09
1895,1.2037228991346183e-09,3.0093072478365457e-09
1896,6.486732040400511e-09,5.307326134129653e-09
1897,2.330685422435863e-09,2.330685422435863e-09
1898,1.6975064687230201e-09,4.52668391659472e-09
1899,2.7637891975018647e-09,7.185851913504848e-09
1900,4.671947717582725e-09,6.22926377147337e-09
1901,2.235495566438317e-09,1.2295225282343836e-08
1902,4.910283735171106e-09,2.9461704187383475e-09
1903,1.6200660812870638e-09,1.6200660812870638e-09
1904,2.6873125946735854e-09,5.374625189347171e-10
1905,1.5482277682110634e-09,2.0643036169332163e-09
1906,4.115347618238729e-09,0.0
1907,2.5714217422034835e-09,6.685696440911215e-09
1908,3.929111258571538e-09,6.875944702500192e-09
1909,2.7504918342913243e-09,1.6502950117569526e-08
1910,1.068830135508847e-09,6.947395991829808e-09
1911,2.6601871816467337e-09,5.852411444351446e-09
1912,4.167536982180309e-09,3.125652625612929e-09
1913,1.590896969716482e-09,5.30298971401777e-10
1914,6.696743715117748e-10,6.696743715117748e-10
1915,0.0,4.712304768617059e-09
1916,0.0,0.0
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,0.0,3.44591288836682e-09
1919,2.762354567309444e-09,2.762354567309444e-09
1920,3.028892692213958e-09,0.0
1921,0.0,6.058197943303867e-09
1922,2.2133805899215986e-09,4.426761179843197e-09
1923,8.492758496458919e-09,1.0615948120573648e-09
1924,6.445812328337297e-09,3.867487219366694e-09
1925,3.299453377181294e-09,1.4297631523163545e-08
1926,4.458455382660986e-09,2.1177662290483568e-08
1927,1.1149224876660924e-09,2.2298449753321847e-09
1928,0.0,1.1426041224282812e-09
1929,5.570202965543558e-09,4.4561625500705304e-09
1930,2.100720708497761e-09,6.302162347537887e-09
1931,1.1405356659111021e-09,6.843213995466613e-09
1932,1.0959536611565568e-09,5.4797681947604815e-09
1933,0.0,4.588264879146209e-09
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,0.0,4.787313656606784e-09
1936,1.2124714565686645e-09,6.0623572828433225e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,0.0,6.535512131478072e-09
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,2.174377566888097e-09,0.0
1949,0.0,9.817008317369869e-10
1950,3.190608444114673e-09,7.444753258312176e-09
1951,3.1984206394497505e-09,9.595261474260042e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,1.9545072227344917e-09,2.9317608341017376e-09
1955,2.815682353940474e-09,3.754243138587299e-09
1956,1.744228317335228e-09,6.104799332717903e-09
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,3.3088973783179654e-09,4.9633461784992505e-09
1959,3.100299128533379e-09,6.975672928177801e-09
1960,6.920833350854139e-10,8.305000243069571e-09
1961,2.779263708063695e-09,3.47407969059077e-09
1962,6.341956404476434e-10,2.5367825617905737e-09
1963,1.939815863494232e-09,3.879631726988464e-09
1964,3.041984220075733e-09,8.517555549758526e-09
1965,2.73602163147757e-09,3.2832261354087677e-09
1966,3.3234448526542337e-09,3.8773522170743036e-09
1967,4.930335584241163e-10,3.451234853457663e-09
1968,4.4914158503495116e-10,2.245707841908029e-09
1969,9.083515606356229e-10,1.3625273131978588e-09
1970,4.5987250119061684e-10,3.219107425067591e-09
1971,1.541519245584766e-09,3.5968783507200897e-09
1972,2.0520587451500205e-09,0.0
1973,1.6539611902288698e-09,3.859242703185828e-09
1974,1.1251143350321513e-09,2.2502286700643026e-09
1975,1.1422960355389478e-09,5.711480177694739e-09
1976,0.0,2.856763492431469e-09
1977,1.7630346071939584e-09,2.3507127355770763e-09
1978,5.940591352171509e-10,5.940591352171509e-10
1979,5.851973350345929e-10,1.7555920051037788e-09
1980,1.1370301367108482e-09,3.97960553399912e-09
1981,0.0,3.795329828193417e-09
1982,0.0,6.2075020679230875e-09
1983,6.315316047889041e-10,1.89459470334441e-09
1984,5.799008495621649e-10,2.8995041922996734e-09
1985,6.015558051686298e-10,1.8046674155058895e-09
1986,1.1988970927134801e-09,5.994485352545098e-09
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,1.798966087207532e-09
1989,0.0,1.0976244357863152e-09
1990,0.0,2.724325431913144e-09
1991,3.5168792322792797e-09,2.9307325455363298e-09
1992,5.509944167592096e-10,6.060938417817852e-09
1993,5.539207426075166e-10,2.7696036575264316e-09
1994,0.0,2.637463358823311e-09
1995,1.626735190995987e-09,3.795715741716776e-09
1996,2.135236876199542e-09,1.067618438099771e-09
1997,1.917957792585412e-09,1.917957792585412e-09
1998,1.43043876743576e-09,5.72175506974304e-09
1999,9.140402323914998e-10,5.0272213059088244e-09
2000,4.4180314962005696e-10,7.068850393920911e-09
2001,1.3143635069212678e-09,2.190605918883648e-09
2002,1.3143663935011318e-09,9.200564754507923e-09
2003,2.083461403401543e-09,3.333538334260311e-09
2004,1.3214374039449694e-09,8.369103632333008e-09
2005,2.251874686720612e-09,2.702249757291497e-09
2006,2.0589450144825605e-09,2.4707338397433887e-09
2007,4.393927444112933e-09,5.991719120856942e-09
2008,2.9802078582719105e-09,1.0217855006544596e-08
2009,5.245011536203492e-09,7.629108011997232e-09
2010,2.3618964561933353e-09,8.97520635589899e-09
2011,3.059177577924288e-09,7.265546830836911e-09
2012,5.1063788752969685e-09,8.510632198976964e-09
2013,6.136075203500013e-09,1.1156499724052082e-08
2014,2.3819897165822113e-09,1.3642305063399363e-08
2015,3.989835573037226e-09,9.97458915463767e-09
2016,4.764082017771898e-09,7.663958356829426e-09
2017,2.5156112748447867e-09,7.54683426862357e-09
2018,5.162933192082164e-09,1.0842160058643913e-08
2019,4.3366790158927415e-09,1.2499840273960672e-08
