year,pouvais_VERB ouvrir_VERB,pouvais_VERB couvrir_VERB
1868,6.421836395986702e-09,4.93987406535723e-10
1869,1.0255390314739543e-08,1.953407657850903e-09
1870,5.734048791339319e-10,1.1468097582678638e-09
1871,6.37270636261178e-09,3.18635318130589e-09
1872,7.861540751719076e-09,0.0
1873,1.1972008939764578e-09,0.0
1874,4.779687312606029e-09,0.0
1875,5.721527251978387e-09,1.1443054281912168e-09
1876,4.836811839936672e-09,0.0
1877,3.710889595609501e-09,1.8554447978047506e-09
1878,3.0195443923020093e-09,6.039088673581716e-10
1879,2.443730107160036e-09,6.10932526790009e-10
1880,4.492492600149944e-09,3.2089231272180996e-09
1881,6.2752567586699115e-09,6.972507571312292e-10
1882,9.317538740560849e-09,9.317538740560849e-09
1883,1.8958017378167824e-09,3.791603475633565e-09
1884,4.621187876807653e-09,1.9805090900604227e-09
1885,7.090199094506033e-09,1.2891271383708158e-09
1886,1.2261581083805595e-08,1.2906927748801422e-09
1887,5.223139698529167e-09,1.3057849246322917e-09
1888,3.1703073499755874e-09,1.268122939990235e-09
1889,8.771191772893872e-09,3.759081934617825e-09
1890,0.0,6.554386478008212e-10
1891,1.2748440081367107e-09,0.0
1892,1.8805537127519756e-09,0.0
1893,3.695050043717174e-09,6.158416554491453e-10
1894,6.301539290376468e-10,1.8904617871129403e-09
1895,1.6852119699706236e-08,1.8055843487019274e-09
1896,0.0,0.0
1897,3.4960281336537946e-09,5.826713556089658e-10
1898,3.960848538042683e-09,3.3950129374460403e-09
1899,7.738609753005221e-09,3.3165470370022376e-09
1900,6.748368974740515e-09,0.0
1901,3.912117296778206e-09,1.1177477832191585e-09
1902,1.0802624572647801e-08,0.0
1903,3.2401321625741275e-09,4.320176216765503e-09
1904,2.1498500757388683e-09,2.6873125946735854e-09
1905,6.708986699521802e-09,7.741138396966107e-09
1906,7.716276506641861e-09,4.629765903985117e-09
1907,4.114274698707732e-09,1.028568674676933e-09
1908,1.1296195090437777e-08,2.4556945366072114e-09
1909,2.2003934230241384e-09,3.300590023513905e-09
1910,2.137660271017694e-09,4.275320542035388e-09
1911,6.916486494645824e-09,0.0
1912,4.688478938419394e-09,2.0837684910901544e-09
1913,5.302989602995467e-09,7.954484182448596e-09
1914,4.018046340092951e-09,0.0
1915,5.890381071793627e-09,0.0
1916,2.197492410260793e-09,0.0
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,1.2872794385998532e-08,5.300562211374427e-09
1921,6.058197943303867e-09,7.572747429129834e-10
1922,3.6889677978990676e-09,2.2133805899215986e-09
1923,5.307974060286824e-09,1.5923921736771263e-08
1924,6.445812328337297e-09,2.578324886925998e-09
1925,3.299453377181294e-09,0.0
1926,8.916910765321973e-09,0.0
1927,8.919379901328739e-09,7.804457524684949e-09
1928,9.14083297942625e-09,0.0
1929,7.798284684668033e-09,6.684243825105796e-09
1930,9.453243521306831e-09,5.2518016602221e-09
1931,1.596749932275543e-08,6.843213995466613e-09
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,2.2941324395731044e-09,0.0
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,2.393656828303392e-09,4.787313656606784e-09
1936,1.2124714565686645e-09,0.0
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,4.588215141154706e-09
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,0.0
1942,0.0,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,8.352662561605939e-09,5.568441707737293e-09
1947,7.152522574216391e-09,2.3841741914054637e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,6.8719057111366055e-09,9.817008317369869e-10
1950,6.381216888229346e-09,4.2541445921528975e-09
1951,1.3859822622919182e-08,4.264560704569931e-09
1952,1.0544803918932644e-09,1.0544804140977249e-08
1953,4.3095309543161875e-09,9.69644453618912e-09
1954,9.772536557761669e-09,8.795282724349818e-09
1955,4.6928039232341234e-09,0.0
1956,5.232684952005684e-09,2.616342476002842e-09
1957,8.835037590415595e-09,1.7670075402875796e-09
1958,9.926692356998501e-09,5.790570245522986e-09
1959,6.975672928177801e-09,2.325224457422337e-09
1960,2.7683333403416555e-09,4.152500121534786e-09
1961,2.08444772553662e-09,4.16889545107324e-09
1962,1.7123282347597524e-08,4.43936931660005e-09
1963,8.405868889838075e-09,7.1126584622049904e-09
1964,9.125952438182594e-09,4.258777774879263e-09
1965,1.3132904541635071e-08,4.377634699181954e-09
1966,1.1078149952936656e-08,5.539074754423723e-10
1967,6.409436092980059e-09,9.860671390526932e-09
1968,7.186265360559219e-09,4.042274071025531e-09
1969,4.541757636644661e-09,5.904285060864822e-09
1970,2.2993624781975086e-09,9.197450023812337e-10
1971,6.679916619845017e-09,4.624557625731995e-09
1972,4.6171320100540925e-09,5.130146862875051e-10
1973,6.064523994098181e-09,1.6539611902288698e-09
1974,3.937900228123681e-09,3.3753431161187564e-09
1975,5.711480177694739e-09,5.711480177694739e-10
1976,7.998937512354587e-09,3.9994687561772935e-09
1977,8.815172591880582e-09,5.876781838942691e-10
1978,7.128709622605811e-09,0.0
1979,8.192762912528906e-09,1.1703946700691858e-09
1980,7.95921106799824e-09,1.1370301367108482e-09
1981,8.855769451088236e-09,2.5302198114474095e-09
1982,7.449002747961231e-09,6.207502289967692e-10
1983,2.5261264191556165e-09,0.0
1984,1.1598016769198694e-08,2.8995041922996734e-09
1985,5.414002135495366e-09,1.2031116103372597e-09
1986,8.991728250862252e-09,4.7955883708539204e-09
1987,3.6664902225425067e-09,4.277571630240118e-09
1988,7.795519785247507e-09,2.398621523624911e-09
1989,4.390497743145261e-09,1.0976244357863152e-09
1990,4.358920779878872e-09,2.179460389939436e-09
1991,2.9307325455363298e-09,0.0
1992,4.4079553340736766e-09,4.4079553340736766e-09
1993,6.093128224193833e-09,1.661762283333701e-09
1994,7.912389854425328e-09,2.637463358823311e-09
1995,3.795715741716776e-09,0.0
1996,5.3380921904988554e-09,1.6014276571496566e-09
1997,6.233362714880286e-09,0.0
1998,4.7681290027412615e-09,2.86087753487152e-09
1999,9.140402212892695e-09,9.140402323914998e-10
2000,7.510653432518666e-09,1.3254094488601709e-09
2001,9.638665865452367e-09,1.7524847129024579e-09
2002,6.571832411594869e-09,4.38122149670761e-10
2003,7.91715315529018e-09,2.083461403401543e-09
2004,9.690540814233373e-09,4.404791253964646e-10
2005,6.7556245042510454e-09,4.5037495954858286e-10
2006,1.0294725072412803e-08,8.235779835885637e-10
2007,9.586750948642475e-09,1.997239706952314e-09
2008,9.79211112195344e-09,1.2772318758180745e-09
2009,5.245011536203492e-09,9.53638501499654e-10
2010,1.322662068758973e-08,1.4171379625338432e-09
2011,1.7207874236646603e-08,1.911985902935953e-09
2012,1.4297861561374248e-08,4.085103366691101e-09
2013,2.1755175438897822e-08,4.462600067256517e-09
2014,2.2304085689484054e-08,2.5985342766432495e-09
2015,2.2609068395240683e-08,3.32486305154589e-09
2016,2.0299133041135065e-08,2.899876117012923e-09
2017,2.037645252528364e-08,1.0062445321423752e-09
2018,2.323320025254816e-08,4.3884935685412074e-09
2019,2.1683396411731337e-08,7.652963596171958e-09
