year,ses_DET heures_NOUN,ses_DET coeurs_NOUN
1922,1.5139523665830268e-06,0.0
1923,1.5669139763474504e-06,3.1847844361720945e-09
1924,1.692670337227753e-06,0.0
1925,1.6398282909335649e-06,0.0
1926,1.5192186531010066e-06,0.0
1927,1.876414524204506e-06,0.0
1928,1.4888131558699058e-06,0.0
1929,1.4950425573090342e-06,1.1140406375176326e-09
1930,1.4705044915075405e-06,0.0
1931,1.4302316779790658e-06,1.1405356659111021e-09
1932,1.3655582389304755e-06,0.0
1933,1.3822147657549522e-06,0.0
1934,1.3467295829627801e-06,2.3963160344919743e-09
1935,1.4589338626080917e-06,0.0
1936,1.2500581014762702e-06,0.0
1937,1.3661362956440826e-06,0.0
1938,1.3911675345035235e-06,0.0
1939,1.2067006123217539e-06,0.0
1940,1.3160713230320198e-06,2.5357829169792012e-09
1941,1.381303270875378e-06,0.0
1942,1.380566370556835e-06,0.0
1943,1.7332313948514866e-06,0.0
1944,1.4395074341422287e-06,3.2131861615880553e-09
1945,1.5815939904406662e-06,2.178504043826024e-09
1946,1.5689084094105965e-06,1.3921104269343232e-09
1947,1.4924930109572188e-06,0.0
1948,1.4970589150564706e-06,0.0
1949,1.325296102194784e-06,0.0
1950,1.337928463129856e-06,1.0635361480382244e-09
1951,1.2996249152408268e-06,0.0
1952,1.1725821433827832e-06,0.0
1953,1.250841393130031e-06,0.0
1954,1.3398146805343458e-06,0.0
1955,1.281135427078084e-06,0.0
1956,1.3029385499407908e-06,0.0
1957,1.1671085089481892e-06,8.835037701437898e-10
1958,1.1266796047237904e-06,0.0
1959,1.1006062363705382e-06,0.0
1960,1.142629561190489e-06,6.920833350854139e-10
1961,1.2305190422168266e-06,0.0
1962,1.2163871998538411e-06,2.5367825617905737e-09
1963,1.233722951354821e-06,2.5864212993553792e-09
1964,1.158387583188869e-06,6.083968329129164e-10
1965,1.1157496295766123e-06,5.472043373977442e-10
1966,1.2712177053231244e-06,0.0
1967,1.1349632806911814e-06,1.4791006197611978e-09
1968,1.3016122917264283e-06,0.0
1969,1.049146095333242e-06,0.0
1970,1.044370426583896e-06,9.197450023812337e-10
1971,1.110921528990616e-06,5.138397485282553e-10
1972,1.0588623151619458e-06,0.0
1973,9.879661106992899e-07,1.102640756478479e-09
1974,9.287818896197564e-07,0.0
1975,9.212617761988895e-07,0.0
1976,9.261626932044464e-07,0.0
1977,8.709390693084629e-07,5.876781838942691e-10
1978,1.0188113930276188e-06,0.0
1979,9.216858134486472e-07,1.1703946700691858e-09
1980,9.562423497477823e-07,2.8425752862659692e-09
1981,1.0019670888539167e-06,6.325549528618524e-10
1982,9.658873407758506e-07,0.0
1983,9.542442667154205e-07,6.315316047889041e-10
1984,1.064118036353534e-06,1.739702604197646e-09
1985,9.99785764399519e-07,1.2031116103372597e-09
1986,1.0370459442299307e-06,5.994485463567401e-10
1987,1.0046182756795474e-06,6.110816852533674e-10
1988,1.0428007444218679e-06,0.0
1989,1.1272603286371918e-06,5.488122178931576e-10
1990,1.024891234102654e-06,0.0
1991,1.0632697904355837e-06,5.861465202094962e-10
1992,1.083805970303331e-06,5.509944167592096e-10
1993,1.1095032697028273e-06,3.323524566667402e-09
1994,1.0755575470255963e-06,0.0
1995,1.1229895604536466e-06,1.0844901643380922e-09
1996,1.165305540951067e-06,0.0
1997,1.0932358964765854e-06,9.58978896292706e-10
1998,1.1543640994204907e-06,1.43043876743576e-09
1999,1.1791118490478425e-06,9.140402323914998e-10
2000,1.1106931108173512e-06,4.4180314962005696e-10
2001,1.105379739740897e-06,0.0
2002,1.1439369878019079e-06,0.0
2003,1.1988237744731123e-06,8.333845835650777e-10
2004,1.1276265778903394e-06,8.809582507929292e-10
2005,1.1295404442890344e-06,4.5037495954858286e-10
2006,1.200776680310156e-06,1.2353669198716943e-09
2007,1.2842251724265452e-06,0.0
2008,1.3066082846791005e-06,0.0
2009,1.4094777216477894e-06,0.0
2010,1.4657929536809888e-06,0.0
2011,1.5903899190927717e-06,1.529588788962144e-09
2012,1.7119987054670105e-06,3.404252713057332e-10
2013,1.6344272548707295e-06,2.789125042035323e-10
2014,1.8469081859429082e-06,4.330890368553497e-10
2015,1.923100839906766e-06,1.329945265027277e-09
2016,1.8592348567381123e-06,6.214020409345267e-10
2017,1.595652244112955e-06,5.031222660711876e-10
2018,1.8052196524287467e-06,7.744400121190154e-10
2019,1.9507403226093345e-06,7.65296326310505e-10
