year,les_DET anneaux_NOUN,les_DET canots_NOUN
1800,2.42415086404435e-06,1.606668035947223e-06
1801,1.8716094700721442e-06,1.01200259905454e-06
1802,1.9334938201609475e-06,1.9804885198482225e-06
1803,3.4716038328497234e-06,4.05670562031446e-07
1804,2.251856159318777e-06,9.8132480275126e-07
1805,2.8570921983828157e-06,4.6054620028712634e-07
1806,1.887493311869548e-06,4.437770542153885e-07
1807,1.2270376394951654e-06,1.1644046509218242e-06
1808,1.5703893154750403e-06,5.415917101458945e-07
1809,4.0617369734263775e-06,8.87798982773802e-07
1810,1.3502531714948418e-06,1.0928392413234178e-06
1811,1.017873181297091e-06,4.111605775847238e-07
1812,2.149769755988018e-06,4.934335322559491e-07
1813,1.3918589445438556e-06,2.8757416004054903e-07
1814,3.2662508431258175e-06,2.391474680507599e-07
1815,1.092375526923206e-06,6.635170066715546e-07
1816,1.0169646287749856e-05,1.0660977807219751e-06
1817,2.687163544123905e-06,5.199957158197321e-07
1818,1.6856544817756003e-06,5.710243868861653e-07
1819,1.595096854600797e-06,4.202526220353775e-07
1820,1.3159927760852952e-06,1.7728523005189345e-06
1821,1.836209136740763e-06,9.78259620865174e-07
1822,1.7344315352829653e-06,1.1469304581623874e-06
1823,1.5792533361036476e-06,8.133451103731204e-07
1824,1.7692757268150672e-06,4.3621362522117124e-07
1825,1.6290070163904602e-06,7.563875499272399e-07
1826,1.4533174379494085e-06,7.381090867397688e-07
1827,1.6434397664966127e-06,9.291011338063981e-07
1828,1.8968318613588053e-06,7.411219655750756e-07
1829,1.6186156486241998e-06,6.567052999173484e-07
1830,2.0769303432643937e-06,9.476646809503109e-07
1831,1.7056779881841067e-06,7.530552608159269e-07
1832,2.862941585135559e-06,1.168989342659188e-06
1833,2.580832529019972e-06,2.6364339476003806e-06
1834,2.0638647981741087e-06,1.5224619716036614e-06
1835,2.1562364054261707e-06,1.104967140008739e-06
1836,1.8186350132509688e-06,6.707308841669146e-07
1837,2.189648256489818e-06,7.959827215131554e-07
1838,2.4945663597009116e-06,4.2670213318274364e-07
1839,1.6101367776855113e-06,6.683849989030932e-07
1840,2.2701571253946895e-06,4.446042680683604e-07
1841,1.6706267231825223e-06,7.383630915569483e-07
1842,1.8105607750840136e-06,8.224333143402873e-07
1843,1.5783266178459598e-06,5.475706501556488e-07
1844,2.079067016325098e-06,4.6927198837920514e-07
1845,1.801297585757311e-06,4.140529057394815e-07
1846,1.931985437408912e-06,5.386141168628455e-07
1847,2.4393550432932898e-06,4.880867408019185e-07
1848,1.5060654448006972e-06,4.650138194506326e-07
1849,2.0655257628732215e-06,4.4578486324553523e-07
1850,2.4087357957114364e-06,4.677618363757574e-07
1851,1.760696818564611e-06,6.081820487224832e-07
1852,2.864639910171718e-06,5.787874854945585e-07
1853,2.1725887791035348e-06,6.133174039746336e-07
1854,1.9348654092254947e-06,3.273268518455552e-07
1855,1.7889684613692225e-06,3.86875726121616e-07
1856,1.7835417054357094e-06,4.923506935483601e-07
1857,2.1952146340709078e-06,4.305490861611361e-07
1858,3.655576080063838e-06,5.466235961648636e-07
1859,2.0653854875263278e-06,5.815262156261269e-07
1860,2.2762334594972344e-06,4.4078280581061335e-07
1861,1.8321519092978633e-06,5.536541252126881e-07
1862,2.006437711088438e-06,5.326705831976142e-07
1863,1.4774088299418509e-06,4.6899490513396813e-07
1864,2.1235849629874792e-06,4.737191119374984e-07
1865,2.1910359748744668e-06,4.076127240182359e-07
1866,2.700415166145831e-06,4.1990239196820767e-07
1867,2.155133543624288e-06,5.139127239317531e-07
1868,2.987141925814285e-06,5.759893255685711e-07
1869,2.5716611276038748e-06,3.6382218837616165e-07
1870,2.3475196115896324e-06,3.767270158050451e-07
1871,2.0063404235770577e-06,4.4715154956520564e-07
1872,2.7890328055946156e-06,3.5981667778628434e-07
1873,2.7248291871728725e-06,3.968720925229263e-07
1874,2.8391342539180187e-06,4.4092614359669824e-07
1875,2.069476366273193e-06,5.126488389350925e-07
1876,2.273301532795813e-06,5.423275268867656e-07
1877,2.3582703221336487e-06,6.735264648227712e-07
1878,2.4591170131316176e-06,6.685271287665273e-07
1879,2.118103083148526e-06,9.994856284833986e-07
1880,2.182709437192898e-06,4.896816783173108e-07
1881,2.6460666049388237e-06,4.908645223622443e-07
1882,2.415904816643888e-06,7.26768057290883e-07
1883,2.4487437713105464e-06,6.685860398647492e-07
1884,3.0480034070023976e-06,5.92172227698029e-07
1885,2.4783469143585535e-06,5.0018132213836e-07
1886,2.2219275876977918e-06,6.05980282841756e-07
1887,2.331479009853865e-06,5.967437246567897e-07
1888,2.439234577877869e-06,5.161260503427911e-07
1889,2.394535329131031e-06,5.344161522202739e-07
1890,1.8227748768140373e-06,5.83340380444497e-07
1891,2.18763227621821e-06,5.628436170468376e-07
1892,2.0259832211877438e-06,5.428531792972535e-07
1893,2.2231883178847056e-06,5.413248018726335e-07
1894,1.9005442339903311e-06,4.2409358869122116e-07
1895,1.5070611283363178e-06,6.19315400740561e-07
1896,1.7472896871595367e-06,3.974597504452504e-07
1897,2.2450328174272727e-06,5.541204757264495e-07
1898,1.8361361924235098e-06,5.245294971700787e-07
1899,1.70138858379687e-06,3.5431776979066854e-07
1900,1.69020694329447e-06,5.274110108643981e-07
1901,1.6140278233933714e-06,3.7947536313254204e-07
1902,3.637047200300003e-06,4.522371526149982e-07
1903,1.4337585128032515e-06,4.638789121713671e-07
1904,1.7644894398927136e-06,5.251008730056128e-07
1905,1.5554528260963707e-06,6.136142474133521e-07
1906,1.4311121105947677e-06,5.576295976084111e-07
1907,1.4096533931251543e-06,4.1554173435542907e-07
1908,1.4837306849813103e-06,3.914377053604312e-07
1909,1.4896663032004653e-06,3.861690416329111e-07
1910,1.5583543415687018e-06,3.8745091046621383e-07
1911,1.5019415968708927e-06,3.181583743128158e-07
1912,1.4727033601502626e-06,3.7507831862626517e-07
1913,1.7340775855245738e-06,4.7143578996156066e-07
1914,1.493373844141388e-06,5.69223232105287e-07
1915,1.3394725755233594e-06,7.315853238765158e-07
1916,1.5503309072073534e-06,1.35914908128143e-06
1917,1.512269975023628e-06,1.2863615665992256e-06
1918,1.3921487891366269e-06,2.4592330873929313e-06
1919,1.1049417736330724e-06,4.3368964597334525e-07
1920,1.463712365534775e-06,4.051143847050298e-07
1921,1.3774827891666064e-06,3.7485099113609976e-07
1922,1.5869939176127446e-06,4.23493510481876e-07
1923,1.7070444613409563e-06,3.397103292002157e-07
1924,1.530235806512792e-06,3.751462713807996e-07
1925,1.3186815124299756e-06,3.882356836015788e-07
1926,1.3040981627909787e-06,3.087480315855373e-07
1927,1.363550182986728e-06,3.801885597454202e-07
1928,1.4065456355183414e-06,5.107440514962036e-07
1929,1.4248579418563168e-06,3.7543168929232706e-07
1930,1.4747059822184383e-06,4.033383902424248e-07
1931,1.6161390590241353e-06,3.7637677152702054e-07
1932,1.4466588424966176e-06,3.101548955442013e-07
1933,1.4303915776281428e-06,3.1085495066918156e-07
1934,1.440185897649826e-06,4.948392557935222e-07
1935,1.856280903211882e-06,3.6622949650677583e-07
1936,1.9435917693044757e-06,3.2009246453412743e-07
1937,1.442942121343549e-06,3.324055306563878e-07
1938,1.2874457979705767e-06,3.280199187827293e-07
1939,1.4819934790466505e-06,2.85998730475967e-07
1940,2.4013864106109395e-06,5.122281621083857e-07
1941,1.930282707007791e-06,5.430764815628208e-07
1942,2.1664271940835533e-06,5.249186472155998e-07
1943,1.6490375571720506e-06,4.2387232923601914e-07
1944,1.529476548967068e-06,4.6591198099577014e-07
1945,1.1480716182177275e-06,5.250194874406588e-07
1946,1.1220409845691393e-06,3.341064989115239e-07
1947,1.4650750728151252e-06,3.075584835698919e-07
1948,1.3524628883487821e-06,2.4244310026233507e-07
1949,9.58140034867938e-07,2.81748132380244e-07
1950,1.315594246875662e-06,3.009807159060074e-07
1951,9.989733200654882e-07,2.8679169972178897e-07
1952,1.443583656168812e-06,3.41651634983009e-07
1953,1.2820854493611478e-06,3.005897752927922e-07
1954,1.346655466250013e-06,2.8340354418787683e-07
1955,1.3637287850087887e-06,2.2431602886285873e-07
1956,1.4747450762797598e-06,3.0175151266575995e-07
1957,1.0822921154840515e-06,1.9260382089214545e-07
1958,1.1969935798106235e-06,2.986279774574996e-07
1959,1.0665028895573414e-06,2.340725782090658e-07
1960,1.3059612200549964e-06,3.0866915778915427e-07
1961,1.2652598542217675e-06,3.008553086658594e-07
1962,1.1136475279727165e-06,1.9406386009279686e-07
1963,1.1199203697742632e-06,2.043272750995584e-07
1964,1.1699470690018643e-06,2.889884953560795e-07
1965,1.3515947472342305e-06,2.2052334713862365e-07
1966,1.2396449164953083e-06,1.5786363238845524e-07
1967,1.2202580137454788e-06,2.3221880240953396e-07
1968,1.0923123454631423e-06,3.462881643656601e-07
1969,9.819280393230656e-07,2.947600812319706e-07
1970,1.0733424176123663e-06,2.8190184764298465e-07
1971,1.3745213180982319e-06,1.7367783833321937e-07
1972,1.2481646933792945e-06,2.929313964727953e-07
1973,9.8190162134415e-07,2.3817039718210253e-07
1974,8.567745553023087e-07,2.5933885083873065e-07
1975,8.647180749221661e-07,1.427870017778332e-07
1976,1.0107228973765814e-06,1.8397556189597708e-07
1977,8.503703341489199e-07,1.5749775528206555e-07
1978,8.857421676111699e-07,1.8178209515440358e-07
1979,8.350766123044195e-07,1.8141116697734105e-07
1980,9.363443211896083e-07,2.5526325941882533e-07
1981,9.526277437998942e-07,2.081105847651088e-07
1982,8.299430547253905e-07,2.2595307669348585e-07
1983,8.696190008095073e-07,2.1661534077566102e-07
1984,8.315778217138359e-07,2.279010402617132e-07
1985,8.584201083294829e-07,2.0813831369537183e-07
1986,8.044599582035517e-07,2.1819926843136273e-07
1987,7.67518621103136e-07,2.2548913847231233e-07
1988,7.003975142083618e-07,1.906904110171581e-07
1989,7.886431774295488e-07,1.8604733753591063e-07
1990,6.75087882484604e-07,1.9451684174498496e-07
1991,6.646901269391492e-07,2.6611051850977674e-07
1992,6.573363293682633e-07,1.9119506688980437e-07
1993,5.9435696186938e-07,2.2599966165159913e-07
1994,5.776044460503726e-07,2.5583393536976473e-07
1995,6.723839334199511e-07,2.0279966506109304e-07
1996,5.845210964139369e-07,2.3487606171102016e-07
1997,5.825796876024469e-07,1.515186589529094e-07
1998,5.683610169171516e-07,2.169498785065116e-07
1999,5.758453411885966e-07,1.9788970817558038e-07
2000,5.438596701878851e-07,1.8644092492081654e-07
2001,5.20926072056227e-07,1.8313465588448707e-07
2002,5.971605148147319e-07,1.9058313860398357e-07
2003,5.687849693458702e-07,2.170966801884333e-07
2004,5.607299300436352e-07,1.7971548338380217e-07
2005,5.030688328133692e-07,2.3644685143153765e-07
2006,6.395083076426999e-07,1.7336316382454697e-07
2007,6.007697237464527e-07,1.63374215489398e-07
2008,5.721998945773521e-07,2.1500070701563345e-07
2009,6.227259348179359e-07,2.717869733714906e-07
2010,7.161270048072765e-07,3.3255503595341906e-07
2011,6.741662588183317e-07,2.741787952231789e-07
2012,8.803397690826387e-07,4.071486294776605e-07
2013,7.993632635816539e-07,3.3581066105625723e-07
2014,8.969274034598129e-07,3.4560504857950036e-07
