year,pouvons_VERB analyser_VERB,pouvons_VERB canaliser_VERB
1856,1.1907535402144731e-08,0.0
1857,1.9037885934380938e-08,0.0
1858,1.3702292633865909e-08,0.0
1859,3.106225676674512e-08,0.0
1860,2.6089947979812678e-08,0.0
1861,1.6034276129062164e-08,0.0
1862,1.671654992208005e-08,0.0
1863,4.5950510951797696e-08,0.0
1864,1.8699438442126848e-08,0.0
1865,2.023943146411966e-08,0.0
1866,2.238181906477621e-08,0.0
1867,2.0867089389753346e-08,0.0
1868,6.718228462432307e-08,0.0
1869,3.2231227464762924e-08,0.0
1870,3.669791226457164e-08,0.0
1871,2.6552942955504477e-08,0.0
1872,2.8422494580127022e-08,0.0
1873,4.8486636927691507e-08,0.0
1874,3.345781252050983e-08,0.0
1875,4.2339301842275745e-08,0.0
1876,5.018192439365521e-08,0.0
1877,3.401648740464225e-08,0.0
1878,2.8987624745013818e-08,0.0
1879,5.498392852132383e-08,0.0
1880,4.685027832351807e-08,0.0
1881,5.787181223126936e-08,0.0
1882,5.0580926114207614e-08,0.0
1883,6.066565561013704e-08,0.0
1884,5.677459569142229e-08,0.0
1885,4.254119545521462e-08,0.0
1886,4.969167122226281e-08,0.0
1887,5.288428894800745e-08,0.0
1888,3.233713385952797e-08,0.0
1889,7.079604813498008e-08,0.0
1890,6.161123167203186e-08,0.0
1891,6.501704774564132e-08,0.0
1892,5.0774950466347946e-08,0.0
1893,5.542574754713314e-08,0.0
1894,5.608369946230596e-08,0.0
1895,5.416752912879019e-08,0.0
1896,7.13540515562272e-08,0.0
1897,4.1952336715667116e-08,0.0
1898,4.3003495875382214e-08,0.0
1899,2.4874102777516782e-08,0.0
1900,5.7620688664883346e-08,0.0
1901,6.315274703183604e-08,0.0
1902,3.780918689244572e-08,0.0
1903,5.778235845355084e-08,0.0
1904,6.557042553367864e-08,0.0
1905,7.173454719122674e-08,0.0
1906,7.459067319359747e-08,0.0
1907,5.348557152728972e-08,0.0
1908,6.237463878733251e-08,0.0
1909,5.831042670934039e-08,5.500983557560346e-10
1910,6.466422064477229e-08,0.0
1911,5.479985532019782e-08,0.0
1912,3.80287765722187e-08,0.0
1913,5.992378504515727e-08,0.0
1914,4.3528835647066444e-08,0.0
1915,2.8273827723523937e-08,0.0
1916,4.2851102222130066e-08,0.0
1917,5.15421945124217e-08,0.0
1918,2.756730310693456e-08,0.0
1919,3.498982437122322e-08,0.0
1920,4.770506123463747e-08,0.0
1921,3.862101038976107e-08,0.0
1922,2.7298360905092522e-08,0.0
1923,5.8387715995422695e-08,0.0
1924,5.0277336072213075e-08,0.0
1925,2.859526304632709e-08,0.0
1926,4.904300965336006e-08,0.0
1927,3.2332753363562006e-08,0.0
1928,4.227635130860108e-08,0.0
1929,5.124586976990031e-08,1.1140406375176326e-09
1930,5.146765857944047e-08,0.0
1931,2.167017854048936e-08,0.0
1932,2.9590749406338546e-08,1.0959536611565568e-09
1933,4.588265056781893e-08,0.0
1934,3.354842448288764e-08,0.0
1935,4.4282650435434334e-08,0.0
1936,5.33487423126644e-08,0.0
1937,6.043736533456467e-08,0.0
1938,5.0564334941327616e-08,0.0
1939,3.5176316970364496e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,2.066051862925633e-08,0.0
1942,4.247896612241675e-08,0.0
1943,5.516146828199453e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,4.1391576388605245e-08,0.0
1946,3.897909195416105e-08,0.0
1947,4.649139739854036e-08,0.0
1948,2.174377655705939e-08,0.0
1949,3.337782672474532e-08,0.0
1950,3.616023036556726e-08,0.0
1951,4.051332780363737e-08,0.0
1952,5.061505703451985e-08,0.0
1953,3.5553629373907825e-08,0.0
1954,5.0817188679275205e-08,0.0
1955,3.0972504561077585e-08,0.0
1956,5.145473380707699e-08,0.0
1957,4.94762097957846e-08,0.0
1958,4.053399393910695e-08,0.0
1959,3.952881399982289e-08,0.0
1960,4.706166834012038e-08,0.0
1961,4.655266749864495e-08,0.0
1962,4.6296282363300634e-08,0.0
1963,4.978861056770256e-08,6.466053248388448e-10
1964,5.4755716405452404e-08,1.8251904432275978e-09
1965,6.402290608775729e-08,5.472043373977442e-10
1966,4.542041409649755e-08,0.0
1967,5.965706151300765e-08,0.0
1968,5.2549566476045584e-08,0.0
1969,4.541757903098187e-08,0.0
1970,3.7709543931896405e-08,0.0
1971,3.956565919338573e-08,0.0
1972,5.3866543225922214e-08,0.0
1973,5.458071683506205e-08,0.0
1974,5.513060230555311e-08,5.625571675160757e-10
1975,5.02610255637137e-08,0.0
1976,5.142174330785565e-08,5.713526873840635e-10
1977,3.8786758693731826e-08,0.0
1978,4.158414057542359e-08,0.0
1979,3.979342011461995e-08,0.0
1980,3.865902442612423e-08,0.0
1981,4.3013738348918196e-08,0.0
1982,4.159026545380584e-08,0.0
1983,2.9050454486423405e-08,6.315316047889041e-10
1984,5.799008562235031e-08,0.0
1985,4.692135391337615e-08,0.0
1986,2.8174081734277934e-08,5.994485463567401e-10
1987,5.010869941202145e-08,0.0
1988,3.537966719591168e-08,0.0
1989,5.049072271390287e-08,1.0976244357863152e-09
1990,4.086488303300939e-08,0.0
1991,3.223805933316726e-08,0.0
1992,4.0773585396891576e-08,0.0
1993,5.871559949355287e-08,0.0
1994,4.800183361908239e-08,0.0
1995,4.0126135303353294e-08,0.0
1996,4.110330920070737e-08,0.0
1997,4.842843281949172e-08,0.0
1998,4.148272481074855e-08,0.0
1999,4.0217770447270595e-08,4.570201161957499e-10
2000,4.329670844072098e-08,2.2090156370779823e-09
2001,4.906957329353645e-08,0.0
2002,4.994592472939985e-08,0.0
2003,4.2502612984662846e-08,0.0
2004,4.404791198453495e-08,8.809582507929292e-10
2005,4.1434496722558833e-08,1.8014998381943315e-09
2006,3.8296377624646993e-08,4.1178899179428186e-10
2007,5.312657691547429e-08,7.988958938831558e-10
2008,3.320802832718073e-08,0.0
2009,4.720510560218827e-08,0.0
2010,4.440365586333428e-08,4.723793023408973e-10
2011,2.829739287335542e-08,3.82397197240536e-10
2012,3.812763083033133e-08,3.404252713057332e-10
2013,3.653753921639691e-08,2.5102124823206395e-09
2014,2.4469530401916018e-08,6.496335691608124e-10
2015,2.7263876489769245e-08,0.0
2016,3.04486995617026e-08,4.1426800878596737e-10
2017,2.8677968444412727e-08,1.2578056374223934e-09
2018,2.8396133444630323e-08,2.323319980845895e-09
2019,2.397928433595098e-08,1.2754939326953263e-09
