year,quelques_DET hôtes_NOUN,quelques_DET côtes_NOUN
1800,3.144164484325529e-09,1.6349655140857067e-07
1801,0.0,1.166779455274991e-07
1802,0.0,3.312003400424146e-07
1803,3.900678446910888e-09,4.1737260403351684e-07
1804,0.0,1.458392098196981e-07
1805,5.685755422035754e-09,1.7625842474444653e-07
1806,2.881669125542885e-09,6.051504897186533e-08
1807,0.0,5.124519120158766e-08
1808,0.0,8.837688625362716e-08
1809,4.518061036407062e-09,9.262025457701384e-08
1810,0.0,1.0062544930633521e-07
1811,2.5070767684098882e-09,5.0141537144554604e-08
1812,0.0,1.0935553973467904e-07
1813,0.0,1.0352670187785407e-07
1814,0.0,2.8320094713762956e-08
1815,1.6183340889597275e-08,8.091670622434322e-08
1816,0.0,3.1287652291212e-07
1817,0.0,3.144884317407559e-07
1818,0.0,1.323250700124845e-07
1819,1.2421260464634543e-08,2.1323162968656106e-07
1820,3.5599443393152796e-09,8.781196214613374e-08
1821,2.9584463767662328e-09,8.973954457314193e-08
1822,1.0025615893027862e-09,1.0226128210888419e-07
1823,7.906149512848515e-09,8.103803139647425e-08
1824,0.0,1.0526391225340603e-07
1825,8.805443041381977e-10,1.171123926724249e-07
1826,2.642395191543301e-09,1.647093011980516e-07
1827,1.8434546111834038e-09,1.382590966159114e-07
1828,0.0,1.008953134373769e-07
1829,2.571952872898464e-09,9.259030164798787e-08
1830,1.0436835840010872e-09,1.273294003567571e-07
1831,7.795603274018958e-09,1.637076678662197e-07
1832,2.570694235259907e-08,1.352997003323253e-07
1833,1.1583628500844156e-09,7.992703388026712e-08
1834,7.467624740797874e-09,1.0081293688735116e-07
1835,2.2689263801112247e-08,1.0512692227848675e-07
1836,1.2097349788575684e-08,1.1626897844507766e-07
1837,1.3915782304252389e-08,1.0158520824532502e-07
1838,3.1560809521380406e-09,4.986607748946881e-08
1839,7.690622361167243e-09,6.571986688186371e-08
1840,1.2739377330817092e-09,8.790170369366024e-08
1841,5.778493683550323e-09,5.200644181968528e-08
1842,1.8783142152756227e-08,9.861149408152414e-08
1843,4.7255288571079745e-09,9.982679927134086e-08
1844,1.5367971784030487e-08,6.311845290873919e-08
1845,3.348136878855712e-09,7.031087534414837e-08
1846,1.1709002656346001e-08,9.659927258098833e-08
1847,8.629157832729106e-09,7.55051319245581e-08
1848,8.04522137798358e-09,7.562508130831702e-08
1849,2.0948537349241292e-08,8.882179969305071e-08
1850,1.4935791270431764e-08,6.85688590351674e-08
1851,1.1608989325395669e-08,6.513933215046563e-08
1852,1.6276363812295358e-08,7.617337871579366e-08
1853,8.360704573107114e-09,6.808001984381917e-08
1854,7.79349651480743e-09,7.741539964634114e-08
1855,1.6451505047143655e-08,7.482780972623004e-08
1856,7.248064815001953e-09,5.4360487666826884e-08
1857,8.78671624349181e-09,8.493826109123859e-08
1858,1.663849857891364e-08,5.774537714664518e-08
1859,2.2405562960514658e-08,5.906921174414492e-08
1860,1.9224172476128842e-08,8.559333605773212e-08
1861,7.545541969022906e-09,4.763123340190134e-08
1862,1.7168348520613108e-08,4.834245359575107e-08
1863,2.6471490999213643e-08,3.795911696080623e-08
1864,1.5343129766698382e-08,7.815406632971644e-08
1865,1.694463946932956e-08,4.047886137392709e-08
1866,7.78498088216395e-09,4.9629253595639966e-08
1867,1.7955402498159856e-08,4.85281148598915e-08
1868,2.9639243948054173e-08,1.210269167106759e-07
1869,1.0743741896135361e-08,7.618289588062765e-08
1870,1.6055336615750093e-08,4.816600807089344e-08
1871,6.37270636261178e-09,9.240424425627225e-08
1872,1.2094679036067646e-08,7.196333973169544e-08
1873,1.2570609442263958e-08,6.704325339335071e-08
1874,4.779687312606029e-09,6.751308223584829e-08
1875,6.293679799540541e-09,3.089624678320746e-08
1876,9.069021977836655e-09,7.376138144721267e-08
1877,4.9478527941460015e-09,5.257093471655594e-08
1878,1.69094480639842e-08,5.797525282069671e-08
1879,1.8327976469834084e-08,3.9099681714560575e-08
1880,1.4119262203848848e-08,5.968597083239047e-08
1881,2.161477374862386e-08,6.205531577485601e-08
1882,1.2645232194685718e-08,3.261138559196297e-08
1883,3.5388296737437486e-08,5.9401787044777166e-08
1884,1.1222884843675729e-08,6.007544328667791e-08
1885,2.7716233308439087e-08,8.37932674357944e-08
1886,1.6133659630490627e-08,4.711028567250253e-08
1887,4.570247291724172e-09,9.401651290819046e-08
1888,1.0144983297877275e-08,6.530832918905105e-08
1889,3.132568371366773e-09,7.455512829324107e-08
1890,1.6385966361553983e-08,6.947649322519567e-08
1891,2.2947192590550003e-08,6.119251128033909e-08
1892,3.1342561879199593e-09,4.0745328888647236e-08
1893,1.4164357686752282e-08,6.527921714294393e-08
1894,6.301539068331863e-09,4.978215883966186e-08
1895,1.0833506536300774e-08,3.1296794489321655e-08
1896,8.255840344695287e-09,2.7716036077318762e-08
1897,1.4566784223291052e-08,3.204692466951542e-08
1898,6.7900258748920805e-09,3.6213469667423226e-08
1899,1.5477219506010442e-08,4.8089930260175606e-08
1900,5.710158235139318e-09,5.1391424449320766e-08
1901,1.3412973176585297e-08,5.6446264551368586e-08
1902,6.38336894454028e-09,4.2228439411928775e-08
1903,1.1340462791054051e-08,4.158169653045718e-08
1904,7.524475265086039e-09,4.084715055086008e-08
1905,2.2707340008309984e-08,3.0964555197687815e-08
1906,4.115347618238729e-09,5.452835605268547e-08
1907,1.131425531042396e-08,9.20568985485204e-08
1908,5.893667109901912e-09,3.4870863974134636e-08
1909,7.701377313651392e-09,5.611003217609323e-08
1910,2.4583093782837295e-08,4.114996077220212e-08
1911,9.576673676292558e-09,5.107559086781066e-08
1912,1.927485859809508e-08,6.72015323388564e-08
1913,1.7499866222792093e-08,3.446943486196119e-08
1914,1.2723813114234872e-08,3.013534694007447e-08
1915,8.246533123035249e-09,3.062998021885477e-08
1916,7.69122365795738e-09,4.8344832137559024e-08
1917,8.773139548168274e-09,2.631941953268324e-08
1918,1.6080926812378493e-08,4.9391417178412667e-08
1919,1.012863304339362e-08,4.0514534616065134e-08
1920,6.815008557481406e-09,3.407504367558545e-08
1921,1.438822039290244e-08,3.407736204330547e-08
1922,1.54936645735404e-08,2.803615417601435e-08
1923,6.369568872344189e-09,5.520293111516139e-08
1924,1.804827398643738e-08,2.7072411756812187e-08
1925,8.798542339150117e-09,4.3992713472107425e-08
1926,2.1177663178661987e-08,4.904300787700322e-08
1927,2.2298450641500267e-08,5.909089240141441e-08
1928,3.313552077166548e-08,4.913197582112616e-08
1929,2.8965056353413843e-08,6.238627658916585e-08
1930,2.4158288924880367e-08,3.046045193855207e-08
1931,1.3686427990933225e-08,2.623231942777693e-08
1932,1.8631212128639163e-08,5.479768294680554e-08
1933,1.8353059072495626e-08,5.964744431707913e-08
1934,3.5944740517379614e-08,7.308763727564838e-08
1935,1.6755597798123745e-08,1.795242710045386e-08
1936,4.364897243647192e-08,8.366052917097022e-08
1937,2.7700460369928237e-08,7.428759785099714e-08
1938,1.2965214679638848e-08,7.001215784896431e-08
1939,3.517631519400766e-08,2.4317540425755624e-07
1940,1.5214697057785997e-08,5.5787225505810056e-08
1941,3.5418032950929046e-08,8.264207496111453e-08
1942,1.517105907566929e-08,5.461581054078124e-08
1943,2.322588166236983e-08,3.193558839598154e-08
1944,1.6065930807940276e-08,3.213186161588055e-08
1945,1.9606535950345005e-08,1.9606536394434215e-08
1946,1.809743643832462e-08,2.3665877257883494e-08
1947,2.62259161054601e-08,2.145756705651536e-08
1948,1.195907639583993e-08,4.348755311411878e-08
1949,1.0798709482173763e-08,3.337782827905755e-08
1950,2.2334258664713502e-08,5.636741562398129e-08
1951,2.3455083209000804e-08,3.6248765322710597e-08
1952,1.581720565635436e-08,6.432330401651143e-08
1953,2.5857186169986335e-08,2.693456790936466e-08
1954,1.172704378049616e-08,5.1794439848151796e-08
1955,1.9709776921672528e-08,7.226918130598392e-08
1956,1.3081712602058815e-08,3.662879421995058e-08
1957,1.9437083498274887e-08,6.891329551450553e-08
1958,1.9853383825818582e-08,2.8125627604680403e-08
1959,1.8601794771200275e-08,2.3252243908089554e-08
1960,1.799416715630997e-08,3.25279168045256e-08
1961,1.9454845179289748e-08,4.099414052660677e-08
1962,1.331810839388936e-08,3.0441390297397675e-08
1963,1.6165133231993423e-08,6.595374379969599e-08
1964,1.642671398904838e-08,1.7035110877472448e-08
1965,8.208064727899256e-09,1.969935559120728e-08
1966,3.8773522170743036e-09,4.098915373784706e-08
1967,7.888537156830466e-09,3.7470550218188237e-08
1968,1.751652198289655e-08,1.9313088434058656e-08
1969,9.537691053607134e-09,1.5896152782968187e-08
1970,1.7015282294252643e-08,3.6329927177725096e-08
1971,1.6442872063926472e-08,6.114693018588468e-08
1972,1.0260293503705498e-08,3.539801196605907e-08
1973,1.4885650712059828e-08,2.866865994599621e-08
1974,9.000914902301815e-09,2.7565301596865766e-08
1975,9.138368284311582e-09,2.8557401776652114e-08
1976,1.4855169538918744e-08,2.342546046030236e-08
1977,1.2341242250357709e-08,2.7620874476497193e-08
1978,1.6633655341991016e-08,2.4950484345254154e-08
1979,1.1703946478647254e-08,2.2822696621460636e-08
1980,1.2507331614841632e-08,3.809051074554759e-08
1981,1.960920337218397e-08,3.542307824844215e-08
1982,1.0552753892945077e-08,4.2831764357487145e-08
1983,1.5788289786655696e-08,1.51567585149337e-08
1984,1.3917620222958504e-08,3.1894545948762953e-08
1985,1.0828004270990732e-08,3.6093348754207e-08
1986,1.3187867686781374e-08,1.7983455669057236e-08
1987,1.8332450224534114e-08,2.0776778075770608e-08
1988,1.199310784016916e-08,1.6190695006912392e-08
1989,1.6464366536794728e-08,2.195248938186012e-08
1990,1.5801088437683575e-08,1.8525413314485206e-08
1991,1.2309077312977479e-08,2.285971467674841e-08
1992,8.264915862810085e-09,2.3141765614909104e-08
1993,1.827938511667071e-08,1.606370192419604e-08
1994,8.439882459576609e-09,2.2682184797062632e-08
1995,9.760411756598586e-09,3.3619194539369346e-08
1996,6.939520069693117e-09,2.6156651955488996e-08
1997,1.1987236536725732e-08,1.6302641347998303e-08
1998,1.4781200707858488e-08,1.8595704198709484e-08
1999,1.2796563142458695e-08,3.884671040399468e-08
2000,6.185244316725402e-09,1.546311012567969e-08
2001,1.0076786960411255e-08,1.9715452159729807e-08
2002,1.664864135442201e-08,1.270554239596322e-08
2003,1.4167538087139775e-08,1.9584537991335083e-08
2004,1.2773894497719596e-08,1.8940603224715247e-08
2005,1.261049931144953e-08,2.296912215982161e-08
2006,1.0294724350767837e-08,2.7178072681266485e-08
2007,1.078509459517818e-08,4.673540915378638e-08
2008,2.04357103461561e-08,3.4911003865545354e-08
2009,1.3350939465084366e-08,3.8145538949763136e-08
2010,1.511613750837526e-08,5.243410239330615e-08
2011,1.4148696408922135e-08,6.500752069982241e-08
2012,1.8723389727526296e-08,6.944675856601634e-08
2013,1.3666712317395024e-08,7.446963934398809e-08
2014,1.6673928682209294e-08,8.856671041002073e-08
2015,1.3964424644408169e-08,6.849217948357023e-08
2016,1.8849195093650906e-08,9.77672502955329e-08
2017,1.2829617951348737e-08,8.653703043037808e-08
2018,1.2132893356664454e-08,1.055819849327122e-07
2019,1.6836518401674994e-08,8.928456818324548e-08
