year,ses_DET anneaux_NOUN,ses_DET canaux_NOUN
1925,1.5067503222887524e-07,1.847693908985093e-07
1926,1.627336261300627e-07,1.6050439732850919e-07
1927,1.4382500090892592e-07,1.6835329263997778e-07
1928,1.7481842595756802e-07,2.04526135583194e-07
1929,1.5373760220427357e-07,1.4371124734680052e-07
1930,1.438993717517434e-07,1.3549648159028038e-07
1931,1.2431838758431013e-07,1.300210641375088e-07
1932,9.863582850488939e-08,1.391861099708791e-07
1933,1.3650088703798247e-07,1.5829513699827658e-07
1934,1.0543790551764687e-07,1.2221212486451805e-07
1935,1.4122575908714907e-07,1.3404478238498996e-07
1936,1.5883375947822742e-07,1.600462269379932e-07
1937,1.6242542244526703e-07,1.3724319436470012e-07
1938,1.2705910634736028e-07,1.3094866591067955e-07
1939,1.2235239843505497e-07,1.2999942899938333e-07
1940,1.1918179665393325e-07,1.2425336137766863e-07
1941,3.0105325565799035e-07,1.741386483899987e-07
1942,1.1833425617169269e-07,1.274368912618229e-07
1943,1.5387146867773538e-07,1.4806499848418753e-07
1944,1.1888788797875804e-07,1.0924833304670756e-07
1945,1.503167763594604e-07,1.32888743564763e-07
1946,1.4060314867947454e-07,1.4060314867947454e-07
1947,1.060957497411863e-07,1.299374901009287e-07
1948,1.315498394660608e-07,1.3589859770846147e-07
1949,1.158407003654105e-07,1.6590743867617164e-07
1950,1.1805251465268896e-07,1.1698897850465073e-07
1951,1.3113524577335056e-07,1.30069107040498e-07
1952,1.1177492131864142e-07,1.1915628250758203e-07
1953,1.0773827541221692e-07,1.1312518610750999e-07
1954,1.280202230891092e-07,9.186184168896716e-08
1955,1.4923116520293433e-07,1.4453836216787863e-07
1956,1.0639792802358272e-07,1.2645655766974073e-07
1957,1.1220498175035232e-07,1.307585542065226e-07
1958,1.1498418484023887e-07,1.0009414808109796e-07
1959,1.2633718426968699e-07,1.023098707975123e-07
1960,1.1696208601641445e-07,1.0242833120566175e-07
1961,1.1256017939942353e-07,1.1464462801313857e-07
1962,9.44951494830093e-08,1.3064429682518863e-07
1963,1.3578711888229122e-07,1.3772693996383367e-07
1964,1.2898013102002892e-07,1.0829463348294155e-07
1965,1.198377526101524e-07,1.2312097297240143e-07
1966,9.084082563948215e-08,1.074580535664893e-07
1967,1.2621658429523563e-07,1.183280552985444e-07
1968,1.3025105505271029e-07,1.2081908296046606e-07
1969,1.1172724545538415e-07,1.303484475911887e-07
1970,1.1542799494002054e-07,1.099095279233353e-07
1971,1.4387512825564386e-07,7.604828422547172e-08
1972,1.0516800719173602e-07,1.3184477720695753e-07
1973,1.1798256038808574e-07,1.0254559312805611e-07
1974,8.888403529860867e-08,1.2320002273913389e-07
1975,8.110301674690845e-08,9.19548308608853e-08
1976,9.427319147548019e-08,9.941536438518028e-08
1977,7.463512974315023e-08,1.0989582011067256e-07
1978,1.0752470680497339e-07,1.1465340987726336e-07
1979,1.1469867899904784e-07,1.082615073144666e-07
1980,9.380498783295721e-08,1.3360103967574588e-07
1981,1.0879945189223861e-07,1.1765522167639375e-07
1982,1.1483879092111238e-07,9.125028432865889e-08
1983,9.40982083363906e-08,9.788739552263337e-08
1984,9.626354380287694e-08,1.0090274527030374e-07
1985,7.880381114322432e-08,9.203803630342122e-08
1986,1.4146985283236546e-07,1.318786753135015e-07
1987,8.982900895349033e-08,8.18849443806613e-08
1988,1.007421059906477e-07,8.095347675540765e-08
1989,1.0976244169125238e-07,9.878619966485758e-08
1990,1.0461410188122855e-07,1.1115247700033137e-07
1991,9.905876208193831e-08,1.1195398563756953e-07
1992,1.0579092957208047e-07,1.0083197665711197e-07
1993,9.472044881775332e-08,1.0469101729970731e-07
1994,9.178372528673151e-08,1.1657587606350717e-07
1995,1.0682228168690244e-07,9.326615513227665e-08
1996,8.754471170213662e-08,1.0569422603801115e-07
1997,9.20619709354753e-08,1.0740563882727372e-07
1998,7.91509461306461e-08,1.0632928393317087e-07
1999,7.815044061887377e-08,9.963038816174219e-08
2000,6.759588355720325e-08,1.192868509525269e-07
2001,8.455738614854269e-08,1.0295847685526383e-07
2002,1.1172114555701995e-07,1.139117604687101e-07
2003,8.875545953745956e-08,1.2542437399787332e-07
2004,9.82268478222359e-08,1.0703642949749792e-07
2005,9.007499457425183e-08,9.412836421418547e-08
2006,1.2024238338348425e-07,1.227131203318521e-07
2007,8.348462188223493e-08,9.347081686428282e-08
2008,1.026042933949256e-07,1.3708955215463448e-07
2009,1.0585387677508606e-07,1.3637029905311238e-07
2010,1.2376337421571293e-07,1.4407568471597187e-07
2011,1.3728059200524e-07,1.7781470229571994e-07
2012,1.848509225688133e-07,1.749785849547436e-07
2013,2.122524183079122e-07,1.3917734298374285e-07
2014,2.1914304593195766e-07,1.548293300235315e-07
2015,2.3141046856522962e-07,1.6646481038051775e-07
2016,2.2598319304734105e-07,1.7378542849222356e-07
2017,2.0275826795312923e-07,1.7408030683618847e-07
2018,1.8483301378324768e-07,1.6753719256357158e-07
2019,1.7805894447775472e-07,1.647938123738868e-07
