year,aurions_VERB assez_ADV,aurions_VERB cassé_VERB
1864,1.6781548595190543e-08,0.0
1865,1.553258677233771e-08,0.0
1866,4.379051787850585e-09,0.0
1867,6.308654931785895e-09,4.85281148598915e-10
1868,2.4699371437009177e-09,4.93987406535723e-10
1869,6.348574999037737e-09,3.4184632902167778e-09
1870,1.7202147262196377e-08,3.4404292748035914e-09
1871,1.1683295220166201e-08,9.559059321873065e-09
1872,8.4662747923403e-09,0.0
1873,1.0176207432266438e-08,1.7958012854535355e-09
1874,2.3898436563030145e-09,0.0
1875,1.1443054281912168e-09,5.721527140956084e-10
1876,3.02300739996042e-09,0.0
1877,3.030559980743419e-08,0.0
1878,1.69094480639842e-08,0.0
1879,1.221865053580018e-09,0.0
1880,3.8507077526617195e-09,0.0
1881,4.8807553554297556e-09,0.0
1882,1.3310770263785798e-09,0.0
1883,2.5277355764075082e-09,0.0
1884,1.2543224237049344e-08,0.0
1885,1.0313017106966527e-08,0.0
1886,9.680196200179125e-09,0.0
1887,1.4363633837888301e-08,0.0
1888,7.60873763994141e-09,0.0
1889,1.2530273707511697e-08,0.0
1890,6.554386366985909e-09,0.0
1891,8.286486163910922e-09,0.0
1892,1.2537024751679837e-09,0.0
1893,1.847525021858587e-09,0.0
1894,2.520615716150587e-09,0.0
1895,8.426059849853118e-09,0.0
1896,1.2973464080801023e-08,0.0
1897,5.2440420894583895e-09,0.0
1898,1.584339415217073e-08,0.0
1899,6.080336234504102e-09,0.0
1900,1.038210628578895e-09,1.5573159428683425e-09
1901,5.58873880507349e-09,0.0
1902,3.437198747846537e-09,0.0
1903,1.1880484152015924e-08,0.0
1904,4.837162670412454e-09,0.0
1905,5.676835002077496e-09,0.0
1906,5.658602919567102e-09,0.0
1907,3.0857059130084963e-09,0.0
1908,4.911389073214423e-09,0.0
1909,7.701377313651392e-09,5.500983557560346e-10
1910,3.740905363258662e-09,5.344150677544235e-10
1911,1.4365010514438836e-08,0.0
1912,9.897900277167082e-09,0.0
1913,7.954484182448596e-09,0.0
1914,7.366418142140674e-09,0.0
1915,3.534228465440492e-09,0.0
1916,9.888715624128963e-09,1.0987462051303964e-09
1917,8.773139548168274e-09,0.0
1918,3.44591288836682e-09,0.0
1919,1.2890987832747669e-08,0.0
1920,1.3630017114962811e-08,0.0
1921,5.300923255902035e-09,0.0
1922,1.2542490601674672e-08,0.0
1923,8.492758496458919e-09,0.0
1924,1.1602462102189293e-08,0.0
1925,6.598906754362588e-09,0.0
1926,1.0031524944054127e-08,0.0
1927,1.3379070296082318e-08,0.0
1928,7.998228745975666e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,1.1140406375176326e-09
1930,1.05036033204442e-08,0.0
1931,1.9389105432310316e-08,0.0
1932,1.0959536389520963e-08,0.0
1933,0.0,0.0
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,8.377798899061872e-09,0.0
1936,1.33371855781661e-08,0.0
1937,0.0,0.0
1938,5.186085783037697e-09,0.0
1939,3.058810094103137e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,6.535512131478072e-09,0.0
1946,8.352662561605939e-09,0.0
1947,7.152522574216391e-09,0.0
1948,7.610321262063735e-09,0.0
1949,9.817008317369869e-10,0.0
1950,3.190608444114673e-09,0.0
1951,4.264560704569931e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,7.818028890937967e-09,0.0
1955,9.385607846468247e-09,0.0
1956,7.849027205963921e-09,0.0
1957,7.951533653738352e-09,0.0
1958,6.617794756635931e-09,0.0
1959,5.425523585955716e-09,0.0
1960,4.152500121534786e-09,6.920833350854139e-10
1961,3.47407969059077e-09,0.0
1962,1.0147130247162295e-08,1.2683912808952869e-09
1963,3.879631726988464e-09,0.0
1964,3.6503808864551957e-09,0.0
1965,1.0944086747954884e-09,5.472043373977442e-10
1966,5.539074976468328e-09,1.1078149508847446e-09
1967,6.409436092980059e-09,0.0
1968,5.3896989093971115e-09,0.0
1969,4.995933444718048e-09,0.0
1970,4.1388523719376735e-09,4.5987250119061684e-10
1971,3.5968783507200897e-09,0.0
1972,6.156176013405457e-09,0.0
1973,2.7566018356850464e-09,0.0
1974,6.750686232237513e-09,0.0
1975,7.4249242310031605e-09,5.711480177694739e-10
1976,5.713526984862938e-09,0.0
1977,1.1753563677885381e-09,0.0
1978,5.940591130126904e-09,1.1881182704343018e-09
1979,5.851973128301324e-09,0.0
1980,5.685150683554241e-10,0.0
1981,3.795329828193417e-09,0.0
1982,5.586751949948621e-09,6.207502289967692e-10
1983,1.2630632095778083e-09,1.89459470334441e-09
1984,2.8995041922996734e-09,0.0
1985,4.812446441349039e-09,0.0
1986,1.7983456945813714e-09,0.0
1987,1.8332451112712533e-09,0.0
1988,1.1993107618124554e-09,5.996553809062277e-10
1989,5.488122178931576e-10,0.0
1990,0.0,1.089730194969718e-09
1991,1.7584396161396398e-09,0.0
1992,3.30596661157756e-09,0.0
1993,5.539207315052863e-09,0.0
1994,2.1099706426497278e-09,0.0
1995,4.337960657352369e-09,0.0
1996,4.804283193493575e-09,1.067618438099771e-09
1997,6.7128524960935465e-09,4.79489448146353e-10
1998,3.814503379828693e-09,0.0
1999,8.683382013430219e-09,4.570201161957499e-10
2000,1.3254094488601709e-09,0.0
2001,1.7524847129024579e-09,4.3812117822561447e-10
2002,5.257465574004527e-09,8.76244299341522e-10
2003,4.166922806803086e-09,1.6667691671301554e-09
2004,2.2023955992267474e-09,0.0
2005,2.702249757291497e-09,1.3511248786457486e-09
2006,1.2353669198716943e-09,8.235779835885637e-10
2007,2.7961355453243186e-09,3.994479469415779e-10
2008,7.2376473703172906e-09,0.0
2009,3.814554005998616e-09,0.0
2010,1.4171379625338432e-09,0.0
2011,6.883149605840799e-09,0.0
2012,9.531907707582832e-09,3.404252713057332e-10
2013,6.414987652192394e-09,0.0
2014,8.445236510112863e-09,1.7323561474213989e-09
2015,9.087958829923082e-09,1.329945265027277e-09
2016,8.285359953674742e-09,6.214020409345267e-10
2017,1.0565567976072998e-08,0.0
2018,1.1358453733123497e-08,0.0
2019,9.438654302584837e-09,5.1019755087367e-10
