year,pouvons_VERB oser_VERB,pouvons_VERB causer_VERB
1855,1.0613874223963649e-09,3.131092896069276e-08
1856,0.0,3.31340110903966e-08
1857,9.763018171682347e-10,2.0502337605421417e-08
1858,4.893676130990343e-09,2.3489644007668176e-08
1859,0.0,2.0877910955618972e-08
1860,4.577183909670879e-10,3.3413442679375294e-08
1861,0.0,1.650587222457034e-08
1862,4.517986262886353e-10,1.9879140111811466e-08
1863,0.0,2.6970951694238465e-08
1864,4.794727948009836e-10,4.027571520737183e-08
1865,0.0,2.8241066374334878e-08
1866,0.0,1.4596838404656864e-08
1867,0.0,1.8925964795357686e-08
1868,4.93987406535723e-10,2.222943251695142e-08
1869,0.0,2.7347706321734222e-08
1870,0.0,2.2362790730312554e-08
1871,3.18635318130589e-09,2.7615060460561835e-08
1872,4.23313739617015e-09,3.205089882385437e-08
1873,3.591602570907071e-09,2.8732820567256567e-08
1874,0.0,3.2262889249068394e-08
1875,0.0,1.94531928343622e-08
1876,0.0,2.2370254981751714e-08
1877,0.0,1.793596560162314e-08
1878,0.0,2.1740719446938783e-08
1879,0.0,3.665595116331133e-08
1880,0.0,4.1074216028391675e-08
1881,0.0,1.5339516323820135e-08
1882,2.6621540527571597e-09,2.6621540527571597e-08
1883,1.8958017378167824e-09,1.3270612164717477e-08
1884,6.601696966868076e-10,2.772712726084592e-08
1885,6.445635691854079e-10,1.8692343672910283e-08
1886,6.453463874400711e-10,1.5488312854472497e-08
1887,0.0,3.7867764035581786e-08
1888,0.0,2.2192152115962926e-08
1889,0.0,3.5084767091575486e-08
1890,6.554386478008212e-10,2.4906668727453507e-08
1891,1.2748440081367107e-09,1.1473596295275001e-08
1892,3.761107425503951e-09,2.3193495124473884e-08
1893,0.0,2.155445777418663e-08
1894,6.9316934414587195e-09,1.9534772022211655e-08
1895,0.0,2.4074457982692365e-08
1896,5.89702897624278e-10,2.240870955461105e-08
1897,2.330685422435863e-09,1.806281169081103e-08
1898,2.8291773368493978e-09,2.4330926606808134e-08
1899,5.527578395003729e-10,1.879376654301268e-08
1900,5.710158568206225e-09,2.4397950326715545e-08
1901,0.0,1.2854099118442264e-08
1902,1.9641135384773634e-09,1.178468167495339e-08
1903,1.0800440541913758e-09,1.5120615870500842e-08
1904,0.0,1.827372564378038e-08
1905,2.580379465655369e-09,1.5998352864698973e-08
1906,1.5432553013283723e-09,1.4918134283448126e-08
1907,1.028568674676933e-09,1.3885677496716653e-08
1908,2.9468334439286537e-09,3.5361999550787004e-08
1909,1.1001967115120692e-09,3.5756393401698006e-08
1910,5.344150677544235e-10,1.870452770447173e-08
1911,3.7242617878519013e-09,7.448523575703803e-09
1912,0.0,1.82329742415277e-08
1913,5.30298971401777e-10,2.4924052155483878e-08
1914,2.0090231700464756e-09,2.9465672568562695e-08
1915,2.3561523843085297e-09,2.9451904026700504e-08
1916,0.0,3.2962386153911893e-09
1917,0.0,1.4256351654751143e-08
1918,0.0,1.4932290071101306e-08
1919,2.762354567309444e-09,2.2098836538475553e-08
1920,7.572231730534895e-10,4.391894492528081e-08
1921,7.572747429129834e-10,1.3630945261411398e-08
1922,4.426761179843197e-09,3.541408943874558e-08
1923,4.246379248229459e-09,1.6985516992917837e-08
1924,1.289162443462999e-09,3.0939897754933554e-08
1925,0.0,1.0998178368026856e-08
1926,3.343841648018042e-09,4.2355324580967135e-08
1927,2.2298449753321847e-09,4.9056588125040435e-08
1928,1.1426041224282812e-09,2.5137291359556002e-08
1929,1.1140406375176326e-09,2.6736975300423182e-08
1930,3.1510811737689437e-09,1.3654684494213143e-08
1931,1.1405356659111021e-09,1.2545892325022123e-08
1932,0.0,9.863582839386709e-09
1933,1.1470662197865522e-09,1.4911860191091364e-08
1934,0.0,8.38710612072191e-09
1935,2.393656828303392e-09,1.196828414151696e-08
1936,0.0,1.091224355320719e-08
1937,1.2591118148108649e-09,1.1332006444320086e-08
1938,0.0,1.4261735792331365e-08
1939,0.0,9.176430282309411e-09
1940,2.5357829169792012e-09,1.7750480196809804e-08
1941,0.0,5.9030051957620344e-09
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,2.178504132643866e-08
1946,4.1763312808029696e-09,2.0881657292193267e-08
1947,3.5762612871081956e-09,1.4305045148432782e-08
1948,1.0871887834440486e-09,1.848220954059343e-08
1949,3.9268033269479474e-09,1.2762110479513922e-08
1950,2.1270722960764488e-09,2.0207187034770868e-08
1951,6.396841278899501e-09,6.396841278899501e-09
1952,3.1634410646574906e-09,7.381362632230548e-09
1953,3.232148326759443e-09,7.54167928107563e-09
1954,9.772536113672459e-10,1.2704297169818801e-08
1955,9.385607846468247e-10,8.447047505910632e-09
1956,0.0,5.232684952005684e-09
1957,1.7670075402875796e-09,1.4136060322300636e-08
1958,3.3088973783179654e-09,8.272243334772611e-09
1959,2.325224457422337e-09,6.975672928177801e-09
1960,0.0,7.612916519406099e-09
1961,0.0,4.16889545107324e-09
1962,5.7077609305622445e-09,1.4586500007851555e-08
1963,1.2932106496776896e-09,1.7458344103715717e-08
1964,1.2167936658258327e-09,9.125952438182594e-09
1965,1.0944086747954884e-09,5.47204326295514e-09
1966,1.6617224263271169e-09,1.5509408868297214e-08
1967,1.4791006197611978e-09,1.5284040699725665e-08
1968,1.7965663401398047e-09,8.084548142051062e-09
1969,1.3625273131978588e-09,1.3171097990039016e-08
1970,1.3796175313274261e-09,5.518470125309705e-09
1971,5.138397485282553e-10,5.652237344833111e-09
1972,1.5390440033513642e-09,5.130146973897354e-09
1973,1.6539611902288698e-09,7.718485406371656e-09
1974,0.0,3.937900228123681e-09
1975,4.569184142155791e-09,7.996072248772634e-09
1976,3.4281160132820787e-09,5.713526984862938e-09
1977,5.876781838942691e-10,9.990529292736028e-09
1978,3.5643548113029055e-09,1.0693064211864112e-08
1979,4.681578680276743e-09,1.1118749476679568e-08
1980,5.685150683554241e-10,5.6851505725319385e-09
1981,3.1627747087981106e-09,9.488323904349727e-09
1982,2.483000915987077e-09,4.966001831974154e-09
1983,1.2630632095778083e-09,7.57837881337764e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,9.02333674446254e-09,6.617113967877231e-09
1986,7.1933827783254856e-09,4.196139880008332e-09
1987,1.8332451112712533e-09,4.888653482026939e-09
1988,1.798966087207532e-09,5.396898483667201e-09
1989,5.488121956886971e-09,4.390497743145261e-09
1990,5.44865097484859e-10,3.814055737905164e-09
1991,4.68917216167597e-09,7.033758464558559e-09
1992,3.856960972825618e-09,6.61193322315512e-09
1993,2.7696036575264316e-09,3.323524566667402e-09
1994,3.164955852952289e-09,1.160483886764041e-08
1995,4.880205572987961e-09,3.253470381991974e-09
1996,5.871901187504136e-09,4.270473752399084e-09
1997,6.233362714880286e-09,5.274384040632185e-09
1998,8.582632382569955e-09,4.7681290027412615e-09
1999,5.0272213059088244e-09,5.0272213059088244e-09
2000,1.2370488633450805e-08,3.092622158362701e-09
2001,5.257454027685071e-09,5.695575122643959e-09
2002,3.504977197366088e-09,8.762443215459825e-09
2003,7.500461585152607e-09,5.8336921959778465e-09
2004,3.0833537945085254e-09,4.845270407116686e-09
2005,4.954124666056714e-09,6.305249655724765e-09
2006,3.294311934354255e-09,5.353256948836815e-09
2007,6.7906151812735516e-09,6.391167151065247e-09
2008,5.960415716543821e-09,7.2376473703172906e-09
2009,8.582746957586096e-09,3.337734755248789e-09
2010,3.3066551718974324e-09,3.3066551718974324e-09
2011,8.795135286732148e-09,7.265546830836911e-09
2012,1.191488419038933e-08,1.5319137958158535e-08
2013,3.904775169871755e-09,2.0639525644128298e-08
2014,6.496335469563519e-09,1.8189739492413537e-08
2015,5.984753581600444e-09,3.989835661855068e-08
2016,5.178350193091319e-09,3.8526923873405394e-08
2017,4.2765391228272165e-09,7.2952728302766445e-09
2018,5.937373259712331e-09,2.8912428007288327e-08
2019,6.632568272380013e-09,3.392813852087784e-08
