year,ses_DET âges_NOUN,ses_DET ages_NOUN,ses_DET cages_NOUN
1800,1.4463157071986643e-07,3.144164484325529e-09,0.0
1801,7.381665767525192e-08,0.0,4.7623651688866175e-09
1802,2.2378401354217203e-08,2.2378401354217203e-09,0.0
1803,1.8918289867997373e-07,3.900678446910888e-09,0.0
1804,3.9549615138412264e-08,0.0,0.0
1805,1.1087222873129576e-07,0.0,0.0
1806,3.7461699520235925e-08,0.0,0.0
1807,4.27043254092041e-08,0.0,0.0
1808,6.118399653587403e-08,0.0,0.0
1809,6.551188391767937e-08,0.0,0.0
1810,1.8721014072298203e-08,0.0,2.3401267590372754e-09
1811,7.521229861140455e-09,0.0,0.0
1812,1.600324850414836e-08,5.3344164641089264e-09,2.9339290108509886e-08
1813,3.738464116054274e-08,2.8757416448144113e-09,0.0
1814,4.090680150170556e-08,3.1466771410748606e-09,0.0
1815,1.6183340889597275e-08,0.0,0.0
1816,5.7940098940889584e-08,4.6352077731626196e-09,0.0
1817,7.628679554727569e-08,3.113746815941454e-09,0.0
1818,7.867976847819591e-08,1.1921177378582115e-09,0.0
1819,9.522965882524659e-08,3.1053151161586356e-09,0.0
1820,6.170570543417853e-08,8.306536791735653e-09,1.1866481131050932e-09
1821,2.859831660373402e-08,1.97229765852569e-09,0.0
1822,3.909990198280866e-08,2.0051231786055723e-09,1.0025615893027862e-09
1823,2.2730180404550993e-08,0.0,0.0
1824,4.7158231097910175e-08,8.421112696055388e-10,4.210556348027694e-09
1825,6.956300069305144e-08,7.924898959288385e-09,6.163809906922779e-09
1826,2.8185549894033102e-08,5.284790383086602e-09,6.1655889282974385e-09
1827,8.664236617050847e-08,9.217273055917019e-10,1.8434546111834038e-09
1828,3.760643352279658e-08,0.0,0.0
1829,7.801590129474789e-08,8.57317605795771e-10,3.429270423183084e-09
1830,6.262101237552997e-08,0.0,1.5655253093882493e-08
1831,7.795603096383275e-08,0.0,1.5591206103948707e-09
1832,6.088486514954639e-08,1.3529969367098715e-09,4.058990810129615e-09
1833,1.1467792404573629e-07,0.0,0.0
1834,8.961149688957448e-08,9.334530925997342e-10,9.334530925997342e-10
1835,1.013453783116347e-07,1.5126175867408165e-09,1.4369867074037757e-08
1836,1.0954822471376247e-07,6.720750067579218e-10,5.376600054063374e-09
1837,9.671468603755784e-08,6.957890930081589e-10,9.74104708006962e-09
1838,6.375283589932224e-08,6.312161904276081e-10,8.837027110075724e-09
1839,6.082583325905944e-08,1.3982950353153e-09,8.38977065598101e-09
1840,7.38883869644269e-08,1.910906599622564e-09,3.821813088222825e-09
1841,6.292137300079048e-08,0.0,1.926164561183441e-09
1842,5.2324466537356784e-08,0.0,3.3541325272778977e-09
1843,7.029224491361674e-08,1.7720733769266417e-09,1.1813821920725331e-08
1844,8.946354768113451e-08,1.2074834521147437e-08,1.0977122322231025e-08
1845,6.138250796539069e-08,0.0,7.254296274794569e-09
1846,4.4494210982293225e-08,5.854501328173001e-10,2.1076203893244383e-08
1847,9.16848037491036e-08,1.0786447290911383e-09,1.0786447290911383e-09
1848,3.218088551193432e-08,0.0,1.206783295515379e-08
1849,3.6869426622843093e-08,0.0,2.513824481908955e-09
1850,7.332116069846961e-08,0.0,8.146795238417326e-09
1851,5.095056465620473e-08,0.0,1.4188765495859457e-08
1852,6.575650957074686e-08,1.3021090872200602e-09,6.510545436100301e-09
1853,8.062107781370287e-08,5.971931837933653e-10,3.5831591027601917e-09
1854,3.3771819119010615e-08,1.0391328908454511e-09,2.0782657816909023e-09
1855,6.739810487488285e-08,2.1227748447927297e-09,2.653468555990912e-09
1856,5.487820686767009e-08,4.659470365098173e-09,9.318940286107136e-09
1857,5.3208449202202246e-08,0.0,3.4170564155999728e-09
1858,7.829881809584549e-08,1.9574704079872163e-09,4.893676130990343e-09
1859,7.332729978770658e-08,0.0,1.476730293603623e-08
1860,5.034902272882391e-08,9.154367819341758e-10,8.696649622663699e-09
1861,8.017138242166766e-08,4.715963841661619e-09,2.3579818653196583e-09
1862,8.177555343991116e-08,0.0,4.517986429419807e-09
1863,7.491931341974123e-08,4.994620828036034e-10,5.9935452156878455e-09
1864,9.829192038068868e-08,1.9178911792039344e-09,1.342523869851675e-08
1865,4.8009813014004976e-08,2.8241067262513297e-09,8.943004559114343e-09
1866,4.670988573707291e-08,1.4596838737723772e-09,1.0704348518686402e-08
1867,6.599823620945244e-08,1.455843445796745e-09,2.329349513274792e-08
1868,5.9278487896108345e-08,4.93987406535723e-10,9.385760946223343e-09
1869,4.5905078849273195e-08,9.767038289254515e-10,1.1720445947105418e-08
1870,6.479475445075877e-08,3.4404292748035914e-09,5.734048791339319e-09
1871,2.549082545044712e-08,0.0,4.248470908407853e-09
1872,7.25680706636922e-08,1.2094678591978436e-09,5.442605477412599e-09
1873,4.3697831131339626e-08,0.0,1.0774807712721213e-08
1874,2.5093358502203955e-08,3.5847653734322193e-09,2.9873046258899194e-09
1875,5.378235456987568e-08,1.1443054281912168e-09,4.577221712764867e-09
1876,4.6554312405078235e-08,1.209202959984168e-09,7.255217759905008e-09
1877,3.710889728836264e-08,1.2369631985365004e-09,1.0514186854493346e-08
1878,3.744235144154118e-08,1.0870359501424787e-08,9.662541877730746e-09
1879,3.604501941367744e-08,1.221865053580018e-09,7.331190321480108e-09
1880,3.9790645445236805e-08,1.9253538763308597e-09,1.6044615858135103e-08
1881,5.020205406935929e-08,2.091752326904839e-09,6.9725074602899895e-09
1882,2.5290463057103807e-08,0.0,1.5972924094498353e-08
1883,3.6020232130340446e-08,6.319338941018771e-10,2.5277356319186595e-09
1884,5.479408571318345e-08,1.3203393933736152e-09,1.650424152899177e-08
1885,4.060750313783501e-08,6.445635691854079e-10,5.156508553483263e-09
1886,2.3877817056927597e-08,3.2267319372003556e-09,1.8069698626277386e-08
1887,2.3504128421336645e-08,2.6115699047757346e-09,1.0446279619102938e-08
1888,2.3460273723685532e-08,1.0779044767872392e-08,1.268122939990235e-09
1889,4.1976417008982025e-08,3.132568371366773e-09,3.132568426877924e-09
1890,3.1461055982617836e-08,6.554386478008212e-10,1.7696843102044113e-08
1891,4.461954006274027e-08,5.736797925592896e-09,9.561330394092238e-09
1892,2.570090096298827e-08,0.0,1.1283322720601063e-08
1893,3.87980243488073e-08,1.847525021858587e-09,1.0469308087124318e-08
1894,2.0164925729204697e-08,2.520615716150587e-09,9.452309157609307e-09
1895,1.5046536461227333e-08,0.0,3.611168697403855e-09
1896,3.3023361822870356e-08,0.0,1.1794057674929803e-08
1897,6.409385022720926e-09,6.4093846896540185e-09,7.574727511894253e-09
1898,1.4711722506888236e-08,5.6583548957434e-10,5.092519295146758e-09
1899,2.2110313580014918e-08,2.7637891975018647e-09,1.0502398950507086e-08
1900,1.661137005726232e-08,1.5573159428683425e-09,1.349673794948103e-08
1901,2.3472702892490815e-08,1.1177477832191585e-09,2.1237207548097103e-08
1902,1.5221880644844532e-08,0.0,1.1784681508419936e-08
1903,1.5660639007819555e-08,4.3201759947208984e-09,3.7801539676252105e-09
1904,1.8811189050893518e-08,3.7622376325430196e-09,7.524475265086039e-09
1905,2.5287718585786934e-08,1.5482277682110634e-09,8.773290538499623e-09
1906,2.4692084821253957e-08,1.0288369045596824e-09,8.230695236477459e-09
1907,2.674278576364486e-08,1.028568674676933e-09,9.771402353919711e-09
1908,1.5225305460830896e-08,9.822778146428846e-10,1.1787333775714615e-08
1909,2.0903737407707013e-08,5.500983557560346e-10,6.60118004702781e-09
1910,1.7635697346918278e-08,5.344150677544235e-10,1.0153886620400954e-08
1911,2.4473720827700163e-08,0.0,1.1172785363555704e-08
1912,3.3861237369592345e-08,1.5628263683176158e-09,1.7712032729377825e-08
1913,1.484837142129436e-08,1.060597942803554e-09,1.3787773589513108e-08
1914,1.875088173619588e-08,1.3393487430235496e-09,6.696743604095445e-09
1915,1.295883844676382e-08,2.3561523843085297e-09,1.1780761921542648e-09
1916,1.7579939282086343e-08,3.2962386153911893e-09,4.1752354462687435e-08
1917,3.61891991929042e-08,1.0966424435210342e-09,1.864292187292449e-08
1918,1.9526840588923733e-08,6.89182577673364e-09,3.44591288836682e-09
1919,2.2098836538475553e-08,9.207848372660976e-10,1.1970202606903513e-08
1920,3.028892692213958e-08,2.2716695191604686e-09,1.9687803387569147e-08
1921,2.4232791773215467e-08,2.27182422873895e-09,6.058197943303867e-09
1922,2.4347187377316004e-08,7.377935484775833e-10,2.508498064823783e-08
1923,2.229349149729387e-08,1.0615948120573648e-09,8.492758496458919e-09
1924,1.933743654092268e-08,1.289162443462999e-09,9.024137215263295e-09
1925,3.079489729884699e-08,0.0,1.649726644181726e-08
1926,3.009457216762712e-08,1.1146138456652466e-09,1.89484357093761e-08
1927,8.919379901328739e-09,3.344767462998277e-09,1.8953683067479687e-08
1928,1.3711249025050165e-08,1.1426041224282812e-09,1.9424270192303084e-08
1929,2.4508894469477127e-08,2.2280812750352652e-09,1.3368487650211591e-08
1930,2.10072066408884e-08,0.0,8.402882833991043e-09
1931,4.334035708097872e-08,0.0,1.2545892325022123e-08
1932,5.4797684612140074e-08,0.0,1.0959536389520963e-08
1933,2.6382522833046096e-08,0.0,8.029463538505865e-09
1934,1.9170528275935794e-08,0.0,2.7557634396657704e-08
1935,1.6755597798123745e-08,7.180970484910176e-09,1.0771455727365264e-08
1936,1.2124714565686645e-08,4.849885826274658e-09,5.698615979099486e-08
1937,2.2664012888640173e-08,0.0,1.8886676889096066e-08
1938,2.3337385357535823e-08,1.2965214457594243e-09,1.4261735792331365e-08
1939,7.647025235257843e-09,0.0,2.9058695893979802e-08
1940,3.550096039361961e-08,0.0,5.0715658339584024e-09
1941,3.5418032950929046e-08,0.0,1.4757512545315876e-08
1942,5.76500234217292e-08,0.0,9.102635090130207e-09
1943,3.4838823381733164e-08,0.0,8.709705845433291e-09
1944,2.8918675454292497e-08,3.2131861615880553e-09,1.6065930807940276e-08
1945,3.267756198965799e-08,0.0,1.5249527862692958e-08
1946,3.3410650246423756e-08,0.0,1.2528993842408909e-08
1947,2.9802176726434482e-08,2.3841741914054637e-09,1.3112957830685446e-08
1948,4.240036233227329e-08,4.348755133776194e-09,1.195907639583993e-08
1949,1.47255123650325e-08,9.817008317369869e-10,2.6505922789965553e-08
1950,1.914365022059883e-08,0.0,3.190608444114673e-09
1951,1.7058242818279723e-08,0.0,5.330700769690111e-09
1952,1.370824520563474e-08,0.0,4.217921456550755e-09
1953,2.2625037843226892e-08,2.1547654771580937e-09,1.6160740301529586e-08
1954,2.5408594339637602e-08,0.0,1.3681550115052232e-08
1955,2.7218263198847126e-08,0.0,1.220129064449793e-08
1956,1.744228228517386e-08,1.744228317335228e-09,2.441919733087161e-08
1957,2.47381048978923e-08,1.7670075402875796e-09,1.0602045463770082e-08
1958,3.557064687242928e-08,1.6544486891589827e-09,1.2408365002158916e-08
1959,3.100299039715537e-08,1.5501495642666896e-09,6.200598368089061e-09
1960,2.6991250123842292e-08,2.076250060767393e-09,2.0070416439921246e-08
1961,3.47407969059077e-08,0.0,6.25334317660986e-09
1962,3.6783347923119436e-08,0.0,1.5220695814832652e-08
1963,2.0044765847160306e-08,6.466053248388448e-10,4.78487933719407e-08
1964,2.9203047091641565e-08,6.083968329129164e-10,1.0951143103454797e-08
1965,2.9001830270658502e-08,1.0944086747954884e-09,1.094408652591028e-08
1966,2.326411419062424e-08,2.215629901769489e-09,2.215629990587331e-08
1967,3.303324902503846e-08,2.9582012395223956e-09,1.1339771788243524e-08
1968,3.09907690621003e-08,1.3474247273492779e-09,1.9313088017725022e-08
1969,2.997560244466513e-08,1.8167030935156703e-09,1.1354394757745467e-08
1970,2.0234390163409444e-08,1.3796175035718505e-09,1.241655755990223e-08
1971,3.648262136835001e-08,1.541519245584766e-09,1.0276794526475896e-08
1972,3.1806909106535386e-08,5.130146862875051e-10,7.695220183290274e-09
1973,2.205281468548037e-08,5.513203782392395e-10,1.653961156922179e-08
1974,1.6314157136321228e-08,3.3753429495853027e-09,1.012602890426706e-08
1975,2.227477224892027e-08,1.7134440533084216e-09,8.567219822452898e-09
1976,3.428116102099921e-08,1.7140580621521906e-09,1.0284348483935446e-08
1977,2.2331770210826107e-08,1.1753563677885381e-09,8.815172591880582e-09
1978,1.841583241457556e-08,1.1881182704343018e-09,7.128709622605811e-09
1979,2.4578287849408298e-08,5.851973350345929e-10,1.6970723493159312e-08
1980,1.3075846183596695e-08,5.685150683554241e-10,9.664756106531058e-09
1981,2.1506869174459098e-08,1.2651099057237047e-09,2.1506869174459098e-08
1982,3.662426451001011e-08,6.207502289967692e-10,1.0552754226011984e-08
1983,2.7787390166622572e-08,6.315316047889041e-10,1.1999100713033783e-08
1984,2.4355836458767044e-08,0.0,1.5657322549600394e-08
1985,3.188245756291508e-08,0.0,9.023336966507145e-09
1986,1.978180286243969e-08,0.0,1.558566264936445e-08
1987,1.649920555735207e-08,1.2221633705067347e-09,3.666490044906823e-08
1988,2.338656024392094e-08,0.0,1.4391728697660255e-08
1989,2.57941739079115e-08,1.0976244357863152e-09,1.0976243913773942e-08
1990,2.6153525567451652e-08,5.44865097484859e-10,1.253189690908485e-08
1991,2.2273567878983158e-08,3.5168791212569772e-09,9.96449056600568e-09
1992,2.7549720726938176e-08,5.509944167592096e-10,1.7631821336294706e-08
1993,2.7142116110212555e-08,0.0,1.717154241021035e-08
1994,2.2154692302933654e-08,0.0,1.2132331583813993e-08
1995,3.7957157417167764e-08,5.422450821690461e-10,1.8436333071303324e-08
1996,2.4021414191111035e-08,1.6014276571496566e-09,8.540947504798169e-09
1997,2.4933450859521145e-08,4.79489448146353e-10,9.58978851883785e-09
1998,2.0979769033147022e-08,4.768129224785866e-10,1.2873949017944142e-08
1999,3.7475651026852574e-08,2.7421206971744994e-09,1.4624643718263997e-08
2000,1.8113929911578452e-08,1.3254094488601709e-09,1.6346715980830595e-08
2001,2.4096664219541708e-08,0.0,1.2267393323384113e-08
2002,2.3220474432150695e-08,0.0,1.270554239596322e-08
2003,2.083461403401543e-08,0.0,1.3750845795357236e-08
2004,1.761916479381398e-08,1.761916529341434e-09,1.2333415178034102e-08
2005,2.2068373795036678e-08,0.0,9.00749885790475e-09
2006,2.9648807853277503e-08,4.1178899179428186e-10,1.1530091548195287e-08
2007,2.5964116190380082e-08,0.0,1.0785094956000663e-08
2008,2.8524846484856425e-08,0.0,1.9584223215352026e-08
2009,2.62250594573743e-08,0.0,1.2397300963584712e-08
2010,1.842279218067233e-08,4.723793023408973e-10,2.3146585093059002e-08
2011,3.4033352136475514e-08,3.82397197240536e-10,2.2179037273417634e-08
2012,2.246806829475645e-08,0.0,2.8936147700164838e-08
2013,2.2591912340885756e-08,2.789125042035323e-10,2.398647502843687e-08
2014,2.03551842048455e-08,0.0,2.3819896194376966e-08
2015,2.7485535625260127e-08,0.0,2.637724760834459e-08
2016,2.9620162322885335e-08,0.0,2.3406143079274244e-08
2017,1.9873329648589788e-08,1.257805665177969e-09,1.8363962794865074e-08
2018,2.7621693377000156e-08,0.0,3.3559068413069326e-08
2019,2.397928433595098e-08,0.0,2.4744581217372996e-08
