year,ils_PRON ouvrent_VERB,ils_PRON couvrent_VERB
1878,1.799648448042035e-07,1.4856158614406922e-07
1879,1.9672027917749801e-07,1.5700966216058987e-07
1880,1.925353885212644e-07,1.6237151001519123e-07
1881,2.175422402217464e-07,1.4572540507629128e-07
1882,2.2761417284300478e-07,1.836886376338498e-07
1883,1.9653144178732873e-07,1.3712965341028394e-07
1884,2.0729327943058706e-07,1.3731529691085598e-07
1885,1.6178545614309314e-07,1.4438223772117453e-07
1886,2.2070846483757123e-07,1.4584828633701363e-07
1887,1.9195038802877207e-07,1.6061154539670497e-07
1888,2.1177652698156635e-07,1.5090663296746243e-07
1889,1.6790566448321442e-07,1.553753889993459e-07
1890,1.638596671682535e-07,1.1928983667530701e-07
1891,2.090744146698853e-07,1.3130893172785818e-07
1892,1.5357855609465787e-07,1.4856374264127226e-07
1893,1.8660002254478059e-07,1.2871090326882495e-07
1894,1.487163210356357e-07,1.5564802069434336e-07
1895,1.7694726039962916e-07,1.1796484322701417e-07
1896,1.6570650629432748e-07,1.5332275182800004e-07
1897,1.7247072037207545e-07,1.3051838365640833e-07
1898,1.5560476462894712e-07,1.2674714788829533e-07
1899,1.713549302451156e-07,1.238177542717267e-07
1900,1.4223485678144243e-07,1.0174464470935618e-07
1901,1.6263230762092462e-07,1.268643714524842e-07
1902,1.6203936681336018e-07,1.0655315563212753e-07
1903,1.5822645238472433e-07,1.317653719468126e-07
1904,1.343656315100361e-07,1.4027772010649642e-07
1905,1.5482276793932215e-07,1.419208750519374e-07
1906,1.9547901075611662e-07,1.5946972453662056e-07
1907,1.8411379087979185e-07,1.36285351004517e-07
1908,1.82212531285586e-07,1.286783906095934e-07
1909,1.8813363311664943e-07,1.166208498659671e-07
1910,1.8864851369926328e-07,1.1329599658438383e-07
1911,1.6333548558122857e-07,1.4577824813954976e-07
1912,1.6930619750610276e-07,1.3388212849463343e-07
1913,1.7393805507026627e-07,1.4265042480587908e-07
1914,1.7545468011803678e-07,1.3058649983577197e-07
1915,2.2030024382502233e-07,1.8613603458561556e-07
1916,2.483166383626667e-07,1.6261443391840658e-07
1917,1.9958892494287284e-07,1.4475680387704415e-07
1918,1.6310654515905298e-07,1.711470112297775e-07
1919,1.8323618178328616e-07,1.6574126959767455e-07
1920,1.597740855174834e-07,1.2872793675455796e-07
1921,2.059787220787257e-07,1.3933855314007815e-07
1922,1.490342960153157e-07,1.364918080781763e-07
1923,1.8896387388167568e-07,1.4331529918365504e-07
1924,1.8177190952428646e-07,1.211812694634773e-07
1925,2.133646503921227e-07,1.1768050711680189e-07
1926,1.326390499656327e-07,1.4712902896008018e-07
1927,1.9065174328147805e-07,1.3713546920257613e-07
1928,1.702480183496391e-07,1.291142623927044e-07
1929,1.6599205565626107e-07,1.37026997748535e-07
1930,1.722591029817977e-07,1.52302252587333e-07
1931,1.6651820544666407e-07,1.4826963834480011e-07
1932,1.4356993105479887e-07,1.0630750679752055e-07
1933,1.4338327503082837e-07,9.520649690841765e-08
1934,1.701384348962165e-07,1.329955452433751e-07
1935,1.5439086809010405e-07,1.2087967249385656e-07
1936,1.697460021432562e-07,1.2245961755752433e-07
1937,1.6368453614745704e-07,1.4731607933526902e-07
1938,1.9318169819371178e-07,1.3743127524890042e-07
1939,1.6058752905223628e-07,1.4682288806966426e-07
1940,1.369322788491445e-07,1.267891427403356e-07
1941,1.859446641105933e-07,1.298661160831216e-07
1942,2.032921848638125e-07,1.941895497736823e-07
1943,1.9451676180892719e-07,1.3354882000271573e-07
1944,1.9921753491303207e-07,1.2531425852557732e-07
1945,2.505279681486172e-07,1.5031677946808486e-07
1946,2.3944299698541727e-07,1.3642682006320683e-07
1947,2.1338359346145808e-07,1.358979275778438e-07
1948,2.2939683930189858e-07,1.4677048909561563e-07
1949,1.963401636828621e-07,1.894682668535097e-07
1950,1.850552919790971e-07,1.6803871005777182e-07
1951,1.89772954684031e-07,1.3646594254623778e-07
1952,1.5289964849785065e-07,1.6238998057360732e-07
1953,2.0685747870174964e-07,1.6268479541281522e-07
1954,1.7199663915334895e-07,1.4365627976076212e-07
1955,1.9803632866910448e-07,1.5673965236828735e-07
1956,1.8750453989468951e-07,1.8139974145015003e-07
1957,1.713997264118916e-07,1.5284615528798895e-07
1958,1.8281658142882407e-07,1.8943437396501395e-07
1959,1.9454376953831343e-07,1.643158498154662e-07
1960,2.2561916068752907e-07,1.9378332893893457e-07
1961,1.9593808531226387e-07,1.5424913613060198e-07
1962,2.2196846671818093e-07,1.820141477537618e-07
1963,2.10146737344985e-07,1.8363591891557007e-07
1964,1.8616943009419629e-07,2.299739989553018e-07
1965,2.024656069465891e-07,1.926159285403628e-07
1966,2.2765597407214955e-07,1.9386761351825044e-07
1967,2.1446959408422117e-07,1.981994870448034e-07
1968,2.420873101982579e-07,2.0166457304071628e-07
1969,2.0029152381084714e-07,1.675908620768496e-07
1970,2.0234389808138076e-07,1.549770374253967e-07
1971,2.3996316400598516e-07,2.3533859661029055e-07
1972,2.0315382442959162e-07,2.1649219661412644e-07
1973,2.6077454862161176e-07,2.0564250746701873e-07
1974,2.2952332301429124e-07,2.081461474290336e-07
1975,2.1760739343790192e-07,1.9704607012727138e-07
1976,2.0283020063516233e-07,1.816901544771099e-07
1977,1.9922290306340074e-07,2.1097647362466887e-07
1978,2.334652435820317e-07,1.9306921927864096e-07
1979,2.0013748880387539e-07,1.855075524304084e-07
1980,2.7516129819105117e-07,1.9500066628097557e-07
1981,2.4669643750030446e-07,2.1633379532204344e-07
1982,2.414718380805425e-07,1.7877606239835586e-07
1983,2.3556129491453248e-07,2.349297645309889e-07
1984,2.864710211269994e-07,2.0354519136844829e-07
1985,2.3701298346168187e-07,1.8828696823902646e-07
1986,2.6675461128888855e-07,1.76837318122125e-07
1987,2.6093187699416376e-07,2.2121157172705352e-07
1988,2.692452696351211e-07,2.0148420531995725e-07
1989,2.991026590848378e-07,1.9537714734951805e-07
1990,2.8496444315351255e-07,1.8198494444732205e-07
1991,2.784195984872895e-07,2.0456513283306776e-07
1992,2.9588399996782755e-07,1.719102584729626e-07
1993,3.052103352274571e-07,1.938722604677423e-07
1994,3.1385812349071784e-07,1.7090761872395888e-07
1995,2.9389683220415463e-07,1.6213127906894442e-07
1996,3.0800791961382856e-07,1.9217132063431563e-07
1997,3.4619137778690856e-07,1.836444596392539e-07
1998,3.3806036725536615e-07,2.255325171063305e-07
1999,3.418510559072274e-07,1.9788971172829406e-07
2000,3.4239744195474486e-07,2.0588026927725878e-07
2001,3.3121960285598107e-07,1.9890701707936387e-07
2002,3.290297314606505e-07,2.0854614035670238e-07
2003,3.079356005741829e-07,2.054292949082992e-07
2004,3.3124030096587376e-07,1.7442973643255755e-07
2005,3.341782246479852e-07,2.1032510488794287e-07
2006,3.3190192993970413e-07,1.762456918186217e-07
2007,3.57106472392843e-07,1.8813998536870713e-07
2008,3.4783282387707004e-07,1.566737850566824e-07
2009,3.7191901469668665e-07,2.4746918825258035e-07
2010,3.5570161571740755e-07,1.8517268784989938e-07
2011,4.15283366805852e-07,1.5563565369802745e-07
2012,3.904677754462682e-07,1.5080838977610256e-07
2013,3.7987884127232974e-07,1.2774193081099838e-07
2014,3.6314516194124735e-07,1.0567372399350461e-07
2015,3.433475370684391e-07,1.3277286470270155e-07
2016,3.695270720527333e-07,1.2676600746885924e-07
2017,4.3494920021203143e-07,1.0968065566885343e-07
2018,3.771522898432522e-07,1.148752701851663e-07
2019,3.3928137099792366e-07,1.1198836347148244e-07
