year,veux_VERB oser_VERB,veux_VERB causer_VERB
1864,0.0,3.1165733105353866e-08
1865,0.0,3.106517354467542e-08
1866,2.919367858567057e-09,3.600553455385125e-08
1867,0.0,3.930777126015528e-08
1868,0.0,2.5687345583946808e-08
1869,0.0,3.125452252561445e-08
1870,1.7202146374017957e-09,1.1468097582678638e-08
1871,0.0,5.3105884134652115e-09
1872,0.0,2.53988243770209e-08
1873,5.986004469882289e-10,2.095101514498765e-08
1874,0.0,1.7923827755339516e-08
1875,0.0,1.2587359599081083e-08
1876,0.0,1.6928840551599933e-08
1877,0.0,2.040989244278535e-08
1878,1.2078177347163432e-09,1.2078177569208037e-08
1879,0.0,6.109325489944695e-09
1880,0.0,1.1552122813895949e-08
1881,0.0,1.2550513517339823e-08
1882,0.0,9.983077475794744e-09
1883,0.0,2.401348808689363e-08
1884,0.0,1.4523733327109767e-08
1885,0.0,1.0957580620640783e-08
1886,0.0,1.355227396970804e-08
1887,0.0,1.8933882017790893e-08
1888,0.0,9.510921827882157e-09
1889,0.0,1.6915869593958632e-08
1890,0.0,1.6385966361553983e-08
1891,3.824531802365527e-09,7.0116419337296065e-09
1892,6.268512375839919e-10,1.002961980134387e-08
1893,0.0,1.970693297437265e-08
1894,6.301539290376468e-10,1.6384001710889606e-08
1895,0.0,1.5648398132839247e-08
1896,1.179405795248556e-09,1.592197840238896e-08
1897,0.0,5.2440420894583895e-09
1898,0.0,9.619203211741478e-09
1899,0.0,1.6582735185011188e-08
1900,0.0,4.15284251431558e-09
1901,0.0,2.235495566438317e-09
1902,4.910283846193408e-10,7.856454153909453e-09
1903,0.0,1.4040573148577096e-08
1904,1.0749250378694342e-09,5.912087708281888e-09
1905,0.0,2.0643036169332163e-09
1906,0.0,8.230695236477459e-09
1907,0.0,2.0571373937627868e-08
1908,0.0,1.8663278922304016e-08
1909,5.500983557560346e-10,1.265226234892225e-08
1910,0.0,7.481810726517324e-09
1911,0.0,1.4365010514438836e-08
1912,0.0,7.293189607793238e-09
1913,0.0,1.1666577037772186e-08
1914,0.0,1.2054139020278853e-08
1915,0.0,1.767114277129167e-08
1916,0.0,3.2962386153911893e-09
1917,1.4256351654751143e-08,4.386569774084137e-09
1918,1.1486376294556067e-08,5.743188147278033e-09
1919,0.0,1.5653341733923298e-08
1920,7.572231730534895e-10,3.786115865267448e-09
1921,2.2718242842501013e-09,7.572747762196741e-09
1922,7.377935484775833e-10,5.164555005876537e-09
1923,0.0,8.492758496458919e-09
1924,0.0,1.933743654092268e-08
1925,0.0,1.0998178368026856e-08
1926,1.1146138456652466e-09,1.0031524944054127e-08
1927,0.0,3.1217830098739796e-08
1928,0.0,1.4853853258500749e-08
1929,0.0,1.0026365515614089e-08
1930,0.0,1.1553964007759987e-08
1931,6.843213995466613e-09,3.4216069977333063e-09
1932,1.0959536611565568e-09,1.2055489939655217e-08
1933,0.0,9.176529758292418e-09
1934,0.0,1.5576054224197833e-08
1935,0.0,1.196828414151696e-08
1936,0.0,8.487299751891442e-09
1937,1.2591118148108649e-09,8.813782592653752e-09
1938,0.0,1.5558256905023882e-08
1939,0.0,9.176430282309411e-09
1940,0.0,1.0143131667916805e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,0.0,2.0322646676618206e-08
1944,0.0,1.927911696952833e-08
1945,0.0,1.5249527862692958e-08
1946,0.0,1.1136883415474585e-08
1947,0.0,1.549713246618012e-08
1948,0.0,1.195907639583993e-08
1949,0.0,1.9634016634739737e-09
1950,0.0,1.808011518278363e-08
1951,0.0,5.330700769690111e-09
1952,0.0,1.0544804140977249e-08
1953,0.0,4.3095309543161875e-09
1954,0.0,0.0
1955,2.815682353940474e-09,4.6928039232341234e-09
1956,0.0,2.616342476002842e-09
1957,0.0,5.301022731885041e-09
1958,0.0,7.445019267748876e-09
1959,0.0,1.2401196514133517e-08
1960,0.0,9.689166802218097e-09
1961,0.0,1.111705483225478e-08
1962,1.2683912808952869e-09,4.43936931660005e-09
1963,6.466053248388448e-10,3.2330267352165265e-09
1964,6.083968329129164e-10,1.2776333768727e-08
1965,0.0,7.660860390501512e-09
1966,1.1078149508847446e-09,1.3293779410616935e-08
1967,1.4791006197611978e-09,5.423369309198733e-09
1968,0.0,8.084548142051062e-09
1969,0.0,1.0446043141598693e-08
1970,1.3796175313274261e-09,4.1388523719376735e-09
1971,1.541519245584766e-09,2.0553589941130213e-09
1972,1.5390440033513642e-09,2.0520587451500205e-09
1973,0.0,1.1026407342740185e-08
1974,0.0,5.06301445213353e-09
1975,0.0,5.711480177694739e-10
1976,5.713526873840635e-10,3.9994687561772935e-09
1977,0.0,4.7014254711541525e-09
1978,5.940591352171509e-10,8.910887139279566e-09
1979,5.851973350345929e-10,7.607565244427406e-09
1980,0.0,5.116635559687666e-09
1981,6.325549528618524e-10,4.427884725544118e-09
1982,3.1037510339615437e-09,1.2415004579935385e-09
1983,6.315316047889041e-10,8.209910973278056e-09
1984,5.799008495621649e-10,5.799008495621649e-10
1985,6.015558051686298e-10,3.0077789148208467e-09
1986,0.0,2.3977941854269602e-09
1987,1.2221633705067347e-09,9.777306964053878e-09
1988,0.0,2.398621523624911e-09
1989,0.0,5.488121956886971e-09
1990,0.0,3.814055737905164e-09
1991,0.0,8.7921980806982e-09
1992,0.0,4.4079553340736766e-09
1993,0.0,6.093128224193833e-09
1994,1.0549853213248639e-09,3.6924485691258724e-09
1995,0.0,4.337960657352369e-09
1996,5.338092190498855e-10,5.338092190498855e-10
1997,0.0,1.917957792585412e-09
1998,4.768129224785866e-10,5.72175506974304e-09
1999,0.0,5.941261704833778e-09
2000,8.836062992401139e-10,3.092622158362701e-09
2001,4.3812117822561447e-10,3.5049694258049158e-09
2002,2.1906108038649563e-09,6.571832411594869e-09
2003,4.1669229178253886e-10,5.000307723435071e-09
2004,0.0,5.285749615779878e-09
2005,0.0,4.954124666056714e-09
2006,0.0,3.706100981659688e-09
2007,0.0,4.7933754743212376e-09
2008,4.257439678578834e-10,5.5346713878634546e-09
2009,1.430457752249481e-09,8.582746957586096e-09
2010,0.0,5.668551850135373e-09
2011,1.911985902935953e-09,3.059177577924288e-09
2012,1.0212758416727752e-09,1.0212757750593937e-08
2013,8.367375126105969e-10,1.4782362889320666e-08
2014,4.330890368553497e-10,1.6240838007774983e-08
2015,1.7732603163622684e-09,1.795426030071212e-08
2016,4.349814286541687e-09,2.195620396605591e-08
2017,1.0062445321423752e-09,9.559323110863716e-09
2018,1.5488800242380307e-09,1.4198066722315161e-08
2019,2.04079020349468e-09,1.8622211328533922e-08
