year,très_ADV ouvert_ADJ,très_ADV couvert_ADJ
1800,3.144164484325529e-09,3.144164484325529e-09
1801,7.143547975374531e-09,7.143547975374531e-09
1802,0.0,4.475680270843441e-09
1803,1.950339223455444e-09,9.751696339321825e-09
1804,9.887403784603066e-09,7.4155526164076946e-09
1805,3.980028751016107e-08,2.55858996212055e-08
1806,1.4408345627714425e-08,2.0171682990621775e-08
1807,8.540865792383556e-09,8.540865792383556e-09
1808,0.0,0.0
1809,4.743964154840796e-08,1.8072244145628247e-08
1810,0.0,2.3401266702194334e-08
1811,2.2563691359778204e-08,0.0
1812,2.6672082320544632e-09,5.3344164641089264e-09
1813,2.8757416448144113e-09,8.627225156487839e-09
1814,3.776012391654149e-08,4.72001566720337e-08
1815,5.394447111228828e-09,0.0
1816,3.0128852301913867e-08,0.0
1817,1.401186100480345e-08,4.203558034987509e-08
1818,4.768470951432846e-09,1.1921177378582115e-09
1819,2.070210003424222e-09,2.070210003424222e-09
1820,1.0679833017945839e-08,0.0
1821,9.861488514673056e-09,9.86148829262845e-10
1822,1.303330066093622e-08,0.0
1823,0.0,1.1859224713361982e-08
1824,3.2000230021367315e-08,1.6842225392110777e-09
1825,2.3774695989686734e-08,8.805443041381977e-10
1826,1.76159691278599e-08,3.5231937367541377e-09
1827,2.949527377893446e-08,8.295545583791863e-09
1828,3.393751413227619e-08,3.944089499441361e-08
1829,4.9724420136953995e-08,4.286587973467704e-09
1830,2.6092090266160994e-08,1.2524203008013046e-08
1831,7.795603096383275e-08,2.8064171431196883e-08
1832,8.38858085216998e-08,0.0
1833,1.2278646011054661e-07,4.51761508202253e-08
1834,5.0406466556296436e-08,1.7735608537350345e-08
1835,1.7243840488845308e-07,1.285724948729694e-08
1836,1.0349955203992067e-07,8.064899859050456e-09
1837,4.174734513640033e-08,7.653680356156656e-09
1838,6.059675428105038e-08,1.199310784016916e-08
1839,3.635567225046543e-08,2.0974426639952526e-09
1840,2.7389662093924017e-08,5.095750932326837e-09
1841,3.017657945747487e-08,3.467096121312352e-08
1842,2.750388716776797e-08,1.2745703159566801e-08
1843,3.2488010504039266e-08,1.063243981747064e-08
1844,3.787107161201675e-08,1.2623690537338916e-08
1845,5.412821124650691e-08,6.138250796539069e-09
1846,4.859236213405893e-08,2.4003455223464698e-08
1847,2.534815024546333e-08,2.6966118227278457e-09
1848,6.436177102386864e-08,6.43617736884039e-09
1849,8.714591359648693e-08,1.005529792763582e-08
1850,6.245876704724651e-08,1.6293590476834652e-08
1851,3.998652076120379e-08,2.579775504329973e-08
1852,4.427170807730363e-08,1.0416872697760482e-08
1853,1.3078530969323765e-07,1.1943863675867306e-09
1854,3.3771819119010615e-08,4.676098175337984e-09
1855,6.686740761097099e-08,1.326734277995456e-08
1856,3.986435714864456e-08,3.6240324075009767e-09
1857,4.1004675210842834e-08,6.8341128311999455e-09
1858,3.6213201326518174e-08,2.936205500958522e-09
1859,3.8700516569178944e-08,5.092173349652285e-09
1860,6.362285631666964e-08,9.612086238064421e-09
1861,5.3761986862355116e-08,1.2733101684148096e-08
1862,1.1746764450037972e-08,1.3553959066214816e-09
1863,2.5472566278494924e-08,5.9935452156878455e-09
1864,3.0206784629172034e-08,1.2466292886870178e-08
1865,7.530950973944073e-09,2.3534221238463715e-09
1866,1.9462451206209153e-08,8.75810357570117e-09
1867,2.5719900875742496e-08,7.279217228983725e-09
1868,4.841076517436704e-08,4.939874287401835e-09
1869,1.1720445947105418e-08,1.953407657850903e-09
1870,2.5229814681893004e-08,6.307453670473251e-09
1871,1.0621176826930423e-08,1.0621177271019633e-09
1872,4.2936108002322726e-08,4.8378714367913744e-09
1873,5.147963832996538e-08,0.0
1874,5.795370938699307e-08,2.9873046258899194e-09
1875,4.2339301842275745e-08,6.293679799540541e-09
1876,3.748529309177684e-08,1.209202959984168e-09
1877,4.4530676035492434e-08,3.710889595609501e-09
1878,6.03908887342186e-08,1.8117265465633636e-09
1879,7.392283407625655e-08,2.3215436684154156e-08
1880,1.3734191384173755e-07,1.4119262203848848e-08
1881,1.6524842294529662e-07,3.765154232837631e-08
1882,1.830230900168317e-07,4.2594464844114555e-08
1883,2.0790625399058626e-07,2.9068958795619437e-08
1884,2.436026136365399e-07,2.8387297845711146e-08
1885,2.3591026376834634e-07,3.287274097374393e-08
1886,1.832783738109356e-07,2.968593371122097e-08
1887,2.951073838630691e-07,2.7421483750345033e-08
1888,2.7518268552739755e-07,3.043495055976564e-08
1889,3.051121666430845e-07,3.3205225236088154e-08
1890,2.988800247294421e-07,2.2940351840361473e-08
1891,2.7345404873813095e-07,3.378336543846672e-08
1892,2.356960635552241e-07,3.0715710863660206e-08
1893,2.0938615818977269e-07,3.94138659487453e-08
1894,2.3882833488642063e-07,3.150769600779313e-08
1895,2.2208686800695432e-07,2.2268872967856623e-08
1896,2.6005898234870983e-07,4.009979548413867e-08
1897,3.4319342034905276e-07,2.3889525024856084e-08
1898,2.3821674233204249e-07,4.187182511827814e-08
1899,2.32158299695584e-07,2.7637891975018647e-08
1900,2.7097297561340383e-07,2.491705508589348e-08
1901,2.760837105597602e-07,4.415103660448949e-08
1902,3.280069620359427e-07,4.0264328760031276e-08
1903,2.5921056590050284e-07,2.430099144135056e-08
1904,2.5314483309557545e-07,4.407192477628996e-08
1905,2.797131344323134e-07,2.580379465655369e-08
1906,2.5257946845158585e-07,4.1153477070565714e-08
1907,2.303993795749193e-07,2.6228502036929058e-08
1908,2.1364542135415832e-07,3.1432890068572306e-08
1909,2.469941478011606e-07,2.4204327431220918e-08
1910,3.0408216389332665e-07,4.80973554317643e-08
1911,2.564420356065966e-07,4.309503154331651e-08
1912,2.5682447812869214e-07,3.80287765722187e-08
1913,2.8848265287706454e-07,3.606033160963307e-08
1914,2.5045821416824765e-07,3.8841115213017474e-08
1915,2.4975216206257755e-07,3.7698438148936475e-08
1916,2.3732917497909511e-07,4.0653610255958483e-08
1917,2.818371171997569e-07,5.263883906536648e-08
1918,2.45808450927143e-07,2.5270027848023346e-08
1919,1.9796874539679266e-07,1.749491218561161e-08
1920,2.4231141537711665e-07,2.7260034229925623e-08
1921,2.347551770753853e-07,5.073740894090406e-08
1922,2.3092938761237747e-07,2.1396012073182646e-08
1923,2.1762693336313532e-07,2.7601466001669905e-08
1924,2.733024473400292e-07,4.640984840875717e-08
1925,2.4415953703282867e-07,4.06932585406139e-08
1926,2.162350796197643e-07,5.127223801082437e-08
1927,2.475127871548466e-07,6.355057990958812e-08
1928,2.1595218413494877e-07,2.5137291359556002e-08
1929,2.205800484489373e-07,4.4561623724348465e-08
1930,2.247771107022345e-07,3.886333388436469e-08
1931,2.531989196086215e-07,4.219981875053236e-08
1932,1.8083235886479088e-07,4.164623845781534e-08
1933,3.108549435637542e-07,2.523545639121494e-08
1934,3.067284524149727e-07,4.193552882725271e-08
1935,2.633022404552321e-07,1.9149254626427137e-08
1936,2.631063011904189e-07,4.00115567344983e-08
1937,2.6944994147015677e-07,4.0291578073947676e-08
1938,2.3855994868426933e-07,3.1116513810047763e-08
1939,3.3035149726856616e-07,2.2941076593951948e-08
1940,2.3836359730466938e-07,2.028626333583361e-08
1941,2.8334426360743237e-07,3.5418032950929046e-08
1942,3.216264587990736e-07,3.944475324146879e-08
1943,1.8871028828471026e-07,3.4838823381733164e-08
1944,3.566636621599173e-07,3.213186161588055e-08
1945,1.568522947081874e-07,3.0499055725385915e-08
1946,2.3109032554202713e-07,3.3410650246423756e-08
1947,2.2530446130986093e-07,3.5762614203349585e-08
1948,2.946281654203631e-07,2.717971980814582e-08
1949,2.532788130338304e-07,2.5524220959027843e-08
1950,2.5737574560480425e-07,3.616023036556726e-08
1951,2.388154030086298e-07,2.9851925376078725e-08
1952,3.4165165629929106e-07,2.319856839960721e-08
1953,2.294825236504039e-07,5.386913670690774e-08
1954,2.404043755177554e-07,4.10446503451567e-08
1955,2.468414947998099e-07,4.223523575319632e-08
1956,3.1919378784550645e-07,2.3547082506070183e-08
1957,3.242458888053079e-07,3.003912851795576e-08
1958,2.82910718851781e-07,2.9780077070995503e-08
1959,2.8677766295004403e-07,1.4726420971555854e-08
1960,2.4638165996293537e-07,3.737250153790228e-08
1961,2.6472486069906154e-07,2.153929301584867e-08
1962,2.7524092161002045e-07,2.0928455413127267e-08
1963,2.7286745307719684e-07,2.0691370394843034e-08
1964,2.7438696292847453e-07,2.1293889318485526e-08
1965,2.571860306943563e-07,2.4624196015565758e-08
1966,3.838578663817316e-07,1.3293779410616935e-08
1967,2.440516198021214e-07,1.7256175155466735e-08
1968,2.5556155947015213e-07,2.0660513300185812e-08
1969,2.53430073371419e-07,8.175163657142548e-09
1970,2.0786237087122572e-07,1.241655755990223e-08
1971,3.2114985515363514e-07,1.4387513402880359e-08
1972,3.190951360920735e-07,1.6929485369132635e-08
1973,2.844813025149051e-07,7.718485406371656e-09
1974,2.998429806666536e-07,4.106667361725158e-08
1975,3.181294516707567e-07,1.1994108817248161e-08
1976,3.308132079382631e-07,1.5997875024709174e-08
1977,2.8208552294017863e-07,1.23412418062685e-08
1978,2.5782165380405786e-07,1.544553818177974e-08
1979,2.814799131556356e-07,1.404473604083023e-08
1980,2.933537643912132e-07,1.762396628635088e-08
1981,2.663056477558712e-07,1.3283654176632353e-08
1982,2.9982234650560713e-07,9.932003663948308e-09
1983,3.0502977210744575e-07,1.2630632539867293e-08
1984,3.050278394312045e-07,2.667543874679268e-08
1985,2.6709076905717666e-07,1.5038894574104233e-08
1986,2.6795351004693657e-07,9.591176741707841e-09
1987,2.9759678454865934e-07,2.4443266966045485e-08
1988,3.208156158507336e-07,1.6190695006912392e-08
1989,2.7879661956831114e-07,1.1525056464734007e-08
1990,2.5009308046719525e-07,1.5256222951620657e-08
1991,2.6611053272063145e-07,1.1722930182145319e-08
1992,2.3582560970680788e-07,2.0937788391961476e-08
1993,2.9967111458972795e-07,1.717154241021035e-08
1994,2.89593458546733e-07,1.2132331583813993e-08
1995,2.9715030791521713e-07,1.0302656505700725e-08
1996,2.599650770207518e-07,1.4946657245218375e-08
1997,2.785833714824548e-07,1.006927874414032e-08
1998,2.57002170656051e-07,1.382757464085671e-08
1999,2.655286834851722e-07,9.140402212892695e-09
2000,2.6464007873983064e-07,1.0161472552283612e-08
2001,2.7601635110841016e-07,1.3581756164171566e-08
2002,2.6506390327085683e-07,7.448076377869484e-09
2003,2.262639213768125e-07,5.416999737661854e-09
2004,2.6648987727639906e-07,1.1011977996133737e-08
2005,2.4680548449396156e-07,1.3961623857028371e-08
2006,2.618978101054381e-07,9.882935358973555e-09
2007,2.444621429731342e-07,7.988958827809256e-09
2008,2.2308984171104385e-07,1.7455501932772677e-08
2009,2.0550909596295241e-07,1.3827758493789588e-08
2010,2.248525419190628e-07,8.97520635589899e-09
2011,2.7762035870182444e-07,1.3001504761689375e-08
2012,2.0425515856459242e-07,2.0765941854961056e-08
2013,1.8770811038848478e-07,1.617692468869336e-08
2014,2.1567834096458682e-07,1.7107016248019136e-08
2015,1.9572360088204732e-07,1.7510945582444037e-08
2016,1.6612146680472506e-07,1.677785377296459e-08
2017,1.9420519947743742e-07,1.4338984222206363e-08
2018,1.8070267060465994e-07,1.4456214003644163e-08
2019,1.8112012867277372e-07,1.5305927192343916e-08
