year,autres_ADJ heures_NOUN,autres_ADJ coeurs_NOUN
1861,1.6034277194876267e-07,0.0
1862,1.608403161768024e-07,9.035972525772706e-10
1863,1.688181860970417e-07,0.0
1864,1.9322753530559567e-07,9.589455896019672e-10
1865,2.0333567896102522e-07,4.706844358715045e-10
1866,1.2407313043638624e-07,0.0
1867,1.0627656976680555e-07,4.85281148598915e-10
1868,1.8030539727931227e-07,0.0
1869,1.279482035876356e-07,9.767038289254515e-10
1870,1.2156183348821514e-07,0.0
1871,1.4232376899236954e-07,0.0
1872,1.3727459846624157e-07,0.0
1873,1.8257314060576846e-07,0.0
1874,1.6609412722967676e-07,1.1949218281515073e-09
1875,1.2358498224784853e-07,1.1443054281912168e-09
1876,1.6807920566463963e-07,1.209202959984168e-09
1877,1.7255636275415043e-07,1.2369631985365004e-09
1878,1.2078177480390195e-07,1.8117265465633636e-09
1879,1.7961415821332594e-07,6.10932526790009e-10
1880,1.9895323344343296e-07,6.417846254436199e-10
1881,1.6455118134750535e-07,1.3945015142624584e-09
1882,1.4708401052665465e-07,1.3310770263785798e-09
1883,1.3396998976844543e-07,0.0
1884,1.7164412113856997e-07,1.9805090900604227e-09
1885,1.888571228292335e-07,6.445635691854079e-10
1886,1.322960123673056e-07,0.0
1887,2.565867429638047e-07,6.528924623161458e-10
1888,1.5851536261379806e-07,6.340614699951175e-10
1889,1.541223584311524e-07,1.2530273485467092e-09
1890,1.6582597162084767e-07,0.0
1891,1.695542470869782e-07,6.374220040683554e-10
1892,1.623544705342539e-07,6.268512375839919e-10
1893,1.8536833623628013e-07,2.463366621796581e-09
1894,1.3989416691728707e-07,1.8904617871129403e-09
1895,1.631044490579825e-07,1.2037228991346183e-09
1896,1.9106373372324015e-07,0.0
1897,1.5790394014558728e-07,5.826713556089658e-10
1898,1.629606201092315e-07,5.6583548957434e-10
1899,1.8241009414055043e-07,1.6582735185011188e-09
1900,1.754575986723239e-07,5.191053142894475e-10
1901,1.7828077236714535e-07,1.1177477832191585e-09
1902,1.5516496709722105e-07,9.820567692386817e-10
1903,1.5822645327290275e-07,0.0
1904,1.2684115535677165e-07,5.374625189347171e-10
1905,2.0849466064731814e-07,2.580379465655369e-09
1906,2.1296923913283194e-07,0.0
1907,2.072565825628203e-07,1.028568674676933e-09
1908,2.0185808535799765e-07,9.822778146428846e-10
1909,2.1398826266505466e-07,1.6502950117569526e-09
1910,1.9185501165530638e-07,1.6032452032632705e-09
1911,1.585471487430823e-07,2.128149656499545e-09
1912,2.06293076843167e-07,4.688478938419394e-09
1913,1.6916537326494563e-07,5.30298971401777e-10
1914,1.7143664532426328e-07,1.3393487430235496e-09
1915,2.2854677417250002e-07,7.068456930880984e-09
1916,1.3954076494293588e-07,0.0
1917,1.7655943063132895e-07,1.0966424435210342e-09
1918,1.9526839700745313e-07,0.0
1919,1.8784011146522062e-07,1.8415696745321952e-09
1920,1.5750241599832293e-07,3.028892692213958e-09
1921,1.3706672735702696e-07,1.5145494858259667e-09
1922,1.7043030453578467e-07,2.2133805899215986e-09
1923,2.3248926694918737e-07,1.0615948120573648e-09
1924,2.3591672970724176e-07,2.578324886925998e-09
1925,2.0566592073834045e-07,2.1996355847875293e-09
1926,1.8502589615998488e-07,0.0
1927,1.9065174372556726e-07,1.1149224876660924e-09
1928,1.6910540523440432e-07,1.1426041224282812e-09
1929,1.760184273891241e-07,3.342121912552898e-09
1930,1.607051385299485e-07,4.201441416995522e-09
1931,2.0187481464262191e-07,4.5621426636444085e-09
1932,1.6110518430423326e-07,4.383814644626227e-09
1933,1.5829513144716145e-07,1.0323596200123575e-08
1934,1.689402857607547e-07,1.1981580172459871e-09
1935,1.4601306386197166e-07,0.0
1936,1.4064669207058955e-07,1.2124714565686645e-09
1937,1.9012587748612475e-07,1.2591118148108649e-09
1938,1.5947214171418977e-07,7.779128452511941e-09
1939,1.8964621961714556e-07,1.5294050470515685e-09
1940,1.369322788491445e-07,0.0
1941,1.1510859998509204e-07,2.9515025978810172e-09
1942,1.335053205764325e-07,3.034211770724937e-09
1943,1.3064558856967778e-07,0.0
1944,1.381670102773569e-07,1.6065930807940276e-08
1945,1.9388685323917798e-07,6.535512131478072e-09
1946,2.1716923370718177e-07,1.3921104269343232e-09
1947,1.4424253924616437e-07,8.344609447874518e-09
1948,1.7068864455183075e-07,0.0
1949,1.2173090779832307e-07,2.945102384188658e-09
1950,1.106077576196185e-07,4.2541445921528975e-09
1951,1.6205330899410342e-07,2.1322803522849654e-09
1952,1.1177492353908747e-07,0.0
1953,1.2713116293028293e-07,5.386913581872932e-09
1954,1.5636057537626868e-07,0.0
1955,1.0230312375014705e-07,1.8771215692936494e-09
1956,1.1686329992599553e-07,0.0
1957,1.2369052626581833e-07,2.6505113659425206e-09
1958,1.406281375793128e-07,3.3088973783179654e-09
1959,1.4493898436995778e-07,3.100299128533379e-09
1960,1.4395333280958766e-07,2.7683333403416555e-09
1961,1.2784612585248212e-07,6.948159270159238e-10
1962,1.3318108438298282e-07,6.341956404476434e-10
1963,1.351405138905193e-07,1.939815863494232e-09
1964,1.2228776369305194e-07,4.867174663303331e-09
1965,1.4883957766276268e-07,3.2832261354087677e-09
1966,1.2296745410811383e-07,2.769537488234164e-09
1967,1.2966782891865591e-07,1.4791006197611978e-09
1968,1.360899040125929e-07,2.6948494546985557e-09
1969,1.0446042697509483e-07,3.6334062425424918e-09
1970,1.1818723555379052e-07,3.219107425067591e-09
1971,1.592903284830527e-07,3.5968783507200897e-09
1972,1.0722006749119828e-07,2.0520587451500205e-09
1973,1.069561506028549e-07,1.102640756478479e-09
1974,9.450960325452229e-08,3.3753431161187564e-09
1975,8.167416876148081e-08,6.8537762132336866e-09
1976,9.198778072594394e-08,5.713526873840635e-10
1977,7.404745439032467e-08,3.526069214387917e-09
1978,9.980193560465977e-08,4.752473081737207e-09
1979,1.0592072086090809e-07,1.7555920051037788e-09
1980,7.731804618771321e-08,0.0
1981,9.678090684417384e-08,1.8976649140967083e-09
1982,9.187103700014632e-08,1.2415004579935385e-09
1983,9.78873966328564e-08,5.68378455412244e-09
1984,8.640522608516221e-08,3.479405208395292e-09
1985,8.662403416792586e-08,5.414002135495366e-09
1986,8.15250001950929e-08,7.1933827783254856e-09
1987,8.55514392661405e-08,1.8332451112712533e-09
1988,7.675588875599715e-08,2.398621523624911e-09
1989,9.494451624902922e-08,5.488121956886971e-09
1990,8.881301294394461e-08,2.724325431913144e-09
1991,7.326831719112192e-08,7.6199047072123e-09
1992,9.146507151669425e-08,6.060938417817852e-09
1993,6.757833159731774e-08,5.539207315052863e-09
1994,7.121150946698407e-08,3.164955852952289e-09
1995,6.886512843307102e-08,3.253470381991974e-09
1996,8.96799501326484e-08,6.4057106285986265e-09
1997,6.329260415771643e-08,8.151320507465698e-09
1998,9.583940008273117e-08,1.43043876743576e-09
1999,7.540831825636474e-08,2.285100553223174e-09
2000,8.305898857585703e-08,1.3254094488601709e-09
2001,7.579496097420702e-08,8.762423564512289e-10
2002,8.324320699415466e-08,2.6287327870022636e-09
2003,7.958822756393147e-08,4.1669229178253886e-10
2004,8.148864072410333e-08,2.2023955992267474e-09
2005,7.431186466178019e-08,4.503749373441224e-09
2006,8.771105530769319e-08,2.4707338397433887e-09
2007,8.388407213288929e-08,1.1983438685803094e-09
2008,7.024775169894859e-08,3.8316958494988285e-09
2009,8.058245315467616e-08,4.76819250749827e-10
2010,8.21940013828737e-08,4.723793023408973e-10
2011,7.303786461743123e-08,7.64794394481072e-10
2012,9.157439961882119e-08,6.808505426114664e-10
2013,1.0487109847190368e-07,2.2313000336282585e-09
2014,1.0372482717180276e-07,4.330890313042346e-09
2015,1.272314307243505e-07,3.103205470367243e-09
2016,1.2635174018171824e-07,2.4856081637381067e-09
2017,9.28260561749994e-08,7.54683426862357e-10
2018,1.017097860378513e-07,2.0651733656507076e-09
2019,1.104577691535269e-07,4.846876677788714e-09
