year,petits_ADJ ados_NOUN,petits_ADJ cadeaux_NOUN
1800,3.144164484325529e-09,9.432493186523061e-08
1801,2.3811825844433088e-09,6.667310969987739e-08
1802,4.475680270843441e-09,3.5805442166747525e-08
1803,0.0,4.8758479920252285e-08
1804,0.0,2.2246657849223084e-08
1805,0.0,4.5486043376286034e-08
1806,0.0,2.305335300434308e-08
1807,0.0,6.547996633798903e-08
1808,0.0,3.3991110370834576e-08
1809,5.1957702140725814e-08,4.292158095609011e-08
1810,0.0,2.106114038724627e-08
1811,1.0028307073639553e-08,2.2563691359778204e-08
1812,0.0,6.13457871168066e-08
1813,0.0,9.202373263406116e-08
1814,0.0,2.2026739543434815e-08
1815,0.0,1.2407228666688752e-07
1816,0.0,5.5622493277951435e-08
1817,0.0,1.0275364559220179e-07
1818,0.0,6.914282835168706e-08
1819,0.0,6.210630232317271e-08
1820,0.0,4.865257352548724e-08
1821,4.930744257336528e-09,1.065040748926549e-07
1822,0.0,7.920236555492011e-08
1823,2.9648061783404955e-09,8.993244904331732e-08
1824,0.0,9.094802067011187e-08
1825,0.0,8.629334047327575e-08
1826,0.0,5.460950447400137e-08
1827,9.217273055917019e-10,6.820781806027298e-08
1828,1.8344602503717056e-09,4.494427585655103e-08
1829,0.0,6.344150449422159e-08
1830,0.0,1.0228099256437417e-07
1831,9.354723218280014e-09,6.080570358335535e-08
1832,4.058990921151917e-09,5.411987658021644e-08
1833,4.6334514003376626e-09,2.1777221093088883e-07
1834,0.0,1.1201436933561126e-07
1835,4.5378527602224494e-09,1.005890695182643e-07
1836,2.016224964762614e-09,7.796069922960669e-08
1837,6.957891152126194e-09,7.444943150858307e-08
1838,4.418513555037862e-09,5.1759727170974656e-08
1839,6.9914751765765e-10,1.0836786401569043e-07
1840,1.2739377330817092e-09,8.471685930544481e-08
1841,0.0,7.961480008589206e-08
1842,6.708265054555795e-10,1.1873628835701311e-07
1843,1.1813822142769936e-09,1.1104992836408201e-07
1844,1.097712254427563e-09,1.0428266250528395e-07
1845,1.674068439427856e-09,1.0714038012338278e-07
1846,2.9272506640865004e-09,9.07447699205477e-08
1847,2.1572894581822766e-09,1.0462854049819725e-07
1848,0.0,8.367030801537112e-08
1849,1.6758829879393033e-09,6.284561493430374e-08
1850,8.82569484161877e-09,9.097254860535031e-08
1851,1.2898877521649865e-09,1.1480000949859459e-07
1852,6.510545436100301e-10,1.0807505645971105e-07
1853,0.0,1.2899373302843742e-07
1854,0.0,5.871100938747986e-08
1855,1.5920811335945473e-09,9.923972754677379e-08
1856,1.0354378465748937e-09,8.95653755605963e-08
1857,1.9526036343364694e-09,8.786716421127494e-08
1858,4.893676130990343e-09,1.2283126693546365e-07
1859,3.055304009791371e-09,1.34942595764187e-07
1860,1.8308735638683515e-09,1.286188648919051e-07
1861,3.3011746669586728e-09,9.809204470911936e-08
1862,4.517986429419807e-09,8.267915063697728e-08
1863,3.995696662428827e-09,1.4883970322898676e-07
1864,4.315255264231155e-09,1.567876068975238e-07
1865,9.41368871743009e-10,9.41368867302117e-08
1866,4.865612912574591e-10,6.47126512376417e-08
1867,5.82337378318698e-09,1.1695275503598168e-07
1868,3.951899252285784e-09,1.5461806412986334e-07
1869,1.953407657850903e-09,1.533424978106268e-07
1870,1.7202146374017957e-09,1.3360333639411692e-07
1871,2.1242354542039266e-09,1.667524855974989e-07
1872,6.047339295989218e-10,1.2276099425889697e-07
1873,1.1972008939764578e-09,1.0834668273673742e-07
1874,2.3898436563030145e-09,9.320390148559454e-08
1875,1.1443054281912168e-09,1.2644575519971113e-07
1876,4.836811839936672e-09,1.0943286810061181e-07
1877,1.2988113695655557e-08,1.4163228456709476e-07
1878,2.4156354694326865e-09,1.4071076748223277e-07
1879,1.832797580370027e-09,1.2463023324471578e-07
1880,0.0,1.6878935582553822e-07
1881,6.972507571312292e-10,1.1783537701148816e-07
1882,6.655385131892899e-10,1.364353892086001e-07
1883,2.5277355764075082e-09,1.447128568088374e-07
1884,0.0,1.9408989260227827e-07
1885,6.445635691854079e-10,1.4567136474852305e-07
1886,6.453463874400711e-10,1.0906354219741843e-07
1887,0.0,1.801983131599627e-07
1888,6.340614699951175e-10,1.280804156067461e-07
1889,1.2530273485467092e-09,1.2780878932971973e-07
1890,3.2771931834929546e-09,1.4354105815073126e-07
1891,4.461953917456185e-09,1.2620955658348976e-07
1892,1.2537024751679837e-09,1.6235446764767403e-07
1893,2.463366621796581e-09,1.5026536459572526e-07
1894,3.780923574225881e-09,1.7518279094019817e-07
1895,6.018614495673091e-10,1.2458532694381574e-07
1896,2.948514543632541e-09,1.427081031124544e-07
1897,5.826713556089658e-10,1.7713209388148243e-07
1898,1.1316709347397591e-08,1.4881473475725215e-07
1899,5.527578395003729e-09,1.752242297925477e-07
1900,0.0,1.302954331094952e-07
1901,1.1177477832191585e-09,1.190401377471062e-07
1902,1.4730852093691738e-09,1.286494324403975e-07
1903,3.2401321625741275e-09,1.45805941542676e-07
1904,5.374625189347171e-10,1.623136824946414e-07
1905,1.0321518084666081e-09,1.5482277149203583e-07
1906,2.0576738091193647e-09,1.2911903013446135e-07
1907,0.0,1.23942527352483e-07
1908,2.4556945366072114e-09,1.3358977923871862e-07
1909,0.0,1.3422399547380337e-07
1910,0.0,1.7047840117356827e-07
1911,0.0,1.3088120454085583e-07
1912,0.0,1.28672709820421e-07
1913,5.30298971401777e-10,1.3999893155869358e-07
1914,0.0,1.5000705388956703e-07
1915,0.0,1.5432797795256192e-07
1916,4.394984820521586e-09,1.6591067719673447e-07
1917,1.0966424435210342e-09,1.7217286085724481e-07
1918,2.2972752589112133e-09,1.665524536065277e-07
1919,0.0,1.5377106876712787e-07
1920,0.0,1.166123695384158e-07
1921,0.0,1.4161037142912392e-07
1922,0.0,8.705963949751094e-08
1923,1.0615948120573648e-09,1.0934426342146253e-07
1924,1.289162443462999e-09,1.2633792323413218e-07
1925,1.0998177923937646e-09,1.4847540796836256e-07
1926,1.1146138456652466e-09,1.270659737429014e-07
1927,0.0,1.6835329574860225e-07
1928,0.0,1.4625332767082e-07
1929,4.4561625500705304e-09,1.6376397127260134e-07
1930,0.0,1.0503603675715567e-07
1931,2.2810713318222042e-09,1.1861570925475462e-07
1932,0.0,1.4466588993400364e-07
1933,0.0,1.4338327503082837e-07
1934,0.0,1.55760545794692e-07
1935,1.196828414151696e-09,1.4601306475015008e-07
1936,2.424942913137329e-09,1.4792151148412813e-07
1937,1.2591118148108649e-09,1.5738898184736172e-07
1938,0.0,1.2316954212110431e-07
1939,0.0,9.176430637580779e-08
1940,0.0,9.63597486247636e-08
1941,0.0,9.444808313219255e-08
1942,0.0,2.0632640485018783e-07
1943,0.0,1.3645205854118103e-07
1944,0.0,1.2210107058763242e-07
1945,2.178504043826024e-09,1.2635322832466045e-07
1946,0.0,1.3225049144693912e-07
1947,1.1920870957027319e-09,1.6689219251020404e-07
1948,0.0,1.9243240956257068e-07
1949,0.0,1.295845066806578e-07
1950,0.0,1.1911605213299481e-07
1951,2.1322803522849654e-09,1.183415605510163e-07
1952,0.0,1.5079069726198213e-07
1953,0.0,1.3467284531998303e-07
1954,0.0,1.573378369812417e-07
1955,9.385607846468247e-10,9.854888105564896e-08
1956,5.232684952005684e-09,1.4302672468602395e-07
1957,2.6505113659425206e-09,1.095544703844098e-07
1958,1.6544486891589827e-09,1.2987422337573662e-07
1959,7.750747821333448e-10,1.5113958795609506e-07
1960,1.3841666701708277e-09,1.2872750687620282e-07
1961,0.0,1.3479429128437914e-07
1962,0.0,1.6171988193036668e-07
1963,6.466053248388448e-10,1.0604327371765976e-07
1964,0.0,1.2532974835721689e-07
1965,0.0,1.3351785810300498e-07
1966,5.539074754423723e-10,1.362612351840653e-07
1967,4.930335584241163e-10,1.3558423006543308e-07
1968,0.0,1.3923389019510068e-07
1969,0.0,1.0763965718751933e-07
1970,0.0,1.1082926931749171e-07
1971,0.0,1.073925091077399e-07
1972,3.0780880067027283e-09,1.231235273735365e-07
1973,0.0,1.234957665019465e-07
1974,5.625571675160757e-10,1.1644933550769565e-07
1975,5.711480177694739e-10,1.2165452289991663e-07
1976,0.0,1.028434866157113e-07
1977,1.1753563677885381e-09,1.0460671973078206e-07
1978,0.0,1.4019795457898e-07
1979,0.0,1.1586907078253716e-07
1980,0.0,1.31326984842417e-07
1981,6.325549528618524e-10,1.6256662149771728e-07
1982,6.207502289967692e-10,1.2477079280870385e-07
1983,0.0,1.4209460630354442e-07
1984,0.0,1.3337719906303391e-07
1985,0.0,1.2512360569871817e-07
1986,1.7983456945813714e-09,1.3907205698160396e-07
1987,0.0,1.5827015431568725e-07
1988,0.0,1.445169459657336e-07
1989,0.0,1.3061730896879453e-07
1990,0.0,1.6073519759629562e-07
1991,0.0,1.5122580521165219e-07
1992,1.1019888335184191e-09,1.515234657745168e-07
1993,0.0,1.9110265725430509e-07
1994,0.0,1.5561033706035232e-07
1995,0.0,1.5779332329657336e-07
1996,1.6014276571496566e-09,1.8790083800013235e-07
1997,9.58978896292706e-10,1.9371373127796687e-07
1998,4.768129224785866e-10,1.7880483937915415e-07
1999,9.140402323914998e-10,2.0063183114871208e-07
2000,4.4180314962005696e-10,1.9748600266211724e-07
2001,0.0,1.6254296042461647e-07
2002,8.76244299341522e-10,1.7481073655289947e-07
2003,0.0,2.0084569030132116e-07
2004,8.809582507929292e-10,1.9292986053187633e-07
2005,2.251874686720612e-09,1.7294398446665582e-07
2006,0.0,1.803635854003005e-07
2007,1.997239706952314e-09,2.3367704216070706e-07
2008,4.257439678578834e-10,2.3415918803948443e-07
2009,9.53638501499654e-10,2.636810449985205e-07
2010,9.447586046817946e-10,3.3538930210852413e-07
2011,0.0,3.98075485463778e-07
2012,0.0,4.0442523641104344e-07
2013,1.1156500168141292e-09,3.770897194499412e-07
2014,2.1654451842767486e-10,4.4131772369837563e-07
2015,4.433150790905671e-10,3.801426942118269e-07
2016,1.2428040818690533e-09,3.7719101442235115e-07
2017,2.5156112748447867e-09,3.5495276051733526e-07
2018,1.8070267504555204e-09,3.921248037386249e-07
2019,2.55098775436835e-10,3.9259700201910164e-07
