year,aurons_VERB assez_ADV,aurons_VERB cassé_VERB
1800,1.1633408547595536e-07,0.0
1801,5.000483582762172e-08,0.0
1802,8.503792514602537e-08,0.0
1803,6.826187615160961e-08,0.0
1804,2.4718509905596875e-08,0.0
1805,2.55858996212055e-08,0.0
1806,2.5935023018064385e-08,0.0
1807,5.124519120158766e-08,0.0
1808,2.2660739062985158e-08,0.0
1809,3.162642769893864e-08,0.0
1810,4.680253340438867e-08,0.0
1811,4.262030373070047e-08,0.0
1812,4.267533171287141e-08,0.0
1813,6.901780125190271e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,4.5852800667489646e-08,0.0
1816,4.1716869958463576e-08,0.0
1817,8.251429051142622e-08,0.0
1818,6.795070817133819e-08,0.0
1819,8.177329391401145e-08,0.0
1820,6.526564533260171e-08,0.0
1821,6.114122896860863e-08,0.0
1822,5.714601059025881e-08,0.0
1823,3.063632902922109e-08,0.0
1824,7.747424035642325e-08,0.0
1825,1.3032055790063168e-07,0.0
1826,4.227832306469281e-08,0.0
1827,4.424290978022327e-08,0.0
1828,6.512333783348367e-08,0.0
1829,3.943661042171698e-08,0.0
1830,5.0096812032052185e-08,0.0
1831,5.456922025359745e-08,0.0
1832,6.088486514954639e-08,0.0
1833,3.938433579264711e-08,0.0
1834,6.72086244435377e-08,0.0
1835,8.470658485748572e-08,0.0
1836,6.922372364215335e-08,0.0
1837,7.375364674544471e-08,6.957890930081589e-10
1838,4.797243136067664e-08,0.0
1839,4.61437359433603e-08,0.0
1840,6.497082694068013e-08,0.0
1841,6.613164771351876e-08,1.2841097074556274e-09
1842,4.360372329870188e-08,0.0
1843,7.088293330070883e-08,0.0
1844,4.610391357573462e-08,0.0
1845,5.524425716885162e-08,0.0
1846,7.903576459966644e-08,0.0
1847,5.123562374365065e-08,0.0
1848,4.98803736093123e-08,0.0
1849,3.016589289472904e-08,8.379414939696517e-10
1850,3.326607966869233e-08,0.0
1851,4.450112811582585e-08,0.0
1852,4.948014620254071e-08,6.510545436100301e-10
1853,5.3747385209135246e-08,0.0
1854,7.481757080540774e-08,0.0
1855,6.102978034050466e-08,0.0
1856,2.7439103433835044e-08,0.0
1857,3.270611159678083e-08,0.0
1858,6.312841804856362e-08,0.0
1859,3.513599722282379e-08,0.0
1860,5.858795404378725e-08,0.0
1861,1.046943935989475e-07,0.0
1862,6.731799828685325e-08,0.0
1863,6.692791743034832e-08,4.994620828036034e-10
1864,7.240038968348017e-08,0.0
1865,5.036323358353911e-08,0.0
1866,3.405929049904444e-08,0.0
1867,3.591080499631971e-08,0.0
1868,3.902500367303219e-08,0.0
1869,3.369628132077196e-08,0.0
1870,4.931282049369656e-08,0.0
1871,6.372706451429622e-08,0.0
1872,6.591599799321557e-08,0.0
1873,3.352162636360845e-08,0.0
1874,4.062734149101743e-08,0.0
1875,3.776207790906483e-08,0.0
1876,3.4462285469771814e-08,0.0
1877,3.896434108696667e-08,0.0
1878,3.200716847118201e-08,0.0
1879,4.581993806596074e-08,0.0
1880,4.685027832351807e-08,6.417846254436199e-10
1881,4.811030152040985e-08,0.0
1882,3.4608003574021495e-08,0.0
1883,5.8769852984141835e-08,0.0
1884,4.7532218161450146e-08,0.0
1885,2.2559724754955823e-08,0.0
1886,4.130216879616455e-08,1.2906927748801422e-09
1887,4.83140425444617e-08,0.0
1888,2.53624587998047e-08,0.0
1889,4.573549716724301e-08,0.0
1890,5.505684796958121e-08,0.0
1891,3.1871099537283953e-08,0.0
1892,6.017771880806322e-08,0.0
1893,3.571881634911733e-08,0.0
1894,2.9617234886814003e-08,0.0
1895,5.236194766666813e-08,0.0
1896,3.4202766840962795e-08,0.0
1897,2.3889525024856084e-08,0.0
1898,4.413516663248629e-08,0.0
1899,2.432134493801641e-08,0.0
1900,3.5818267463127995e-08,0.0
1901,4.079779358789892e-08,0.0
1902,3.2407871941586563e-08,0.0
1903,4.482182802689749e-08,5.400220270956879e-10
1904,3.708491291831706e-08,5.374625189347171e-10
1905,3.560923644840841e-08,1.0321518084666081e-09
1906,3.2922780945909835e-08,0.0
1907,4.1142747875255736e-08,0.0
1908,3.6835416494795936e-08,0.0
1909,4.8408654862441836e-08,0.0
1910,2.778958396731923e-08,0.0
1911,2.6601870928288918e-08,0.0
1912,2.7609932118366487e-08,0.0
1913,3.818152549683873e-08,0.0
1914,1.339348720819089e-08,0.0
1915,6.361611326610728e-08,1.1780761921542648e-09
1916,4.504859418830165e-08,2.197492410260793e-09
1917,5.812205117194935e-08,2.1932848870420685e-09
1918,5.054005569604669e-08,0.0
1919,7.734592344377234e-08,0.0
1920,5.3005621225565847e-08,0.0
1921,4.543648302046677e-08,0.0
1922,2.2133805899215986e-08,0.0
1923,3.8217415010421973e-08,0.0
1924,3.351822286390416e-08,2.578324886925998e-09
1925,3.189471442510694e-08,0.0
1926,3.343841470382358e-08,0.0
1927,4.4596898618465275e-08,0.0
1928,3.6563331917705e-08,0.0
1929,2.5622934884950155e-08,0.0
1930,2.3107928015519974e-08,0.0
1931,3.763767608688795e-08,0.0
1932,3.9454331357546835e-08,0.0
1933,1.9500125958415992e-08,0.0
1934,2.516131836216573e-08,0.0
1935,6.103825000991492e-08,0.0
1936,5.2136272188363364e-08,0.0
1937,5.288269733227935e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,3.211750509990452e-08,0.0
1940,2.028626333583361e-08,0.0
1941,3.836953510472085e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,3.774205836748479e-08,0.0
1944,3.534504600111177e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,5.0115975369635635e-08,0.0
1947,3.5762614203349585e-08,0.0
1948,2.8266908813634473e-08,0.0
1949,3.8286334103077024e-08,0.0
1950,2.5524867552917385e-08,0.0
1951,2.9851925376078725e-08,0.0
1952,4.2179216563908994e-08,0.0
1953,2.477980309834038e-08,0.0
1954,2.9317607896928166e-08,0.0
1955,2.815682265122632e-08,0.0
1956,2.616342520411763e-08,0.0
1957,3.534015036166238e-08,0.0
1958,4.715178647529683e-08,0.0
1959,3.8753739772801055e-08,0.0
1960,4.844583401109048e-08,0.0
1961,3.960450811746341e-08,0.0
1962,3.424656469519505e-08,0.0
1963,3.36234755593523e-08,0.0
1964,3.6503809752730376e-08,1.2167936658258327e-09
1965,3.173785145804686e-08,0.0
1966,2.6033651678858405e-08,0.0
1967,2.465167803222812e-08,0.0
1968,2.8745061442236874e-08,0.0
1969,3.133812853661766e-08,0.0
1970,3.081145649730388e-08,1.3796175313274261e-09
1971,2.7747345754391972e-08,1.541519245584766e-09
1972,2.8728821988011077e-08,0.0
1973,2.260413545229767e-08,5.513203782392395e-10
1974,3.1503201824989446e-08,0.0
1975,1.6563292959403952e-08,0.0
1976,2.6853577139718254e-08,2.285410749536254e-09
1977,2.11564152863275e-08,0.0
1978,2.0792070287711795e-08,5.940591352171509e-10
1979,3.3356247541860284e-08,0.0
1980,1.3644362084619388e-08,1.1370301367108482e-09
1981,1.707898356073656e-08,6.325549528618524e-10
1982,1.3035754697909852e-08,0.0
1983,1.4525227243211702e-08,0.0
1984,1.2177918229383522e-08,0.0
1985,1.0828004270990732e-08,0.0
1986,8.991728250862252e-09,0.0
1987,2.4443266966045485e-08,6.110816852533674e-10
1988,1.9188972188999287e-08,5.996553809062277e-10
1989,2.359892548042808e-08,5.488122178931576e-10
1990,1.198703181159999e-08,0.0
1991,1.641210189973208e-08,0.0
1992,1.597883780846132e-08,0.0
1993,1.550978012687665e-08,0.0
1994,1.8989736005892155e-08,5.274926606624319e-10
1995,1.3556126887692699e-08,0.0
1996,1.4412848692302305e-08,5.338092190498855e-10
1997,1.6782131240233866e-08,0.0
1998,1.859570453177639e-08,4.768129224785866e-10
1999,2.4679085441903226e-08,4.570201161957499e-10
2000,1.678851901942835e-08,1.7672125984802278e-09
2001,1.445799924226776e-08,0.0
2002,1.62105191492401e-08,8.76244299341522e-10
2003,1.12506919336397e-08,0.0
2004,1.3214373595360485e-08,4.404791253964646e-10
2005,1.216012357474483e-08,9.007499190971657e-10
2006,1.8942293067425453e-08,0.0
2007,1.3181781888249589e-08,0.0
2008,1.8732734474724566e-08,8.514879357157668e-10
2009,2.0503227560197956e-08,0.0
2010,2.739800031292816e-08,0.0
2011,2.5238215073386527e-08,3.82397197240536e-10
2012,3.880847998516401e-08,6.808505426114664e-10
2013,4.0721225502693414e-08,1.6734750252211938e-09
2014,4.2442724890179306e-08,6.496335691608124e-10
2015,4.1671619044336694e-08,6.649726325136385e-10
2016,4.743368720028229e-08,6.214020409345267e-10
2017,3.823729244345486e-08,2.515611330355938e-10
2018,4.336864023457565e-08,7.744400121190154e-10
2019,3.800971626333194e-08,5.1019755087367e-10
