year,boutons_NOUN ouverts_ADJ,boutons_NOUN couverts_ADJ
2010,3.7790344187271785e-09,4.723793023408973e-10
2011,4.971163480860241e-09,3.82397197240536e-10
2012,3.4042526575461807e-09,6.808505426114664e-10
2013,7.2517249982695375e-09,5.578250084070646e-10
2014,6.9294245896855955e-09,1.9489005964601347e-09
2015,8.86630147078904e-09,1.329945265027277e-09
2016,9.113896304313585e-09,1.6570720351438695e-09
2017,1.4338984222206363e-08,2.515611330355938e-10
2018,1.3681773936013997e-08,7.744400121190154e-10
2019,1.4285530980373551e-08,1.02039510174734e-09
