year,meubles_NOUN ouverts_ADJ,meubles_NOUN couverts_ADJ
1873,0.0,5.986004469882289e-10
1874,2.3898436563030145e-09,1.7923826867161097e-09
1875,0.0,9.7265964171811e-09
1876,1.209202959984168e-09,6.650616057868319e-09
1877,0.0,2.4739263970730008e-09
1878,6.039088673581716e-10,4.22736201599605e-09
1879,6.10932526790009e-10,1.221865053580018e-09
1880,0.0,5.776061406947974e-09
1881,0.0,9.064259565150223e-09
1882,4.6587693702804245e-09,1.7969540522244642e-08
1883,0.0,1.0742875922176154e-08
1884,0.0,4.621187876807653e-09
1885,6.445635691854079e-10,4.511945039809007e-09
1886,1.2906927748801422e-09,5.808117542471791e-09
1887,6.528924623161458e-10,3.9173548849191775e-09
1888,0.0,3.1703073499755874e-09
1889,3.759081934617825e-09,8.14467782106476e-09
1890,0.0,3.9326319978272295e-09
1891,1.9122659011827636e-09,8.286486163910922e-09
1892,1.8805537127519756e-09,1.8805537127519756e-09
1893,6.158416554491453e-10,3.695050043717174e-09
1894,0.0,1.2603078580752936e-08
1895,0.0,3.0093072478365457e-09
1896,4.1279202278587945e-09,5.897029087265082e-09
1897,1.1653427112179315e-09,8.740070001067579e-09
1898,1.13167097914868e-09,5.6583548957434e-10
1899,2.2110313580014918e-09,3.3165470370022376e-09
1900,1.5573159428683425e-09,6.22926377147337e-09
1901,1.676621730339889e-09,8.941982265753268e-09
1902,0.0,3.928227076954727e-09
1903,5.400220270956879e-10,3.2401321625741275e-09
1904,5.374625189347171e-09,1.3436562973367927e-08
1905,0.0,1.0837593933388234e-08
1906,1.0288369045596824e-09,5.658602919567102e-09
1907,3.599990305858114e-09,1.5428529565042481e-09
1908,2.4556945366072114e-09,9.822778146428846e-09
1909,2.2003934230241384e-09,4.950885035270858e-09
1910,1.068830135508847e-09,9.085056262847502e-09
1911,2.128149656499545e-09,2.6601871816467337e-09
1912,1.0418842455450772e-09,1.0418842677495377e-08
1913,2.6514948014977335e-09,9.545381374209683e-09
1914,3.3483718020477227e-09,1.2723813114234872e-08
1915,2.3561523843085297e-09,0.0
1916,1.0987462051303964e-09,5.493730803607377e-09
1917,4.386569774084137e-09,2.7416060532914344e-08
1918,0.0,5.743188147278033e-09
1919,2.762354567309444e-09,2.762354567309444e-09
1920,7.572231730534895e-10,0.0
1921,5.300923255902035e-09,7.572747429129834e-10
1922,2.2133805899215986e-09,1.2542490601674672e-08
1923,1.0615948120573648e-09,8.492758496458919e-09
1924,0.0,0.0
1925,0.0,4.399271169575059e-09
1926,0.0,2.229227691330493e-09
1927,1.1149224876660924e-09,5.574612327308159e-09
1928,3.4278122562625413e-09,1.2568645679778001e-08
1929,2.2280812750352652e-09,3.342121912552898e-09
1930,5.2518016602221e-09,3.1510811737689437e-09
1931,4.5621426636444085e-09,9.124285327288817e-09
1932,0.0,6.575722188983946e-09
1933,0.0,1.3764794637438627e-08
1934,0.0,5.990790086229936e-09
1935,0.0,4.787313656606784e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,2.5182236296217297e-09
1938,0.0,5.186085783037697e-09
1939,0.0,6.117620188206274e-09
1940,0.0,0.0
1941,0.0,1.7709016475464523e-08
1942,0.0,1.517105907566929e-08
1943,0.0,5.806470415592457e-09
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,0.0,8.714016175304096e-09
1946,0.0,1.1136883415474585e-08
1947,1.1920870957027319e-09,1.0728784083369192e-08
1948,0.0,4.348755133776194e-09
1949,0.0,4.908504269707237e-09
1950,1.0635361480382244e-09,4.2541445921528975e-09
1951,0.0,2.1322803522849654e-09
1952,0.0,1.0544803918932644e-09
1953,0.0,4.3095309543161875e-09
1954,9.772536113672459e-10,4.886268278880834e-09
1955,9.385607846468247e-10,2.815682353940474e-09
1956,1.744228317335228e-09,1.3081712602058815e-08
1957,2.6505113659425206e-09,2.6505113659425206e-09
1958,8.272243445794913e-10,9.099467845885556e-09
1959,7.750747821333448e-10,1.1626121398933265e-08
1960,4.152500121534786e-09,8.305000243069571e-09
1961,2.08444772553662e-09,6.25334317660986e-09
1962,0.0,1.9025869768540815e-09
1963,1.939815863494232e-09,5.819448034571906e-09
1964,0.0,8.517555549758526e-09
1965,2.73602163147757e-09,4.924839203113152e-09
1966,5.539074754423723e-10,5.539074976468328e-09
1967,4.930335584241163e-10,9.860671390526932e-09
1968,1.3474247273492779e-09,6.737123747768692e-09
1969,9.083515606356229e-10,4.995933444718048e-09
1970,2.2993624781975086e-09,3.6789800095249348e-09
1971,1.541519245584766e-09,5.652237344833111e-09
1972,9.234264020108185e-09,8.208234980600082e-09
1973,1.102640756478479e-09,1.0475087464101307e-08
1974,2.812785782069227e-09,1.6876715580593782e-09
1975,2.8557400888473694e-09,5.711480177694739e-09
1976,3.4281160132820787e-09,2.285410749536254e-09
1977,3.526069214387917e-09,4.11374712072643e-09
1978,2.3762365408686037e-09,1.7821774056514528e-09
1979,1.7555920051037788e-09,1.1703946256602649e-08
1980,5.685150683554241e-10,4.548120546843393e-09
1981,0.0,2.5302198114474095e-09
1982,6.207502289967692e-10,3.1037510339615437e-09
1983,6.946847541655643e-09,5.052252838311233e-09
1984,0.0,8.69851302098823e-09
1985,3.0077789148208467e-09,6.015557829641693e-09
1986,1.7983456945813714e-09,8.991728250862252e-09
1987,2.4443267410134695e-09,1.8332451112712533e-09
1988,0.0,6.596209356501959e-09
1989,1.0976244357863152e-09,6.036934507847036e-09
1990,1.089730194969718e-09,2.724325431913144e-09
1991,0.0,4.10302547493302e-09
1992,0.0,2.7549720282848966e-09
1993,5.539207426075166e-10,4.985286850001103e-09
1994,5.274926606624319e-10,5.274926717646622e-09
1995,4.337960657352369e-09,6.506940763983948e-09
1996,4.270473752399084e-09,1.067618438099771e-09
1997,9.58978896292706e-10,2.3974471297094624e-09
1998,2.3840645013706308e-09,3.337690568372409e-09
1999,0.0,6.398281460207045e-09
2000,4.4180314962005696e-10,6.185244316725402e-09
2001,0.0,4.381211837767296e-09
2002,4.38122149670761e-10,3.504977197366088e-09
2003,4.1669229178253886e-10,2.083461403401543e-09
2004,1.7619165015858584e-09,4.404791198453495e-09
2005,4.5037495954858286e-10,9.007498746882447e-09
2006,8.235779835885637e-10,4.529678854225949e-09
2007,1.1983438685803094e-09,2.3966877371606188e-09
2008,2.1287198670449925e-09,6.811903485726134e-09
2009,1.907277002999308e-09,6.198650481792356e-09
2010,9.447586046817946e-10,4.2514138876015295e-09
2011,1.1471915639660324e-09,1.0707121411712706e-08
2012,1.0212758416727752e-09,1.4978711604385353e-08
2013,1.1156500168141292e-09,1.338780020176955e-08
2014,3.4647122948427977e-09,1.8622827724357194e-08
2015,1.7732603163622684e-09,1.551602757388082e-08
2016,3.935546111222266e-09,1.6570719907349485e-08
2017,3.018733707449428e-09,1.7106156491308866e-08
2018,1.5488800242380307e-09,1.1358453733123497e-08
2019,2.806086474294034e-09,1.632632162795744e-08
