year,ses_DET arts_NOUN,ses_DET quarts_NOUN
1956,1.1599118576732792e-07,3.488456634670456e-09
1957,9.011738344444353e-08,7.068030161150318e-09
1958,8.8513003926316e-08,6.617794867658233e-09
1959,9.068375017573516e-08,4.650448914844674e-09
1960,9.689166952098205e-08,4.152500121534786e-09
1961,1.1256018117578037e-07,6.94815938118154e-09
1962,9.32267576470025e-08,6.341956293454132e-09
1963,8.729171874222175e-08,7.1126584622049904e-09
1964,1.0342746348257492e-07,1.1559539936367713e-08
1965,1.0232721209257889e-07,1.0396882466068291e-08
1966,8.253221250864584e-08,4.985167390003653e-09
1967,1.1389075182943742e-07,4.930335695263466e-09
1968,1.1767509688898059e-07,6.737123747768692e-09
1969,9.310603688028607e-08,2.7250546263957176e-09
1970,9.9792333729809e-08,8.7375777724219e-09
1971,1.2948761385356278e-07,5.138397263237948e-09
1972,1.0824610097159848e-07,3.5911027485013847e-09
1973,7.001768648207118e-08,7.718485406371656e-09
1974,8.550868596524097e-08,4.500457340128605e-09
1975,6.453972556386134e-08,6.282628195464213e-09
1976,7.541855784332085e-08,2.856763492431469e-09
1977,7.345977626194156e-08,2.938390863960194e-09
1978,8.673263318659252e-08,4.158414057542359e-09
1979,7.666084822499641e-08,5.851973128301324e-09
1980,6.310517353114165e-08,7.390696055153967e-09
1981,7.970192106299123e-08,9.488323904349727e-09
1982,9.373328524464597e-08,4.966001831974154e-09
1983,7.515226174703571e-08,1.2630632095778083e-09
1984,8.06062170899402e-08,6.958810416790584e-09
1985,8.542092089225406e-08,1.0226449020933615e-08
1986,8.871838264035148e-08,7.792831269171074e-09
1987,7.455196215921944e-08,8.555143260480236e-09
1988,6.896036780501547e-08,2.398621523624911e-09
1989,7.738252483235897e-08,5.488121956886971e-09
1990,9.09924736114398e-08,8.717841781802349e-09
1991,6.564841292799883e-08,5.8614650910726596e-09
1992,8.760811326391504e-08,3.856960972825618e-09
1993,8.142634710939234e-08,4.4313659408601325e-09
1994,8.545381180447009e-08,5.274926717646622e-09
1995,8.025226971852817e-08,9.760411145975922e-09
1996,8.594328759770065e-08,3.736664311304594e-09
1997,7.815677949274402e-08,7.192341833217597e-09
1998,6.770743710138305e-08,7.629006759657386e-09
1999,8.363467784988643e-08,9.140402212892695e-09
2000,1.073581634702947e-07,4.859834756842929e-09
2001,8.762423475694447e-08,5.257454027685071e-09
2002,7.798574308548467e-08,4.381221607729913e-09
2003,9.583922927491884e-08,7.083769126836614e-09
2004,7.708385030280596e-08,6.607186797680242e-09
2005,8.016674468702689e-08,5.404499514582994e-09
2006,9.265252165491233e-08,5.353256948836815e-09
2007,1.0585370890936474e-07,5.991719120856942e-09
2008,8.302007631355579e-08,9.366367237362283e-09
2009,1.0251614246392649e-07,6.198650481792356e-09
2010,7.983210137396668e-08,4.2514138876015295e-09
2011,6.424272736005321e-08,6.500752380844688e-09
2012,7.829781029089489e-08,7.829781267787439e-09
2013,6.303422850351126e-08,1.0040849929282558e-08
2014,6.994387691250381e-08,1.754010657550875e-08
2015,8.467318257654455e-08,1.5516028128992332e-08
2016,1.1744498351617949e-07,1.242804020806787e-08
2017,6.766994486984146e-08,8.301517695485927e-09
2018,8.338137724717143e-08,1.1358453733123497e-08
2019,6.428489429666229e-08,9.183556137770665e-09
