year,ses_DET arts_NOUN,ses_DET quarts_NOUN
1800,4.213180280210338e-07,0.0
1801,3.143161109164794e-07,1.1905912700171939e-08
1802,4.5651938762603095e-07,3.5805442166747525e-08
1803,4.154222472685376e-07,0.0
1804,4.3998947840684366e-07,9.887403784603066e-09
1805,3.980028928651791e-07,0.0
1806,3.544452908954554e-07,0.0
1807,3.729511108829797e-07,1.4234775136401367e-08
1808,5.347934908250807e-07,1.1330369531492579e-08
1809,3.817761671243147e-07,2.259030518203531e-09
1810,2.948559592041988e-07,1.6380887313260928e-08
1811,1.5794583196893086e-07,0.0
1812,4.587598212424382e-07,2.6672082320544632e-09
1813,3.278345606094746e-07,2.8757416448144113e-09
1814,3.461344864064131e-07,3.1466771410748606e-09
1815,4.5043632423968916e-07,0.0
1816,2.7811245217890246e-07,0.0
1817,4.919720177909426e-07,0.0
1818,4.124727333021383e-07,0.0
1819,3.1777722364623173e-07,0.0
1820,3.0852851917728685e-07,0.0
1821,2.9485849495358707e-07,1.676452932031225e-08
1822,2.7169419070105505e-07,1.303330066093622e-08
1823,3.785069062622881e-07,1.3835761869529506e-08
1824,4.3284519701813906e-07,1.6842225392110777e-09
1825,5.036713557338146e-07,8.805443041381977e-10
1826,4.6153838817453163e-07,1.7615968683770689e-09
1827,5.290714509831318e-07,3.6869092223668076e-09
1828,3.5129914977005683e-07,5.503380862137419e-09
1829,5.941210837190347e-07,1.0287811491593857e-08
1830,3.746824122075054e-07,1.5655254204105518e-08
1831,3.492430096230237e-07,0.0
1832,5.344337649093589e-07,1.2176972319366541e-08
1833,4.494447791714151e-07,2.3167257001688313e-09
1834,4.499243835276445e-07,7.467624740797874e-09
1835,4.031125868664276e-07,9.832014313815307e-09
1836,3.5149523325284093e-07,2.688300027031687e-09
1837,3.1032194292013315e-07,9.74104708006962e-09
1838,3.257075498197537e-07,8.837026665986514e-09
1839,3.7474305636386873e-07,2.7965900706306e-09
1840,2.8281418024134197e-07,0.0
1841,3.678974382914646e-07,8.346713098461578e-09
1842,2.596098638285582e-07,1.2074877098200432e-08
1843,2.977083046751261e-07,7.088293507706567e-09
1844,2.4698525935562543e-07,3.2931368743049916e-09
1845,3.320235761883339e-07,3.9061593959388574e-09
1846,2.4705994894347327e-07,1.7563503318385187e-08
1847,3.26290034102783e-07,3.235934187273415e-09
1848,2.622742272251344e-07,1.6090443422100975e-09
1849,4.03887813638093e-07,0.0
1850,3.81541576111033e-07,8.82569484161877e-09
1851,3.579438565548543e-07,1.2253933867611977e-08
1852,3.724032022756063e-07,5.859490670445666e-09
1853,2.7650044498450654e-07,1.851298847554972e-08
1854,3.631769311951416e-07,1.558699391779328e-09
1855,3.3592910853030844e-07,1.1675261646360013e-08
1856,2.826745193473812e-07,1.2942972915652717e-08
1857,3.085113617906643e-07,7.81041464836818e-09
1858,3.7289811677387874e-07,2.202154192332273e-08
1859,4.939408295712155e-07,3.055303920973529e-08
1860,3.808217101664013e-07,1.0985241161165504e-08
1861,3.320038433063388e-07,1.650587222457034e-08
1862,3.524029354995406e-07,1.1294965851504912e-08
1863,3.3913476499281003e-07,6.493007298491449e-09
1864,3.078215256024919e-07,5.753673537611803e-09
1865,2.8664682727441715e-07,7.0602665935837194e-09
1866,2.4036128087878694e-07,1.216403244796993e-08
1867,3.4746130594953684e-07,1.067618526917613e-08
1868,3.0429623620875645e-07,2.321740844024589e-08
1869,2.934994881576003e-07,1.1720445947105418e-08
1870,2.4599069670117046e-07,2.465641024684828e-08
1871,2.48535537705763e-07,5.310588635509816e-09
1872,2.5277879345253496e-07,1.1489944995446422e-08
1873,2.2806677124620478e-07,1.0176207432266438e-08
1874,2.330097538805198e-07,9.559374625212058e-09
1875,2.437370534291716e-07,1.1443054503956773e-08
1876,2.4788661101560194e-07,8.464420275799966e-09
1877,2.8944940022590515e-07,2.535774612510977e-08
1878,2.584729816290654e-07,9.662541877730746e-09
1879,1.9610934343106123e-07,7.331190321480108e-09
1880,2.149978506338357e-07,5.776061406947974e-09
1881,2.440377678825101e-07,1.6036766581351003e-08
1882,2.5423569893767706e-07,7.986462158271479e-09
1883,1.718860143662404e-07,1.4534479397809719e-08
1884,2.2049667602885847e-07,1.5844072720483382e-08
1885,1.553398247255977e-07,1.6114089618213256e-08
1886,1.9424926323008407e-07,2.774989432685615e-08
1887,1.932561749518058e-07,3.264462256069578e-09
1888,1.5724724566901216e-07,1.3315291091942072e-08
1889,2.1489419732567683e-07,8.771191772893872e-09
1890,2.3464704074216414e-07,7.209825181320184e-09
1891,2.0907441844464358e-07,1.529812720946211e-08
1892,1.6360817300942188e-07,9.402768341715273e-09
1893,1.5457625601733582e-07,9.853466487186324e-09
1894,2.0038895121032851e-07,1.5753848003896564e-08
1895,1.5648398021816945e-07,1.8055843487019274e-09
1896,1.4447721485844056e-07,1.179405795248556e-09
1897,1.5965194832823215e-07,2.913356778044829e-09
1898,1.7597483858988738e-07,3.960848315998078e-09
1899,1.232649911031558e-07,9.39688327150634e-09
1900,1.894734381613361e-07,2.07642125715779e-09
1901,1.0562716279416406e-07,7.824234704578714e-09
1902,1.0508007691756305e-07,6.874397495693074e-09
1903,1.0368422964646129e-07,3.7801539676252105e-09
1904,1.4027771744196116e-07,6.987012746151322e-09
1905,1.496620174457064e-07,1.0321518084666081e-09
1906,1.4609483400818135e-07,2.572092316910357e-09
1907,1.8102808052589126e-07,4.6285588695127444e-09
1908,1.6698723181995945e-07,6.875944702500192e-09
1909,1.2157174356097755e-07,3.850688656825696e-09
1910,1.5284271537296945e-07,9.085056262847502e-09
1911,1.6280344317110007e-07,2.6601871816467337e-09
1912,1.2398422455373037e-07,5.2094213387476884e-09
1913,1.3575654023156858e-07,3.71209285532359e-09
1914,1.627308711116271e-07,1.339348720819089e-08
1915,2.3325908626858904e-07,2.3561523843085297e-09
1916,2.0216930041172532e-07,2.197492410260793e-09
1917,2.2152176981649063e-07,0.0
1918,2.4351118277365913e-07,1.1486376294556067e-08
1919,1.942855962222545e-07,3.6831393490643904e-09
1920,1.4614407461976953e-07,4.543339038320937e-09
1921,1.537267735329806e-07,6.815472630705699e-09
1922,1.3722959479878227e-07,4.426761179843197e-09
1923,1.6454720030978365e-07,0.0
1924,1.0571131836556447e-07,9.02413699321869e-09
1925,1.4957522265213186e-07,3.299453377181294e-09
1926,1.4044134355462035e-07,1.1146138456652466e-09
1927,1.382503952429559e-07,3.3447675740205796e-09
1928,1.576793642321661e-07,9.14083297942625e-09
1929,1.0806194472579023e-07,2.2280812750352652e-09
1930,1.008345975606062e-07,5.251801771244402e-09
1931,1.2203731891702319e-07,6.843213995466613e-09
1932,1.3261039999434843e-07,5.4797681947604815e-09
1933,1.2044195640825706e-07,1.1470662641954732e-08
1934,1.2460843379358266e-07,1.1981580172459871e-09
1935,1.5080037396586476e-07,0.0
1936,1.0063513089519915e-07,3.6374143697059935e-09
1937,1.422796291894457e-07,7.554670666820584e-09
1938,1.2316953035274025e-07,7.779128452511941e-09
1939,9.788192478765723e-08,2.141167065872196e-08
1940,1.166460117385526e-07,1.2678914806940611e-08
1941,9.444808402037097e-08,5.9030051957620344e-09
1942,1.365395263519531e-07,3.034211770724937e-09
1943,1.7129087859224512e-07,0.0
1944,8.675602636287749e-08,9.639558484764166e-09
1945,9.367567610496508e-08,8.714016175304096e-09
1946,1.1136883681928111e-07,5.568441707737293e-09
1947,1.5139505671335485e-07,5.960435700558264e-09
1948,1.1632919760806715e-07,7.610321262063735e-09
1949,9.718837867822572e-08,1.1780409536754632e-08
1950,9.997240102421756e-08,2.0207187034770868e-08
1951,1.0661401483869071e-07,1.3859822622919182e-08
1952,1.0861148047602853e-07,1.1599284199803606e-08
1953,7.002987900683877e-08,1.5083358673173564e-08
1954,1.1727043625064937e-07,1.07497895029951e-08
1955,9.385608157330694e-08,3.754243138587299e-09
