year,les_DET oeufs_NOUN,les_DET queues_NOUN
1945,7.014783127701207e-07,4.7055687346642117e-07
1946,6.180970544278352e-07,4.204173400523814e-07
1947,3.8504414412443566e-07,3.981570877442664e-07
1948,1.057834707829386e-06,4.7075273101881976e-07
1949,5.566243777010982e-07,3.0923576588293145e-07
1950,4.626382323902334e-07,3.094890246302384e-07
1951,7.633563519071629e-07,3.496939857683401e-07
1952,7.497355831720398e-07,3.1739858741275384e-07
1953,6.011795739002679e-07,4.09405441104127e-07
1954,5.511710292616101e-07,4.1044652121513536e-07
1955,8.034080436480906e-07,3.003394457579134e-07
1956,5.764674670949432e-07,3.5233413342439235e-07
1957,7.72182288777401e-07,3.666540635549609e-07
1958,6.501983400575284e-07,3.0772745418516934e-07
1959,4.828715949312112e-07,3.201058795809786e-07
1960,5.22522918933177e-07,2.969037407041242e-07
1961,6.982899829477418e-07,3.5644056595174334e-07
1962,5.898019761474416e-07,3.126584395829468e-07
1963,6.737627499253662e-07,3.258890934887404e-07
1964,8.268112994258559e-07,3.1149918555684053e-07
1965,5.554124030138219e-07,2.7579099715069333e-07
1966,8.103666230274698e-07,3.6779455214741574e-07
1967,4.595072743418527e-07,3.4167225138048707e-07
1968,5.124705322046008e-07,3.1529740596170086e-07
1969,4.777929254462521e-07,3.0066436274012176e-07
1970,6.718737441957501e-07,2.7178463568588995e-07
1971,5.662513892223942e-07,2.7850112971350427e-07
1972,5.740634398954114e-07,2.929313769328701e-07
1973,5.204464335606396e-07,3.247277007289995e-07
1974,6.328768321073319e-07,3.2909595404362335e-07
1975,7.544865474606866e-07,2.9871042173112983e-07
1976,6.833378223269904e-07,2.862477028742205e-07
1977,7.73384478236494e-07,3.972704440968755e-07
1978,6.986135150377493e-07,3.7900973026694373e-07
1979,6.419614724251232e-07,3.628223339546821e-07
1980,6.111537174113835e-07,3.286017040693423e-07
1981,6.717733417316296e-07,4.718859969443656e-07
1982,6.362689918271158e-07,3.9107264981907974e-07
1983,6.062703232778688e-07,3.744982350895043e-07
1984,7.82866140802696e-07,4.123094896613111e-07
1985,6.677269133170682e-07,3.8319105044593016e-07
1986,6.695840271686571e-07,3.2909726144225715e-07
1987,7.125212542757886e-07,3.2326221344192163e-07
1988,9.246686110131463e-07,4.065663397057051e-07
1989,6.519889432787807e-07,3.638624974655613e-07
1990,5.889991832597197e-07,3.705082747273991e-07
1991,7.238909756068779e-07,3.212083008463651e-07
1992,5.835030778555961e-07,3.3831057066890935e-07
1993,6.00450086096771e-07,3.3789165954090095e-07
1994,6.646407415544786e-07,3.2018803253208716e-07
1995,5.975540732228168e-07,3.4432562401320865e-07
1996,6.448415177384703e-07,2.893246033863761e-07
1997,5.341512370193868e-07,3.107091703924425e-07
1998,4.1673448558654513e-07,2.7178336381439294e-07
1999,3.482493194650882e-07,2.8929372319908e-07
2000,3.4107201796196307e-07,2.708253177274855e-07
2001,3.4085828362617754e-07,2.9660803235742605e-07
2002,2.812744225866304e-07,2.8784626238120836e-07
2003,2.537656054180104e-07,2.4501507311924797e-07
2004,2.6076363504601296e-07,2.902757447742488e-07
2005,2.1122585680544148e-07,3.053542236841622e-07
2006,1.8818757102634365e-07,2.964880820854887e-07
2007,1.7855323841686754e-07,2.760185395800363e-07
2008,2.0435710545996244e-07,3.550704654742276e-07
2009,9.679430590381344e-08,5.087661421043776e-07
2010,1.610813472052719e-07,3.9349196967464195e-07
2011,4.672893813839618e-07,4.810556610834738e-07
2012,1.0689353249770939e-07,5.245953502708289e-07
2013,1.2021129158767963e-07,4.4486543870903006e-07
2014,1.6305802340299547e-07,5.482907496912048e-07
2015,9.863760744299732e-08,4.825484687387416e-07
2016,5.136923367787816e-07,4.683299970054122e-07
2017,1.3383052352433644e-07,4.3042109254542993e-07
2018,1.6314870038280915e-07,4.4323782333322015e-07
2019,1.8596700579465164e-07,4.3621890455369794e-07
