year,ces_DET arrières_NOUN,ces_DET carrières_NOUN
1800,6.288328968651058e-09,2.641098095779171e-07
1801,0.0,2.1430643570852226e-07
1802,0.0,3.20011139365306e-07
1803,0.0,1.6187815532475724e-07
1804,2.4718509461507665e-09,2.422413913905075e-07
1805,0.0,1.5920115004064428e-07
1806,0.0,3.112202620059179e-07
1807,1.1387820464392462e-08,3.387876574834081e-07
1808,1.3596443970698147e-08,4.486826412630762e-07
1809,1.581321384946932e-08,4.1792065630374964e-07
1810,4.680253518074551e-09,3.3463811632827856e-07
1811,0.0,4.813587466401259e-07
1812,0.0,5.734497925402593e-07
1813,2.8757416448144113e-09,2.6169249167651287e-07
1814,9.440030979135372e-09,4.5312152252563465e-07
1815,1.8880564667256294e-08,4.801057915670981e-07
1816,4.6352077731626196e-09,1.552794532955204e-07
1817,0.0,1.9149542573870804e-07
1818,2.5034472272977837e-08,2.6107379014206344e-07
1819,0.0,2.2461779281002237e-07
1820,0.0,1.2459805454057005e-07
1821,0.0,5.137835543678193e-07
1822,0.0,4.2408355227507855e-07
1823,2.9648061783404955e-09,3.874013394522535e-07
1824,1.6842225392110777e-09,2.7452826856233514e-07
1825,2.1133063299316746e-08,4.1913907722346266e-07
1826,0.0,2.7657070589270916e-07
1827,2.7651818612639545e-09,2.590053682638427e-07
1828,6.420610709767516e-09,2.5407274861777296e-07
1829,0.0,3.7464778301909973e-07
1830,3.1310507520032616e-09,2.557024743055081e-07
1831,0.0,2.1359951674071453e-07
1832,1.0823975493678972e-08,3.396022325574677e-07
1833,0.0,5.09679658478035e-07
1834,5.600718555598405e-09,4.1351972868142184e-07
1835,0.0,4.961385542401331e-07
1836,1.3441500135158435e-09,4.0727746153379485e-07
1837,6.957890930081589e-10,3.764219087543097e-07
1838,1.2624323808552163e-09,3.528498524474344e-07
1839,1.3982950353153e-09,3.5936182030127384e-07
1840,1.2739377330817092e-09,2.3631544721069986e-07
1841,8.988767952189392e-09,4.205459163131309e-07
1842,0.0,3.266925148182054e-07
1843,0.0,1.7602595114851738e-07
1844,0.0,2.870517548103635e-07
1845,1.674068439427856e-09,1.646167238078533e-07
1846,0.0,2.2130015508992074e-07
1847,2.6966118227278457e-09,2.4215574256913897e-07
1848,0.0,4.328329268332709e-07
1849,0.0,2.874139219954941e-07
1850,4.073397619208663e-09,2.1860567755993543e-07
1851,7.739326735034524e-09,3.714876761762298e-07
1852,6.510545436100301e-10,2.4544756627165043e-07
1853,1.1943863675867306e-09,2.7709764083283517e-07
1854,2.597832282624779e-09,1.735351951026587e-07
1855,5.306937111981824e-10,2.865746040470185e-07
1856,5.177189232874468e-10,2.692138458826321e-07
1857,4.881509085841174e-10,2.2601387428267117e-07
1858,4.893676019968041e-10,2.466412780677274e-07
1859,0.0,2.821063951330416e-07
1860,0.0,1.9773434978276327e-07
1861,1.8863854922557266e-09,2.1551954532128548e-07
1862,9.035972525772706e-10,3.673122819236596e-07
1863,6.992469048228145e-09,2.4673426324284264e-07
1864,4.794727948009836e-09,2.9919103283759796e-07
1865,0.0,2.494627455718046e-07
1866,4.865612912574591e-10,1.8927234712862173e-07
1867,6.79393608038481e-09,2.7661024404324053e-07
1868,0.0,2.761389481520382e-07
1869,9.767038289254515e-10,2.475944143043307e-07
1870,0.0,1.9094382253115327e-07
1871,5.3105884134652115e-09,2.3260378156919614e-07
1872,0.0,2.3826516581948454e-07
1873,5.986004469882289e-10,2.7475760688844275e-07
1874,1.1949218281515073e-09,2.7124725576754827e-07
1875,1.716458086775674e-09,3.112510782443678e-07
1876,4.232210137899983e-09,2.889995052157701e-07
1877,0.0,2.919233068610083e-07
1878,2.4156354139215352e-09,3.2671469085698845e-07
1879,6.10932526790009e-10,2.437620736372992e-07
1880,6.417846254436199e-10,3.029223343276044e-07
1881,6.9725074602899895e-09,3.6047863716248685e-07
1882,3.9932310791357395e-09,2.1896217461403467e-07
1883,0.0,2.2307266789312052e-07
1884,2.6406787867472303e-09,2.3766109080725073e-07
1885,8.379326343899152e-09,2.9456556305262893e-07
1886,8.38950281467632e-09,2.5103975076490315e-07
1887,0.0,3.153470515826484e-07
1888,1.268122939990235e-09,2.8152329178965374e-07
1889,1.8795409673089125e-09,2.086290482594677e-07
1890,1.9663159434024635e-09,2.9035931703447204e-07
1891,0.0,2.2947191880007267e-07
1892,0.0,2.908589742389722e-07
1893,1.8475249663474358e-09,3.0299409914391617e-07
1894,6.301539290376468e-10,2.8924065631485973e-07
1895,6.018614495673091e-10,2.4736505110922735e-07
1896,0.0,2.1877977829376505e-07
1897,0.0,3.082331510029235e-07
1898,2.26334195829736e-09,2.834835690634918e-07
1899,5.527578395003729e-10,3.3497126139536704e-07
1900,0.0,2.6007176501252616e-07
1901,1.676621730339889e-09,2.520521249493868e-07
1902,4.910283846193408e-10,2.499334499361794e-07
1903,0.0,2.219490475852126e-07
1904,0.0,2.6281917975268243e-07
1905,0.0,2.6319871793134553e-07
1906,5.144184522798412e-10,2.2428644008698484e-07
1907,0.0,2.2679938638248132e-07
1908,4.911389073214423e-10,2.3771122670268596e-07
1909,5.500983557560346e-10,2.6074661363395535e-07
1910,1.068830135508847e-09,2.8056790668529175e-07
1911,2.128149656499545e-09,2.484614682884967e-07
1912,5.209421227725386e-10,1.7399467289180848e-07
1913,1.060597942803554e-09,1.93028824924113e-07
1914,6.696743715117748e-10,1.459890084376525e-07
1915,0.0,1.79067578542913e-07
1916,0.0,2.2634172136548614e-07
1917,1.0966424435210342e-09,2.642908221162088e-07
1918,3.44591288836682e-09,2.618893866213057e-07
1919,0.0,2.6610680947669607e-07
1920,3.028892692213958e-09,1.8551968139490782e-07
1921,7.572747762196741e-09,2.529297660203156e-07
1922,2.21338064543275e-09,1.7485706926834155e-07
1923,0.0,2.091341837484606e-07
1924,1.289162443462999e-09,1.2504875668284399e-07
1925,0.0,1.8256976019870308e-07
1926,3.343841648018042e-09,1.7945283126152844e-07
1927,1.1149224876660924e-09,1.9288159336383615e-07
1928,1.1426041224282812e-09,1.6453499185331566e-07
1929,3.342121912552898e-09,1.492814512005225e-07
1930,1.0503603542488804e-09,1.312950512755151e-07
1931,1.1405356659111021e-09,1.1063195692884165e-07
1932,2.1919073223131136e-09,1.238427671523823e-07
1933,3.4411986593596566e-09,1.84677656278609e-07
1934,8.38710612072191e-09,1.9769607106923104e-07
1935,3.590485242455088e-09,2.2859422621479553e-07
1936,1.2124714565686645e-09,2.2430722168564898e-07
1937,5.0364472592434595e-09,1.662027564464097e-07
1938,1.2965214457594243e-09,1.2316953856839064e-07
1939,3.058810094103137e-09,1.7435217714023565e-07
1940,0.0,1.2171758001500166e-07
1941,2.9515025978810172e-09,1.8299315662773097e-07
1942,3.034211770724937e-09,1.183342615007632e-07
1943,0.0,1.3645205942935945e-07
1944,6.4263723231761105e-09,1.8636479559575037e-07
1945,1.089252066321933e-08,1.612093001313042e-07
1946,2.7842208538686464e-09,1.2111360714328612e-07
1947,1.1920870957027319e-09,1.132482774224286e-07
1948,3.2615663503321457e-09,1.011085561941627e-07
1949,9.817008317369869e-10,1.1780410069661684e-07
1950,2.5524867552917385e-08,1.3613261984346536e-07
1951,2.1322803522849654e-09,1.5565646993564997e-07
1952,4.2179215675730575e-09,1.6977133832085656e-07
1953,1.0773827385790469e-09,1.3790498698540432e-07
1954,1.07497895029951e-08,1.3974726176257946e-07
1955,3.754243138587299e-09,1.6894094656549896e-07
1956,6.104799332717903e-09,1.3779403573721538e-07
1957,0.0,1.4401111769757335e-07
1958,3.3088973783179654e-09,1.3897368678073008e-07
1959,6.200598479111363e-09,1.3098763673724534e-07
1960,4.152500121534786e-09,1.2803541693529041e-07
1961,4.86371165564492e-09,1.2020315853789043e-07
1962,2.536782617301725e-09,1.4523079983064235e-07
1963,1.2932106496776896e-09,1.3255408859436102e-07
1964,4.867174663303331e-09,1.2654653858135134e-07
1965,1.0944086747954884e-09,1.6361410359877482e-07
1966,4.431259803538978e-09,1.0136506922719946e-07
1967,1.4791006197611978e-09,9.02251393597453e-08
1968,3.1439910674890825e-09,1.3743732374393858e-07
1969,4.087582022860303e-09,1.3216514815894698e-07
1970,4.5987250119061684e-09,1.0071207601214383e-07
1971,2.569198631618974e-09,1.0276795237018632e-07
1972,2.565073486948677e-09,1.2209749744584997e-07
1973,6.0645241051204835e-09,1.505104609833552e-07
1974,5.063014563155832e-09,1.41201851988626e-07
1975,1.1422960355389478e-09,1.41073558168614e-07
1976,4.570821499072508e-09,1.1884135631134995e-07
1977,4.11374712072643e-09,1.33990628370384e-07
1978,4.158414057542359e-09,1.0930687999177735e-07
1979,3.5111840102075575e-09,1.3518057961903196e-07
1980,6.2536656408873625e-09,1.5975273548463065e-07
1981,6.325549417596221e-09,1.0057623622827805e-07
1982,6.2075020679230875e-09,1.5518755169807719e-07
1983,1.2630632095778083e-09,1.1935947519248202e-07
1984,2.3196033982486597e-09,1.6005263070439923e-07
1985,7.820225356169885e-09,1.0045981824191585e-07
1986,1.1988970927134801e-09,1.174919130875196e-07
1987,4.27757174126242e-09,1.448263535763772e-07
1988,7.795519785247507e-09,1.0314072618200498e-07
1989,3.841685636274406e-09,1.2403156190998743e-07
1990,2.724325431913144e-09,1.3022275702212482e-07
1991,5.275318515352012e-09,1.5474268266757463e-07
1992,3.3059665005552574e-09,1.1074987682491155e-07
1993,6.093128224193833e-09,1.4900467348866187e-07
1994,6.329911927949183e-09,1.065535197852796e-07
1995,3.253470381991974e-09,1.1549820655432086e-07
1996,3.2028553142993132e-09,1.526694290987507e-07
1997,5.753873155711631e-09,9.973380699079826e-08
1998,2.3840645013706308e-09,1.0299159391990997e-07
1999,5.941261621567051e-09,1.3984815794287897e-07
2000,2.6508188977203417e-09,1.1045078629479121e-07
2001,3.943090742808408e-09,1.2880762945144397e-07
2002,6.133709873346049e-09,1.1873110672411258e-07
2003,3.7502307925763034e-09,9.667261036128139e-08
2004,3.523833003171717e-09,1.2641751112596467e-07
2005,1.3511248786457486e-09,1.0673886308154579e-07
2006,4.117890028965121e-09,9.388789123931929e-08
2007,2.3966877371606188e-09,1.0904928871013908e-07
2008,2.128719839289417e-09,1.0813896622607899e-07
2009,2.384096253749135e-09,8.105927484791664e-08
2010,4.723793023408973e-10,9.258633948405759e-08
2011,3.441574775164824e-09,7.112588029656308e-08
2012,4.085103366691101e-09,7.727653894562536e-08
2013,3.068037490727704e-09,7.558529091511446e-08
2014,3.0316233551319627e-09,6.366408733526896e-08
2015,2.2165753260638965e-09,7.026543702437493e-08
2016,3.314144070287739e-09,9.07246935355488e-08
2017,3.270294757218295e-09,4.4526319520343804e-08
2018,2.0651733656507076e-09,5.395265301189056e-08
2019,2.5509878653906526e-09,6.122370699301882e-08
