year,ayez_VERB osé_VERB,ayez_VERB causé_VERB
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,3.1205427575287104e-08,0.0
1804,2.4718509461507665e-09,0.0
1805,2.2743021688143017e-08,0.0
1806,5.76333825108577e-09,0.0
1807,3.9857372513552036e-08,2.8469551160981155e-09
1808,0.0,0.0
1809,3.6144488291256494e-08,0.0
1810,2.8081521108447305e-08,1.4040760554223652e-08
1811,7.521229861140455e-09,0.0
1812,0.0,0.0
1813,3.163315653864629e-08,0.0
1814,2.8320094713762956e-08,0.0
1815,1.0788894222457657e-08,0.0
1816,1.3905623319487859e-08,0.0
1817,9.341240669868967e-09,0.0
1818,1.4305412854298538e-08,0.0
1819,3.3123360054787554e-08,0.0
1820,2.0173018810965004e-08,0.0
1821,1.2819934447350079e-08,0.0
1822,8.02049271442229e-09,0.0
1823,2.2730180404550993e-08,9.882686891060644e-10
1824,2.7789671008804362e-08,0.0
1825,1.3208164340028361e-08,0.0
1826,1.4092774947016551e-08,0.0
1827,1.8434546111834038e-09,0.0
1828,2.659967357487858e-08,9.172301251858528e-10
1829,1.7146351893870815e-08,8.57317605795771e-10
1830,2.2961039292113128e-08,1.0436835840010872e-09
1831,7.795603274018958e-09,0.0
1832,1.352996914505411e-08,0.0
1833,1.9692167896323554e-08,0.0
1834,2.7070139907436896e-08,0.0
1835,1.663879345414898e-08,0.0
1836,1.0753200108126748e-08,6.048674894287842e-09
1837,4.87052354003481e-09,6.957890930081589e-10
1838,2.5248647617104325e-09,0.0
1839,4.194885327990505e-09,7.690622361167243e-09
1840,4.458782232319436e-09,1.9109065441114126e-09
1841,1.3483152372373297e-08,0.0
1842,1.2074877098200432e-08,0.0
1843,1.5357969118667825e-08,2.3627644285539873e-09
1844,6.037417232818143e-09,5.488561272137815e-10
1845,1.0602432709561072e-08,0.0
1846,1.4050803187615202e-08,0.0
1847,1.0786447290911383e-08,0.0
1848,1.6090443422100975e-09,4.82713291560799e-09
1849,4.1897072478036534e-09,0.0
1850,1.0862393651223101e-08,0.0
1851,1.2898877521649865e-08,0.0
1852,9.765818376195057e-09,0.0
1853,1.1346670270029335e-08,1.1943863675867306e-09
1854,1.0391328686409906e-08,1.0391328908454511e-09
1855,1.0613874223963649e-09,5.837630823180007e-09
1856,5.694908100650764e-09,4.141751386299575e-09
1857,9.274867096564776e-09,2.4407544874094356e-09
1858,1.8595969208945462e-08,1.468102750479261e-09
1859,5.601390462572908e-09,0.0
1860,1.373155189554609e-08,0.0
1861,1.7920662287451705e-08,0.0
1862,2.4397126097142063e-08,0.0
1863,6.99246927027275e-09,0.0
1864,1.2466292886870178e-08,0.0
1865,1.97687466396701e-08,0.0
1866,7.298419202328432e-09,9.731225825149181e-10
1867,1.7955402498159856e-08,0.0
1868,3.457911734727759e-09,5.433861360870651e-09
1869,1.3185501579471293e-08,0.0
1870,2.8670243956696595e-09,0.0
1871,6.37270636261178e-09,0.0
1872,7.861540751719076e-09,0.0
1873,3.591602570907071e-09,5.986004469882289e-10
1874,7.766991494406739e-09,0.0
1875,5.721527140956084e-10,0.0
1876,1.9951848173604958e-08,2.418405919968336e-09
1877,6.184816214727107e-09,0.0
1878,2.4156354694326865e-09,4.22736201599605e-09
1879,1.4051448005147904e-08,6.720257683667796e-09
1880,7.701415505323439e-09,1.2835692508872398e-09
1881,2.091752326904839e-09,2.7890030285249168e-09
1882,5.989846840748214e-09,0.0
1883,2.5277355764075082e-09,6.319338829996468e-09
1884,5.281357573494461e-09,5.941527270181268e-09
1885,3.2228177904158883e-09,6.445635691854079e-10
1886,1.2906927970846027e-08,4.5174246565693466e-09
1887,2.6115698492645834e-09,3.264462256069578e-09
1888,3.1703073499755874e-09,0.0
1889,4.385595886446936e-09,0.0
1890,1.3108772956016423e-09,0.0
1891,5.099376032546843e-09,0.0
1892,0.0,1.2537024751679837e-09
1893,1.847525021858587e-09,0.0
1894,0.0,0.0
1895,6.018614495673091e-09,0.0
1896,0.0,0.0
1897,1.7480140668268973e-09,0.0
1898,6.224190496340043e-09,1.13167097914868e-09
1899,3.8693048765026106e-09,1.1055156790007459e-09
1900,5.191053142894475e-10,4.15284251431558e-09
1901,2.235495566438317e-09,0.0
1902,1.9641135384773634e-09,0.0
1903,2.7001101354784396e-09,4.320176216765503e-09
1904,3.2247751136083025e-09,0.0
1905,6.708986699521802e-09,0.0
1906,5.658602919567102e-09,0.0
1907,2.057137349353866e-09,0.0
1908,3.929111258571538e-09,1.4734167219643268e-09
1909,3.850688656825696e-09,1.1001967115120692e-09
1910,1.068830135508847e-09,0.0
1911,7.980561100850991e-09,0.0
1912,5.209421227725386e-10,0.0
1913,2.121195885607108e-09,1.060597942803554e-09
1914,4.68772043404897e-09,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,4.603924352863942e-09,0.0
1920,6.815008557481406e-09,0.0
1921,2.2718242842501013e-09,3.0290989716519334e-09
1922,7.377935484775833e-10,0.0
1923,2.1231896241147297e-09,0.0
1924,2.578324886925998e-09,0.0
1925,3.299453377181294e-09,3.299453377181294e-09
1926,6.687683296036084e-09,1.1146138456652466e-09
1927,8.919379901328739e-09,0.0
1928,7.998228745975666e-09,0.0
1929,2.2280812750352652e-09,0.0
1930,5.2518016602221e-09,0.0
1931,2.2810713318222042e-09,0.0
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,3.4411986593596566e-09,0.0
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,0.0
1936,1.2124714565686645e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,6.482607339819424e-09,0.0
1939,3.058810094103137e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,0.0,6.068423541449874e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,7.152522574216391e-09,0.0
1948,4.348755133776194e-09,0.0
1949,9.817008317369869e-10,0.0
1950,2.1270722960764488e-09,0.0
1951,3.1984206394497505e-09,3.1984206394497505e-09
1952,4.2179215675730575e-09,0.0
1953,6.464296653518886e-09,0.0
1954,1.4658803948464083e-08,9.772536113672459e-10
1955,4.6928039232341234e-09,0.0
1956,2.616342476002842e-09,0.0
1957,3.534015080575159e-09,0.0
1958,1.6544486891589827e-09,0.0
1959,5.425523585955716e-09,0.0
1960,3.460416619915918e-09,0.0
1961,4.16889545107324e-09,6.948159270159238e-10
1962,9.512934440181198e-09,6.341956404476434e-10
1963,5.819448034571906e-09,3.879631726988464e-09
1964,5.475571551727398e-09,0.0
1965,7.660860390501512e-09,0.0
1966,2.769537488234164e-09,0.0
1967,2.465167847631733e-09,9.860671168482327e-10
1968,1.7965663401398047e-09,4.4914158503495116e-10
1969,2.7250546263957176e-09,4.5417578031781147e-10
1970,2.7592350626548523e-09,0.0
1971,5.138397485282553e-10,0.0
1972,4.6171320100540925e-09,1.0260293725750103e-09
1973,2.205281512956958e-09,0.0
1974,2.2502286700643026e-09,5.625571675160757e-10
1975,2.2845920710778955e-09,1.1422960355389478e-09
1976,0.0,0.0
1977,5.876781838942691e-10,3.526069214387917e-09
1978,4.752473081737207e-09,0.0
1979,2.3407893401383717e-09,0.0
1980,3.411090521154847e-09,0.0
1981,1.2651099057237047e-09,0.0
1982,4.345251713999687e-09,6.207502289967692e-10
1983,3.157658134966823e-09,0.0
1984,3.479405208395292e-09,0.0
1985,6.015558051686298e-10,0.0
1986,1.7983456945813714e-09,5.994485463567401e-10
1987,1.2221633705067347e-09,0.0
1988,1.798966087207532e-09,0.0
1989,2.1952488715726304e-09,0.0
1990,1.089730194969718e-09,0.0
1991,1.1722930404189924e-09,0.0
1992,1.1019888335184191e-09,0.0
1993,2.7696036575264316e-09,0.0
1994,2.1099706426497278e-09,5.274926606624319e-10
1995,2.1689803286761844e-09,5.422450821690461e-10
1996,1.6014276571496566e-09,5.338092190498855e-10
1997,0.0,0.0
1998,1.43043876743576e-09,0.0
1999,2.7421207526856506e-09,9.140402323914998e-10
2000,0.0,4.4180314962005696e-10
2001,1.3143635069212678e-09,0.0
2002,1.3143663935011318e-09,0.0
2003,4.1669229178253886e-10,0.0
2004,2.2023955992267474e-09,0.0
2005,0.0,1.3511248786457486e-09
2006,2.0589450144825605e-09,8.235779835885637e-10
2007,3.1955835755326234e-09,0.0
2008,1.7029758714315335e-09,8.514879357157668e-10
2009,3.337734755248789e-09,9.53638501499654e-10
2010,0.0,0.0
2011,2.2943831279320648e-09,0.0
2012,2.7234021704458655e-09,0.0
2013,4.741512515948898e-09,1.6734750252211938e-09
2014,4.7639794331644225e-09,6.496335691608124e-10
2015,3.768178213903184e-09,1.10828768384863e-09
2016,5.59261792432153e-09,1.6570720351438695e-09
2017,4.2765391228272165e-09,7.54683426862357e-10
2018,4.130346731301415e-09,0.0
2019,6.887666881283394e-09,2.55098775436835e-10
