year,esprits_NOUN ouverts_ADJ,esprits_NOUN couverts_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,8.344824387052086e-09,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,1.6842225392110777e-09,1.6842225392110777e-09
1825,0.0,0.0
1826,5.284790383086602e-09,8.807984341885344e-10
1827,0.0,0.0
1828,2.7516904310687096e-09,0.0
1829,1.714635211591542e-09,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,1.3900354645102198e-08,0.0
1834,9.334530925997342e-10,9.334530925997342e-10
1835,0.0,0.0
1836,6.048674894287842e-09,0.0
1837,0.0,0.0
1838,1.8936485712828244e-09,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,6.420548537278137e-10
1842,0.0,0.0
1843,2.3627644285539873e-09,0.0
1844,5.488561272137815e-10,0.0
1845,1.1160455892778032e-09,0.0
1846,5.854501328173001e-10,0.0
1847,5.393223645455691e-10,1.0786447290911383e-09
1848,1.6090443422100975e-09,0.0
1849,1.1731181359664333e-08,0.0
1850,0.0,0.0
1851,7.094382858952031e-09,0.0
1852,5.208436348880241e-09,0.0
1853,0.0,5.971931837933653e-10
1854,1.0391328908454511e-09,1.0391328908454511e-09
1855,5.837630823180007e-09,0.0
1856,9.836659486950339e-09,0.0
1857,1.0251168802710708e-08,0.0
1858,7.829881631948865e-09,1.468102750479261e-09
1859,1.1202780925145817e-08,0.0
1860,4.577183909670879e-10,4.577183909670879e-10
1861,4.715963730639317e-10,1.8863854922557266e-09
1862,2.710791813242963e-09,0.0
1863,4.994620828036034e-10,9.989241656072068e-10
1864,3.835782358407869e-09,0.0
1865,1.4591217123438582e-08,0.0
1866,5.352174259343201e-09,0.0
1867,4.85281148598915e-09,0.0
1868,9.87974857480367e-09,0.0
1869,3.4184634012390802e-09,0.0
1870,2.1789384518910992e-08,0.0
1871,2.1242354542039266e-09,0.0
1872,3.628403577593531e-09,0.0
1873,1.9155214303623325e-08,0.0
1874,1.3741600746186577e-08,0.0
1875,1.0298748520654044e-08,1.716458086775674e-09
1876,3.627608879952504e-09,2.418405919968336e-09
1877,1.5462040314773162e-08,0.0
1878,1.4493812372506909e-08,0.0
1879,2.4437301737734174e-08,0.0
1880,7.059631101924424e-09,0.0
1881,2.1614773970668466e-08,0.0
1882,2.2628309892525067e-08,1.3310770263785798e-09
1883,1.7062214752172622e-08,0.0
1884,7.922036360241691e-09,0.0
1885,9.66845359329227e-09,6.445635691854079e-10
1886,1.871504551331782e-08,0.0
1887,9.793386546164129e-09,0.0
1888,2.4094335415725254e-08,0.0
1889,1.6915869371914027e-08,0.0
1890,1.3764211992395303e-08,0.0
1891,1.5935549768641977e-08,1.2748440081367107e-09
1892,1.0656471260972467e-08,0.0
1893,5.542574843531156e-09,3.079208221734575e-09
1894,2.3945849747519787e-08,0.0
1895,1.3842813118003505e-08,0.0
1896,2.181900704556483e-08,2.358811590497112e-09
1897,1.2236098356765979e-08,0.0
1898,2.2633418694795182e-08,0.0
1899,9.39688327150634e-09,0.0
1900,1.142031713641245e-08,0.0
1901,2.1237207603608255e-08,0.0
1902,2.0623192042990013e-08,0.0
1903,1.2420506179111612e-08,0.0
1904,1.6123875568041512e-08,0.0
1905,1.1353670004154992e-08,0.0
1906,8.230695236477459e-09,0.0
1907,1.697138252154673e-08,5.142843373384665e-10
1908,2.4556944921982904e-08,0.0
1909,1.7603147828282317e-08,2.2003934230241384e-09
1910,1.977335761793597e-08,0.0
1911,2.128149745317387e-08,0.0
1912,2.0837685354990754e-08,0.0
1913,1.2196876397752021e-08,1.060597942803554e-09
1914,2.2768929186511855e-08,6.696743715117748e-10
1915,1.0602685840410686e-08,1.1780761921542648e-09
1916,3.5159878564172686e-08,0.0
1917,2.631941953268324e-08,0.0
1918,1.4932290071101306e-08,0.0
1919,1.9336480860943084e-08,0.0
1920,1.0601124422748853e-08,1.514446346106979e-09
1921,3.256281422281404e-08,0.0
1922,1.623145884366295e-08,0.0
1923,4.246379248229459e-09,0.0
1924,1.4180787211159895e-08,1.289162443462999e-09
1925,2.6395626573361142e-08,0.0
1926,1.5604593173179637e-08,0.0
1927,2.2298449309232637e-08,0.0
1928,7.998228745975666e-09,0.0
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,8.402882833991043e-09,0.0
1931,1.8248570654577634e-08,2.2810713318222042e-09
1932,2.849479585620429e-08,1.2055489939655217e-08
1933,8.02946331646126e-09,1.1470662197865522e-09
1934,7.188948103475923e-09,2.3963160344919743e-09
1935,1.4361940969820353e-08,2.393656828303392e-09
1936,3.516167268458048e-08,0.0
1937,1.0072894518486919e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,1.988226472349197e-08,0.0
1940,7.607348528892999e-09,0.0
1941,2.066051862925633e-08,0.0
1942,6.068423541449874e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,1.6705326011390298e-08,0.0
1947,2.5033829231801974e-08,1.1920870957027319e-09
1948,2.5005341797168512e-08,0.0
1949,1.3743811422273211e-08,0.0
1950,1.2762433776458693e-08,0.0
1951,1.5992101864981123e-08,3.1984206394497505e-09
1952,2.003512733494972e-08,0.0
1953,1.939288907237824e-08,0.0
1954,1.6613311615287785e-08,0.0
1955,1.220129064449793e-08,0.0
1956,1.9186511934776718e-08,0.0
1957,1.501956425897788e-08,0.0
1958,1.0753916868111446e-08,8.272243445794913e-10
1959,4.650448914844674e-09,0.0
1960,1.6610000486139143e-08,0.0
1961,1.111705483225478e-08,6.948159270159238e-10
1962,1.3952304200870458e-08,0.0
1963,1.4871922360271128e-08,0.0
1964,1.7035111099517053e-08,0.0
1965,2.2982582947861374e-08,0.0
1966,2.215629990587331e-08,0.0
1967,1.3311906243984595e-08,1.4791006197611978e-09
1968,9.431973424511852e-09,1.3474247273492779e-09
1969,1.816703096291228e-08,0.0
1970,1.977451802304131e-08,4.5987250119061684e-10
1971,1.6956711590410123e-08,0.0
1972,7.182205497002769e-09,0.0
1973,1.4885650045926013e-08,5.513203782392395e-10
1974,1.518904385600095e-08,1.1251143350321513e-09
1975,9.709516746170266e-09,0.0
1976,1.7711933253394818e-08,0.0
1977,7.052138428775834e-09,1.1753563677885381e-09
1978,1.4257419245211622e-08,5.940591352171509e-10
1979,8.192762912528906e-09,0.0
1980,1.3075846294618998e-08,5.685150683554241e-10
1981,1.5181319312773667e-08,0.0
1982,9.932003663948308e-09,0.0
1983,1.0736036948344463e-08,0.0
1984,6.378909234161512e-09,5.799008495621649e-10
1985,1.7445119127046382e-08,0.0
1986,8.392279815527814e-09,0.0
1987,1.0388388815840699e-08,1.2221633705067347e-09
1988,1.3192418713003917e-08,0.0
1989,7.134558721588746e-09,5.488122178931576e-10
1990,1.47113579651581e-08,0.0
1991,1.2309077312977479e-08,0.0
1992,1.928480486412809e-08,0.0
1993,1.4401939196773128e-08,0.0
1994,1.3187316905138857e-08,0.0
1995,9.21816667442954e-09,0.0
1996,1.4412848692302305e-08,0.0
1997,1.774110913732585e-08,4.79489448146353e-10
1998,9.536258005482523e-09,4.768129224785866e-10
1999,1.690974471557638e-08,4.570201161957499e-10
2000,6.627047355323157e-09,0.0
2001,1.270551397425379e-08,4.3812117822561447e-10
2002,8.324320510677552e-09,4.38122149670761e-10
2003,1.0833999475323708e-08,0.0
2004,8.369103632333008e-09,0.0
2005,1.5312748402607212e-08,0.0
2006,1.1118302889467913e-08,0.0
2007,1.4380125756829898e-08,0.0
2008,1.958422224390688e-08,4.257439678578834e-10
2009,1.1443662017995848e-08,4.76819250749827e-10
2010,1.0864724231396394e-08,0.0
2011,1.3766299211681599e-08,3.82397197240536e-10
2012,1.1574459612972987e-08,0.0
2013,1.0319762822064149e-08,5.578250084070646e-10
2014,1.5591204771681078e-08,4.330890368553497e-10
2015,7.979671146074452e-09,2.2165753954528356e-10
2016,9.113896443091463e-09,0.0
2017,1.2074934829797712e-08,0.0
2018,1.0067719991013746e-08,2.5814667070633845e-10
2019,9.183556137770665e-09,0.0
