year,six_DET ouvertures_NOUN,six_DET couvertures_NOUN
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,2.1547654771580937e-09,0.0
1954,8.795282280260608e-09,0.0
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,4.360570571293465e-09,8.72114158667614e-10
1957,1.4136060322300636e-08,2.6505113659425206e-09
1958,9.099467679352102e-09,1.6544486891589827e-09
1959,1.937686999742283e-08,1.5501495642666896e-09
1960,4.844583401109048e-09,6.920833350854139e-10
1961,4.8637115446226176e-09,6.948159270159238e-10
1962,1.9025868880362395e-08,0.0
1963,1.681173822376536e-08,2.5864212993553792e-09
1964,1.0951142881410192e-08,3.041984220075733e-09
1965,9.302473458205895e-09,0.0
1966,9.970334891029609e-09,5.539074754423723e-10
1967,6.902469651404175e-09,3.451234853457663e-09
1968,8.084548530629121e-09,2.245707841908029e-09
1969,9.991866778413794e-09,9.083515606356229e-10
1970,1.1036940472664014e-08,3.6789800095249348e-09
1971,1.2332154297745035e-08,1.541519245584766e-09
1972,1.7955513964551528e-08,3.5911027485013847e-09
1973,7.718485461882807e-09,1.6539611347177186e-09
1974,1.3501371687318908e-08,5.625571675160757e-10
1975,1.5420996479775795e-08,1.7134440533084216e-09
1976,5.713526818329484e-09,2.856763492431469e-09
1977,7.052138206731229e-09,5.876781838942691e-10
1978,1.1881182593320716e-08,3.5643548113029055e-09
1979,8.777959692451986e-09,4.0963813452421505e-09
1980,1.2507331170752423e-08,2.2740602734216964e-09
1981,1.3916208907449601e-08,1.897664858585557e-09
1982,9.311253545973841e-09,2.483000915987077e-09
1983,8.841442356022355e-09,5.68378455412244e-09
1984,1.217791817387237e-08,4.639206629963866e-09
1985,4.210890747202711e-09,7.218669662023558e-09
1986,7.792830936104167e-09,2.997242676272549e-09
1987,7.3329802230404084e-09,6.110816852533674e-10
1988,4.197587610832443e-09,2.99827696004229e-09
1989,9.329807704183679e-09,2.7440609784434855e-09
1990,9.262706657242603e-09,1.6345953479657283e-09
1991,8.792197470075536e-09,2.344586080837985e-09
1992,9.366904696328504e-09,7.713921723606632e-09
1993,1.2740177135484032e-08,4.985286850001103e-09
1994,2.637463358823311e-09,6.329912094482637e-09
1995,7.049185901664146e-09,1.626735190995987e-09
1996,5.871901631593346e-09,1.6014276571496566e-09
1997,4.315405033317177e-09,1.438468344439059e-09
1998,7.629006981701991e-09,3.814503379828693e-09
1999,1.3253583563965776e-08,2.7421207526856506e-09
2000,5.301637906462986e-09,1.7672125984802278e-09
2001,1.0514908582726079e-08,2.1906058633724967e-09
2002,7.448076377869484e-09,4.3812213301741565e-09
2003,5.000307723435071e-09,7.083768793769707e-09
2004,4.404791198453495e-09,3.0833539332864035e-09
2005,7.656374312325909e-09,2.702249757291497e-09
2006,9.059357930496503e-09,2.0589450144825605e-09
2007,5.192823504529542e-09,5.59227145147112e-09
2008,5.108927503272298e-09,2.128719839289417e-09
2009,1.0013204487790972e-08,3.337734755248789e-09
2010,5.196172381261022e-09,1.4171379625338432e-09
2011,2.6767803529281764e-09,1.1471915639660324e-09
2012,3.4042527408129075e-09,1.7021263287730903e-09
2013,4.462600122767668e-09,8.367375126105969e-10
2014,4.330890368553497e-09,5.197068442264197e-09
2015,8.422986585987502e-09,1.7732603163622684e-09
2016,7.66395813478482e-09,2.485607997204653e-09
2017,2.26405022507592e-09,1.5093667982135628e-09
2018,3.3559067191824e-09,4.388493402007754e-09
2019,4.3366790158927415e-09,1.53059265262101e-09
