year,six_DET ouvertures_NOUN,six_DET couvertures_NOUN
1800,1.5720821977538435e-08,9.432493897065797e-09
1801,1.6668277424969347e-08,0.0
1802,2.0140561218795483e-08,2.2378401354217203e-09
1803,3.1205427575287104e-08,0.0
1804,3.213406074564773e-08,1.4831105232815389e-08
1805,5.685755422035754e-09,8.528632911009026e-09
1806,1.152667650217154e-08,2.881669125542885e-09
1807,8.540865792383556e-09,0.0
1808,1.1330369975581789e-08,4.5321479902327155e-09
1809,3.388545710691915e-08,6.7770917766551975e-09
1810,1.6380887313260928e-08,2.3401267590372754e-09
1811,3.5099073869560016e-08,5.0141535368197765e-09
1812,1.0668832928217853e-08,5.3344164641089264e-09
1813,2.8757416448144113e-09,5.751483289628823e-09
1814,7.866692897096073e-08,0.0
1815,1.0788894222457657e-08,0.0
1816,2.5493642752394408e-08,2.3176038865813098e-09
1817,4.826307464789181e-08,0.0
1818,1.5497530370112145e-08,2.384235475716423e-09
1819,2.1737204591865122e-08,0.0
1820,1.0679833017945839e-08,2.0173018810965004e-08
1821,3.0570613596125895e-08,0.0
1822,1.2030739071633434e-08,0.0
1823,2.9648060007048116e-08,8.894418535021487e-09
1824,1.1789557774477544e-08,0.0
1825,3.169959583715354e-08,8.805443041381977e-10
1826,2.3781558056157337e-08,0.0
1827,2.5808365222701468e-08,9.217273055917019e-10
1828,1.9261832406858304e-08,0.0
1829,1.457439946506156e-08,0.0
1830,1.2524203230057651e-08,0.0
1831,3.2741533706470705e-08,0.0
1832,2.4353944638733083e-08,0.0
1833,2.0850531967653296e-08,2.3167257001688313e-09
1834,2.9870498963191494e-08,2.8003592777992026e-09
1835,4.310960122211327e-08,0.0
1836,3.427582617732128e-08,0.0
1837,8.279890284512703e-08,0.0
1838,7.827080850120183e-08,0.0
1839,7.550793423849456e-08,6.9914749545318955e-09
1840,1.1720227011124962e-07,4.458782232319436e-09
1841,1.8619591202195807e-08,1.1556987367100646e-08
1842,4.22620693996123e-08,0.0
1843,5.847841949568888e-08,1.1813822142769936e-09
1844,2.7991662321369404e-08,5.488561272137815e-10
1845,4.854798324460674e-08,5.580227946389016e-10
1846,4.9177810268474786e-08,1.7563503984519002e-09
1847,4.584240098637338e-08,3.235934187273415e-09
1848,6.194820556526537e-08,0.0
1849,5.4466195553715124e-08,0.0
1850,2.7834884619437616e-08,1.3577992064028876e-08
1851,3.4826967976187007e-08,4.514607354622058e-09
1852,1.1523665621737678e-07,1.3021090872200602e-09
1853,6.151089548822597e-08,8.360704573107114e-09
1854,2.338049043260071e-08,5.7152309551611324e-09
1855,9.499417785718833e-08,5.306937111981824e-10
1856,4.3488389556145535e-08,5.177189232874468e-10
1857,3.368241174861453e-08,3.4170564155999728e-09
1858,3.7191936197444875e-08,0.0
1859,1.7313389832906978e-08,2.036869339860914e-09
1860,3.890606303791344e-08,2.288591982591015e-09
1861,2.4994607272788016e-08,1.1789909049042535e-08
1862,5.1505044229571695e-08,9.035972525772706e-10
1863,4.994620983467257e-08,4.495158911765884e-09
1864,4.411149623351207e-08,1.4384183844029508e-09
1865,2.58876440284439e-08,1.4120533631256649e-09
1866,2.6760871296716005e-08,9.731225825149181e-10
1867,3.833720896295745e-08,2.426405742994575e-09
1868,5.433861360870651e-08,0.0
1869,2.8324411371905e-08,3.9068152046795035e-09
1870,2.69500293192948e-08,0.0
1871,4.354682658913589e-08,0.0
1872,3.084143074261192e-08,2.4189357183956872e-09
1873,4.070482972906575e-08,5.9860045809045914e-09
1874,3.704257589554061e-08,4.779687479139483e-09
1875,2.9751940466837823e-08,1.1443054281912168e-09
1876,4.776351825164227e-08,1.209202959984168e-09
1877,5.937423452895274e-08,1.2369631985365004e-09
1878,4.891661697925542e-08,4.22736201599605e-09
1879,2.8102896010295808e-08,6.109325489944695e-09
1880,4.556670996080925e-08,7.701415727368044e-09
1881,6.135806729368198e-08,4.183504653809678e-09
1882,2.2628309892525067e-08,1.3310770263785798e-09
1883,5.434631500378373e-08,8.21514056781325e-09
1884,3.828984151965642e-08,8.582206056928499e-09
1885,5.7366156325233675e-08,4.511945039809007e-09
1886,3.743008902823419e-08,3.2267318816892043e-09
1887,3.395040970577412e-08,1.9586773869484375e-09
1888,3.043495055976564e-08,1.2681229177857745e-08
1889,2.5060547137467637e-08,1.8795409673089125e-09
1890,2.7528422485989523e-08,1.2453334363726754e-08
1891,3.952016558450566e-08,2.5496880162734215e-09
1892,2.9462007722358408e-08,3.1342561879199593e-09
1893,1.1700991287000306e-08,8.005941465327737e-09
1894,3.7179083589578e-08,2.520615716150587e-09
1895,4.032471778714353e-08,6.018614717717696e-09
1896,2.9485145214280806e-08,1.179405795248556e-09
1897,1.8062811357744124e-08,3.4960281336537946e-09
1898,1.754090062089375e-08,7.921697076085366e-09
1899,1.0502398950507086e-08,7.185851913504848e-09
1900,2.3359739476092045e-08,3.633737311048435e-09
1901,3.912117207960364e-08,3.353243460679778e-09
1902,6.285163545172168e-08,4.910283846193408e-10
1903,4.21217198898205e-08,9.1803746826713e-09
1904,3.0635364467457293e-08,7.524475265086039e-09
1905,4.18021492976095e-08,3.6125313851442797e-09
1906,6.996091117539294e-08,1.0288369045596824e-09
1907,3.857132568896304e-08,3.599990305858114e-09
1908,2.6521501661491698e-08,2.9468334439286537e-09
1909,2.1453836707152618e-08,1.6502950117569526e-09
1910,2.9927244238336925e-08,1.068830135508847e-09
1911,1.7025197029951755e-08,3.7242617878519013e-09
1912,2.1358627533274444e-08,2.0837684910901544e-09
1913,2.651494829253309e-08,3.181793939432964e-09
1914,2.2099255092555836e-08,1.3393487430235496e-09
1915,2.4739600590351074e-08,1.4136914305851178e-08
1916,1.0987461607214755e-08,0.0
1917,2.19328495365545e-08,3.289927441585405e-09
1918,1.378365155346728e-08,1.2635013924011673e-08
1919,2.3019620654096684e-08,1.0128633265438225e-08
1920,1.3630017114962811e-08,6.815008557481406e-09
1921,1.741731914250977e-08,7.572747373618682e-09
1922,1.3280283539529592e-08,4.426761179843197e-09
1923,7.431163684401554e-09,0.0
1924,3.867487219366694e-09,6.445812328337297e-09
1925,2.4195990988573612e-08,0.0
1926,1.3375366592072169e-08,1.1146138456652466e-09
1927,8.919379901328739e-09,3.3447675740205796e-09
1928,1.2568645679778001e-08,1.1426041224282812e-09
1929,1.2254447234738564e-08,8.912325100141061e-09
1930,4.201441528017824e-09,2.100720708497761e-09
1931,1.7108034988666532e-08,3.4216069977333063e-09
1932,4.383814644626227e-09,0.0
1933,5.735331098932761e-09,3.4411986593596566e-09
1934,9.585264137967897e-09,5.990790086229936e-09
1935,1.0771455727365264e-08,2.393656828303392e-09
1936,2.424942913137329e-08,1.2124714565686645e-09
1937,1.1332006444320086e-08,2.5182236296217297e-09
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,1.3764645423464117e-08,0.0
1940,1.5214697723919812e-08,0.0
1941,0.0,2.9515025978810172e-09
1942,1.517105907566929e-08,9.102635312174812e-09
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,6.535512131478072e-09
1946,8.352662561605939e-09,4.1763312808029696e-09
1947,7.152522574216391e-09,2.3841741914054637e-09
1948,1.3046265401328583e-08,1.0871887834440486e-09
1949,1.668891336237266e-08,0.0
1950,1.1698897850465073e-08,5.317680518146517e-09
1951,2.1322803522849654e-09,1.0661401761424827e-09
