year,rares_ADJ ouvertures_NOUN,rares_ADJ couvertures_NOUN
1913,1.2196876397752021e-08,0.0
1914,1.4732836284281348e-08,0.0
1915,1.8849219074468238e-08,0.0
1916,4.394984820521586e-09,0.0
1917,2.9609346086090227e-08,0.0
1918,2.067547733020092e-08,0.0
1919,1.3811772170413406e-08,0.0
1920,8.329454459499175e-09,0.0
1921,7.572747762196741e-09,0.0
1922,2.4347187377316004e-08,0.0
1923,1.8047112249064412e-08,0.0
1924,2.0626599095407983e-08,0.0
1925,2.74954441437103e-08,0.0
1926,1.89484357093761e-08,1.1146138456652466e-09
1927,1.4493992672726108e-08,0.0
1928,1.9424270192303084e-08,0.0
1929,8.912325100141061e-09,0.0
1930,1.575540586884472e-08,0.0
1931,2.6232321204133768e-08,0.0
1932,8.767629289252454e-09,0.0
1933,1.7205993074753678e-08,0.0
1934,1.677421224144382e-08,0.0
1935,1.9149254626427137e-08,0.0
1936,1.091224355320719e-08,2.424942913137329e-09
1937,2.2664012888640173e-08,2.5182236296217297e-09
1938,1.0372171566075394e-08,2.5930428915188486e-09
1939,1.2235240376412548e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,8.854508237732261e-09,0.0
1942,6.068423541449874e-09,0.0
1943,2.0322646676618206e-08,0.0
1944,6.105053529381621e-08,0.0
1945,3.485606470121638e-08,0.0
1946,1.3921104269343232e-08,1.3921104269343232e-09
1947,1.3112957830685446e-08,0.0
1948,1.848220954059343e-08,0.0
1949,1.7670615193310368e-08,9.817008317369869e-10
1950,2.5524867552917385e-08,0.0
1951,1.1727541604500402e-08,0.0
1952,2.003512733494972e-08,0.0
1953,1.6160740301529586e-08,0.0
1954,7.818028890937967e-09,0.0
1955,3.754243138587299e-09,0.0
1956,1.744228228517386e-08,1.744228317335228e-09
1957,1.1485549400447326e-08,0.0
1958,1.5717262158432277e-08,0.0
1959,8.525822714489095e-09,2.325224457422337e-09
1960,1.5225833038812198e-08,6.920833350854139e-10
1961,1.389631876236308e-08,2.779263708063695e-09
1962,1.7123282347597524e-08,0.0
1963,2.7157422977097667e-08,6.466053248388448e-10
1964,7.909158661334459e-09,6.083968329129164e-10
1965,1.2038495533772675e-08,0.0
1966,1.495550172592175e-08,1.1078149508847446e-09
1967,1.7749208325312793e-08,4.930335584241163e-10
1968,1.122853987567396e-08,4.4914158503495116e-10
1969,1.6804504454626112e-08,4.5417578031781147e-10
1970,1.5635665207014426e-08,1.8394900047624674e-09
1971,1.644287195290417e-08,0.0
1972,1.4364410994005539e-08,1.0260293725750103e-09
1973,1.598829157956061e-08,0.0
1974,1.7439271360331077e-08,2.2502286700643026e-09
1975,1.9990180177842376e-08,0.0
1976,1.7711933253394818e-08,0.0
1977,1.8218024422367307e-08,1.1753563677885381e-09
1978,1.6039596317796168e-08,0.0
1979,1.1703946256602649e-08,0.0
1980,2.6720208268216084e-08,5.685150683554241e-10
1981,2.213942273954217e-08,0.0
1982,1.738100685599875e-08,0.0
1983,1.7682884490000106e-08,1.89459470334441e-09
1984,1.5657322549600394e-08,0.0
1985,2.2257564680217e-08,6.015558051686298e-10
1986,1.7983456501724504e-08,0.0
1987,8.555143260480236e-09,1.2221633705067347e-09
1988,1.679035044332977e-08,5.996553809062277e-10
1989,1.7561990972581043e-08,1.6464366536794728e-09
1990,1.7980548605578406e-08,5.44865097484859e-10
1991,1.641210189973208e-08,1.7584396161396398e-09
1992,2.0386792698445788e-08,0.0
1993,1.883330469354405e-08,1.1078414852150331e-09
1994,1.635227242502424e-08,2.1099706426497278e-09
1995,1.0302656505700725e-08,0.0
1996,1.975094043871195e-08,0.0
1997,1.7261619689179497e-08,4.79489448146353e-10
1998,1.0966696883940585e-08,2.3840645013706308e-09
1999,1.9194844824710344e-08,1.8280804647829996e-09
2000,1.2370488633450805e-08,4.4180314962005696e-10
2001,1.2267393323384113e-08,0.0
2002,1.4019908789464353e-08,2.1906108038649563e-09
2003,1.583430631058036e-08,0.0
2004,1.0131019578807354e-08,4.404791253964646e-10
2005,1.8915748967174295e-08,0.0
2006,1.6059770402421236e-08,4.1178899179428186e-10
2007,1.5977917655618512e-08,7.988958938831558e-10
2008,1.4901038625225738e-08,4.257439678578834e-10
2009,1.5735034608610476e-08,4.76819250749827e-10
2010,1.795041271179798e-08,9.447586046817946e-10
2011,1.5678285336662157e-08,0.0
2012,1.6340413466764403e-08,1.0212758416727752e-09
2013,1.7571487376244477e-08,8.367375126105969e-10
2014,1.515811653973742e-08,6.496335691608124e-10
2015,1.662431614590787e-08,0.0
2016,1.636358604173438e-08,4.1426800878596737e-10
2017,1.5345229087415646e-08,2.515611330355938e-10
2018,1.5746946857575495e-08,1.0325866828253538e-09
2019,1.020395146156261e-08,2.2958890344426663e-09
