year,bons_ADJ arts_NOUN,bons_ADJ quarts_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,1.4287095950749062e-08
1802,0.0,0.0
1803,0.0,3.900678446910888e-09
1804,0.0,7.4155526164076946e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469550272802735e-08
1808,0.0,2.4926814390369145e-08
1809,2.259030518203531e-09,1.581321384946932e-08
1810,0.0,2.3401266702194334e-08
1811,0.0,1.2535384286138651e-08
1812,0.0,2.6672082320544632e-09
1813,0.0,4.026038169513413e-08
1814,0.0,0.0
1815,0.0,1.6183340889597275e-08
1816,0.0,1.1588019432906549e-08
1817,0.0,1.0898113522728181e-08
1818,0.0,3.5763532135746345e-09
1819,0.0,8.280840013696888e-09
1820,0.0,5.933240565525466e-09
1821,0.0,2.6626018723163725e-08
1822,0.0,1.604098542884458e-08
1823,0.0,1.9765373782121287e-09
1824,0.0,1.3473780313688621e-08
1825,0.0,2.0252519661312363e-08
1826,0.0,6.1655889282974385e-09
1827,0.0,9.217273055917019e-10
1828,0.0,1.559291185060374e-08
1829,6.001223074036943e-09,3.1720752247110795e-08
1830,0.0,4.174734336004349e-09
1831,9.354723218280014e-09,1.2472964883158966e-08
1832,6.764984572527055e-09,8.117981842303834e-09
1833,0.0,1.2741991461950875e-08
1834,4.667265685043276e-09,1.4001796166951408e-08
1835,3.781543966852041e-09,1.8151411040889798e-08
1836,0.0,1.5457725766054864e-08
1837,2.0873671680021744e-09,2.0873672568200163e-08
1838,1.2624323808552163e-08,8.2058102535143e-09
1839,0.0,2.7965900706306e-09
1840,0.0,1.9109066329292546e-08
1841,6.420548537278137e-09,3.2102742686390684e-09
1842,0.0,1.0733224087289273e-08
1843,2.953455480181333e-09,5.31621990873532e-09
1844,0.0,1.2074834465636286e-08
1845,1.1160455892778032e-09,8.37034175305007e-09
1846,0.0,2.4588905134237393e-08
1847,0.0,4.314578916364553e-09
1848,0.0,4.82713291560799e-09
1849,0.0,6.703531951757213e-09
1850,0.0,8.82569484161877e-09
1851,1.2898877521649865e-09,2.0638204034639784e-08
1852,2.6042181744401205e-09,8.463708844885787e-09
1853,0.0,1.4332636411040767e-08
1854,0.0,6.754363734984281e-09
1855,0.0,3.714855978387277e-09
1856,0.0,1.7602443946884705e-08
1857,0.0,2.2943092758964667e-08
1858,0.0,1.2234189661342043e-08
1859,2.5460866748261424e-09,2.49516496353408e-08
1860,1.8308735638683515e-09,5.950338888283113e-09
1861,4.715963730639317e-10,2.1221836732365773e-08
1862,4.517986429419807e-09,7.228778020618165e-09
1863,4.994620828036034e-10,1.2486552236623538e-08
1864,0.0,1.0548401263577034e-08
1865,9.41368871743009e-10,1.2237795665726026e-08
1866,0.0,1.6543083347642096e-08
1867,3.88224918879132e-09,1.1161466417775046e-08
1868,2.9639244392143382e-09,1.333765986544222e-08
1869,1.0255390314739543e-08,9.278686263769487e-09
1870,7.454262984651905e-09,1.490852596930381e-08
1871,0.0,1.4869648623516696e-08
1872,1.8142017887967654e-09,1.0885210954825197e-08
1873,2.9930022904522957e-09,1.97538145840781e-08
1874,1.1949218281515073e-09,1.1351757756017378e-08
1875,2.2886108563824337e-09,1.0870901512305409e-08
1876,6.04601479992084e-09,1.813804395567331e-08
1877,3.0924081073635534e-09,1.1132669008873108e-08
1878,0.0,1.5701630218245555e-08
1879,2.443730107160036e-09,1.8938909107646396e-08
1880,0.0,1.8611753915820373e-08
1881,6.972507571312292e-10,2.370652651961791e-08
1882,0.0,1.9966154951589488e-08
1883,1.2638677882037541e-09,1.7062214752172622e-08
1884,1.0562715146988921e-08,1.0562715146988921e-08
1885,5.156508553483263e-09,1.8692343672910283e-08
1886,1.2906927748801422e-09,2.3877817056927597e-08
1887,0.0,1.1099172247952538e-08
1888,1.9021844099853524e-09,1.9655905347804037e-08
1889,1.8795409673089125e-09,1.9421923624918236e-08
1890,0.0,1.3108772733971819e-08
1891,0.0,1.9760081571007504e-08
1892,0.0,8.149066310636499e-09
1893,0.0,9.853466487186324e-09
1894,2.520615716150587e-09,3.150769600779313e-08
1895,1.2037228991346183e-09,1.2037228991346183e-08
1896,1.179405795248556e-09,4.1279202278587945e-09
1897,5.2440420894583895e-09,1.2236098356765979e-08
1898,0.0,1.0185038590293516e-08
1899,0.0,8.291367592505594e-09
1900,0.0,7.786579381274805e-09
1901,3.912117296778206e-09,1.2295225282343836e-08
1902,9.820567692386817e-10,8.347482705062248e-09
1903,4.860198465905796e-09,1.1880484152015924e-08
1904,0.0,1.666133897515465e-08
1905,1.0321518084666081e-09,7.2250627702885595e-09
1906,3.6009292214700395e-09,1.4403716441790948e-08
1907,2.057137349353866e-09,4.114274698707732e-09
1908,0.0,8.840499887696751e-09
1909,0.0,7.701377313651392e-09
1910,0.0,1.6566866989364826e-08
1911,1.0640748282497725e-09,5.852411444351446e-09
1912,0.0,9.376957876838787e-09
1913,5.30298971401777e-10,1.7499866444836698e-08
1914,3.3483718020477227e-09,4.018046340092951e-09
1915,0.0,4.5944972271172446e-08
1916,0.0,5.493730803607377e-09
1917,0.0,6.57985488317081e-09
1918,0.0,4.594550517822427e-09
1919,0.0,2.025726608678724e-08
1920,7.572231730534895e-10,2.6502810612782923e-08
1921,0.0,1.060184651180407e-08
1922,1.4755870969551665e-09,3.6889677978990676e-09
1923,2.1231896241147297e-09,1.4862327368803108e-08
1924,5.156649773851996e-09,1.675911143195208e-08
1925,0.0,1.0998178368026856e-08
1926,7.802297141701331e-09,1.0031524944054127e-08
1927,5.574612438330462e-09,1.0034302277972529e-08
1928,0.0,9.14083297942625e-09
1929,0.0,1.7824650200282122e-08
1930,3.1510811737689437e-09,8.402882833991043e-09
1931,5.7026783295555106e-09,1.596749932275543e-08
1932,0.0,1.53433514782364e-08
1933,0.0,8.02946331646126e-09
1934,0.0,9.585264137967897e-09
1935,0.0,1.196828414151696e-08
1936,7.274828739411987e-09,6.0623572828433225e-09
1937,5.0364472592434595e-09,6.295559185076627e-09
1938,1.2965214457594243e-09,1.8151300906765755e-08
1939,0.0,1.988226472349197e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,1.1806010391524069e-08
1942,3.034211770724937e-09,2.1239483061208375e-08
1943,0.0,2.322588166236983e-08
1944,0.0,1.927911696952833e-08
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,2.7842208538686464e-09,2.3665876369705074e-08
1947,0.0,2.26496545963073e-08
1948,2.174377566888097e-09,1.195907639583993e-08
1949,0.0,9.817008539414473e-09
1950,0.0,1.808011518278363e-08
1951,4.264560704569931e-09,9.595261474260042e-09
1952,3.1634410646574906e-09,9.490323193972472e-09
1953,0.0,2.1547654327491728e-08
1954,0.0,9.772536557761669e-09
1955,0.0,3.754243138587299e-09
1956,0.0,6.104799332717903e-09
1957,8.835037701437898e-10,1.501956425897788e-08
1958,3.3088973783179654e-09,2.3162280982091943e-08
1959,0.0,1.3951345856355601e-08
1960,2.076250060767393e-09,1.868625076895114e-08
1961,0.0,6.94815938118154e-09
1962,3.170978146727066e-09,1.331810839388936e-08
1963,1.2932106496776896e-09,6.466053470433053e-09
1964,1.8251904432275978e-09,1.520992043424485e-08
1965,5.472043373977442e-10,9.302473458205895e-09
1966,3.877352328096606e-09,1.606331601067268e-08
1967,3.944268467392931e-09,8.874604162656397e-09
1968,2.6948494546985557e-09,1.7067380397861598e-08
1969,1.3625273131978588e-09,9.537691525451919e-09
1970,1.3796175313274261e-09,8.277704743875347e-09
1971,1.0276794970565106e-09,1.0790635052160269e-08
1972,5.130146862875051e-10,1.0260293947794707e-08
1973,5.513203782392395e-10,8.269805285010534e-09
1974,2.2502286700643026e-09,5.06301445213353e-09
1975,1.7134440533084216e-09,1.8276736568623164e-08
1976,0.0,4.570821499072508e-09
1977,5.876781838942691e-10,1.5867311020656416e-08
1978,2.3762365408686037e-09,1.6039596317796168e-08
1979,5.851973350345929e-10,1.580032815695631e-08
1980,1.7055452050662723e-09,9.096241093686785e-09
1981,6.325549528618524e-10,1.3283654176632353e-08
1982,1.2415004579935385e-09,9.932003663948308e-09
1983,0.0,9.47297440490047e-09
1984,1.7397025486864948e-09,1.6237223121606803e-08
1985,6.015558051686298e-10,1.6242006850575308e-08
1986,0.0,1.1988970705090196e-08
1987,1.2221633705067347e-09,1.7721369260925712e-08
1988,5.996553809062277e-10,7.795519785247507e-09
1989,2.1952488715726304e-09,9.329808037250586e-09
1990,0.0,1.471135746555774e-08
1991,4.103025752488776e-09,1.6998249918742658e-08
1992,1.6529832502776287e-09,1.4325855168806356e-08
1993,2.2156829704300662e-09,1.0524494165053966e-08
1994,5.274926606624319e-10,1.318731612798274e-08
1995,5.422450821690461e-10,8.133675954979935e-09
1996,4.270473752399084e-09,6.4057106285986265e-09
1997,1.438468344439059e-09,7.671831170341648e-09
1998,3.337690568372409e-09,1.0489884516573511e-08
1999,3.1991408688814005e-09,9.140402212892695e-09
2000,0.0,1.3695897749244068e-08
2001,2.6287270138425356e-09,8.324302136486494e-09
2002,3.943099291525698e-09,1.0076809608960957e-08
2003,3.7502307925763034e-09,1.1667384391955693e-08
2004,1.3214374039449694e-09,7.047666006343434e-09
2005,6.30524943368016e-09,1.5312748402607212e-08
