year,bons_ADJ arts_NOUN,bons_ADJ quarts_NOUN
2006,8.235779835885637e-10,1.317724773741702e-08
2007,4.793375307787784e-09,1.3181781888249589e-08
2008,3.405951742863067e-09,2.0009967016676455e-08
2009,1.430457752249481e-09,1.7165493915172192e-08
2010,3.7790344187271785e-09,2.172944846279279e-08
2011,0.0,3.059177444697525e-08
2012,1.3617010852229328e-09,3.199997422598244e-08
2013,1.1156500168141292e-09,2.928581288585974e-08
2014,8.661780737106994e-10,3.789529046116513e-08
2015,2.2165753954528356e-10,3.812509774547834e-08
2016,0.0,3.583418362040902e-08
2017,2.515611330355938e-10,2.5407674186794793e-08
2018,7.744400121190154e-10,3.304277385041132e-08
2019,5.1019755087367e-10,2.831596468411135e-08
