year,habits_NOUN ouverts_ADJ,habits_NOUN couverts_ADJ
2007,0.0,1.1983438685803094e-09
2008,0.0,0.0
2009,0.0,1.907277002999308e-09
2010,0.0,1.4171379625338432e-09
2011,0.0,2.2943831279320648e-09
2012,3.404252713057332e-10,6.808505426114664e-10
2013,2.789125042035323e-10,8.367375126105969e-10
2014,0.0,1.2992671383216248e-09
2015,2.2165753954528356e-10,4.43315073539452e-09
2016,0.0,3.72841224560716e-09
2017,0.0,2.0124890642847504e-09
2018,0.0,3.3559066636712487e-09
2019,5.1019755087367e-10,4.846876677788714e-09
