year,nombreux_ADJ ans_NOUN,nombreux_ADJ camps_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,0.0,9.036122072814123e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,8.00162425207418e-09
1813,2.8757416448144113e-09,8.627225156487839e-09
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,1.1866481131050932e-09
1821,0.0,0.0
1822,0.0,3.0076847679083585e-09
1823,1.9765373782121287e-09,0.0
1824,0.0,6.736890156844311e-09
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,2.7651818612639545e-09
1828,0.0,0.0
1829,0.0,1.714635211591542e-09
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,3.4750886612755494e-09
1834,0.0,0.0
1835,1.5126175867408165e-09,1.5126175867408165e-09
1836,0.0,6.720750067579218e-10
1837,0.0,6.957890930081589e-10
1838,0.0,6.312161904276081e-10
1839,0.0,6.9914751765765e-10
1840,0.0,1.2739377330817092e-09
1841,6.420548537278137e-10,8.988767952189392e-09
1842,0.0,1.0733224087289273e-08
1843,5.906911071384968e-10,4.134837805480629e-09
1844,0.0,5.488561161115513e-09
1845,0.0,5.022205318283568e-09
1846,0.0,5.854501328173001e-10
1847,5.393223645455691e-10,2.1572894581822766e-09
1848,0.0,0.0
1849,0.0,1.6758829879393033e-09
1850,0.0,9.504594444820214e-09
1851,0.0,1.9348316282474798e-09
1852,6.510545436100301e-10,1.3021090872200602e-09
1853,0.0,1.7915795513800958e-09
1854,1.0391328908454511e-09,1.0391328908454511e-09
1855,0.0,4.776243400783642e-09
1856,0.0,5.177189343896771e-09
1857,0.0,7.322263684272912e-09
1858,4.893676019968041e-10,2.936205500958522e-09
1859,0.0,5.601390462572908e-09
1860,9.154367819341758e-10,2.746310290291376e-09
1861,4.715963730639317e-10,7.073945429425521e-09
1862,2.2589932147099034e-09,1.8071945051545413e-09
1863,9.989241656072068e-10,5.9935452156878455e-09
1864,9.589455896019672e-10,5.753673537611803e-09
1865,1.882737743486018e-09,1.0355057256106193e-08
1866,0.0,1.0217787504984699e-08
1867,9.7056229719783e-10,6.79393608038481e-09
1868,0.0,2.9639244392143382e-09
1869,0.0,9.767038289254515e-10
1870,0.0,0.0
1871,0.0,0.0
1872,6.047339295989218e-10,1.8142017887967654e-09
1873,0.0,2.3944017879529156e-09
1874,5.974609140757536e-10,1.1949218281515073e-09
1875,0.0,8.010138330405425e-09
1876,3.02300739996042e-09,7.859819461941697e-09
1877,2.4739263970730008e-09,4.9478527941460015e-09
1878,7.2469061862534545e-09,6.039088673581716e-10
1879,6.10932526790009e-10,9.774920428640144e-09
1880,0.0,1.0910338410496934e-08
1881,0.0,6.9725074602899895e-09
1882,0.0,4.6587693702804245e-09
1883,1.8958017378167824e-09,1.1374810426900694e-08
1884,0.0,7.922036360241691e-09
1885,1.2891271383708158e-09,1.0313017106966527e-08
1886,0.0,1.8069698626277386e-08
1887,6.528924512139156e-09,2.4809914123125054e-08
1888,1.268122939990235e-09,1.2047167707862627e-08
1889,0.0,4.385595886446936e-09
1890,0.0,1.3764211992395303e-08
1891,1.2748440081367107e-09,3.1871101313640793e-09
1892,0.0,6.268512375839919e-09
1893,0.0,5.542574843531156e-09
1894,1.2603078580752936e-09,3.150769645188234e-09
1895,0.0,6.018614495673091e-09
1896,2.358811590497112e-09,1.8280790214930676e-08
1897,4.078699600285063e-09,1.5732126712464378e-08
1898,1.13167097914868e-09,5.092519295146758e-09
1899,0.0,9.949641111006713e-09
1900,1.038210628578895e-09,1.038210584169974e-08
1901,3.353243460679778e-09,1.620734302321125e-08
1902,2.455141867585553e-09,7.365425602756659e-09
1903,1.6200660812870638e-09,1.0800440541913758e-08
1904,0.0,3.2247751136083025e-09
1905,0.0,9.28936660926638e-09
1906,5.144184522798412e-10,6.6874399351490865e-09
1907,1.028568674676933e-09,1.131425531042396e-08
1908,5.40252820258047e-09,4.911389073214423e-09
1909,1.6502950117569526e-09,4.950885035270858e-09
1910,4.809735720812114e-09,9.085056262847502e-09
1911,2.6601871816467337e-09,6.384448969498635e-09
1912,1.5628263128064646e-09,1.5628263128064646e-09
1913,0.0,1.0075680734189518e-08
1914,6.696743715117748e-10,6.696743604095445e-09
1915,2.3561523843085297e-09,4.005459075528961e-08
1916,1.0987462051303964e-09,1.8678685265172135e-08
1917,0.0,1.864292187292449e-08
1918,0.0,3.5607765624945387e-08
1919,9.207848372660976e-10,3.4069039145379065e-08
1920,0.0,1.665890891899835e-08
1921,7.572747429129834e-10,6.058197943303867e-09
1922,3.6889677978990676e-09,5.164555005876537e-09
1923,5.307974060286824e-09,2.0170300985000722e-08
1924,2.578324886925998e-09,9.02413699321869e-09
1925,1.0998177923937646e-09,4.399271169575059e-09
1926,1.1146138456652466e-09,8.916910765321973e-09
1927,1.1149224876660924e-09,6.689535148041159e-09
1928,1.1426041224282812e-09,7.998228745975666e-09
1929,0.0,6.684243825105796e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,6.843213995466613e-09
1932,1.0959536611565568e-09,1.6439305028370654e-08
1933,0.0,6.882397318719313e-09
1934,0.0,2.3963160344919743e-09
1935,0.0,1.6755597798123745e-08
1936,0.0,8.487299751891442e-09
1937,2.5182236296217297e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,7.779128452511941e-09
1939,0.0,1.5294050470515685e-08
1940,5.0715658339584024e-09,1.5214697057785997e-08
1941,0.0,3.246652724442356e-08
1942,6.068423541449874e-09,2.4273694165799498e-08
1943,0.0,4.064529335323641e-08
1944,6.4263723231761105e-09,3.213186161588055e-08
1945,2.178504043826024e-09,5.8819608739213436e-08
1946,0.0,3.201854070766785e-08
1947,1.1920870957027319e-09,3.695469885656166e-08
1948,2.174377566888097e-09,2.6092530802657166e-08
1949,2.945102384188658e-09,2.4542520904446974e-08
1950,0.0,7.444753258312176e-09
1951,1.0661401761424827e-09,2.1322803078760444e-08
1952,1.0544803918932644e-09,1.8980646387944944e-08
1953,1.0773827385790469e-09,3.3398865895151175e-08
1954,9.772536113672459e-10,2.8340354063516315e-08
1955,1.8771215692936494e-09,3.191106756617046e-08
1956,8.72114158667614e-10,1.657016923672927e-08
1957,5.301022731885041e-09,2.6505112771246786e-08
1958,1.6544486891589827e-09,1.4890038535497752e-08
1959,2.325224457422337e-09,2.2477168570844697e-08
1960,2.076250060767393e-09,1.3841666479663672e-08
1961,6.948159270159238e-10,7.64297514166401e-09
1962,5.7077609305622445e-09,1.7123282347597524e-08
1963,0.0,2.7804029301137234e-08
1964,0.0,1.1559539991878864e-08
1965,1.0944086747954884e-09,2.4624196015565758e-08
1966,1.1078149508847446e-09,1.6617224929404983e-08
1967,9.860671168482327e-10,1.824224149515885e-08
1968,4.4914158503495116e-10,1.527081394669949e-08
1969,2.2708788183223305e-09,2.043791091921321e-08
1970,4.598724956395017e-09,1.977451802304131e-08
1971,5.138397485282553e-10,1.1304474689666222e-08
1972,1.0260293725750103e-09,1.7442499000708267e-08
1973,1.6539611902288698e-09,3.087394162548662e-08
1974,1.6876715580593782e-09,2.6440186928766707e-08
1975,1.1422960355389478e-09,3.5982324675387645e-08
1976,0.0,2.3425460682346966e-08
1977,0.0,1.7630345183761165e-08
1978,5.940591352171509e-10,2.316830638449119e-08
1979,1.7555920051037788e-09,2.1067103617156135e-08
1980,5.685150683554241e-10,2.785723829390463e-08
1981,0.0,2.7199863694704618e-08
1982,6.207502289967692e-10,3.289976291398489e-08
1983,1.2630632095778083e-09,2.084054351314535e-08
1984,0.0,3.2474446243213606e-08
1985,1.2031116103372597e-09,2.466378745680231e-08
1986,1.7983456945813714e-09,3.057187569766029e-08
1987,1.8332451112712533e-09,2.5054349706010726e-08
1988,0.0,1.8589316752581908e-08
1989,5.488122178931576e-10,2.4147738031388144e-08
1990,1.6345953479657283e-09,1.4166492867673242e-08
1991,1.7584396161396398e-09,2.4032006606944378e-08
1992,0.0,3.250866953408149e-08
1993,0.0,4.2651898013446043e-08
1994,1.0549853213248639e-09,4.747434090290881e-08
1995,5.422450821690461e-10,4.12106260228029e-08
1996,0.0,2.989331449043675e-08
1997,1.917957792585412e-09,3.356426248046773e-08
1998,0.0,3.146965354972053e-08
1999,0.0,3.8846710737061585e-08
2000,8.836062992401139e-10,5.036556061099873e-08
2001,0.0,3.1982846593336944e-08
2002,4.38122149670761e-10,3.50497728618393e-08
2003,4.1669229178253886e-10,3.083523125724241e-08
2004,4.404791253964646e-10,2.1583476339515073e-08
2005,0.0,4.548786947111694e-08
2006,0.0,3.5825642896725185e-08
2007,0.0,3.155638950147477e-08
2008,4.257439678578834e-10,4.342588511008216e-08
2009,4.76819250749827e-10,3.003961168701608e-08
2010,0.0,3.023227534981743e-08
2011,0.0,3.288615957330876e-08
2012,6.808505426114664e-10,3.472337795074054e-08
2013,2.789125042035323e-10,2.7891250198308626e-08
2014,0.0,3.3780946040451454e-08
2015,2.2165753954528356e-10,2.9702110992957387e-08
2016,8.285360175719347e-10,2.1749070100440804e-08
2017,2.515611330355938e-10,2.6917041040519507e-08
2018,1.0325866828253538e-09,2.1942467398616827e-08
2019,2.55098775436835e-10,2.244869179435227e-08
