year,toutes_DET ouvertures_NOUN,toutes_DET couvertures_NOUN
1898,9.619203433786083e-09,0.0
1899,1.1607914629507832e-08,0.0
1900,2.180242386629061e-08,0.0
1901,7.824234593556412e-09,0.0
1902,5.352209520026463e-08,9.820567692386817e-10
1903,3.0781254878320397e-08,3.2401321625741275e-09
1904,2.6873125946735854e-08,0.0
1905,1.4450125540577119e-08,2.580379465655369e-09
1906,1.18316245689698e-08,2.572092316910357e-09
1907,1.6457098239719414e-08,3.599990305858114e-09
1908,2.4556945366072114e-08,4.911389073214423e-10
1909,6.0510818578052294e-09,1.6502950117569526e-09
1910,2.778958307914081e-08,1.068830135508847e-09
1911,4.25629931299909e-09,5.320374141248863e-10
1912,1.1460726367928942e-08,1.5628263128064646e-09
1913,1.3257474729133634e-08,5.30298971401777e-10
1914,1.0714790166233001e-08,6.696743715117748e-10
1915,7.0684572639478915e-09,5.890381071793627e-09
1916,1.2086207812345151e-08,0.0
1917,1.644963654179321e-08,0.0
1918,2.8715940736390166e-08,4.594550517822427e-09
1919,1.4732557007679503e-08,0.0
1920,1.817335570919454e-08,0.0
1921,1.2873670629520717e-08,2.2718242842501013e-09
1922,1.623145795548453e-08,0.0
1923,1.3800732112656533e-08,3.1847844361720945e-09
1924,1.8048273875415077e-08,0.0
1925,8.798542339150117e-09,0.0
1926,3.343841648018042e-09,0.0
1927,2.006860555514578e-08,0.0
1928,2.8565103837863148e-08,0.0
1929,8.912325100141061e-09,0.0
1930,9.453243188239924e-09,1.0503603542488804e-09
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,5.479768305782784e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,0.0
1934,1.677421224144382e-08,0.0
1935,1.3165112555668657e-08,0.0
1936,4.849885826274658e-09,0.0
1937,1.0072894407464617e-08,0.0
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,1.070583532936098e-08,1.5294050470515685e-09
1940,1.5214697501875207e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,0.0
1946,0.0,1.3921104269343232e-09
1947,5.960435700558264e-09,0.0
1948,1.5220643190261285e-08,6.523132700664291e-09
1949,7.853606542873592e-09,0.0
1950,4.2541445921528975e-09,0.0
1951,1.2793682557799002e-08,6.396841278899501e-09
1952,2.9525450528922192e-08,1.0544803918932644e-09
1953,2.154765532669245e-08,1.0773827385790469e-09
1954,1.6613311615287785e-08,5.863521668203475e-09
1955,1.595553333899602e-08,0.0
1956,1.0465370126055973e-08,0.0
1957,1.236905289303536e-08,0.0
1958,1.0753916701577992e-08,0.0
1959,6.200598257066758e-09,1.5501495642666896e-09
1960,8.997083578154985e-09,6.920833350854139e-10
1961,6.253343343143314e-09,6.948159270159238e-10
1962,1.0147130691251505e-08,6.341956404476434e-10
1963,1.5518526907953856e-08,0.0
1964,9.734349104562057e-09,0.0
1965,1.1491290807796872e-08,1.0944086747954884e-09
1966,1.2185964237687585e-08,3.8773522170743036e-09
1967,5.423369309198733e-09,9.860671168482327e-10
1968,7.635406973349745e-09,0.0
1969,9.537690970340407e-09,9.083515606356229e-10
1970,6.438214850135182e-09,2.7592350626548523e-09
1971,9.249115362486293e-09,0.0
1972,6.669190977248718e-09,1.5390440033513642e-09
1973,1.1026407842340546e-08,1.102640756478479e-09
1974,6.1881286761433785e-09,2.2502286700643026e-09
1975,9.138367840222372e-09,2.8557400888473694e-09
1976,3.4281160132820787e-09,2.856763492431469e-09
1977,2.3507127355770763e-09,0.0
1978,3.5643548113029055e-09,1.1881182704343018e-09
1979,7.022368020415115e-09,0.0
1980,5.685150683554241e-10,1.1370301367108482e-09
1981,2.5302198114474095e-09,6.325549528618524e-10
1982,1.2415004579935385e-09,0.0
1983,6.315315825844436e-09,0.0
1984,6.378909511717268e-09,0.0
1985,3.0077789148208467e-09,6.015558051686298e-10
1986,4.795588426365072e-09,0.0
1987,4.277571907795874e-09,1.2221633705067347e-09
1988,6.596209356501959e-09,5.996553809062277e-10
1989,1.6464366536794728e-09,2.1952488715726304e-09
1990,5.993515905799995e-09,0.0
1991,2.9307325455363298e-09,0.0
1992,4.4079553340736766e-09,0.0
1993,4.985286850001103e-09,0.0
1994,2.1099706426497278e-09,0.0
1995,4.337960657352369e-09,0.0
1996,3.736664311304594e-09,5.338092190498855e-10
1997,5.274384040632185e-09,0.0
1998,3.814503379828693e-09,1.9072516899143466e-09
1999,2.285100553223174e-09,9.140402323914998e-10
2000,1.3254094488601709e-09,0.0
2001,8.324302136486494e-09,0.0
2002,1.752488598683044e-09,0.0
2003,3.7502307925763034e-09,4.1669229178253886e-10
2004,3.52383291990499e-09,4.404791253964646e-10
2005,6.755624615273348e-09,0.0
2006,4.529678854225949e-09,0.0
2007,3.595031605740928e-09,3.994479469415779e-10
2008,5.108927503272298e-09,0.0
2009,4.291373478793048e-09,1.430457752249481e-09
2010,1.4171379625338432e-09,4.723793023408973e-10
2011,3.823971805871906e-09,7.64794394481072e-10
2012,3.744677901096338e-09,6.808505426114664e-10
2013,3.6258624991347688e-09,5.578250084070646e-10
2014,2.3819896333154844e-09,2.1654451842767486e-10
2015,3.32486305154589e-09,4.433150790905671e-10
2016,4.349813981230355e-09,2.0713400439298368e-10
2017,2.26405022507592e-09,1.509366853724714e-09
2018,3.6140533898887384e-09,3.3559066636712487e-09
2019,3.06118530524202e-09,5.1019755087367e-10
