year,doigts_NOUN ouverts_ADJ,doigts_NOUN couverts_ADJ
1935,8.377798899061872e-09,7.180970484910176e-09
1936,9.699771652549316e-09,4.849885826274658e-09
1937,8.813782592653752e-09,3.777335333410292e-09
1938,1.6854778905894818e-08,5.186085783037697e-09
1939,9.176430282309411e-09,4.588215141154706e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,4.8547388331598995e-08,6.068423541449874e-09
1943,1.7419411690866582e-08,5.806470415592457e-09
1944,3.213186161588055e-08,1.2852744646352221e-08
1945,3.0499055725385915e-08,2.178504043826024e-09
1946,1.1136883415474585e-08,5.568441707737293e-09
1947,1.6689218895749036e-08,5.960435700558264e-09
1948,1.3046265401328583e-08,1.3046265401328583e-08
1949,9.817008539414473e-09,1.9634016634739737e-09
1950,2.3397795700930146e-08,6.381216888229346e-09
1951,9.595261474260042e-09,1.0661401761424827e-09
1952,9.490323193972472e-09,2.1089607837865287e-09
1953,1.939288907237824e-08,1.0773827163745864e-08
1954,8.795282724349818e-09,6.840775057526116e-09
1955,1.0324168187025862e-08,8.447047505910632e-09
1956,2.0058624983221307e-08,7.849027205963921e-09
1957,1.8553580005686854e-08,7.068030161150318e-09
1958,5.790570245522986e-09,4.1361216673863055e-09
1959,1.3176271629333769e-08,6.975672928177801e-09
1960,1.6610000486139143e-08,6.2287499602575735e-09
1961,1.042223907177231e-08,6.25334317660986e-09
1962,1.4586500007851555e-08,6.976152100435229e-09
1963,2.392439668597035e-08,5.1728425987107585e-09
1964,2.1902286206909594e-08,5.475571551727398e-09
1965,1.094408652591028e-08,9.302473458205895e-09
1966,1.0524241922382771e-08,7.200797291773142e-09
1967,2.415864486238206e-08,1.0846738618397467e-08
1968,1.0330256650092906e-08,5.3896989093971115e-09
1969,1.2716921737876419e-08,5.450109252791435e-09
1970,1.7015283404475667e-08,5.058597540852361e-09
1971,1.5415192677892264e-08,9.762954888969944e-09
1972,1.2312352026810913e-08,3.5911027485013847e-09
1973,1.4885650045926013e-08,7.718485406371656e-09
1974,1.012602890426706e-08,4.500457340128605e-09
1975,9.138368284311582e-09,7.4249242310031605e-09
1976,1.428381679602353e-08,6.2848797277581525e-09
1977,6.464460078348111e-09,4.11374712072643e-09
1978,1.0099005187669263e-08,8.316828115084718e-09
1979,1.287434159280565e-08,8.777959692451986e-09
1980,7.95921106799824e-09,8.527726080842513e-09
1981,1.138598904049104e-08,1.138598904049104e-08
1982,7.449002747961231e-09,6.828252629986764e-09
1983,1.2630632539867293e-08,1.136756910824488e-08
1984,1.275781880138993e-08,9.278413592994639e-09
1985,1.142956040922627e-08,4.812446441349039e-09
1986,8.392279760016663e-09,8.991728250862252e-09
1987,1.2221633483022742e-08,9.777306964053878e-09
1988,1.0793796967334401e-08,5.396898483667201e-09
1989,1.4269117443177493e-08,9.329808037250586e-09
1990,1.4166492867673242e-08,5.993515905799995e-09
1991,7.6199047072123e-09,9.37834432335194e-09
1992,1.1019888113139586e-08,1.0468894195980738e-08
1993,1.2186256448387667e-08,6.647049133334804e-09
1994,9.494868002946077e-09,1.5824779708850656e-08
1995,5.964695848348356e-09,8.675921314704738e-09
1996,1.1209993822092201e-08,8.007138063703678e-09
1997,1.2466725429760572e-08,1.4864173003559245e-08
1998,8.582632382569955e-09,1.2397135762398648e-08
1999,5.484241505371301e-09,5.484241505371301e-09
2000,7.95245647111642e-09,4.859834756842929e-09
2001,1.1829271784336015e-08,9.20054432640427e-09
2002,7.009954394732176e-09,6.133709984368352e-09
2003,7.500461585152607e-09,1.0000615446870142e-08
2004,1.3654853248112886e-08,1.5416770082765652e-08
2005,9.908249332113428e-09,1.170974872621855e-08
2006,1.1530091548195287e-08,1.4000825387938676e-08
2007,1.5179022483380322e-08,1.1983438241713884e-08
2008,9.366367237362283e-09,1.4901038625225738e-08
2009,1.3350939020995156e-08,2.2887324035991696e-08
2010,1.2754241218715379e-08,2.8815136943194375e-08
2011,1.644307978665438e-08,3.594533737327765e-08
2012,1.5319137958158535e-08,6.229782201216949e-08
2013,1.9244962956577183e-08,6.414987296921026e-08
2014,2.3386807157521616e-08,5.240377376480865e-08
2015,2.3717356967267733e-08,6.383736916859561e-08
2016,2.1749070100440804e-08,6.006886366094477e-08
2017,2.037645252528364e-08,6.968243582150535e-08
2018,1.7812119779136992e-08,7.976731808412296e-08
2019,2.0918099252753564e-08,7.066235951924682e-08
