year,vos_DET heures_NOUN,vos_DET coeurs_NOUN
1800,5.973912431400663e-08,1.509198996885175e-07
1801,7.143547975374531e-08,1.381085894536227e-07
1802,7.832440473976021e-08,9.398928568771225e-08
1803,2.925508790774245e-08,1.3847409152667467e-07
1804,1.211206934748077e-07,1.458392091535643e-07
1805,1.0802935435094696e-07,1.1371511021707192e-07
1806,4.610670600868616e-08,1.2967511509032192e-07
1807,6.26330107778017e-08,2.3914423241677696e-07
1808,4.7587552121086674e-08,1.0877155176558517e-07
1809,2.4849335034105025e-08,1.9427662523163747e-07
1810,1.8018975822542416e-07,2.808152093081162e-07
1811,8.774768422981083e-08,1.579458341893769e-07
1812,1.0402111882967802e-07,8.801787165779729e-08
1813,6.326631307729258e-08,8.627225156487839e-08
1814,6.608021863030444e-08,2.3600078868923902e-07
1815,3.776113022269101e-08,1.1598061178119679e-07
1816,3.476405652236281e-08,1.1819780176836048e-07
1817,5.137682246303399e-08,1.6035795946667264e-07
1818,3.45714128435759e-08,6.199011903795792e-08
1819,3.312336027683216e-08,5.79658792076998e-08
1820,4.9839222526770754e-08,9.13719011563785e-08
1821,1.0255947635595675e-07,1.0157332908100614e-07
1822,1.012587205195814e-07,1.1729970594842598e-07
1823,4.941343334508019e-08,9.981513537926645e-08
1824,6.06320114115988e-08,8.000056794799093e-08
1825,5.195211216779683e-08,9.069606643485884e-08
1826,3.7874332003973166e-08,8.279505236963303e-08
1827,9.40161830054187e-08,3.7790819362726324e-08
1828,4.310981671640235e-08,8.346793833879929e-08
1829,3.943660908944935e-08,9.68768860687419e-08
1830,5.948996473215118e-08,5.635891264788029e-08
1831,1.0757932500382594e-07,6.548306430431694e-08
1832,8.929779782285152e-08,7.170883975504694e-08
1833,6.486832138108412e-08,4.2859424898011866e-08
1834,8.12104157255078e-08,1.0081293200236985e-07
1835,1.0437061348511634e-07,4.61348363955949e-08
1836,8.53535250255888e-08,4.435694939131096e-08
1837,8.140732354888769e-08,4.3138923322416645e-08
1838,5.8703107042035185e-08,5.3653376852480505e-08
1839,4.754203164480941e-08,4.4046291947097416e-08
1840,4.840963518937258e-08,6.051204404222688e-08
1841,4.879616843922463e-08,2.3756029587929106e-08
1842,1.2007794669699479e-07,4.159124156188909e-08
1843,9.27385014337645e-08,6.615740322235553e-08
1844,6.696044613230256e-08,3.9517640049169245e-08
1845,8.537749018877605e-08,3.013322924516615e-08
1846,5.737411346018462e-08,4.33233096064356e-08
1847,4.476375803363908e-08,4.0449178229096105e-08
1848,5.47075091339444e-08,4.103063083737979e-08
1849,8.211826951765033e-08,3.351765798242923e-08
1850,6.72110589405861e-08,2.511928531845342e-08
1851,6.642922234512127e-08,1.9348316726564008e-08
1852,5.9245963246468136e-08,2.7995344931142085e-08
1853,7.226037301855115e-08,2.9262466227919504e-08
1854,7.585670180887405e-08,5.871100938747986e-08
1855,1.050773583699538e-07,2.600399184871094e-08
1856,9.991975402634523e-08,4.400610692512075e-08
1857,6.248331591018896e-08,1.3668225662399891e-08
1858,9.053300398242925e-08,2.5447114526677694e-08
1859,7.53641646866754e-08,3.258990943777462e-08
1860,8.650877381111144e-08,1.693558021598207e-08
1861,9.101810088951723e-08,1.6977468875190027e-08
1862,9.081152585466157e-08,3.34330999551824e-08
1863,9.989241567254226e-08,4.145535142940915e-08
1864,9.493561625717462e-08,2.5891531030275416e-08
1865,1.1484700102037948e-07,1.9298061815220535e-08
1866,6.9091704024693e-08,3.2599607735495084e-08
1867,6.842464017609018e-08,3.445496155052297e-08
1868,5.28566540536346e-08,2.222943251695142e-08
1869,6.885761716368677e-08,4.8346841197144386e-08
1870,1.014926662712412e-07,3.383088698072356e-08
1871,4.779529882981137e-08,2.3366590440332402e-08
1872,7.438227267453357e-08,2.7817760095416588e-08
1873,9.158587221946846e-08,2.873282073379002e-08
1874,5.616132670027696e-08,3.226288780577846e-08
1875,1.3788879993370529e-07,2.288610784217937e-08
1876,6.227395243918465e-08,1.269663130187837e-08
1877,9.33907227107511e-08,2.10283740420536e-08
1878,9.602151163079498e-08,2.355244521634603e-08
1879,7.331190388093489e-08,1.710611108318716e-08
1880,8.856627897735336e-08,1.6044616302224313e-08
1881,1.3875289917031353e-07,1.1853263259808955e-08
1882,8.319231525888426e-08,1.1979693681496428e-08
1883,6.761692328272062e-08,1.7062215307284134e-08
1884,7.65796857038481e-08,5.0172897836375796e-08
1885,5.5432466172788963e-08,3.0294487030069206e-08
1886,4.775563211545375e-08,1.4842967244188543e-08
1887,5.353718068867863e-08,5.22313985396039e-08
1888,7.164894944011735e-08,1.4583413365798492e-08
1889,6.515742256851809e-08,2.06749512510207e-08
1890,4.325895225365528e-08,1.7041405009354804e-08
1891,5.736798081024119e-08,1.3385862196457765e-08
1892,5.39092064322233e-08,1.2537024751679837e-08
1893,5.173069805852748e-08,1.785940828558097e-08
1894,6.364554794302535e-08,1.3233232287745977e-08
1895,5.717683881911739e-08,2.5278181325916194e-08
1896,5.838058569906934e-08,1.7101383420481397e-08
1897,6.118049356018673e-08,1.6314798068073344e-08
1898,6.67685909894189e-08,1.2448381103702388e-08
1899,5.03009616181771e-08,1.326618814800895e-08
1900,3.73755817406618e-08,1.2977633190303095e-08
1901,6.091725568424522e-08,1.956058603980182e-08
1902,3.977329843252164e-08,1.1293653123800595e-08
1903,6.264255625332282e-08,1.83607493653426e-08
1904,7.148251590649579e-08,2.0961038238453966e-08
1905,7.48310065579183e-08,1.4966201444810423e-08
1906,5.349951714972434e-08,1.4403716441790948e-08
1907,5.7599844893729824e-08,1.131425531042396e-08
1908,6.237464300618001e-08,1.817213934884876e-08
1909,5.941062175551792e-08,1.5402754627302784e-08
1910,6.519864015341881e-08,1.7101282168141552e-08
1911,6.331245128166074e-08,2.7665945978583295e-08
1912,6.876435953984128e-08,2.2400511667797218e-08
1913,5.621169019143224e-08,1.9090762359841307e-08
1914,4.0180463956041024e-08,2.209925398233281e-08
1915,5.301342953512034e-08,3.416420923940677e-08
1916,4.614733883911981e-08,2.5271162940043723e-08
1917,3.838248618937001e-08,3.399591652630818e-08
1918,8.844509391536803e-08,3.560776473676697e-08
1919,6.629650606271298e-08,4.5118457525639144e-08
1920,4.921950669256603e-08,2.4988365154854364e-08
1921,5.4523782044846314e-08,2.4990065794483485e-08
1922,5.754789844658603e-08,2.139601357198373e-08
1923,5.8387715107244276e-08,2.0170300985000722e-08
1924,9.797634659136634e-08,2.4494086647841584e-08
1925,8.138651819145082e-08,1.5397448649423495e-08
1926,5.684530501870455e-08,1.8948435376309192e-08
1927,7.246995847864923e-08,2.4528294062520217e-08
1928,4.684676802035881e-08,2.51372912485337e-08
1929,5.3473950156757155e-08,2.3394852499691865e-08
1930,5.882018072611572e-08,2.100720719599991e-08
1931,6.272945984875378e-08,2.5091783761865827e-08
1932,3.2878610278785914e-08,9.863582950409011e-09
1933,5.047091233834067e-08,2.1794258842078307e-08
1934,5.870974284505337e-08,1.9170528275935794e-08
1935,8.736847156853855e-08,1.6755597798123745e-08
1936,6.06235719402548e-08,4.364897199238271e-08
1937,6.043736699989921e-08,2.5182236740306507e-08
1938,4.797129449229942e-08,2.5930429359277696e-08
1939,6.270560426457905e-08,1.988226561167039e-08
1940,5.32514401463402e-08,3.042939566988423e-08
1941,5.312704587367989e-08,3.246652724442356e-08
1942,7.888950892542823e-08,1.2440268903901597e-07
1943,8.419382169222445e-08,6.967764698551093e-08
1944,4.498460803858961e-08,4.819779242382083e-08
1945,6.317661416233022e-08,2.6142048081823077e-08
1946,7.099763355000732e-08,3.3410650246423756e-08
1947,6.079644321310695e-08,2.503382945384658e-08
1948,6.523132767277673e-08,2.2830965118458835e-08
1949,5.890204990421921e-08,2.4542520904446974e-08
1950,4.147790888531233e-08,1.9143651330821854e-08
1951,6.929911311459591e-08,5.224087029631619e-08
1952,5.483298082253896e-08,6.748674286072287e-08
1953,5.2791754967529414e-08,2.1547654327491728e-08
1954,7.427127712844594e-08,1.3681550115052232e-08
1955,5.819076909219234e-08,1.6894095011821264e-08
1956,9.069987516596711e-08,2.0930739808022736e-08
1957,6.449577372169557e-08,1.8553580005686854e-08
1958,8.106798721208008e-08,1.7371711180658167e-08
1959,8.680837848551448e-08,2.712761748568937e-08
1960,7.405291757578425e-08,1.868625076895114e-08
1961,6.18386145623262e-08,2.4318557112490424e-08
1962,9.893451702325251e-08,2.9807195656150753e-08
1963,1.0216364088044827e-07,1.7458344103715717e-08
1964,6.996563817196488e-08,3.467861903194702e-08
1965,4.8153983300824876e-08,2.8454625877749606e-08
1966,5.1513396215341345e-08,1.550940920136412e-08
1967,6.951773512398063e-08,4.733122271893819e-08
1968,7.365922224944477e-08,3.0541628559532796e-08
1969,6.040537792184608e-08,2.0892085339507815e-08
1970,4.920635765515158e-08,4.59872508962178e-08
1971,8.632507497718933e-08,3.494110278889906e-08
1972,7.438713250929041e-08,2.0520587895589415e-08
1973,4.520827223686297e-08,3.638714496378981e-08
1974,2.925297337696975e-08,3.7128771390726456e-08
1975,3.255543568059238e-08,3.3126585030629485e-08
1976,3.999468833892905e-08,2.0568696967870892e-08
1977,4.407586368104788e-08,3.173462204131283e-08
1978,4.396037667220298e-08,3.089107558640336e-08
1979,3.4526642878063285e-08,4.974177447714112e-08
1980,4.09330855322132e-08,4.7755263965498784e-08
1981,4.3646290914800545e-08,3.921840768805751e-08
1982,4.531476560654113e-08,2.9796011546956436e-08
1983,6.125856211181002e-08,2.841892232652299e-08
1984,5.799008562235031e-08,4.1172960152380256e-08
1985,4.210890736100481e-08,4.1507350001523946e-08
1986,3.776525964171995e-08,4.076250281759286e-08
1987,4.460896302349582e-08,5.7441678080749625e-08
1988,3.1182079085478875e-08,3.1781734577407406e-08
1989,3.84168536982088e-08,5.8174094208496285e-08
1990,4.7948126857821904e-08,4.5223802591642936e-08
1991,3.1065765349058694e-08,6.38899733118592e-08
1992,3.471264764520754e-08,3.361065786799955e-08
1993,4.597542135886812e-08,8.087242564513986e-08
1994,3.48145151596313e-08,6.593658230524824e-08
1995,3.0907969517102174e-08,1.3122331044002067e-07
1996,3.790045521867569e-08,4.8576637601271955e-08
1997,3.596170772279805e-08,6.281311959455138e-08
1998,4.100591277644838e-08,7.295237658411224e-08
1999,4.935817088380645e-08,5.255731361231142e-08
2000,2.9600810913521514e-08,4.9481951647223354e-08
2001,4.6002723741445095e-08,2.9792240313630813e-08
2002,3.417352778534166e-08,3.0230427661148696e-08
2003,3.3335384952426494e-08,4.3752689471432404e-08
2004,4.184551594121899e-08,2.1142997408407638e-08
2005,3.648037194547982e-08,6.21517428633922e-08
2006,3.9531743545317966e-08,1.8942294122137326e-08
2007,5.7520503693453406e-08,2.3567428897308673e-08
2008,6.173287436794794e-08,2.8099101878620303e-08
2009,7.4860620591366e-08,2.5271420511785436e-08
2010,8.739016849057535e-08,9.919965293647692e-09
2011,1.1739594163451272e-07,2.8297391957421425e-08
2012,1.106382128135408e-07,5.957442184012507e-08
2013,1.0682348605683956e-07,2.4823212818603224e-08
2014,1.1650095328719079e-07,4.37419929721905e-08
2015,1.2368490587277847e-07,5.67443306787041e-08
2016,1.4209392129593823e-07,5.116210061162363e-08
2017,1.1043533665322514e-07,1.6326318075243762e-07
2018,1.474017503055869e-07,5.601782904207653e-08
2019,1.377533425106492e-07,6.556038389948782e-08
