year,anciennes_ADJ ouvertures_NOUN,anciennes_ADJ couvertures_NOUN
1879,4.27652757650776e-09,1.832797580370027e-09
1880,0.0,1.9253538763308597e-09
1881,1.1156012114099667e-08,0.0
1882,2.6621540527571597e-09,5.324308105514319e-09
1883,6.319338941018771e-10,0.0
1884,1.9805090900604227e-09,0.0
1885,1.933690763067375e-09,2.5782542767416317e-09
1886,1.1616235084943582e-08,1.0325542199041138e-08
1887,1.8933882017790893e-08,6.528924512139156e-09
1888,1.5851536971922542e-08,1.268122939990235e-09
1889,4.385595886446936e-09,1.0650732740202784e-08
1890,5.243509182406569e-09,3.2771931834929546e-09
1891,1.7210394887001712e-08,2.5496880162734215e-09
1892,5.014809900671935e-09,0.0
1893,6.158416554491453e-10,0.0
1894,3.150769645188234e-09,6.301539290376468e-10
1895,7.824199066419624e-09,6.018614495673091e-10
1896,2.948514543632541e-09,2.948514543632541e-09
1897,3.4960281336537946e-09,4.661370844871726e-09
1898,6.7900258748920805e-09,5.6583548957434e-10
1899,8.291367592505594e-09,5.527578395003729e-09
1900,5.710158568206225e-09,5.191053142894475e-10
1901,8.38310842965484e-09,6.147612641171918e-09
1902,6.38336894454028e-09,1.4730852093691738e-09
1903,2.7001101354784396e-09,2.7001101354784396e-09
1904,5.374625189347171e-09,2.1498500757388683e-09
1905,5.676835002077496e-09,1.0321518084666081e-09
1906,8.745113966313056e-09,2.572092316910357e-09
1907,6.1714118260169926e-09,3.0857059130084963e-09
1908,4.911389073214423e-09,0.0
1909,5.5009836685826485e-09,7.151278680339601e-09
1910,8.550641084070776e-09,1.068830135508847e-09
1911,2.6601871816467337e-09,5.3203743632934675e-09
1912,1.0939784189645252e-08,1.5628263128064646e-09
1913,5.30298971401777e-10,2.121195885607108e-09
1914,2.0090231700464756e-09,4.018046340092951e-09
1915,0.0,0.0
1916,6.592477230782379e-09,4.394984820521586e-09
1917,4.386569774084137e-09,5.483212106582869e-09
1918,6.89182577673364e-09,0.0
1919,4.603924352863942e-09,1.8415696745321952e-09
1920,7.572231730534895e-10,0.0
1921,5.300923255902035e-09,0.0
1922,1.9920426197472807e-08,2.2133805899215986e-09
1923,3.1847844361720945e-09,1.0615948120573648e-09
1924,0.0,0.0
1925,7.698724324711748e-09,1.0998177923937646e-09
1926,5.57306911730393e-09,7.802296586589819e-09
1927,1.1149224654616319e-08,1.1149224876660924e-09
1928,6.8556245125250825e-09,0.0
1929,4.4561625500705304e-09,3.342121912552898e-09
1930,3.1510811737689437e-09,3.1510811737689437e-09
1931,6.843213995466613e-09,1.1405356659111021e-09
1932,7.6716757391182e-09,3.287861094491973e-09
1933,3.4411986593596566e-09,0.0
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,4.849885826274658e-09
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,3.8895642262559704e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,1.0143131667916805e-08,0.0
1941,0.0,5.9030051957620344e-09
1942,3.034211770724937e-09,0.0
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,0.0
1947,0.0,2.3841741914054637e-09
1948,2.174377566888097e-09,5.435944139264848e-09
1949,2.945102384188658e-09,3.9268033269479474e-09
1950,0.0,1.0635361480382244e-09
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,8.619061908632375e-09,1.0773827385790469e-09
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,9.385607846468247e-10,7.508486277174597e-09
1956,1.0465369904011368e-08,3.488456634670456e-09
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,1.1581140491045971e-08,3.3088973783179654e-09
1959,3.100299128533379e-09,4.650448914844674e-09
1960,1.3841666701708277e-09,1.3841666701708277e-09
1961,2.08444772553662e-09,6.25334317660986e-09
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,8.405868889838075e-09,7.759263453976928e-09
1964,1.8251904432275978e-09,1.8251904432275978e-09
1965,9.302473458205895e-09,4.377634699181954e-09
1966,6.6468897053084675e-09,1.6617224263271169e-09
1967,4.930335695263466e-09,5.916402479044791e-09
1968,4.940557296606585e-09,4.042274071025531e-09
1969,3.6334062425424918e-09,2.7250546263957176e-09
1970,6.438214850135182e-09,1.3796175313274261e-09
1971,7.193756701440179e-09,3.083038491169532e-09
1972,4.6171320100540925e-09,1.0260293725750103e-09
1973,3.3079223804577396e-09,1.102640756478479e-09
1974,3.937900228123681e-09,1.6876715580593782e-09
1975,8.567219822452898e-09,1.1422960355389478e-09
1976,8.570290255249802e-09,1.142705374768127e-09
1977,2.3507127355770763e-09,3.526069214387917e-09
1978,5.940591130126904e-09,2.3762365408686037e-09
1979,1.2289143924704149e-08,2.3407893401383717e-09
1980,1.0233271119375331e-08,3.411090521154847e-09
1981,1.0753434587229549e-08,3.1627747087981106e-09
1982,1.1794254461960918e-08,4.966001831974154e-09
1983,6.946847541655643e-09,5.052252838311233e-09
1984,1.1018116197192285e-08,5.219107812592938e-09
1985,7.820225356169885e-09,2.4062232206745193e-09
1986,1.7983456945813714e-09,2.3977941854269602e-09
1987,3.0554083707556856e-09,3.6664902225425067e-09
1988,7.795519785247507e-09,1.798966087207532e-09
1989,3.2928733073589456e-09,8.232182935330457e-09
1990,1.6345953479657283e-09,5.44865097484859e-10
1991,5.2753188484189195e-09,3.5168792322792797e-09
1992,3.30596661157756e-09,1.1019888335184191e-09
1993,6.093128224193833e-09,1.1078414852150331e-09
1994,8.439882570598911e-09,1.0549853213248639e-09
1995,5.964695848348356e-09,2.1689803286761844e-09
1996,6.4057106285986265e-09,3.2028553142993132e-09
1997,5.274384040632185e-09,6.7128524960935465e-09
1998,6.675381136744818e-09,2.3840645013706308e-09
1999,5.941261704833778e-09,1.8280804647829996e-09
2000,4.418031274155965e-09,2.2090156370779823e-09
2001,9.20054432640427e-09,7.886181485616817e-09
2002,3.504977197366088e-09,4.381221607729913e-09
2003,5.416999737661854e-09,2.083461403401543e-09
2004,4.845270407116686e-09,1.0571499231559756e-08
2005,4.954124666056714e-09,6.305249655724765e-09
2006,4.529678854225949e-09,3.294311934354255e-09
2007,1.1983438685803094e-09,7.988958938831558e-10
2008,1.2772318758180745e-09,4.257439734089985e-09
2009,1.430457752249481e-09,4.291373478793048e-09
2010,3.7790344187271785e-09,1.4171379625338432e-09
2011,2.2943831279320648e-09,2.2943831279320648e-09
2012,2.0425516833455504e-09,1.3617010852229328e-09
2013,1.3945624655065103e-09,1.3945624655065103e-09
2014,3.4647122948427977e-09,1.9489005964601347e-09
2015,1.329945265027277e-09,1.10828768384863e-09
2016,2.0713399884186856e-09,1.4499380585064614e-09
2017,1.509366853724714e-09,2.264050280587071e-09
2018,2.5814667070633845e-10,2.323319980845895e-09
2019,2.2958890344426663e-09,2.2958890344426663e-09
