year,ces_DET anneaux_NOUN,ces_DET canots_NOUN
1948,2.1091462443223463e-07,1.3046265623373188e-08
1949,1.5707212952520422e-07,2.1597418520258316e-08
1950,2.350414938234735e-07,2.8715475330898244e-08
1951,1.439289256666143e-07,2.9851924931989515e-08
1952,1.9402438766746855e-07,1.0544803585865736e-08
1953,2.2086345552452258e-07,1.2928592862948562e-08
1954,1.8763268627708385e-07,1.8567819282111486e-08
1955,1.7738798874233908e-07,3.84809917264306e-08
1956,1.5610844172897487e-07,2.6163424982073025e-08
1957,1.5991417967597954e-07,1.5903067751565914e-08
1958,1.7785324146757375e-07,1.9853384713997002e-08
1959,1.836927268072941e-07,1.3176271629333769e-08
1960,1.972437502217872e-07,1.7994166823243063e-08
1961,1.7092471793489494e-07,2.501337403870707e-08
1962,1.4713339169247774e-07,1.458649934171774e-08
1963,1.2867445953190781e-07,1.6165133231993423e-08
1964,1.2776333591091316e-07,1.764350843203033e-08
1965,1.6197248697835676e-07,1.4227312661319047e-08
1966,1.4567766370987556e-07,1.4401594139457075e-08
1967,1.1980715619586135e-07,1.824224149515885e-08
1968,1.652841064014865e-07,1.616909695023594e-08
1969,1.553281130384221e-07,1.9529558414888015e-08
1970,1.204865966997204e-07,2.3913369506800564e-08
1971,1.3257065489824527e-07,8.22143619849669e-09
1972,1.4569616979542843e-07,1.539044092169206e-08
1973,1.2349576117287597e-07,1.709093233603909e-08
1974,1.0519819326759716e-07,1.6314157580410438e-08
1975,1.3421978728445083e-07,1.77055889949429e-08
1976,1.1255647791585943e-07,1.65692282116936e-08
1977,1.216493821232234e-07,1.9981057697293636e-08
1978,1.3544548060906436e-07,9.50494638551902e-09
1979,1.0826150642628818e-07,1.755592016206009e-08
1980,1.284844035609467e-07,2.1603572708528418e-08
1981,1.2524588299811512e-07,1.1385989151513343e-08
1982,1.1483879447382606e-07,5.586752171993226e-09
1983,9.978199244642383e-08,1.136756866415567e-08
1984,9.742333961781924e-08,1.6237224009785223e-08
1985,1.2572516006059686e-07,1.3234227491665251e-08
1986,1.360748225209818e-07,1.978180153017206e-08
1987,9.227333208627897e-08,8.55514348252484e-09
1988,8.515106397766203e-08,8.994830547059962e-09
1989,1.0976244446680994e-07,8.780995486290522e-09
1990,9.26270651291361e-08,1.3621627381610324e-08
1991,5.7442360201775955e-08,3.575493767726812e-08
1992,7.548623592867898e-08,1.708082664197974e-08
1993,6.259304363709361e-08,1.6063701702151434e-08
1994,7.068401508547595e-08,1.9517228277976528e-08
1995,6.018920384320836e-08,1.4098372247417501e-08
1996,5.4982347563736766e-08,1.601427679354117e-08
1997,6.185414047621407e-08,1.9179578258921026e-08
1998,6.198568058835008e-08,1.382757464085671e-08
1999,6.672493668702373e-08,1.0054442278750741e-08
2000,6.096883442552326e-08,1.4137701231931032e-08
2001,6.22132070304815e-08,9.200544548448875e-09
2002,7.448076466687326e-08,1.927737436346888e-08
2003,7.333784157737e-08,1.3334153781130453e-08
2004,7.400049284456145e-08,1.4535810777260849e-08
2005,6.260211993236453e-08,1.3511248564412881e-08
2006,6.794518192521082e-08,1.2765458912156191e-08
2007,8.188683331411539e-08,1.5977917877663117e-08
2008,6.471308466871051e-08,8.514879357157668e-09
2009,8.20129137935055e-08,1.2397300963584712e-08
2010,9.919965116012008e-08,9.447586268862551e-09
2011,7.456745443334967e-08,1.9502257142534063e-08
2012,8.885099500588467e-08,2.5872320730258025e-08
2013,8.78574422102929e-08,1.3945625321198918e-08
2014,9.54961336674387e-08,1.580774955378672e-08
2015,1.323295517607903e-07,2.4382329710803674e-08
2016,1.2448753494709308e-07,3.8526924317494604e-08
2017,6.943087349498e-08,1.1571812508215373e-08
2018,8.44139602662608e-08,2.9686867186740074e-08
2019,8.214180624577239e-08,1.7346716951749386e-08
