year,plus_ADV ouverte_ADJ,plus_ADV couverte_ADJ
1959,4.2009054368463694e-07,1.4726420971555854e-08
1960,3.7234082128634327e-07,2.353083417006019e-08
1961,3.8284358083728875e-07,1.737039845295385e-08
1962,4.458395324036246e-07,1.8391673961559718e-08
1963,4.6749565285608696e-07,1.681173777967615e-08
1964,4.86109058783768e-07,1.7035111099517053e-08
1965,4.377634752472659e-07,1.2585699593614663e-08
1966,5.0405577667334e-07,1.7171132071780448e-08
1967,4.782425548910396e-07,2.021437595089992e-08
1968,5.066316930424364e-07,1.3474247495537384e-08
1969,5.163978471500741e-07,2.3162964879475112e-08
1970,6.245068675525545e-07,1.4256047897731605e-08
1971,5.832081342305173e-07,1.6956711590410123e-08
1972,5.217359557718737e-07,1.3851396474251487e-08
1973,5.689626050298102e-07,1.6539610570021068e-08
1974,6.075617307033099e-07,1.2938814464291681e-08
1975,6.139841275398794e-07,1.1994108817248161e-08
1976,6.079192758079444e-07,9.712995741040231e-09
1977,6.529104439323419e-07,8.22749424145286e-09
1978,6.475244731518615e-07,1.0693064211864112e-08
1979,7.168667366386217e-07,7.607565244427406e-09
1980,6.74827390412247e-07,1.3075846183596695e-08
1981,7.122568490558479e-07,1.5181319312773667e-08
1982,7.821452641110227e-07,1.3656505259973528e-08
1983,7.388919698314567e-07,1.4525227243211702e-08
1984,7.097986554072122e-07,8.69851302098823e-09
1985,7.814209652678983e-07,9.02333674446254e-09
1986,6.875674785078445e-07,9.591176741707841e-09
1987,7.754626381029084e-07,1.0388388815840699e-08
1988,8.659023933432763e-07,1.2592763276586538e-08
1989,8.248647418440669e-07,1.4269117443177493e-08
1990,9.082901328838489e-07,1.4166492867673242e-08
1991,7.995038799890608e-07,1.1136783939491579e-08
1992,8.75530133725988e-07,1.597883780846132e-08
1993,8.746408752813295e-07,7.200969598386564e-09
1994,9.558167448631139e-07,6.857404422078162e-09
1995,8.675921208123327e-07,8.675921314704738e-09
1996,9.742018391989404e-07,7.473328622609188e-09
1997,1.0313817710994044e-06,6.233362714880286e-09
1998,1.0141810662389616e-06,1.1920323395031573e-08
1999,1.0346935823690728e-06,2.102292562256025e-08
2000,1.0285177722835215e-06,1.1486881668076876e-08
2001,1.0146886779693887e-06,8.762423675534592e-09
2002,1.021700882120058e-06,1.0514931148009055e-08
2003,9.958945383914397e-07,1.0833999475323708e-08
2004,1.013101950775308e-06,1.6738207264666016e-08
2005,1.0646864438967896e-06,1.216012357474483e-08
2006,9.524679285277671e-07,1.523619275189958e-08
2007,9.87035832622496e-07,1.4380126422963713e-08
2008,9.643100611356203e-07,1.702975893635994e-08
2009,8.859301487973426e-07,8.582746957586096e-09
2010,8.328046874339634e-07,2.0784689525044087e-08
2011,7.800902608323668e-07,1.606068167347985e-08
2012,6.79829270211485e-07,2.11063664323774e-08
2013,6.914240771038749e-07,2.2591912340885756e-08
2014,6.47901174488652e-07,3.009968807532459e-08
2015,6.119964837125735e-07,1.773260294157808e-08
2016,5.745897055930982e-07,2.237047169728612e-08
2017,6.427387120311323e-07,2.3646746782901573e-08
2018,6.275545842981956e-07,2.684725330936999e-08
2019,5.788191401734366e-07,2.1428297358738746e-08
