year,plus_ADV ouverte_ADJ,plus_ADV couverte_ADJ
1800,2.200915076855381e-07,9.432493186523061e-08
1801,2.4288061695187935e-07,1.5239568540437176e-07
1802,2.394488944901241e-07,6.713520406265161e-08
1803,1.5797748176282767e-07,1.1116933507082649e-07
1804,3.361717233474337e-07,7.168367943677367e-08
1805,2.388017321663938e-07,1.4782963830839435e-07
1806,2.1324350996110297e-07,1.6425514104412287e-07
1807,1.537355700520493e-07,6.263301344233696e-08
1808,1.359644414833383e-07,7.251436784372345e-08
1809,2.1008983708270534e-07,7.454800510231507e-08
1810,2.3167254425970896e-07,6.084329839950442e-08
1811,1.6045291317823285e-07,2.757784400841956e-08
1812,1.8670458246106136e-07,2.400487453257938e-08
1813,2.1568062891219597e-07,2.300593315851529e-08
1814,2.517341783914162e-07,8.181360300341112e-08
1815,1.1328339155625144e-07,4.8550024445148665e-08
1816,1.668674798338543e-07,6.721051448721482e-08
1817,2.3975849217094947e-07,1.0742426326260102e-07
1818,2.0504424469436344e-07,9.298518222067287e-08
1819,1.511253344688157e-07,9.419455437864599e-08
1820,2.2190319270976033e-07,7.713212824000948e-08
1821,1.617284084431958e-07,1.1242096320529527e-07
1822,1.5539704634193185e-07,6.817418807258946e-08
1823,2.5694984628898965e-07,4.941343334508019e-08
1824,1.7431703724923864e-07,9.431646219582035e-08
1825,1.9107811510821193e-07,6.868245350233337e-08
1826,2.1579562314855139e-07,8.279505436803447e-08
1827,1.6314572803821648e-07,8.479891278057039e-08
1828,1.8069432883294212e-07,7.521286704559316e-08
1829,1.9203913836918218e-07,3.772197487705853e-08
1830,2.0143093593105732e-07,5.844628248041772e-08
1831,1.0446107978623331e-07,5.76874619184764e-08
1832,2.1242051673198148e-07,3.111892965534935e-08
1833,1.8417969727124728e-07,8.340212787061319e-08
1834,1.586870297387577e-07,7.467625096069241e-08
1835,2.715148639254039e-07,5.672315950278062e-08
1836,2.2178474523570912e-07,1.0954822471376247e-07
1837,1.948209416013924e-07,5.218418053232199e-08
1838,2.266066161382696e-07,8.142689011947368e-08
1839,2.1533743677082384e-07,7.061390050466798e-08
1840,2.337675795160976e-07,6.942960339983983e-08
1841,2.3563413265037525e-07,5.457466301095337e-08
1842,1.6166919181159756e-07,5.634942823462552e-08
1843,2.492716362212377e-07,4.666459574309556e-08
1844,1.695965465842164e-07,4.226192018563779e-08
1845,1.6461672203149647e-07,4.1293688468613254e-08
1846,1.3816622868034756e-07,4.156695965207291e-08
1847,2.0763910413279518e-07,6.68759696509369e-08
1848,1.713632258315556e-07,4.827133182061516e-08
1849,2.052956631359848e-07,3.9383248662261394e-08
1850,1.3849552260580822e-07,3.190828223864628e-08
1851,1.780045124633034e-07,1.805842941848823e-08
1852,1.4713832285906392e-07,3.971432604998881e-08
1853,1.9886533664248418e-07,5.2552998397459305e-08
1854,1.6418299253473378e-07,4.72805474771576e-08
1855,1.7990517164889752e-07,3.290301009428731e-08
1856,1.8948512092720193e-07,3.36517302912398e-08
1857,1.8110398514181725e-07,4.78387889302212e-08
1858,1.7568297039360914e-07,7.29157747514364e-08
1859,2.0521459020983457e-07,2.4442432078330967e-08
1860,2.2336656968491297e-07,3.707518914097818e-08
1861,2.7635547894533374e-07,5.2818794671338765e-08
1862,1.856892311025149e-07,5.3312238179614724e-08
1863,1.7631010962304572e-07,3.596127129412707e-08
1864,2.454900709381036e-07,4.507044337742627e-08
1865,2.212216827501834e-07,4.1890913848874334e-08
1866,1.9559763586585177e-07,2.1895258939252926e-08
1867,1.975094221506879e-07,3.88224918879132e-08
1868,1.9463104194983316e-07,1.5807597009143137e-08
1869,2.2513023623105255e-07,3.7603097524652185e-08
1870,1.8750338881545758e-07,4.243196016773254e-08
1871,2.3579013941343874e-07,3.717412155879174e-08
1872,1.445314126158337e-07,3.930770375859538e-08
1873,1.6341792274943145e-07,3.8909028887701425e-08
1874,1.7027636545208225e-07,2.9275584623178474e-08
1875,2.4716996449569706e-07,3.20405533216217e-08
1876,2.1281971385178622e-07,5.2600327649088285e-08
1877,1.6204218411530746e-07,3.710889728836264e-08
1878,1.8660783496216027e-07,3.0799352401800206e-08
1879,1.9122188632536563e-07,4.7652736867576095e-08
1880,1.8547575564298313e-07,4.3641353641987735e-08
1881,2.0429446578873467e-07,2.649552932609822e-08
1882,2.48245868306185e-07,3.261138559196297e-08
1883,1.8578856497697416e-07,3.981183382961717e-08
1884,1.676830976293786e-07,2.6406787867472303e-08
1885,2.1915161596552934e-07,2.9649923405372647e-08
1886,1.787609562597936e-07,2.5168509054651622e-08
1887,1.9847931298500043e-07,2.285123557044244e-08
1888,2.1558089713380468e-07,2.9800888867725916e-08
1889,2.769190530216292e-07,2.8819629349641218e-08
1890,2.4382316610171983e-07,2.4906668727453507e-08
1891,2.2628481133324385e-07,1.9122660788184476e-08
1892,2.1438312103327917e-07,1.8805536683430546e-08
1893,1.8290496939243894e-07,3.3255449949365357e-08
1894,2.741169566888857e-07,2.2685540557176864e-08
1895,1.9560496866688482e-07,1.9861428057765806e-08
1896,2.1819006690293463e-07,3.066455178668548e-08
1897,2.033523003319715e-07,3.1464253424928756e-08
1898,2.2576836045118398e-07,2.4896761985360172e-08
1899,2.227614146477208e-07,2.2110313580014918e-08
1900,2.600717721179535e-07,9.34389543516545e-09
1901,2.3528590986643394e-07,1.0618603774048552e-08
1902,2.4796932507342717e-07,2.356936334990678e-08
1903,2.1816889272940898e-07,1.0800440541913758e-08
1904,2.0423576074790617e-07,2.3110889202371254e-08
1905,2.466842943249503e-07,1.8062657147766004e-08
1906,1.6615716447176965e-07,2.2634411678268407e-08
1907,1.7537095686748216e-07,1.7485668024619372e-08
1908,1.836859553350223e-07,1.1787333775714615e-08
1909,2.2499023089039838e-07,1.5952851484257735e-08
1910,1.9880241097780527e-07,3.634022505139001e-08
1911,2.207955276389839e-07,2.926205766584644e-08
1912,2.31819242912934e-07,1.7712032729377825e-08
1913,2.253770645666009e-07,2.0681659052002033e-08
1914,1.8148175229271146e-07,8.036092680185902e-09
1915,1.9438256515513785e-07,1.6493066468115103e-08
1916,1.6700941785074974e-07,1.3184954461564757e-08
1917,2.1494192026239034e-07,1.7546279096336548e-08
1918,2.940512331406353e-07,2.2972752589112133e-08
1919,2.0257266442058608e-07,2.2098836538475553e-08
1920,1.8779134336455172e-07,8.329454459499175e-09
1921,2.0976510484160826e-07,2.2718241510233383e-08
1922,1.6157679283423931e-07,4.426761179843197e-09
1923,1.910870679466825e-07,1.4862327368803108e-08
1924,1.740369270919473e-07,1.1602462102189293e-08
1925,2.0016683777157596e-07,1.4297631523163545e-08
1926,2.206935363346929e-07,2.3406890647947876e-08
1927,2.5197249442499015e-07,1.5608915049369898e-08
1928,1.9995572131392692e-07,3.085031252680892e-08
1929,2.15009848147929e-07,8.912325100141061e-09
1930,2.2897856410963868e-07,1.8906487042613662e-08
1931,2.3152874462084583e-07,1.2545892325022123e-08
1932,2.1480691714259592e-07,2.6302888755935783e-08
1933,1.7550112829667341e-07,2.408838994938378e-08
1934,1.893089631721523e-07,1.9170528275935794e-08
1935,1.8909888410689746e-07,1.0771455727365264e-08
1936,1.733834125161593e-07,9.699771652549316e-09
1937,2.077534446698337e-07,2.5182236740306507e-08
1938,1.892921375201695e-07,7.779128452511941e-09
1939,2.554106401930767e-07,1.5294050470515685e-08
1940,2.155415472770983e-07,0.0
1941,2.095566884463551e-07,2.3612020783048138e-08
1942,2.0936060707299475e-07,1.2136847082899749e-08
1943,2.3225881307098462e-07,2.6129116648121453e-08
1944,3.3417137501601246e-07,6.4263723231761105e-09
1945,2.8320553724370257e-07,2.3963544037997053e-08
1946,2.9373529741860693e-07,1.2528993842408909e-08
1947,2.670275023319846e-07,1.4305045148432782e-08
1948,2.3265839388386667e-07,1.6307831529616124e-08
1949,3.7304630495782476e-07,7.853606653895895e-09
1950,2.8715476219076663e-07,2.0207187034770868e-08
1951,2.548075030972541e-07,1.4925962688039363e-08
1952,2.4463943759656104e-07,1.0544804140977249e-08
1953,2.855064167306409e-07,2.0470272588113403e-08
1954,2.970851085137838e-07,8.795282724349818e-09
1955,3.106636086158687e-07,1.8771215692936494e-08
1956,3.4274086146979243e-07,1.1337483840634377e-08
1957,3.162943471579638e-07,1.4136060322300636e-08
1958,3.011096509908384e-07,1.3235589513271862e-08
