year,long_ADJ hommage_NOUN,long_ADJ chômage_NOUN
1800,0.0,0.0
1801,2.1430643926123594e-08,2.3811825844433088e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,1.3596443970698147e-08,0.0
1809,0.0,0.0
1810,9.360507036149102e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,6.227493631882908e-09,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,4.010246357211145e-09,5.012807946513931e-09
1823,0.0,0.0
1824,4.210556348027694e-09,0.0
1825,0.0,0.0
1826,0.0,8.807984341885344e-10
1827,9.217273055917019e-10,5.530363722527909e-09
1828,0.0,1.8344602503717056e-09
1829,8.57317605795771e-10,7.715858174606183e-09
1830,4.174734336004349e-09,2.0873671680021744e-09
1831,0.0,0.0
1832,6.764984572527055e-09,8.117981842303834e-09
1833,5.791814139399776e-09,1.1583628500844156e-09
1834,3.733812370398937e-09,9.334530925997342e-10
1835,2.7227116561334697e-08,1.8151411040889798e-08
1836,1.3441500135158435e-09,6.720750067579218e-10
1837,1.3915781860163179e-09,0.0
1838,6.312161904276081e-10,0.0
1839,2.7965900706306e-09,4.194885327990505e-09
1840,8.280594876453051e-09,1.0191501864653674e-08
1841,6.420548537278137e-10,1.6693427085101575e-08
1842,6.708265054555795e-10,7.379091560011375e-09
1843,2.3627644285539873e-09,7.678984559333912e-09
1844,0.0,9.879410178825765e-09
1845,0.0,5.022205318283568e-09
1846,5.854501328173001e-10,1.5221703009160592e-08
1847,1.6179670936367074e-09,3.235934187273415e-09
1848,0.0,8.84974404868899e-09
1849,0.0,3.100383594301093e-08
1850,1.3577992064028876e-09,3.59816780814981e-08
1851,6.449438760824933e-10,1.9993260380601896e-08
1852,6.510545436100301e-10,1.1718981340891332e-08
1853,5.971931837933653e-10,1.3138249599364826e-08
1854,1.0391328908454511e-09,5.195664343204953e-09
1855,1.5920811335945473e-09,5.837630823180007e-09
1856,1.0354378465748937e-09,2.5885945831305435e-08
1857,2.9289055625270066e-09,2.0990489346672803e-08
1858,9.787352039936081e-10,9.787352261980686e-09
1859,4.582956236731661e-09,1.4258085379026397e-08
1860,1.0527522853465143e-08,1.5562426014525954e-08
1861,4.715963730639317e-10,1.1789909493131745e-08
1862,5.421583626485926e-09,2.5752521892741242e-08
1863,0.0,1.9978482868054925e-08
1864,2.3973640850272204e-09,1.102787461348953e-08
1865,4.706844358715045e-10,1.4120533187167439e-08
1866,4.865612912574591e-10,8.271541673821048e-09
1867,0.0,1.164674756637396e-08
1868,0.0,1.5807597009143137e-08
1869,9.767038289254515e-10,1.4162205630441349e-08
1870,3.4404292748035914e-09,1.4335121534259088e-08
1871,2.1242354542039266e-09,6.054071377548098e-08
1872,3.0236697590169115e-09,5.865918950576088e-08
1873,5.986004469882289e-10,1.6760813181804224e-08
1874,5.974609140757536e-10,9.559374625212058e-09
1875,0.0,2.6319025181464895e-08
1876,6.04601479992084e-10,1.3301232115736639e-08
1877,5.566334504436554e-09,1.1751150275074451e-08
1878,0.0,1.509772218355465e-08
1879,1.221865053580018e-09,2.016077260691418e-08
1880,5.134277003548959e-09,2.2462462112571302e-08
1881,4.8807553554297556e-09,1.9523021421719022e-08
1882,6.655385131892899e-10,2.728707926280549e-08
1883,2.5277355764075082e-09,1.3270612164717477e-08
1884,0.0,1.8484751507230612e-08
1885,0.0,1.4824961702686323e-08
1886,1.0325542199041138e-08,1.2261581083805595e-08
1887,3.9173548849191775e-09,1.697520346510828e-08
1888,6.340614699951175e-10,7.60873763994141e-09
1889,6.265136742733546e-10,1.628935564212952e-08
1890,1.9663159989136147e-09,8.520702365899524e-09
1891,0.0,3.1233678754460925e-08
1892,6.268512375839919e-10,2.820830502514582e-08
1893,0.0,2.7097032173628577e-08
1894,1.2603078580752936e-09,2.0164925729204697e-08
1895,0.0,4.273216447359118e-08
1896,1.179405795248556e-09,3.3613066108273415e-08
1897,3.4960281336537946e-09,2.2724183423861177e-08
1898,0.0,3.3384292663640736e-08
1899,0.0,2.9296165493519766e-08
1900,1.5573159428683425e-09,3.1665425836990835e-08
1901,2.235495566438317e-09,2.51493244007861e-08
1902,3.437198747846537e-09,2.5042448115186744e-08
1903,3.2401321625741275e-09,2.2680925582108102e-08
1904,5.374625189347171e-10,3.9772224624812225e-08
1905,0.0,2.838417501038748e-08
1906,0.0,2.3148830408104004e-08
1907,0.0,2.3142794347563722e-08
1908,4.911389073214423e-10,2.4556944921982904e-08
1909,4.400786846048277e-09,1.4852655993990993e-08
1910,2.67207544979442e-09,2.4583092894658876e-08
1911,1.0640748282497725e-09,2.6601870928288918e-08
1912,6.251305251225858e-09,3.125652625612929e-08
1913,2.121195885607108e-09,3.0227042202568555e-08
1914,0.0,1.9420557606508737e-08
1915,0.0,8.246533234057551e-09
1916,0.0,3.735737053034427e-08
1917,1.0966424435210342e-09,2.3029491202919417e-08
1918,0.0,2.412139110674616e-08
1919,4.603924352863942e-09,3.1306683467846597e-08
1920,0.0,1.817335615328375e-08
1921,7.572747429129834e-10,1.2116395886607734e-08
1922,4.426761179843197e-09,1.0329110011753073e-08
1923,3.1847844361720945e-09,3.1847843473542525e-08
1924,2.578324886925998e-09,9.02413699321869e-09
1925,0.0,2.1996356736053713e-08
1926,1.1146138456652466e-09,1.3375366592072169e-08
1927,0.0,1.7838759802657478e-08
1928,0.0,7.998228745975666e-09
1929,0.0,1.2254447234738564e-08
1930,4.201441416995522e-09,9.453243521306831e-09
1931,2.2810713318222042e-09,2.9653927313688655e-08
1932,2.1919073223131136e-09,1.3151444377967891e-08
1933,2.2941324395731044e-09,9.176529758292418e-09
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,1.196828414151696e-09,1.196828414151696e-08
1936,0.0,1.33371855781661e-08
1937,0.0,1.3850230295986421e-08
1938,0.0,1.0372171566075394e-08
1939,3.058810094103137e-09,1.2235240376412548e-08
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,4.1763312808029696e-09,1.2528993842408909e-08
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,3.2615663503321457e-09,6.523132700664291e-09
1949,5.890204768377316e-09,9.817008539414473e-09
1950,5.317680518146517e-09,8.508289184305795e-09
1951,1.0661401761424827e-09,1.0661401539380222e-08
1952,0.0,7.381362632230548e-09
1953,4.3095309543161875e-09,6.464296653518886e-09
1954,9.772536113672459e-10,5.863521668203475e-09
1955,0.0,3.754243138587299e-09
1956,1.744228317335228e-09,6.976913269340912e-09
1957,1.7670075402875796e-09,6.184526224473075e-09
1958,5.790570245522986e-09,5.790570245522986e-09
1959,3.8753737996444215e-09,5.425523585955716e-09
1960,7.612916519406099e-09,3.460416619915918e-09
1961,2.779263708063695e-09,8.33779090214648e-09
1962,3.170978146727066e-09,6.976152100435229e-09
1963,4.526237162849611e-09,9.69907976156037e-09
1964,1.8251904432275978e-09,3.041984220075733e-09
1965,5.472043373977442e-10,6.5664522708175355e-09
1966,0.0,1.0524241922382771e-08
1967,2.9582012395223956e-09,2.9582012395223956e-09
1968,1.7965663401398047e-09,6.287982134978165e-09
1969,2.2708788183223305e-09,6.8126366770115965e-09
1970,3.6789800095249348e-09,6.438214850135182e-09
1971,5.138397485282553e-10,5.652237344833111e-09
1972,7.182205497002769e-09,5.643161493651405e-09
1973,3.3079223804577396e-09,3.859242703185828e-09
1974,4.500457340128605e-09,6.750686232237513e-09
1975,5.711480177694739e-10,1.1422960355389478e-09
1976,3.4281160132820787e-09,8.570290255249802e-09
1977,7.639816779203557e-09,8.22749424145286e-09
1978,2.970295565063452e-09,5.940591130126904e-09
1979,5.851973128301324e-09,5.851973128301324e-09
1980,1.7055452605774235e-09,2.8425752862659692e-09
1981,1.8976649140967083e-09,9.488323904349727e-09
1982,7.449002747961231e-09,9.932003663948308e-09
1983,3.157658134966823e-09,6.315316269933646e-09
1984,2.8995041922996734e-09,3.479405208395292e-09
1985,3.609334831011779e-09,3.0077789148208467e-09
1986,5.395036861699509e-09,5.395036861699509e-09
1987,7.332980445085013e-09,6.110816741511371e-09
1988,6.596209356501959e-09,7.795519785247507e-09
1989,8.780995486290522e-09,5.488121956886971e-09
1990,7.083246433836621e-09,3.2691906959314565e-09
1991,6.4476117778156095e-09,4.10302547493302e-09
1992,6.61193322315512e-09,4.958949695321735e-09
1993,7.200969598386564e-09,7.754890063438324e-09
1994,7.384897138251745e-09,4.2199412852994556e-09
1995,5.964695848348356e-09,6.506940763983948e-09
1996,6.4057106285986265e-09,5.871901187504136e-09
1997,8.630809844589749e-09,2.3974471297094624e-09
1998,9.536258005482523e-09,2.86087753487152e-09
1999,1.0511462811280126e-08,5.0272213059088244e-09
2000,1.0161472552283612e-08,2.6508188977203417e-09
2001,7.886181485616817e-09,2.190605918883648e-09
2002,1.0076809608960957e-08,4.81934359086722e-09
2003,7.083769126836614e-09,8.333845835650777e-10
2004,1.1452457648886138e-08,8.809582507929292e-10
2005,1.1259373877692269e-08,2.251874686720612e-09
2006,9.882935358973555e-09,2.0589450144825605e-09
2007,1.078509459517818e-08,5.592271090648637e-09
2008,7.663391698997657e-09,5.5346713878634546e-09
2009,6.675469510497578e-09,2.384096253749135e-09
2010,8.502827775203059e-09,3.3066551718974324e-09
2011,4.5887662558641296e-09,3.059177577924288e-09
2012,7.489355802192676e-09,4.765953853791416e-09
2013,3.6258624991347688e-09,3.3469500504423877e-09
2014,4.114345752981308e-09,3.2481677347817595e-09
2015,3.989835573037226e-09,3.103205470367243e-09
2016,2.899876117012923e-09,5.799752234025846e-09
2017,3.5218559180094644e-09,3.773417134311785e-09
2018,4.130346731301415e-09,3.3559066636712487e-09
2019,4.846876677788714e-09,2.2958890344426663e-09
