year,long_ADJ an_NOUN,long_ADJ champ_NOUN
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,0.0,6.713520406265161e-09
1803,1.950339223455444e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,2.2660739507074368e-08
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,4.670620334934483e-09
1818,3.5763532135746345e-09,4.768470951432846e-09
1819,0.0,2.070210003424222e-09
1820,0.0,1.1866481131050932e-09
1821,9.86148829262845e-10,0.0
1822,1.0025615893027862e-09,1.0025615893027862e-09
1823,0.0,7.90614973489312e-09
1824,0.0,0.0
1825,0.0,1.0566532093747583e-08
1826,8.807984341885344e-10,8.807984341885344e-10
1827,1.8434546111834038e-09,0.0
1828,0.0,2.7516903755575584e-09
1829,8.57317605795771e-10,2.571952817387313e-09
1830,1.0436835840010872e-09,2.0873671680021744e-09
1831,0.0,9.354723662369224e-09
1832,1.3529969367098715e-09,0.0
1833,3.4750886612755494e-09,1.1583628722888761e-08
1834,9.334530925997342e-10,5.600718555598405e-09
1835,1.5126175867408165e-09,4.5378527602224494e-09
1836,6.720750067579218e-10,1.0081124990346524e-08
1837,0.0,6.2621018370734305e-09
1838,0.0,1.009945949093094e-08
1839,6.9914751765765e-10,1.3982950353153e-09
1840,0.0,6.369688665408546e-09
1841,0.0,7.704658244733764e-09
1842,0.0,1.341653010911159e-09
1843,5.906911071384968e-10,2.3627644285539873e-09
1844,1.097712254427563e-09,4.390849017710252e-09
1845,5.580227946389016e-10,3.3481368233445608e-09
1846,5.854501328173001e-10,5.854501328173001e-10
1847,0.0,7.011190739092399e-09
1848,0.0,1.6090443422100975e-09
1849,0.0,1.6758829879393033e-09
1850,6.788996032014438e-10,2.7155984128057753e-09
1851,0.0,1.2898877521649865e-09
1852,6.510545436100301e-10,6.510545436100301e-10
1853,1.1943863675867306e-09,3.5831591027601917e-09
1854,1.0391328908454511e-09,1.558699391779328e-09
1855,5.306937111981824e-10,7.960405667972736e-09
1856,5.177189232874468e-10,5.177189232874468e-10
1857,0.0,1.9526036343364694e-09
1858,0.0,4.893676019968041e-10
1859,5.092173349652285e-10,5.092173349652285e-09
1860,4.577183909670879e-10,0.0
1861,4.715963730639317e-10,5.187559992680946e-09
1862,9.035972525772706e-10,9.035972525772706e-10
1863,1.9978483312144135e-09,2.9967726078439227e-09
1864,1.4384183844029508e-09,0.0
1865,4.706844358715045e-10,9.41368871743009e-10
1866,1.4596839292835284e-09,2.4328064562872953e-09
1867,4.85281148598915e-10,1.455843445796745e-09
1868,4.93987406535723e-10,5.4338614718929534e-09
1869,9.767038289254515e-10,2.4417595723136287e-09
1870,5.734048791339319e-10,3.4404292748035914e-09
1871,2.1242354542039266e-09,7.434824311758348e-09
1872,1.2094678591978436e-09,0.0
1873,5.986004469882289e-10,2.3944017324417644e-09
1874,5.974609140757536e-10,2.3898436563030145e-09
1875,0.0,4.577221879298321e-09
1876,6.04601479992084e-10,2.418405919968336e-09
1877,6.184815992682502e-10,6.80329748092845e-09
1878,0.0,4.046189328033023e-08
1879,6.10932526790009e-10,4.887460214320072e-09
1880,2.5671385017744797e-09,2.5671385017744797e-09
1881,0.0,1.3945015142624584e-09
1882,0.0,2.6621540527571597e-09
1883,6.319338941018771e-10,2.5277355764075082e-09
1884,1.3203393933736152e-09,1.3203393933736152e-09
1885,1.2891271383708158e-09,0.0
1886,6.453463874400711e-10,6.453463874400711e-10
1887,6.528924623161458e-10,7.181817029966453e-09
1888,6.340614699951175e-10,6.340614699951175e-10
1889,0.0,6.891650583540354e-09
1890,0.0,5.8989478302073906e-09
1891,0.0,5.736798147637501e-09
1892,6.268512375839919e-10,2.5074049503359674e-09
1893,6.158416554491453e-10,5.542574843531156e-09
1894,0.0,4.4110775032635274e-09
1895,6.018614495673091e-10,1.98614278357212e-08
1896,5.89702897624278e-10,4.1279202278587945e-09
1897,1.1653427112179315e-09,1.1653427112179315e-09
1898,5.6583548957434e-10,2.26334195829736e-09
1899,0.0,7.738609753005221e-09
1900,5.191053142894475e-10,4.1528424032932776e-09
1901,5.588738916095792e-10,5.029865079997364e-09
1902,4.910283846193408e-10,7.856454153909453e-09
1903,0.0,1.2420507067290032e-08
1904,7.524475265086039e-09,0.0
1905,1.0321518084666081e-09,4.6446830825885854e-09
1906,5.144184522798412e-10,5.144184522798412e-09
1907,1.5428529565042481e-09,4.6285588695127444e-09
1908,4.911389073214423e-10,1.4734167219643268e-09
1909,0.0,3.3005901345362076e-09
1910,1.068830135508847e-09,1.33603772489721e-08
1911,0.0,1.5961122423746588e-09
1912,0.0,5.2094211167030835e-09
1913,1.060597942803554e-09,1.5908969142053309e-09
1914,6.696743715117748e-10,0.0
1915,1.1780761921542648e-09,3.534228465440492e-09
1916,0.0,3.2962386153911893e-09
1917,1.0966424435210342e-09,1.8642921206790675e-08
1918,1.1486376294556067e-09,2.2972752589112133e-09
1919,0.0,5.524709134618888e-09
1920,0.0,1.4387240288016301e-08
1921,1.5145494858259667e-09,4.543648624011354e-09
1922,2.2133805899215986e-09,6.640142102831703e-09
1923,2.1231896241147297e-09,5.307974060286824e-09
1924,1.289162443462999e-09,5.156649662829693e-09
1925,1.0998177923937646e-09,8.798542339150117e-09
1926,0.0,6.6876830739914794e-09
1927,1.1149224876660924e-09,3.344767462998277e-09
1928,1.1426041224282812e-09,4.570416489713125e-09
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,9.453243299262226e-09,9.453243299262226e-09
1931,1.1405356659111021e-09,6.843213995466613e-09
1932,0.0,1.2055490605789032e-08
1933,3.4411986593596566e-09,1.1470662197865522e-08
1934,0.0,8.38710612072191e-09
1935,2.393656828303392e-09,3.590485242455088e-09
1936,0.0,6.0623572828433225e-09
1937,0.0,0.0
1938,0.0,2.5930428915188486e-09
1939,1.5294050470515685e-09,0.0
1940,0.0,7.607348750937604e-09
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,2.178504043826024e-09
1946,0.0,8.352662561605939e-09
1947,0.0,3.5762612871081956e-09
1948,0.0,3.2615663503321457e-09
1949,0.0,2.9451024952109606e-09
1950,0.0,2.1270722960764488e-09
1951,0.0,9.595261474260042e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,1.0773827385790469e-09,5.386913581872932e-09
1954,0.0,2.9317608341017376e-09
1955,1.8771215692936494e-09,1.0324168631115072e-08
1956,8.72114158667614e-10,5.232684952005684e-09
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,8.272243445794913e-10,2.481673033738474e-09
1959,1.5501495642666896e-09,4.650448692800069e-09
1960,6.920833350854139e-10,4.844583401109048e-09
1961,3.47407969059077e-09,7.642975308197464e-09
1962,1.2683912808952869e-09,6.341956571009888e-09
1963,3.879632060055371e-09,1.9398159745165344e-09
1964,3.0419841090534305e-09,7.300761772910391e-09
1965,6.019247600352884e-09,5.472043540510896e-09
1966,0.0,8.308612242657887e-09
1967,2.9582014060558492e-09,1.479100675272349e-09
1968,2.5151928956246294e-08,4.491415683816058e-09
1969,2.134626153615926e-08,2.725054681906869e-09
1970,2.0234389830342536e-08,1.1036940444908439e-08
1971,2.0553589941130213e-09,5.138397485282553e-09
1972,4.104117490300041e-09,6.15617617993891e-09
1973,1.1577727720979425e-08,5.513203782392395e-09
1974,3.037808582462276e-08,5.06301445213353e-09
1975,6.282628195464213e-09,2.2845920710778955e-09
1976,1.5426522226302808e-08,6.856232359631065e-09
1977,3.5260691033656144e-09,4.113747342771035e-09
1978,5.346532216954358e-09,1.7821774056514528e-09
1979,1.7555920051037788e-09,4.0963813452421505e-09
1980,1.1370301367108482e-09,5.116635726221119e-09
1981,3.795329828193417e-09,6.325549528618524e-10
1982,6.20750217894539e-09,3.7245013739806154e-09
1983,1.8945948143667124e-09,6.315316158911344e-09
1984,2.203623328256299e-08,1.333771981748555e-08
1985,7.820225356169885e-09,6.617113745832626e-09
1986,4.196139880008332e-09,2.9972427872948515e-09
1987,3.055408481777988e-09,3.6664901115202042e-09
1988,2.3986214681137596e-09,2.398621523624911e-09
1989,5.488122178931576e-10,4.939310072060721e-09
1990,1.634595292454577e-09,2.7243255429354463e-09
1991,2.344586080837985e-09,1.1722930404189924e-09
1992,6.0609386398624565e-09,3.8569610283367695e-09
1993,3.877445309274918e-09,3.3235244556450994e-09
1994,2.1099705871385765e-09,6.85740436656701e-09
1995,1.1387146947594573e-08,7.049185846152994e-09
1996,8.540947726842774e-09,3.2028553142993132e-09
1997,6.233362714880286e-09,5.753873488778538e-09
1998,7.629006759657386e-09,4.291316191284977e-09
1999,9.14040199084809e-09,4.570201078690772e-09
2000,1.2370488633450805e-08,5.743440834038438e-09
2001,1.051490838843705e-08,1.7524846851468823e-09
2002,3.767850331737321e-08,5.695588056742196e-09
2003,2.0834615144238455e-09,5.0003075569016175e-09
2004,2.1583476561559678e-08,5.285749393735273e-09
2005,3.1526246058177776e-09,1.3511248786457486e-09
2006,2.470733950765691e-09,5.3532570043479666e-09
2007,4.793375307787784e-09,2.3966877371606188e-09
2008,4.6831836186811415e-09,4.2574396230676825e-09
2009,4.291373256748443e-09,6.198650259747751e-09
2010,2.3618964561933353e-09,3.77903447423833e-09
2011,3.4415747474092484e-09,1.0324724158961018e-08
2012,2.382976926895708e-09,5.106379208363876e-09
2013,2.5102125378317908e-09,7.25172510929184e-09
2014,3.2481678735596375e-09,4.11434586400361e-09
2015,1.7732603163622684e-09,4.654808455351045e-09
2016,3.3141441813100414e-09,7.456824102636261e-09
2017,5.0312225496895735e-09,4.5281005334185664e-09
2018,5.679226811050597e-09,4.904786743420431e-09
2019,3.826481520530223e-09,5.86727205709181e-09
