year,long_ADJ an_NOUN,long_ADJ chant_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,2.945896149242344e-08
1809,0.0,6.7770917766551975e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,3.5763532135746345e-09,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,9.86148829262845e-10,0.0
1822,1.0025615893027862e-09,0.0
1823,0.0,4.941343334508019e-09
1824,0.0,8.421112696055388e-10
1825,0.0,0.0
1826,8.807984341885344e-10,0.0
1827,1.8434546111834038e-09,0.0
1828,0.0,9.172301251858528e-10
1829,8.57317605795771e-10,2.571952872898464e-09
1830,1.0436835840010872e-09,5.218417697960831e-09
1831,0.0,1.5591206548037917e-08
1832,1.3529969367098715e-09,0.0
1833,3.4750886612755494e-09,2.3167257001688313e-09
1834,9.334530925997342e-10,9.334530925997342e-10
1835,1.5126175867408165e-09,6.050470346963266e-09
1836,6.720750067579218e-10,4.704525213838906e-09
1837,0.0,2.7831563720326358e-09
1838,0.0,4.418513555037862e-09
1839,6.9914751765765e-10,2.0974426639952526e-09
1840,0.0,3.821813088222825e-09
1841,0.0,4.494383976094696e-09
1842,0.0,6.708265054555795e-10
1843,5.906911071384968e-10,2.3627644285539873e-09
1844,1.097712254427563e-09,0.0
1845,5.580227946389016e-10,5.580227946389016e-10
1846,5.854501328173001e-10,1.7563503984519002e-09
1847,0.0,2.6966118227278457e-09
1848,0.0,4.02261068899179e-09
1849,0.0,0.0
1850,6.788996032014438e-10,1.3577992064028876e-09
1851,0.0,0.0
1852,6.510545436100301e-10,9.765818376195057e-09
1853,1.1943863675867306e-09,5.971931837933653e-10
1854,1.0391328908454511e-09,8.313063126763609e-09
1855,5.306937111981824e-10,5.306937111981824e-10
1856,5.177189232874468e-10,4.141751386299575e-09
1857,0.0,2.9289055625270066e-09
1858,0.0,6.8511463169329545e-09
1859,5.092173349652285e-10,4.073738679721828e-09
1860,4.577183909670879e-10,2.288591982591015e-09
1861,4.715963730639317e-10,8.960331143725853e-09
1862,9.035972525772706e-10,1.3553959066214816e-09
1863,1.9978483312144135e-09,4.994620828036034e-10
1864,1.4384183844029508e-09,3.835782358407869e-09
1865,4.706844358715045e-10,0.0
1866,1.4596839292835284e-09,8.75810357570117e-09
1867,4.85281148598915e-10,4.85281148598915e-10
1868,4.93987406535723e-10,4.93987406535723e-10
1869,9.767038289254515e-10,1.4650557433881772e-09
1870,5.734048791339319e-10,4.013834153937523e-09
1871,2.1242354542039266e-09,0.0
1872,1.2094678591978436e-09,6.047339295989218e-10
1873,5.986004469882289e-10,1.1972008939764578e-09
1874,5.974609140757536e-10,0.0
1875,0.0,0.0
1876,6.04601479992084e-10,1.813804439976252e-09
1877,6.184815992682502e-10,1.8554447978047506e-09
1878,0.0,0.0
1879,6.10932526790009e-10,1.832797580370027e-09
1880,2.5671385017744797e-09,7.701415505323439e-09
1881,0.0,1.6036766581351003e-08
1882,0.0,7.320923423037584e-09
1883,6.319338941018771e-10,4.423537092179686e-09
1884,1.3203393933736152e-09,9.242375753615306e-09
1885,1.2891271383708158e-09,3.86738152613475e-09
1886,6.453463874400711e-10,9.034849313138693e-09
1887,6.528924623161458e-10,3.9173548849191775e-09
1888,6.340614699951175e-10,7.60873763994141e-09
1889,0.0,9.397704836544563e-09
1890,0.0,8.520702365899524e-09
1891,0.0,7.0116419337296065e-09
1892,6.268512375839919e-10,1.0656471260972467e-08
1893,6.158416554491453e-10,9.23762488724833e-09
1894,0.0,2.520615716150587e-08
1895,6.018614495673091e-10,4.814891596538473e-09
1896,5.89702897624278e-10,7.66613794667137e-09
1897,1.1653427112179315e-09,6.409385022720926e-09
1898,5.6583548957434e-10,1.3014216371232123e-08
1899,0.0,4.9748205555033564e-09
1900,5.191053142894475e-10,1.661137005726232e-08
1901,5.588738916095792e-10,2.235495566438317e-09
1902,4.910283846193408e-10,4.910283735171106e-09
1903,0.0,3.7801539676252105e-09
1904,7.524475265086039e-09,3.2247751136083025e-09
1905,1.0321518084666081e-09,1.4450125540577119e-08
1906,5.144184522798412e-10,3.600929110447737e-09
1907,1.5428529565042481e-09,6.685696440911215e-09
1908,4.911389073214423e-10,8.840499887696751e-09
1909,0.0,3.300590023513905e-09
1910,1.068830135508847e-09,5.34415089958884e-09
1911,0.0,4.788336838146279e-09
1912,0.0,5.2094213387476884e-09
1913,1.060597942803554e-09,1.6969567084856862e-08
1914,6.696743715117748e-10,6.027069510139427e-09
1915,1.1780761921542648e-09,3.534228465440492e-09
1916,0.0,5.493730803607377e-09
1917,1.0966424435210342e-09,1.2063066989753679e-08
1918,1.1486376294556067e-09,1.378365155346728e-08
1919,0.0,1.2890987832747669e-08
1920,0.0,6.057785384427916e-09
1921,1.5145494858259667e-09,1.741731914250977e-08
1922,2.2133805899215986e-09,7.377935595798135e-09
1923,2.1231896241147297e-09,1.3800733000834953e-08
1924,1.289162443462999e-09,2.1915761649893284e-08
1925,1.0998177923937646e-09,2.1996356736053713e-08
1926,0.0,8.916910765321973e-09
1927,1.1149224876660924e-09,7.804457524684949e-09
1928,1.1426041224282812e-09,1.3711249025050165e-08
1929,1.1140406375176326e-09,1.1140405931087116e-08
1930,9.453243299262226e-09,4.201441416995522e-09
1931,1.1405356659111021e-09,9.124285327288817e-09
1932,0.0,4.383814644626227e-09
1933,3.4411986593596566e-09,1.261772819560747e-08
1934,0.0,1.3179738189705859e-08
1935,2.393656828303392e-09,8.377798899061872e-09
1936,0.0,2.424942913137329e-09
1937,0.0,1.510934133364117e-08
1938,0.0,1.4261735792331365e-08
1939,1.5294050470515685e-09,1.988226472349197e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,2.1239483061208375e-08
1943,0.0,3.4838823381733164e-08
1944,0.0,1.927911696952833e-08
1945,0.0,3.703456741277478e-08
1946,0.0,4.037120149291695e-08
1947,0.0,2.7418003867296648e-08
1948,0.0,1.848220954059343e-08
1949,0.0,1.2762110479513922e-08
1950,0.0,1.4889506516624351e-08
1951,0.0,1.2793682557799002e-08
1952,2.1089607837865287e-09,1.687168627029223e-08
1953,1.0773827385790469e-09,1.0773827163745864e-08
1954,0.0,2.14995790059902e-08
1955,1.8771215692936494e-09,1.8771215692936494e-08
1956,8.72114158667614e-10,2.9651880950609666e-08
1957,3.534015080575159e-09,8.835037590415595e-09
1958,8.272243445794913e-10,2.1507833736222892e-08
1959,1.5501495642666896e-09,2.7902691712711203e-08
1960,6.920833350854139e-10,2.2146666722733244e-08
1961,3.47407969059077e-09,1.80652133252579e-08
1962,1.2683912808952869e-09,1.2049716779927166e-08
1963,3.879632060055371e-09,1.7458344103715717e-08
1964,3.0419841090534305e-09,9.125952438182594e-09
1965,6.019247600352884e-09,2.134096988015699e-08
1966,0.0,1.8278946356531378e-08
1967,2.9582014060558492e-09,2.070740912074598e-08
1968,2.5151928956246294e-08,2.515192853991266e-08
1969,2.134626153615926e-08,2.4525492747784483e-08
1970,2.0234389830342536e-08,1.609553734738256e-08
1971,2.0553589941130213e-09,1.4387513402880359e-08
1972,4.104117490300041e-09,2.0520587895589415e-08
1973,1.1577727720979425e-08,1.2129047988196362e-08
1974,3.037808582462276e-08,2.306484425673716e-08
1975,6.282628195464213e-09,2.5701661243715535e-08
1976,1.5426522226302808e-08,1.542652228181396e-08
1977,3.5260691033656144e-09,1.880570188461661e-08
1978,5.346532216954358e-09,2.7326720442033547e-08
1979,1.7555920051037788e-09,2.57486831856113e-08
1980,1.1370301367108482e-09,1.0233271119375331e-08
1981,3.795329828193417e-09,1.4548763971333756e-08
1982,6.20750217894539e-09,1.5518756057986138e-08
1983,1.8945948143667124e-09,2.7155859783078995e-08
1984,2.203623328256299e-08,2.8415142239168745e-08
1985,7.820225356169885e-09,2.1054452403745927e-08
1986,4.196139880008332e-09,1.7983456501724504e-08
1987,3.055408481777988e-09,2.13878585952898e-08
1988,2.3986214681137596e-09,2.4585871116755698e-08
1989,5.488122178931576e-10,2.0854864501984594e-08
1990,1.634595292454577e-09,2.45189291092629e-08
1991,2.344586080837985e-09,2.989347080983862e-08
1992,6.0609386398624565e-09,3.195767561692264e-08
1993,3.877445309274918e-09,2.1602909683338112e-08
1994,2.1099705871385765e-09,2.6902124972139063e-08
1995,1.1387146947594573e-08,1.626735190995987e-08
1996,8.540947726842774e-09,3.5765218342476146e-08
1997,6.233362714880286e-09,2.3974472185273044e-08
1998,7.629006759657386e-09,2.0979769033147022e-08
1999,9.14040199084809e-09,3.4733528053720875e-08
2000,1.2370488633450805e-08,2.783359853708589e-08
2001,1.051490838843705e-08,2.1029816110740285e-08
2002,3.767850331737321e-08,2.9792305511477934e-08
2003,2.0834615144238455e-09,1.7917768602160322e-08
2004,2.1583476561559678e-08,2.5107310008820605e-08
2005,3.1526246058177776e-09,2.612174831995162e-08
2006,2.470733950765691e-09,2.84134404893166e-08
2007,4.793375307787784e-09,3.1156940138998834e-08
2008,4.6831836186811415e-09,1.9158479247494142e-08
2009,4.291373256748443e-09,2.098004614481397e-08
2010,2.3618964561933353e-09,2.1257068993918438e-08
2011,3.4415747474092484e-09,1.414869643667771e-08
2012,2.382976926895708e-09,1.599998711299122e-08
2013,2.5102125378317908e-09,1.589801357226861e-08
2014,3.2481678735596375e-09,2.2304085689484054e-08
2015,1.7732603163622684e-09,1.9284206231873213e-08
2016,3.3141441813100414e-09,1.6156452176119274e-08
2017,5.0312225496895735e-09,2.1131135952145996e-08
2018,5.679226811050597e-09,2.2716907466246994e-08
2019,3.826481520530223e-09,1.7346716063570966e-08
