year,trop_ADV armé_VERB,trop_ADV charmé_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,9.751696339321825e-09
1804,0.0,2.2246657849223084e-08
1805,2.842877711017877e-09,1.9900143755080535e-08
1806,0.0,0.0
1807,0.0,5.693910232196231e-09
1808,0.0,2.2660739951163578e-09
1809,2.259030518203531e-09,0.0
1810,0.0,2.574139479349924e-08
1811,0.0,1.0028307073639553e-08
1812,0.0,5.3344164641089264e-09
1813,5.751483289628823e-09,5.751483289628823e-09
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,3.113746815941454e-09,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,7.24573512300708e-09
1820,4.746592452420373e-09,1.542642635854463e-08
1821,0.0,1.676453020849067e-08
1822,0.0,6.015369535816717e-09
1823,0.0,1.0870955358122103e-08
1824,0.0,3.3684450784221553e-09
1825,0.0,2.641632912414593e-09
1826,1.7615968683770689e-09,7.927186018719112e-09
1827,0.0,9.217273166939322e-09
1828,0.0,1.0089530988466322e-08
1829,2.571952872898464e-09,6.001223074036943e-09
1830,0.0,2.0873671680021744e-09
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,3.4750886612755494e-09
1834,0.0,9.334530925997342e-10
1835,0.0,9.832014313815307e-09
1836,0.0,1.3441500135158435e-09
1837,5.5663127440652715e-09,2.7831563720326358e-09
1838,0.0,7.574594285131298e-09
1839,0.0,5.5931801412612e-09
1840,0.0,4.458782232319436e-09
1841,0.0,3.2102742686390684e-09
1842,0.0,4.695785538189057e-09
1843,0.0,5.906910960362666e-09
1844,0.0,4.9397050894128824e-09
1845,0.0,5.580227946389016e-10
1846,0.0,5.854501328173001e-09
1847,0.0,5.9325460100012606e-09
1848,0.0,5.63165514222419e-09
1849,0.0,1.0055298149680425e-08
1850,0.0,4.752297222410107e-09
1851,0.0,3.2247193804124663e-09
1852,0.0,5.208436348880241e-09
1853,0.0,5.971931837933653e-10
1854,0.0,3.63696517347023e-09
1855,0.0,2.653468555990912e-09
1856,0.0,1.0354378465748937e-09
1857,0.0,2.9289055625270066e-09
1858,0.0,8.808616946964776e-09
1859,0.0,3.5645213447565993e-09
1860,4.577183909670879e-10,3.661747127736703e-09
1861,0.0,2.357981809808507e-09
1862,0.0,3.162590411776023e-09
1863,4.994620828036034e-10,1.4983863039219614e-09
1864,0.0,7.1920918109924514e-09
1865,0.0,5.177528628053096e-09
1866,6.811858188626729e-09,9.731225603104576e-09
1867,0.0,8.73506067478047e-09
1868,0.0,6.421836395986702e-09
1869,1.4650557433881772e-09,9.767037956187608e-09
1870,1.1468097582678638e-09,6.307453670473251e-09
1871,0.0,1.0621177271019633e-09
1872,1.2094678591978436e-09,1.8142017887967654e-09
1873,1.7958012854535355e-09,3.591602570907071e-09
1874,4.182226565063729e-09,1.1949218281515073e-09
1875,0.0,1.1443053948845261e-08
1876,0.0,1.209202959984168e-09
1877,7.421779191219002e-09,3.0924081073635534e-09
1878,2.4156354694326865e-09,3.6234530931267273e-09
1879,2.443730107160036e-09,2.443730107160036e-09
1880,0.0,5.776061406947974e-09
1881,4.183504653809678e-09,3.486253841167297e-09
1882,6.655385131892899e-10,6.655385131892899e-10
1883,0.0,7.583206618200222e-09
1884,0.0,0.0
1885,4.511945039809007e-09,6.445635691854079e-10
1886,0.0,0.0
1887,1.3057849246322917e-09,0.0
1888,1.268122939990235e-09,6.340614699951175e-10
1889,0.0,3.759081934617825e-09
1890,6.554386478008212e-10,5.898947996740844e-09
1891,6.374220040683554e-10,3.1871101313640793e-09
1892,1.8805537127519756e-09,1.8805537127519756e-09
1893,4.926733243593162e-09,1.2316833108982905e-09
1894,7.561847148451761e-09,2.520615716150587e-09
1895,1.8055843487019274e-09,6.018614495673091e-09
1896,1.4152869098893461e-08,1.179405795248556e-09
1897,4.078699600285063e-09,1.7480140668268973e-09
1898,5.6583548957434e-10,5.6583548957434e-10
1899,1.1055156790007459e-09,4.4220627160029835e-09
1900,6.22926377147337e-09,5.191053142894475e-10
1901,2.794369402536745e-09,2.794369458047896e-09
1902,3.437198747846537e-09,2.455141867585553e-09
1903,5.400220270956879e-10,2.7001101354784396e-09
1904,5.374625189347171e-10,1.6123875568041512e-09
1905,2.0643036169332163e-09,5.160759042333041e-10
1906,7.716276506641861e-09,5.144184633820714e-09
1907,0.0,0.0
1908,1.964555629285769e-09,4.911389073214423e-10
1909,0.0,4.400786846048277e-09
1910,1.6032452032632705e-09,5.878565634276356e-09
1911,5.320374141248863e-10,1.0640748282497725e-09
1912,5.209421227725386e-10,0.0
1913,0.0,2.121195885607108e-09
1914,1.3393487430235496e-09,1.3393487430235496e-09
1915,0.0,0.0
1916,0.0,1.0987462051303964e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,0.0,0.0
1919,1.8415696745321952e-09,7.366278698128781e-09
1920,7.572231730534895e-10,0.0
1921,1.5145494858259667e-09,1.5145494858259667e-09
1922,1.4755870969551665e-09,7.377935484775833e-10
1923,0.0,2.1231896241147297e-09
1924,3.867487219366694e-09,0.0
1925,2.1996355847875293e-09,2.1996355847875293e-09
1926,1.3375366592072169e-08,0.0
1927,1.1149224876660924e-09,1.1149224876660924e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,0.0,0.0
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,1.0959536611565568e-09,0.0
1933,4.588264879146209e-09,0.0
1934,0.0,0.0
1935,0.0,3.590485242455088e-09
1936,0.0,2.424942913137329e-09
1937,7.554670666820584e-09,3.777335333410292e-09
1938,2.5930428915188486e-09,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,4.1763312808029696e-09
1947,1.1920870957027319e-09,0.0
1948,0.0,0.0
1949,9.817008317369869e-10,0.0
1950,0.0,3.190608444114673e-09
1951,1.0661401761424827e-09,0.0
1952,1.0544803918932644e-09,3.1634410646574906e-09
1953,0.0,0.0
1954,2.9317608341017376e-09,2.9317608341017376e-09
1955,0.0,9.385607846468247e-10
1956,1.744228317335228e-09,0.0
1957,0.0,0.0
1958,0.0,0.0
1959,0.0,7.750747821333448e-10
1960,0.0,4.152500010512483e-09
1961,0.0,0.0
1962,0.0,5.707760597495337e-09
1963,0.0,0.0
1964,6.083968329129164e-10,6.083968440151466e-09
1965,0.0,4.377634699181954e-09
1966,1.1078149508847446e-09,2.7695373772118614e-09
1967,1.9721342336964653e-09,1.4791006197611978e-09
1968,4.4914158503495116e-10,8.982831700699023e-10
1969,9.083515606356229e-10,1.3625273131978588e-09
1970,1.3796175313274261e-09,4.138852510715552e-09
1971,1.0276794970565106e-09,2.0553589941130213e-09
1972,0.0,1.0260293725750103e-09
1973,2.205281512956958e-09,0.0
1974,2.2502286700643026e-09,5.625571675160757e-10
1975,0.0,1.1422960355389478e-09
1976,0.0,5.713526873840635e-10
1977,5.876781838942691e-10,0.0
1978,0.0,2.9702956760857546e-09
1979,0.0,0.0
1980,0.0,1.1370301367108482e-09
1981,1.2651099057237047e-09,6.325549528618524e-10
1982,1.8622506869903077e-09,3.103751144983846e-09
1983,0.0,6.315316047889041e-10
1984,5.799008495621649e-10,0.0
1985,6.015558051686298e-10,1.8046674155058895e-09
1986,5.994485463567401e-10,2.3977942409381114e-09
1987,0.0,6.110816852533674e-10
1988,1.798966087207532e-09,5.996553809062277e-10
1989,1.6464366536794728e-09,1.0976244357863152e-09
1990,0.0,2.724325487424295e-09
1991,5.861465202094962e-10,2.344586080837985e-09
1992,0.0,0.0
1993,0.0,1.661762283333701e-09
1994,0.0,5.274926606624319e-10
1995,0.0,1.0844901643380922e-09
1996,1.6014276571496566e-09,1.067618438099771e-09
1997,4.79489448146353e-10,1.438468344439059e-09
1998,2.3840645013706308e-09,1.43043876743576e-09
1999,0.0,9.140402323914998e-10
2000,4.4180314962005696e-10,4.4180314962005696e-10
2001,0.0,4.3812117822561447e-10
2002,0.0,1.3143663935011318e-09
2003,0.0,2.083461403401543e-09
2004,0.0,8.809582507929292e-10
2005,0.0,0.0
2006,0.0,1.2353669198716943e-09
2007,3.994479469415779e-10,1.5977917877663117e-09
2008,1.2772318758180745e-09,1.2772318758180745e-09
2009,4.76819250749827e-10,4.76819250749827e-10
2010,4.723793023408973e-10,3.3066551718974324e-09
2011,7.64794394481072e-10,3.82397197240536e-10
2012,0.0,2.723402198201441e-09
2013,8.367375126105969e-10,1.3945624655065103e-09
2014,2.1654451842767486e-10,1.2992671383216248e-09
2015,4.433150790905671e-10,1.773260274728905e-09
2016,4.1426800878596737e-10,2.485608052715804e-09
2017,2.515611330355938e-10,2.264050197320344e-09
2018,5.162933414126769e-10,7.744400121190154e-10
2019,1.02039510174734e-09,1.2754939326953263e-09
