year,aux_ADP ans_NOUN,aux_ADP gants_NOUN
1849,4.77626631578687e-08,1.3407064125559032e-08
1850,2.2403687793826066e-08,2.1724788190624622e-08
1851,1.805842853030981e-08,3.4826968864365426e-08
1852,2.148479971708639e-08,2.14848001611756e-08
1853,1.4332636411040767e-08,2.6873693714790647e-08
1854,1.8184825922862302e-08,2.545875621429161e-08
1855,1.963566731433275e-08,2.7596072982305486e-08
1856,1.4496130074093116e-08,2.7439102545656624e-08
1857,2.147864064383498e-08,2.4407546206361985e-08
1858,2.936205545367443e-08,2.3000277127316338e-08
1859,2.4442432078330967e-08,3.106225654470052e-08
1860,2.8378539518314483e-08,2.47167932787562e-08
1861,2.640939672504672e-08,3.914250035208511e-08
1862,2.93669109308059e-08,3.252950198096016e-08
1863,2.697095197179422e-08,2.8469339163894603e-08
1864,2.828889567041415e-08,2.5412059234675155e-08
1865,1.7415323849689912e-08,4.236160006110268e-08
1866,2.0435575009969398e-08,1.9462451206209153e-08
1867,2.329349513274792e-08,3.785192959071537e-08
1868,1.6795571822214583e-08,3.507310664119245e-08
1869,1.611561362135916e-08,2.3929244363785074e-08
1870,1.0321287380321564e-08,3.039045815000918e-08
1871,1.8056001360733376e-08,1.274541272522356e-08
1872,1.6932550250814415e-08,2.4794090336399677e-08
1873,1.5563611732716254e-08,2.57398194980496e-08
1874,2.569081986036892e-08,2.3898437007119355e-08
1875,3.71899266937703e-08,3.54734671637047e-08
1876,3.5066884507273244e-08,4.5949713811666015e-08
1877,1.5462039648639347e-08,4.391219476929109e-08
1878,3.200716980344964e-08,5.012443771157393e-08
1879,3.2990356002571275e-08,2.1382637882538802e-08
1880,2.1820677709172287e-08,3.016387850607316e-08
1881,1.882577010947628e-08,2.5101027312235402e-08
1882,1.6638462163598433e-08,3.8601234209068025e-08
1883,2.0221884611260066e-08,2.4013488364449387e-08
1884,2.2445769687351458e-08,2.5086449362277108e-08
1885,2.9005360890899112e-08,4.898683064746834e-08
1886,2.1296431229611557e-08,7.615087355139494e-08
1887,2.219834327465975e-08,5.4842967112112007e-08
1888,2.5362458577760094e-08,4.2482118267628266e-08
1889,1.8795410117178335e-08,4.32294429142388e-08
1890,1.966316010015845e-08,4.784702234417182e-08
1891,2.995883363610119e-08,4.2707275382802834e-08
1892,3.573051987615372e-08,1.6924983192723175e-08
1893,2.155445777418663e-08,2.832871565106032e-08
1894,2.8987080291642542e-08,3.591877506536889e-08
1895,2.106515117894503e-08,4.8750777636996645e-08
1896,2.0639601361338578e-08,3.7151284104641746e-08
1897,3.146425364697336e-08,3.4377611535241215e-08
1898,1.810673555535658e-08,2.0935912892205977e-08
1899,1.9346524382513053e-08,2.4874102777516782e-08
1900,1.9206897072798768e-08,5.969711036613035e-08
1901,1.956058603980182e-08,2.2913829056392387e-08
1902,1.816805017540446e-08,5.990546442236067e-08
1903,2.052083747372535e-08,3.186129915455638e-08
1904,3.171028861714831e-08,4.245954077219949e-08
1905,3.302885742684225e-08,3.870569431629889e-08
1906,2.1091156710006942e-08,6.893207249447642e-08
1907,2.6228502036929058e-08,2.828563877566026e-08
1908,2.357466755142923e-08,5.058730767615316e-08
1909,1.8153245295859932e-08,4.125737507187921e-08
1910,3.580580976159098e-08,4.48908668015946e-08
1911,2.2345571171200618e-08,3.6178544604581475e-08
1912,2.813087401909442e-08,2.5005221004903433e-08
1913,2.1742257771961704e-08,2.4924052155483878e-08
1914,2.7456649620560825e-08,2.4777952134513725e-08
1915,5.772573496987121e-08,4.7123048130259804e-08
1916,1.9777432136436346e-08,3.8456117179563876e-08
1917,2.9609346086090227e-08,3.94791266344896e-08
1918,4.135095377222342e-08,2.6418666365657373e-08
1919,3.222746869369075e-08,2.4861191050273845e-08
1920,3.028892603396116e-08,3.558948957760322e-08
1921,4.013556204052193e-08,4.619376059444846e-08
1922,2.5822774307737717e-08,5.164554711667435e-08
1923,2.866306125781648e-08,3.503262746562541e-08
1924,1.2891624101563082e-08,4.769901085222017e-08
1925,2.859526304632709e-08,2.1996356736053713e-08
1926,4.124071217859182e-08,2.8979959765251806e-08
1927,2.8987985345452216e-08,4.23670540872223e-08
1928,3.1992915872081085e-08,5.484499920882513e-08
1929,3.899142186902793e-08,4.9017788938954254e-08
1930,3.046045016219523e-08,2.4158288924880367e-08
1931,2.5091785538222666e-08,2.8513391647777553e-08
1932,3.835837791843488e-08,4.274219289612802e-08
1933,4.014731747048472e-08,3.326492148403304e-08
1934,2.7557634396657704e-08,4.7926322466196325e-08
1935,2.393656828303392e-08,5.505410793915644e-08
1936,2.7886844389257703e-08,4.243650097990326e-08
1937,3.52551301485704e-08,5.540092096190108e-08
1938,4.408173026604345e-08,4.278520893130633e-08
1939,3.8235126176289214e-08,6.270560426457905e-08
1940,3.2965178364818826e-08,3.550096039361961e-08
1941,3.5418031174572207e-08,8.264207451702532e-08
1942,4.247896434605991e-08,4.8547388331598995e-08
1943,5.8064704155924574e-08,9.580676341158778e-08
1944,2.5705489292704442e-08,9.31823986860536e-08
1945,2.3963544037997053e-08,5.010559256390934e-08
1946,3.3410650246423756e-08,7.656607081685252e-08
1947,4.649139739854036e-08,6.198853053085429e-08
1948,4.348755133776194e-08,5.0010683594337024e-08
1949,2.748762406579175e-08,5.2030143304904186e-08
1950,3.403315673722318e-08,3.296962081122956e-08
1951,4.904244754744269e-08,5.1174730009151403e-08
1952,2.8470970470095835e-08,5.5887461325454524e-08
1953,2.908933460776808e-08,6.679772912576709e-08
1954,4.299915934424803e-08,5.2771695457920487e-08
1955,5.255940260795455e-08,5.631364752289869e-08
1956,6.453644840753725e-08,1.3081711802698237e-07
1957,3.622365363220581e-08,4.5942197712811605e-08
1958,3.474342219478288e-08,4.797901254072201e-08
1959,1.7826720544178443e-08,7.053180717253582e-08
1960,2.629916601160076e-08,5.1906251741229426e-08
1961,1.59807664878997e-08,4.446822055026445e-08
1962,2.2831043222648617e-08,5.6443411056150694e-08
1963,2.4571002898987615e-08,4.849539991802487e-08
1964,1.5818317711246976e-08,5.232212613170972e-08
1965,3.17378508474242e-08,4.815398080282307e-08
1966,1.883285383197375e-08,5.372902645017774e-08
1967,2.9582014060558492e-08,6.162919613528217e-08
1968,3.099077011681217e-08,6.15323954566982e-08
1969,1.544197603120523e-08,5.8588677076532036e-08
1970,2.2993624615441632e-08,5.150572168766132e-08
1971,3.185806496386334e-08,4.624557914389982e-08
1972,2.359867534718063e-08,4.411926252112508e-08
1973,2.095017431757995e-08,3.1425261226569745e-08
1974,2.1939729255571194e-08,4.95050304638589e-08
1975,1.2565256390928425e-08,6.511087358163081e-08
1976,2.4568165224447824e-08,3.028169154317695e-08
1977,1.7042667277422652e-08,2.703319701424789e-08
1978,2.435642376674707e-08,4.336631642676281e-08
1979,1.6385525603013207e-08,5.5593746273174816e-08
1980,1.4781391888263329e-08,4.548120430269975e-08
1981,1.7078983727270014e-08,5.8195056495957687e-08
1982,3.6003513170790313e-08,3.724501351776155e-08
1983,1.7051353551345017e-08,4.862793312465641e-08
1984,1.565732282715615e-08,5.2770977199134705e-08
1985,1.7445117905801055e-08,4.6921354468487664e-08
1986,2.577628777089558e-08,4.7955881987693516e-08
1987,1.527704190928958e-08,4.399788000597482e-08
1988,1.499138480021145e-08,1.0553934925994213e-07
1989,2.1952489270837816e-08,5.323478480256938e-08
1990,2.1794604121438965e-08,3.9230287740554814e-08
1991,1.817054207098323e-08,5.802850633340739e-08
1992,1.8733810502880033e-08,7.107827665331357e-08
1993,1.6617622111692043e-08,6.093128002149228e-08
1994,1.6352272202979634e-08,5.749669867993745e-08
1995,1.897857726529395e-08,5.910471290171415e-08
1996,2.3487605638194964e-08,4.110330853457356e-08
1997,1.3905193996244236e-08,5.6100266210279415e-08
1998,1.6211639364271946e-08,5.292623483921233e-08
1999,2.7421206777455964e-08,4.3873930100080116e-08
2000,1.546311012567969e-08,5.920162138295382e-08
2001,1.664860438399529e-08,4.950769322276116e-08
2002,1.6210519815373914e-08,5.1260291733523644e-08
2003,1.7501076365888935e-08,4.625284560910714e-08
2004,2.6869226871228946e-08,4.9774142862890614e-08
2005,1.1709748948263154e-08,4.458711944099747e-08
2006,1.564798118858235e-08,5.641509159826086e-08
2007,9.986198562517146e-09,4.2740930461526716e-08
2008,1.3623806749407663e-08,5.4495226275985686e-08
2009,1.5735035052699686e-08,7.58142613133117e-08
2010,8.502827775203059e-09,8.361113829069566e-08
2011,1.3766299045148145e-08,9.980566573197791e-08
2012,9.872332590310506e-09,9.19148205880127e-08
2013,1.0319762655530695e-08,7.670094093192859e-08
2014,6.063246668630562e-09,7.1459691192155e-08
2015,8.644643945121544e-09,1.0151915008638213e-07
2016,1.3256576725240166e-08,7.477537655731226e-08
2017,1.8615523900145092e-08,6.968243104754634e-08
2018,3.872200171617379e-09,8.75117244780732e-08
2019,4.5917777913295765e-09,8.494788905633044e-08
